fixture_id,date,status,status_long,elapsed,league_id,league,country,season,round,home_team_id,home_team,away_team_id,away_team,goals_home,goals_away,ht_home,ht_away
1396533,2026-05-11T19:15:00+00:00,FT,Match Finished,90.0,94,Primeira Liga,Portugal,2025,Regular Season - 33,224,Guimaraes,4716,Casa Pia,0.0,1.0,0.0,0.0
1525712,2026-05-11T20:00:00+00:00,2H,Second Half,86.0,712,Liga Femenina,Colombia,2026,Regular Season - 10,22940,Internacional Palmira W,15722,Atlético Nacional W,0.0,1.0,0.0,1.0
1542987,2026-05-11T20:00:00+00:00,2H,Second Half,81.0,251,Division Intermedia,Paraguay,2026,Regular Season - 6,10474,Atlético Tembetary,1189,Deportivo Santani,1.0,0.0,1.0,0.0
1543130,2026-05-11T20:00:00+00:00,2H,Second Half,83.0,200,Botola Pro,Morocco,2025,Regular Season - 20,3449,CR Khemis Zemamra,3454,Olympique Dcheïra,0.0,0.0,0.0,0.0
1544128,2026-05-11T20:00:00+00:00,2H,Second Half,86.0,268,Primera División - Apertura,Uruguay,2026,Regular Season - 15,2370,Deportivo Maldonado,2361,Boston River,2.0,1.0,1.0,1.0
1544259,2026-05-11T20:00:00+00:00,2H,Second Half,84.0,241,Copa Colombia,Colombia,2026,Group Stage - 2,1468,Depor FC,1140,Patriotas,1.0,1.0,1.0,1.0
1505074,2026-05-11T20:45:00+00:00,HT,Halftime,45.0,250,Division Profesional - Apertura,Paraguay,2026,Apertura - 20,10487,Sportivo Ameliano,10476,Deportivo Recoleta,2.0,1.0,2.0,1.0
1522396,2026-05-11T21:00:00+00:00,1H,First Half,43.0,74,Brasileiro Women,Brazil,2026,Regular Season - 10,3826,Internacional RS W,16497,Botafogo W,0.0,0.0,0.0,0.0
1525715,2026-05-11T21:00:00+00:00,1H,First Half,44.0,712,Liga Femenina,Colombia,2026,Regular Season - 10,25713,Once Caldas W,18432,Orsomarso W,1.0,0.0,1.0,0.0
1544263,2026-05-11T21:00:00+00:00,1H,First Half,43.0,241,Copa Colombia,Colombia,2026,Group Stage - 2,1128,Independiente Medellin,1147,Fortaleza FC,1.0,0.0,1.0,0.0
1525713,2026-05-11T21:30:00+00:00,1H,First Half,14.0,712,Liga Femenina,Colombia,2026,Regular Season - 10,15726,Junior W,15730,Santa Fe W,1.0,0.0,1.0,0.0
1525714,2026-05-11T21:45:00+00:00,NS,Not Started,,712,Liga Femenina,Colombia,2026,Regular Season - 10,15729,Millonarios W,15721,América de Cali W,,,,
1498514,2026-05-11T22:00:00+00:00,NS,Not Started,,129,Primera Nacional,Argentina,2026,Regular Season - 13,470,Ferro Carril Oeste,1067,Defensores De Belgrano,,,,
1522392,2026-05-11T22:00:00+00:00,NS,Not Started,,74,Brasileiro Women,Brazil,2026,Regular Season - 10,1794,Flamengo W,1795,Ferroviaria W,,,,
1537870,2026-05-11T22:00:00+00:00,NS,Not Started,,76,Serie D,Brazil,2026,Regular Season - 6,13094,Piauí,1195,Ferroviario,,,,
1498516,2026-05-11T22:30:00+00:00,NS,Not Started,,129,Primera Nacional,Argentina,2026,Regular Season - 13,484,Nueva Chicago,482,Almagro,,,,
1542988,2026-05-11T22:30:00+00:00,NS,Not Started,,251,Division Intermedia,Paraguay,2026,Regular Season - 6,1177,SOL DE America,2138,Guairena FC,,,,
1505075,2026-05-11T23:00:00+00:00,NS,Not Started,,250,Division Profesional - Apertura,Paraguay,2026,Apertura - 20,1176,Cerro Porteno,1174,Club Guarani,,,,
1526808,2026-05-11T23:00:00+00:00,NS,Not Started,,75,Serie C,Brazil,2026,Regular Season - 6,1201,Inter De Limeira,753,Santa Cruz,,,,
1526812,2026-05-11T23:00:00+00:00,NS,Not Started,,75,Serie C,Brazil,2026,Regular Season - 6,7833,Maringá,138,Guarani Campinas,,,,
1543083,2026-05-11T23:00:00+00:00,NS,Not Started,,614,Paranaense - 2,Brazil,2026,Quarter-finals,12938,Araucária,12914,Rio Branco PR,,,,
1544262,2026-05-11T23:00:00+00:00,NS,Not Started,,241,Copa Colombia,Colombia,2026,Group Stage - 2,1127,Deportivo Cali,1131,Bucaramanga,,,,
1544129,2026-05-11T23:30:00+00:00,NS,Not Started,,268,Primera División - Apertura,Uruguay,2026,Regular Season - 15,2369,Cerro Largo,2348,Penarol,,,,
