Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
2009,Danel Sinani,lu LUX,"MF,FW",St. Pauli,de Bundesliga,28.0,1997,13,9,874,9.7,2,2,4,1,1,1,2,0,1.7,1.0,1.7,2.6,13,58,58,0.31,0.35,2010,lu LUX,"MF,FW",de Bundesliga,28-251,1997,9.7,2,25,5,20.0,2.57,0.51,0.04,0.20,23.2,2,1,1,1.7,1.0,0.04,+0.3,0.0,2010,lu LUX,"MF,FW",de Bundesliga,28-251,1997,9.7,371,539,68.8,5918,1918,2,1.7,2.4,+0.3,21,49,19,2,58,2010,lu LUX,"MF,FW",de Bundesliga,28-251,1997,9.7,539,464,73,18,7,0,63,2,32,14,15,0,371,2,16,2010,lu LUX,"MF,FW",de Bundesliga,28-251,1997,9.7,38,3.91,29,4,2,2,1,0,4,0.41,2010,lu LUX,"MF,FW",de Bundesliga,28-251,1997,9.7,12,7,3,7,2,14,78.6,3,5,0,5,4,16,3,0,2010,lu LUX,"MF,FW",de Bundesliga,28-251,1997,9.7,639,5,47,330,268,28,638,17,7,41.2,9,52.9,281,1301,579,13,11,4,20,13,443,58,2479,lu LUX,"MF,FW",de Bundesliga,28-251,1997,13,874,67,74.7,9.7,9,83,6,4,32,0,0.62,9,19,-10,-1.03,+0.19,9.6,15.6,-6.1,-0.62,2010,lu LUX,"MF,FW",de Bundesliga,28-251,1997,9.7,2,0,0,17,12,3,63,4,7,0,0,0,45,4,19,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Lassine Sinayoko,ml MLI,"FW,MF",Auxerre,fr Ligue 1,26.0,1999,15,15,1256,14.0,4,2,6,2,2,3,2,0,4.9,2.5,2.6,5.1,20,36,96,0.29,0.53,2011,ml MLI,"FW,MF",fr Ligue 1,26-004,1999,14.0,4,28,11,39.3,2.01,0.79,0.07,0.18,19.7,0,2,3,4.9,2.5,0.09,-0.9,-0.5,2011,ml MLI,"FW,MF",fr Ligue 1,26-004,1999,14.0,250,339,73.7,3180,748,2,2.6,1.8,-0.6,20,17,10,3,36,2011,ml MLI,"FW,MF",fr Ligue 1,26-004,1999,14.0,339,318,18,2,5,0,13,2,0,0,0,0,250,3,12,2011,ml MLI,"FW,MF",fr Ligue 1,26-004,1999,14.0,44,3.15,32,0,5,3,2,2,4,0.29,2011,ml MLI,"FW,MF",fr Ligue 1,26-004,1999,14.0,11,7,2,6,3,7,42.9,4,11,0,11,14,25,6,0,2011,ml MLI,"FW,MF",fr Ligue 1,26-004,1999,14.0,488,6,40,202,251,53,485,36,16,44.4,19,52.8,293,1470,620,20,14,5,31,27,358,96,2481,ml MLI,"FW,MF",fr Ligue 1,26-004,1999,15,1256,84,93.0,14.0,15,84,5,0,,0,0.80,11,17,-6,-0.43,+3.40,15.8,18.8,-3.0,-0.22,2011,ml MLI,"FW,MF",fr Ligue 1,26-004,1999,14.0,2,0,0,12,22,5,13,14,7,1,0,0,33,15,40,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Antonio Sivera,es ESP,GK,Alavés,es La Liga,29.0,1996,15,15,1350,15.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,2012,es ESP,GK,es La Liga,29-123,1996,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2012,es ESP,GK,es La Liga,29-123,1996,15.0,232,412,56.3,9370,8399,0,0.0,0.0,0.0,0,15,0,0,0,2012,es ESP,GK,es La Liga,29-123,1996,15.0,412,240,170,57,0,0,0,0,0,0,0,0,232,2,0,2012,es ESP,GK,es La Liga,29-123,1996,15.0,1,0.07,1,0,0,0,0,0,0,0.00,2012,es ESP,GK,es La Liga,29-123,1996,15.0,1,0,1,0,0,1,100.0,0,0,0,0,0,1,8,1,2012,es ESP,GK,es La Liga,29-123,1996,15.0,442,356,439,3,0,0,442,0,0,,0,,188,1085,693,0,0,0,0,0,147,0,2485,es ESP,GK,es La Liga,29-123,1996,15,1350,90,100.0,15.0,15,90,15,0,,0,1.20,13,15,-2,-0.13,,15.9,15.0,+0.9,+0.06,2012,es ESP,GK,es La Liga,29-123,1996,15.0,0,0,0,1,0,0,0,0,0,0,1,0,10,5,0,100.0,124,es ESP,GK,es La Liga,29-123,1996,15,15,1350,15.0,15,1.00,48,33,70.8,5,3,7,3,20.0,1,1,0,0,124,es ESP,GK,es La Liga,29-123,1996,15.0,15,1,0,0,0,14.9,0.30,-0.1,-0.01,113,275,41.1,297,41,60.3,44.3,198,8,4.0,9,0.60,12.2
2012,Telli Siwe,fr FRA,DF,Auxerre,fr Ligue 1,20.0,2004,3,3,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,0,0.00,0.01,2013,fr FRA,DF,fr Ligue 1,20-363,2004,2.5,0,1,0,0.0,0.40,0.00,0.00,,16.3,0,0,0,0.0,0.0,0.01,0.0,0.0,2013,fr FRA,DF,fr Ligue 1,20-363,2004,2.5,56,66,84.8,995,417,0,0.0,0.0,0.0,1,3,0,0,4,2013,fr FRA,DF,fr Ligue 1,20-363,2004,2.5,66,63,3,3,0,0,0,0,0,0,0,0,56,0,0,2013,fr FRA,DF,fr Ligue 1,20-363,2004,2.5,1,0.40,1,0,0,0,0,0,0,0.00,2013,fr FRA,DF,fr Ligue 1,20-363,2004,2.5,4,3,4,0,0,2,100.0,0,5,1,4,4,8,6,0,2013,fr FRA,DF,fr Ligue 1,20-363,2004,2.5,97,14,48,44,7,1,97,4,1,25.0,3,75.0,52,162,57,2,1,0,2,2,53,0,2487,fr FRA,DF,fr Ligue 1,20-363,2004,3,225,75,16.7,2.5,3,75,2,0,,0,1.00,2,3,-1,-0.40,+0.32,1.7,4.0,-2.3,-0.92,2013,fr FRA,DF,fr Ligue 1,20-363,2004,2.5,0,0,0,2,0,0,0,4,3,0,1,0,5,1,4,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Tim Skarke,de GER,"MF,DF",Union Berlin,de Bundesliga,29.0,1996,10,2,334,3.7,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,7,5,24,0.00,0.14,2014,de GER,"MF,DF",de Bundesliga,29-096,1996,3.7,0,8,3,37.5,2.16,0.81,0.00,0.00,28.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4,2014,de GER,"MF,DF",de Bundesliga,29-096,1996,3.7,63,95,66.3,877,223,0,0.1,0.2,-0.1,4,3,2,1,5,2014,de GER,"MF,DF",de Bundesliga,29-096,1996,3.7,95,90,5,0,0,0,5,4,0,0,0,0,63,0,6,2014,de GER,"MF,DF",de Bundesliga,29-096,1996,3.7,6,1.62,5,0,0,0,1,0,1,0.27,2014,de GER,"MF,DF",de Bundesliga,29-096,1996,3.7,3,1,1,2,0,5,60.0,2,2,0,2,0,3,8,0,2014,de GER,"MF,DF",de Bundesliga,29-096,1996,3.7,140,6,24,60,59,11,140,4,1,25.0,3,75.0,76,363,115,7,5,3,8,4,80,24,2488,de GER,"MF,DF",de Bundesliga,29-096,1996,10,334,33,28.5,3.7,2,64,0,8,26,3,1.20,3,7,-4,-1.08,-0.86,3.8,6.1,-2.3,-0.62,2014,de GER,"MF,DF",de Bundesliga,29-096,1996,3.7,0,0,0,4,5,3,5,0,1,0,0,0,22,0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,de Bundesliga,30.0,1995,8,6,506,5.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,20,3,0.00,0.03,2015,tn TUN,MF,de Bundesliga,30-216,1995,5.6,0,2,0,0.0,0.36,0.00,0.00,,17.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,2015,tn TUN,MF,de Bundesliga,30-216,1995,5.6,276,317,87.1,4294,1170,0,0.1,0.3,-0.1,3,22,6,1,20,2015,tn TUN,MF,de Bundesliga,30-216,1995,5.6,317,308,9,8,0,0,1,1,0,0,0,0,276,0,2,2015,tn TUN,MF,de Bundesliga,30-216,1995,5.6,8,1.42,8,0,0,0,0,0,1,0.18,2015,tn TUN,MF,de Bundesliga,30-216,1995,5.6,3,0,2,1,0,4,25.0,3,7,1,6,11,14,8,0,2015,tn TUN,MF,de Bundesliga,30-216,1995,5.6,365,21,111,209,46,4,365,2,1,50.0,0,0.0,171,688,295,1,3,0,4,3,237,3,2489,tn TUN,MF,de Bundesliga,30-216,1995,8,506,63,43.2,5.6,6,78,3,2,20,4,1.88,9,11,-2,-0.36,-0.49,7.3,6.8,+0.5,+0.10,2015,tn TUN,MF,de Bundesliga,30-216,1995,5.6,0,0,0,3,6,0,1,11,0,0,0,0,26,10,5,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Leo Skiri Østigård,no NOR,DF,Genoa,it Serie A,26.0,1999,11,11,945,10.5,3,1,4,3,0,0,4,0,2.1,2.1,0.7,2.8,1,24,1,0.38,0.26,2016,no NOR,DF,it Serie A,26-014,1999,10.5,3,11,6,54.5,1.05,0.57,0.27,0.50,9.1,0,0,0,2.1,2.1,0.20,+0.9,+0.9,2016,no NOR,DF,it Serie A,26-014,1999,10.5,550,621,88.6,11155,4103,1,0.7,0.3,+0.3,3,30,0,0,24,2016,no NOR,DF,it Serie A,26-014,1999,10.5,621,594,27,21,0,3,0,2,0,0,0,0,550,0,2,2016,no NOR,DF,it Serie A,26-014,1999,10.5,9,0.86,7,0,0,2,0,0,1,0.10,2016,no NOR,DF,it Serie A,26-014,1999,10.5,12,8,6,6,0,6,83.3,1,11,10,1,7,19,84,1,2016,no NOR,DF,it Serie A,26-014,1999,10.5,761,91,439,294,28,17,761,1,1,100.0,0,0.0,411,1996,990,1,1,0,4,2,481,1,2490,no NOR,DF,it Serie A,26-014,1999,11,945,86,75.0,10.5,11,86,10,0,,1,0.91,11,16,-5,-0.48,-0.19,16.7,11.8,+4.9,+0.47,2016,no NOR,DF,it Serie A,26-014,1999,10.5,4,0,0,18,6,2,0,7,8,0,0,0,31,37,19,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,34.0,1991,10,10,817,9.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,2017,pl POL,GK,it Serie A,34-221,1991,9.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2017,pl POL,GK,it Serie A,34-221,1991,9.1,334,423,79.0,8701,5429,0,0.0,0.0,0.0,0,10,0,0,0,2017,pl POL,GK,it Serie A,34-221,1991,9.1,423,352,70,26,0,0,0,0,0,0,0,0,334,1,0,2017,pl POL,GK,it Serie A,34-221,1991,9.1,1,0.11,1,0,0,0,0,0,1,0.11,2017,pl POL,GK,it Serie A,34-221,1991,9.1,0,0,0,0,0,0,,0,0,0,0,0,0,5,3,2017,pl POL,GK,it Serie A,34-221,1991,9.1,440,289,438,2,0,0,440,0,0,,0,,265,1129,731,0,0,0,0,0,262,0,2492,pl POL,GK,it Serie A,34-221,1991,10,817,82,64.8,9.1,10,82,9,0,,1,1.80,14,8,+6,+0.66,-0.35,12.4,10.0,+2.4,+0.27,2017,pl POL,GK,it Serie A,34-221,1991,9.1,1,0,0,0,3,0,0,0,0,0,0,0,17,0,0,,125,pl POL,GK,it Serie A,34-221,1991,10,10,817,9.1,8,0.88,26,18,76.9,5,3,2,3,30.0,2,2,0,0,125,pl POL,GK,it Serie A,34-221,1991,9.1,8,2,0,1,0,8.2,0.25,+0.2,+0.02,36,111,32.4,378,43,24.3,30.9,87,6,6.9,7,0.77,11.9
2017,Andreas Skov Olsen,dk DEN,FW,Wolfsburg,de Bundesliga,25.0,1999,8,4,362,4.0,1,0,1,1,0,0,1,0,0.3,0.3,0.9,1.2,8,10,25,0.25,0.30,2018,dk DEN,FW,de Bundesliga,25-348,1999,4.0,1,7,2,28.6,1.74,0.50,0.14,0.50,19.6,0,0,0,0.3,0.3,0.05,+0.7,+0.7,2018,dk DEN,FW,de Bundesliga,25-348,1999,4.0,113,135,83.7,1795,275,0,0.9,0.9,-0.9,7,3,4,1,10,2018,dk DEN,FW,de Bundesliga,25-348,1999,4.0,135,131,3,0,0,1,6,2,1,1,0,0,113,1,3,2018,dk DEN,FW,de Bundesliga,25-348,1999,4.0,13,3.23,12,0,1,0,0,0,1,0.25,2018,dk DEN,FW,de Bundesliga,25-348,1999,4.0,2,1,2,0,0,6,33.3,4,3,0,3,1,3,9,0,2018,dk DEN,FW,de Bundesliga,25-348,1999,4.0,167,9,36,58,73,11,167,4,3,75.0,1,25.0,102,505,251,8,4,3,5,1,126,25,2493,dk DEN,FW,de Bundesliga,25-348,1999,8,362,45,30.9,4.0,4,67,0,4,24,4,1.00,7,7,0,0.00,+0.67,5.3,5.6,-0.2,-0.06,2018,dk DEN,FW,de Bundesliga,25-348,1999,4.0,1,0,0,1,4,0,6,1,1,0,0,0,11,3,1,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Robert Skov,dk DEN,DF,Union Berlin,de Bundesliga,29.0,1996,3,3,220,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,8,4,1,0.00,0.03,2019,dk DEN,DF,de Bundesliga,29-206,1996,2.4,0,1,0,0.0,0.41,0.00,0.00,,28.8,0,0,0,0.0,0.0,0.02,0.0,0.0,2019,dk DEN,DF,de Bundesliga,29-206,1996,2.4,51,86,59.3,881,351,0,0.0,0.1,0.0,1,6,3,3,4,2019,dk DEN,DF,de Bundesliga,29-206,1996,2.4,86,72,14,3,0,1,13,11,0,0,0,0,51,0,2,2019,dk DEN,DF,de Bundesliga,29-206,1996,2.4,5,2.05,3,1,1,0,0,0,0,0.00,2019,dk DEN,DF,de Bundesliga,29-206,1996,2.4,6,6,5,0,1,7,57.1,3,1,0,1,2,8,8,0,2019,dk DEN,DF,de Bundesliga,29-206,1996,2.4,109,5,31,46,32,2,109,3,3,100.0,0,0.0,56,335,183,8,3,1,5,2,52,1,2494,dk DEN,DF,de Bundesliga,29-206,1996,3,220,73,18.8,2.4,3,73,0,0,,0,1.00,4,6,-2,-0.82,-0.44,3.3,6.4,-3.1,-1.26,2019,dk DEN,DF,de Bundesliga,29-206,1996,2.4,0,0,0,5,3,0,13,2,6,0,0,0,13,1,1,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,34.0,1991,7,6,387,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,1,12,6,0.00,0.07,2020,eng ENG,DF,eng Premier League,34-227,1991,4.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2020,eng ENG,DF,eng Premier League,34-227,1991,4.3,116,152,76.3,1974,751,0,0.3,0.1,-0.3,1,15,0,0,12,2020,eng ENG,DF,eng Premier League,34-227,1991,4.3,152,122,29,6,0,0,4,23,0,0,0,0,116,1,1,2020,eng ENG,DF,eng Premier League,34-227,1991,4.3,4,0.93,3,0,0,0,1,0,0,0.00,2020,eng ENG,DF,eng Premier League,34-227,1991,4.3,4,3,3,1,0,6,50.0,3,2,0,2,2,6,15,0,2020,eng ENG,DF,eng Premier League,34-227,1991,4.3,184,14,53,97,36,5,184,1,0,0.0,0,0.0,61,204,104,1,2,1,6,0,90,6,2498,eng ENG,DF,eng Premier League,34-227,1991,7,387,55,28.7,4.3,6,64,2,1,5,3,1.14,6,6,0,0.00,+0.28,7.2,4.8,+2.3,+0.54,2020,eng ENG,DF,eng Premier League,34-227,1991,4.3,0,0,0,5,3,0,4,2,3,0,0,0,7,5,8,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Eric Smith,se SWE,DF,St. Pauli,de Bundesliga,28.0,1997,13,13,1170,13.0,1,0,1,1,0,0,2,0,0.3,0.3,0.1,0.4,7,48,7,0.08,0.03,2021,se SWE,DF,de Bundesliga,28-338,1997,13.0,1,6,3,50.0,0.46,0.23,0.17,0.33,21.0,1,0,0,0.3,0.3,0.05,+0.7,+0.7,2021,se SWE,DF,de Bundesliga,28-338,1997,13.0,718,838,85.7,14395,4946,0,0.1,0.4,-0.1,4,54,5,0,48,2021,se SWE,DF,de Bundesliga,28-338,1997,13.0,838,772,61,53,0,5,14,0,5,1,3,0,718,5,2,2021,se SWE,DF,de Bundesliga,28-338,1997,13.0,14,1.08,9,2,1,2,0,0,2,0.15,2021,se SWE,DF,de Bundesliga,28-338,1997,13.0,16,7,10,6,0,15,53.3,7,16,11,5,11,27,59,2,2021,se SWE,DF,de Bundesliga,28-338,1997,13.0,965,82,409,498,62,5,965,8,7,87.5,1,12.5,475,2173,1084,7,9,1,9,3,640,7,2499,se SWE,DF,de Bundesliga,28-338,1997,13,1170,90,100.0,13.0,13,90,13,0,,0,0.62,11,25,-14,-1.08,,11.1,20.2,-9.1,-0.70,2021,se SWE,DF,de Bundesliga,28-338,1997,13.0,2,0,0,6,17,1,14,11,7,0,2,0,69,12,15,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Emile Smith Rowe,eng ENG,MF,Fulham,eng Premier League,25.0,2000,15,3,416,4.6,2,0,2,2,0,0,0,0,1.7,1.7,0.2,1.9,16,21,32,0.43,0.41,2022,eng ENG,MF,eng Premier League,25-137,2000,4.6,2,14,5,35.7,3.03,1.08,0.14,0.40,14.9,0,0,0,1.7,1.7,0.12,+0.3,+0.3,2022,eng ENG,MF,eng Premier League,25-137,2000,4.6,215,240,89.6,3040,468,0,0.2,0.3,-0.2,4,11,4,0,21,2022,eng ENG,MF,eng Premier League,25-137,2000,4.6,240,234,5,2,0,0,3,2,0,0,0,0,215,1,2,2022,eng ENG,MF,eng Premier League,25-137,2000,4.6,11,2.38,9,0,0,2,0,0,2,0.43,2022,eng ENG,MF,eng Premier League,25-137,2000,4.6,4,3,1,1,2,2,100.0,0,4,1,3,5,9,1,0,2022,eng ENG,MF,eng Premier League,25-137,2000,4.6,292,3,31,137,126,21,292,10,3,30.0,7,70.0,182,875,476,16,10,6,7,5,225,32,2500,eng ENG,MF,eng Premier League,25-137,2000,15,416,28,30.8,4.6,3,62,0,12,19,0,1.13,9,8,+1,+0.22,+0.70,6.6,7.1,-0.6,-0.12,2022,eng ENG,MF,eng Premier League,25-137,2000,4.6,0,0,0,2,3,1,3,5,3,0,0,0,12,1,5,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Ivan Smolčić,hr CRO,DF,Como,it Serie A,25.0,2000,10,7,652,7.2,0,0,0,0,0,0,5,0,0.4,0.4,1.0,1.5,4,29,20,0.00,0.20,2023,hr CRO,DF,it Serie A,25-117,2000,7.2,0,4,0,0.0,0.55,0.00,0.00,,11.7,0,0,0,0.4,0.4,0.10,-0.4,-0.4,2023,hr CRO,DF,it Serie A,25-117,2000,7.2,337,400,84.3,5875,1787,0,1.0,0.3,-1.0,6,29,4,3,29,2023,hr CRO,DF,it Serie A,25-117,2000,7.2,400,324,72,14,1,0,11,58,0,0,0,0,337,4,6,2023,hr CRO,DF,it Serie A,25-117,2000,7.2,11,1.52,8,0,0,2,1,0,0,0.00,2023,hr CRO,DF,it Serie A,25-117,2000,7.2,22,15,10,11,1,19,57.9,8,14,5,9,10,32,26,1,2023,hr CRO,DF,it Serie A,25-117,2000,7.2,486,25,140,269,78,8,486,0,0,,0,,222,731,378,4,3,0,2,1,279,20,2501,hr CRO,DF,it Serie A,25-117,2000,10,652,65,51.7,7.2,7,81,2,3,29,3,1.90,9,4,+5,+0.69,+0.25,9.3,6.8,+2.5,+0.35,2023,hr CRO,DF,it Serie A,25-117,2000,7.2,5,0,0,11,12,0,11,10,15,0,0,0,24,8,10,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,Simon Sohm,ch SUI,MF,Fiorentina,it Serie A,24.0,2001,12,8,605,6.7,0,1,1,0,0,0,2,0,0.2,0.2,1.7,1.9,14,25,18,0.15,0.28,2024,ch SUI,MF,it Serie A,24-245,2001,6.7,0,3,0,0.0,0.45,0.00,0.00,,21.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,2024,ch SUI,MF,it Serie A,24-245,2001,6.7,240,273,87.9,3909,956,1,1.7,1.3,-0.7,8,17,5,1,25,2024,ch SUI,MF,it Serie A,24-245,2001,6.7,273,266,5,2,5,0,3,3,0,0,0,0,240,2,3,2024,ch SUI,MF,it Serie A,24-245,2001,6.7,14,2.08,14,0,0,0,0,0,1,0.15,2024,ch SUI,MF,it Serie A,24-245,2001,6.7,9,6,4,4,1,4,75.0,1,5,3,2,3,12,3,0,2024,ch SUI,MF,it Serie A,24-245,2001,6.7,323,7,60,214,53,7,323,12,7,58.3,3,25.0,194,925,538,14,5,0,9,4,234,18,2503,ch SUI,MF,it Serie A,24-245,2001,12,605,50,48.0,6.7,8,65,1,4,22,1,0.42,5,13,-8,-1.19,-0.50,8.0,11.7,-3.7,-0.56,2024,ch SUI,MF,it Serie A,24-245,2001,6.7,2,0,0,13,11,0,3,3,6,0,0,0,23,6,24,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Alex Sola,es ESP,FW,Getafe,es La Liga,26.0,1999,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,2025,es ESP,FW,es La Liga,26-186,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2025,es ESP,FW,es La Liga,26-186,1999,0.1,0,0,,0,0,0,0.0,0.0,0.0,0,0,0,0,0,2025,es ESP,FW,es La Liga,26-186,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,es ESP,FW,es La Liga,26-186,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,2025,es ESP,FW,es La Liga,26-186,1999,0.1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2025,es ESP,FW,es La Liga,26-186,1999,0.1,7,0,0,5,2,0,7,4,0,0.0,2,50.0,4,11,7,0,0,0,1,0,3,1,2504,es ESP,FW,es La Liga,26-186,1999,1,13,13,1.0,0.1,0,,0,1,13,2,3.00,0,0,0,0.00,+0.27,0.1,0.1,0.0,-0.19,2025,es ESP,FW,es La Liga,26-186,1999,0.1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
