Rk,Squad,Comp,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,G+A-PK,xG+xAG,Rk_stats_teams_shooting_for,Comp_stats_teams_shooting_for,# Pl_stats_teams_shooting_for,90s_stats_teams_shooting_for,Gls_stats_teams_shooting_for,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_teams_shooting_for,PKatt_stats_teams_shooting_for,xG_stats_teams_shooting_for,npxG_stats_teams_shooting_for,npxG/Sh,G-xG,np:G-xG,Rk_stats_teams_passing_for,Comp_stats_teams_passing_for,# Pl_stats_teams_passing_for,90s_stats_teams_passing_for,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_teams_passing_for,xAG_stats_teams_passing_for,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_teams_passing_for,Rk_stats_teams_passing_types_for,Comp_stats_teams_passing_types_for,# Pl_stats_teams_passing_types_for,90s_stats_teams_passing_types_for,Att_stats_teams_passing_types_for,Live,Dead,FK_stats_teams_passing_types_for,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_teams_passing_types_for,Off,Blocks,Rk_stats_teams_gca_for,Comp_stats_teams_gca_for,# Pl_stats_teams_gca_for,90s_stats_teams_gca_for,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_teams_gca_for,Fld,Def,GCA,GCA90,Rk_stats_teams_defense_for,Comp_stats_teams_defense_for,# Pl_stats_teams_defense_for,90s_stats_teams_defense_for,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_teams_defense_for,Tkl%,Lost,Blocks_stats_teams_defense_for,Sh_stats_teams_defense_for,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_teams_possession_for,Comp_stats_teams_possession_for,# Pl_stats_teams_possession_for,Poss_stats_teams_possession_for,90s_stats_teams_possession_for,Touches,Def Pen,Def 3rd_stats_teams_possession_for,Mid 3rd_stats_teams_possession_for,Att 3rd_stats_teams_possession_for,Att Pen,Live_stats_teams_possession_for,Att_stats_teams_possession_for,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_teams_possession_for,PrgDist_stats_teams_possession_for,PrgC_stats_teams_possession_for,1/3_stats_teams_possession_for,CPA,Mis,Dis,Rec,PrgR,Rk_stats_teams_playing_time_for,Comp_stats_teams_playing_time_for,# Pl_stats_teams_playing_time_for,Age_stats_teams_playing_time_for,MP_stats_teams_playing_time_for,Min_stats_teams_playing_time_for,Mn/MP,Min%,90s_stats_teams_playing_time_for,Starts_stats_teams_playing_time_for,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_teams_misc_for,Comp_stats_teams_misc_for,# Pl_stats_teams_misc_for,90s_stats_teams_misc_for,CrdY_stats_teams_misc_for,CrdR_stats_teams_misc_for,2CrdY,Fls,Fld_stats_teams_misc_for,Off_stats_teams_misc_for,Crs_stats_teams_misc_for,Int_stats_teams_misc_for,TklW_stats_teams_misc_for,PKwon,PKcon,OG,Recov,Won,Lost_stats_teams_misc_for,Won%,Rk_stats_teams_keeper_for,Comp_stats_teams_keeper_for,# Pl_stats_teams_keeper_for,MP_stats_teams_keeper_for,Starts_stats_teams_keeper_for,Min_stats_teams_keeper_for,90s_stats_teams_keeper_for,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_teams_keeper_for,PKA,PKsv,PKm,Rk_stats_teams_keeper_adv_for,Comp_stats_teams_keeper_adv_for,# Pl_stats_teams_keeper_adv_for,90s_stats_teams_keeper_adv_for,GA_stats_teams_keeper_adv_for,PKA_stats_teams_keeper_adv_for,FK_stats_teams_keeper_adv_for,CK_stats_teams_keeper_adv_for,OG_stats_teams_keeper_adv_for,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_teams_keeper_adv_for,Att_stats_teams_keeper_adv_for,Cmp%_stats_teams_keeper_adv_for,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
1,Alavés,es La Liga,32,27.6,41.5,38,418,3420,38.0,34,20,54,28,6,6,111,7,39.3,34.7,26.9,61.6,403,944,1.26,1.74,1,es La Liga,32,38.0,34,307,98,31.9,8.08,2.58,0.09,0.29,16.7,11,6,6,39.3,34.7,0.12,-5.3,-6.7,1,es La Liga,32,38.0,9612,13973,68.8,182169,82570,20,26.9,22.0,-6.9,236,723,171,56,944,1,es La Liga,32,38.0,13973,11911,2001,543,17,108,562,881,136,52,53,0,9612,61,278,1,es La Liga,32,38.0,537,14.13,333,88,28,36,46,6,58,1.53,1,es La Liga,32,38.0,579,346,261,265,53,619,41.2,364,385,114,271,392,971,766,7,1,es La Liga,32,41.5,38.0,17865,2032,6060,8359,3622,508,17859,497,251,50.5,246,49.5,9373,44654,20855,403,307,100,535,309,9525,936,1,es La Liga,32,27.6,38,3420,90,100,38.0,418,83,,133,22,187,1.03,34,59,-25,-0.66,39.3,57.8,-18.5,-0.49,1,es La Liga,32,38.0,111,7,3,621,432,61,562,392,346,5,15,0,1766,905,712,56.0,1,es La Liga,3,38,38,3418,38.0,59,1.55,161,99,70.8,10,9,19,9,23.7,15,12,3,0,1,es La Liga,3,38.0,59,12,3,3,0,56.6,0.27,-2.4,-0.06,375,828,45.3,783,103,66.0,46.1,527,12,2.3,15,0.39,9.1
2,Amiens,fr Ligue 1,27,27.4,45.6,28,308,2520,28.0,30,20,50,27,3,5,59,4,27.4,23.4,16.9,40.4,384,1013,1.68,1.58,2,fr Ligue 1,27,28.0,30,229,77,33.6,8.18,2.75,0.12,0.35,19.3,13,3,5,27.4,23.4,0.1,2.6,3.6,2,fr Ligue 1,27,28.0,9685,12850,75.4,167666,69296,20,16.9,17.5,3.1,161,739,127,41,1013,2,fr Ligue 1,27,28.0,12850,11356,1457,350,28,91,463,669,108,53,28,0,9685,37,229,2,fr Ligue 1,27,28.0,405,14.46,283,33,35,12,31,11,50,1.79,2,fr Ligue 1,27,28.0,425,238,194,184,47,510,39.4,309,280,87,193,300,725,615,17,2,fr Ligue 1,27,45.6,28.0,15949,1587,4731,8179,3192,350,15944,409,244,59.7,165,40.3,7853,42492,21131,384,299,82,543,358,9610,999,2,fr Ligue 1,27,27.4,28,2520,90,100,28.0,308,84,,83,19,113,0.82,31,50,-19,-0.68,27.4,39.3,-11.9,-0.43,2,fr Ligue 1,27,28.0,59,4,2,403,320,37,463,300,238,5,1,1,1543,470,551,46.0,2,fr Ligue 1,1,28,28,2520,28.0,50,1.79,142,93,65.5,4,11,13,5,17.9,1,1,0,0,2,fr Ligue 1,1,28.0,50,1,1,12,1,40.8,0.29,-8.2,-0.29,194,462,42.0,562,93,47.7,38.4,425,10,2.4,10,0.36,11.8
3,Angers,fr Ligue 1,26,28.0,45.3,28,308,2520,28.0,27,21,48,26,1,1,43,2,29.3,28.5,23.0,51.5,542,1088,1.68,1.87,3,fr Ligue 1,26,28.0,27,363,113,31.1,12.96,4.04,0.07,0.23,19.2,16,1,1,29.3,28.5,0.08,-2.3,-2.5,3,fr Ligue 1,26,28.0,10518,13458,78.2,183652,73734,21,23.0,21.8,-2.0,267,736,195,68,1088,3,fr Ligue 1,26,28.0,13458,12001,1429,351,15,97,550,649,146,48,85,2,10518,28,232,3,fr Ligue 1,26,28.0,629,22.46,452,65,35,33,35,9,48,1.71,3,fr Ligue 1,26,28.0,439,279,206,178,55,452,39.2,275,229,51,178,267,706,513,8,3,fr Ligue 1,26,45.3,28.0,16445,1346,5096,7662,3853,511,16444,479,291,60.8,187,39.0,7730,42925,23294,542,385,127,455,344,10448,1080,3,fr Ligue 1,26,28.0,28,2520,90,100,28.0,308,84,,80,23,116,1.39,28,33,-5,-0.18,29.3,28.4,0.9,0.03,3,fr Ligue 1,26,28.0,43,2,1,336,315,28,550,267,279,1,3,0,1511,449,455,49.7,3,fr Ligue 1,2,28,28,2520,28.0,33,1.18,90,57,66.7,11,6,11,12,42.9,3,3,0,0,3,fr Ligue 1,2,28.0,33,3,2,1,0,27.8,0.28,-5.2,-0.19,134,369,36.3,528,126,39.8,35.9,362,19,5.2,22,0.79,15.1
4,Arsenal,eng Premier League,29,25.8,53.8,38,418,3420,38.0,56,35,91,53,3,3,88,5,47.0,44.6,31.4,76.1,815,1641,2.32,2.06,4,eng Premier League,29,38.0,56,403,146,36.2,10.61,3.84,0.13,0.36,16.4,19,3,3,47.0,44.6,0.11,9.0,8.4,4,eng Premier League,29,38.0,16634,20410,81.5,292657,94450,35,31.4,28.5,3.6,298,1164,311,63,1641,4,eng Premier League,29,38.0,20410,18463,1874,487,67,153,699,756,231,96,71,3,16634,73,320,4,eng Premier League,29,38.0,709,18.66,501,59,52,48,33,16,85,2.24,4,eng Premier League,29,38.0,584,336,296,217,71,612,40.7,363,398,141,257,351,935,754,18,4,eng Premier League,29,53.8,38.0,24424,2737,8368,10648,5628,821,24421,697,411,59.0,286,41.0,14410,85069,46708,815,534,209,547,370,16527,1630,4,eng Premier League,29,25.8,38,3420,90,100,38.0,418,83,,123,21,163,1.47,56,48,8,0.21,47.0,55.3,-8.3,-0.22,4,eng Premier League,29,38.0,88,5,1,421,437,73,699,351,336,2,8,0,1861,501,589,46.0,4,eng Premier League,2,38,38,3420,38.0,48,1.26,193,144,78.8,14,14,10,10,26.3,8,7,1,0,4,eng Premier League,2,38.0,48,7,0,9,0,51.8,0.23,3.8,0.1,92,364,25.3,964,233,24.8,31.4,606,25,4.1,42,1.11,13.2
5,Aston Villa,eng Premier League,28,25.7,44.1,38,418,3420,38.0,40,32,72,39,1,3,70,1,44.3,41.8,34.2,76.0,639,1247,1.87,2.06,5,eng Premier League,28,38.0,40,453,147,32.5,11.92,3.87,0.09,0.27,17.5,21,1,3,44.3,41.8,0.09,-4.3,-2.8,5,eng Premier League,28,38.0,11652,15672,74.3,217478,84204,32,34.2,27.7,-2.2,369,908,270,95,1247,5,eng Premier League,28,38.0,15672,13604,2006,562,17,153,798,797,200,109,34,8,11652,62,307,5,eng Premier League,28,38.0,828,21.79,599,88,42,36,56,7,72,1.89,5,eng Premier League,28,38.0,523,291,285,174,64,597,37.4,374,456,184,272,423,946,928,26,5,eng Premier League,28,44.1,38.0,19977,2658,7038,8203,4969,695,19974,569,352,61.9,217,38.1,10317,61373,31557,639,476,139,546,313,11546,1229,5,eng Premier League,28,25.7,38,3420,90,100,38.0,418,84,,113,22,173,0.92,41,67,-26,-0.68,44.3,67.8,-23.5,-0.62,5,eng Premier League,28,38.0,70,1,1,451,525,62,798,423,291,2,6,1,1900,705,742,48.7,5,eng Premier League,4,38,38,3420,38.0,67,1.76,182,115,65.9,9,8,21,7,18.4,6,5,1,0,5,eng Premier League,4,38.0,67,5,1,9,1,51.6,0.25,-14.4,-0.38,240,665,36.1,862,179,50.1,37.2,628,23,3.7,28,0.74,16.1
6,Atalanta,it Serie A,30,27.2,57.2,38,418,3420,38.0,96,68,164,89,7,10,80,2,83.5,75.6,58.9,134.5,978,1867,4.13,3.75,6,it Serie A,30,38.0,96,700,256,36.6,18.42,6.74,0.13,0.35,17.3,31,7,10,83.5,75.6,0.11,12.5,13.4,6,it Serie A,30,38.0,17945,21860,82.1,301978,102774,68,58.9,46.2,9.1,535,1291,440,99,1867,6,it Serie A,30,38.0,21860,19949,1861,577,40,163,767,715,248,83,132,0,17945,50,354,6,it Serie A,30,38.0,1242,32.68,938,91,67,75,51,20,170,4.47,6,it Serie A,30,38.0,627,351,252,278,97,643,40.9,380,396,111,285,418,1045,532,12,6,it Serie A,30,57.2,38.0,26093,1876,6557,12183,7584,1117,26083,616,347,56.3,267,43.3,16491,84807,43655,978,780,256,595,358,17836,1854,6,it Serie A,30,27.2,38,3420,90,100,38.0,418,82,,134,23,268,2.05,98,48,50,1.32,83.5,41.3,42.2,1.11,6,it Serie A,30,38.0,80,2,1,534,518,50,767,418,351,9,6,3,2145,624,500,55.5,6,it Serie A,3,38,38,3420,38.0,48,1.26,139,94,69.8,23,9,6,10,26.3,6,6,0,0,6,it Serie A,3,38.0,48,6,2,4,3,41.9,0.26,-3.1,-0.08,175,410,42.7,892,194,29.4,26.9,366,8,2.2,67,1.76,19.7
7,Athletic Club,es La Liga,26,26.7,48.7,38,418,3420,38.0,40,23,63,32,8,10,90,2,41.5,33.8,26.2,60.0,604,1291,1.45,1.78,7,es La Liga,26,38.0,40,401,126,31.4,10.55,3.32,0.08,0.25,18.8,16,8,10,41.5,33.8,0.09,-1.5,-1.8,7,es La Liga,26,38.0,12533,16915,74.1,234527,90251,23,26.2,25.2,-3.2,277,967,217,85,1291,7,es La Liga,26,38.0,16915,14889,1942,517,14,200,754,874,178,70,65,6,12533,84,306,7,es La Liga,26,38.0,690,18.16,469,84,37,36,54,10,65,1.71,7,es La Liga,26,38.0,533,324,262,204,67,613,35.4,396,339,92,247,373,906,755,7,7,es La Liga,26,48.7,38.0,20857,2064,6212,9835,5031,594,20847,587,337,57.4,250,42.6,10354,58313,30842,604,493,110,576,299,12422,1273,7,es La Liga,26,26.7,38,3420,90,100,38.0,418,83,,130,21,189,1.34,41,38,3,0.08,41.5,48.8,-7.3,-0.19,7,es La Liga,26,38.0,90,2,0,522,436,84,754,373,324,4,7,2,1911,912,683,57.2,7,es La Liga,2,38,38,3416,38.0,38,1.0,128,92,74.2,13,12,13,12,31.6,7,5,0,2,7,es La Liga,2,38.0,38,5,2,2,2,39.8,0.28,3.8,0.1,345,817,42.2,976,172,56.5,41.4,547,26,4.8,20,0.53,10.0
8,Atlético Madrid,es La Liga,30,26.1,48.6,38,418,3420,38.0,50,35,85,44,6,8,93,3,56.8,50.6,39.4,90.0,598,1333,2.08,2.53,8,es La Liga,30,38.0,50,440,136,30.9,11.58,3.58,0.1,0.32,17.3,14,6,8,56.8,50.6,0.12,-6.8,-6.6,8,es La Liga,30,38.0,13595,17765,76.5,221969,88361,35,39.4,37.1,-4.4,330,904,289,49,1333,8,es La Liga,30,38.0,17765,15735,1914,511,62,123,574,835,183,60,92,0,13595,116,283,8,es La Liga,30,38.0,790,20.79,546,88,43,51,48,14,86,2.26,8,es La Liga,30,38.0,658,406,293,272,93,640,44.2,357,380,108,272,412,1070,729,18,8,es La Liga,30,48.6,38.0,21860,1918,6182,10585,5274,807,21852,543,348,64.1,195,35.9,11872,58628,30072,598,516,156,586,377,13506,1323,8,es La Liga,30,26.1,38,3420,90,100,38.0,418,82,,130,23,187,1.84,51,27,24,0.63,56.8,32.5,24.4,0.64,8,es La Liga,30,38.0,93,3,2,513,479,116,574,412,406,6,4,3,1950,827,723,53.4,8,es La Liga,2,38,38,3420,38.0,27,0.71,112,88,78.6,18,16,4,17,44.7,4,3,0,1,8,es La Liga,2,38.0,27,3,1,4,3,29.8,0.24,5.8,0.15,233,592,39.4,637,112,56.4,30.2,533,12,2.3,12,0.32,
9,Augsburg,de Bundesliga,28,26.2,38.6,34,374,3060,34.0,45,29,74,42,3,5,68,2,43.1,39.1,29.7,68.8,411,815,2.09,2.14,9,de Bundesliga,28,34.0,45,358,129,36.0,10.53,3.79,0.12,0.33,19.0,24,3,5,43.1,39.1,0.11,1.9,2.9,9,de Bundesliga,28,34.0,8439,12287,68.7,157794,67041,29,29.7,22.9,-0.7,256,542,169,53,815,9,de Bundesliga,28,34.0,12287,10461,1745,441,18,118,479,772,133,59,60,0,8439,81,339,9,de Bundesliga,28,34.0,599,17.62,391,71,42,34,49,12,68,2.0,9,de Bundesliga,28,34.0,534,314,271,215,48,563,39.1,343,362,123,239,434,968,778,8,9,de Bundesliga,28,38.6,34.0,16178,2334,6414,6784,3190,508,16173,473,233,49.3,240,50.7,8252,43431,20950,411,281,104,512,304,8347,808,9,de Bundesliga,28,26.2,34,3060,90,100,34.0,374,84,,111,19,193,1.06,45,63,-18,-0.53,43.1,56.6,-13.5,-0.4,9,de Bundesliga,28,34.0,68,2,2,378,384,81,479,434,314,4,1,3,1765,545,612,47.1,9,de Bundesliga,2,34,34,3060,34.0,63,1.85,155,94,59.4,9,9,16,7,20.6,1,0,1,0,9,de Bundesliga,2,34.0,63,0,0,3,3,56.7,0.36,-3.3,-0.1,197,622,31.7,947,153,45.1,35.1,550,23,4.2,45,1.32,13.9
10,Barcelona,es La Liga,28,27.8,66.4,38,418,3420,38.0,84,62,146,78,6,6,92,6,66.3,61.7,49.5,111.2,923,2042,3.68,3.05,10,es La Liga,28,38.0,84,488,213,43.6,12.84,5.61,0.16,0.37,17.4,46,6,6,66.3,61.7,0.13,17.7,16.3,10,es La Liga,28,38.0,24758,28227,87.7,391043,120014,62,49.5,51.2,12.5,384,1827,417,31,2042,10,es La Liga,28,38.0,28227,26418,1726,573,86,183,417,638,185,92,27,2,24758,83,337,10,es La Liga,28,38.0,903,23.76,678,38,82,33,60,12,150,3.95,10,es La Liga,28,38.0,536,323,216,223,97,501,42.1,290,313,87,226,342,878,529,16,10,es La Liga,28,66.4,38.0,31713,2419,7683,15606,8628,1066,31707,793,524,66.1,269,33.9,20416,102227,57254,923,864,243,444,354,24606,2036,10,es La Liga,28,27.8,38,3420,90,100,38.0,418,83,,123,22,183,2.16,86,38,48,1.26,66.3,38.3,28.0,0.74,10,es La Liga,28,38.0,92,6,3,416,529,83,417,342,323,3,7,0,1874,455,364,55.6,10,es La Liga,2,38,38,3420,38.0,38,1.0,119,80,73.1,25,7,6,15,39.5,7,6,1,0,10,es La Liga,2,38.0,38,6,2,1,0,36.5,0.26,-1.5,-0.04,127,249,51.0,1237,182,15.4,25.7,401,19,4.7,43,1.13,15.2
