Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
1164,Aridane Hernández,es ESP,DF,Osasuna,es La Liga,32,1989,15,12,1159,12.9,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,1,32,1,0.00,0.01,1164,es ESP,DF,es La Liga,32,1989,12.9,0,2,0,0.0,0.16,0.00,0.00,,14.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,1164,es ESP,DF,es La Liga,32,1989,12.9,430,540,79.6,8873,3347,0,0.1,0.5,-0.1,2,26,2,1,32,1164,es ESP,DF,es La Liga,32,1989,12.9,540,524,15,14,0,7,1,1,0,0,0,0,430,1,1,1164,es ESP,DF,es La Liga,32,1989,12.9,7,0.54,5,0,1,0,0,1,0,0.00,1164,es ESP,DF,es La Liga,32,1989,12.9,12,9,10,2,0,13,23.1,10,11,9,2,20,32,71,0,1164,es ESP,DF,es La Liga,32,1989,12.9,671,87,353,307,13,4,671,3,2,66.7,1,33.3,343,1446,589,1,0,0,4,2,363,1,1464,es ESP,DF,es La Liga,32,1989,15,1159,77,33.9,12.9,12,88,11,3,33,6,1.40,16,22,-6,-0.47,-0.15,15.2,20.9,-5.8,-0.45,1164,es ESP,DF,es La Liga,32,1989,12.9,1,0,0,5,4,3,1,20,9,0,0,1,67,22,20,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,Lucas Hernández,fr FRA,DF,Bayern Munich,de Bundesliga,25,1996,25,25,2030,22.6,0,1,1,0,0,0,7,0,0.4,0.4,0.4,0.9,47,193,32,0.04,0.04,1165,fr FRA,DF,de Bundesliga,25,1996,22.6,0,4,1,25.0,0.18,0.04,0.00,0.00,10.4,0,0,0,0.4,0.4,0.11,-0.4,-0.4,1165,fr FRA,DF,de Bundesliga,25,1996,22.6,1783,1995,89.4,31360,11842,1,0.4,0.9,+0.6,9,167,10,3,193,1165,fr FRA,DF,de Bundesliga,25,1996,22.6,1995,1888,105,38,0,25,9,67,0,0,0,0,1783,2,12,1165,fr FRA,DF,de Bundesliga,25,1996,22.6,27,1.20,23,0,1,0,2,1,4,0.18,1165,fr FRA,DF,de Bundesliga,25,1996,22.6,50,31,20,24,6,42,61.9,16,22,11,11,28,78,54,1,1165,fr FRA,DF,de Bundesliga,25,1996,22.6,2203,121,789,1258,169,13,2203,25,17,68.0,8,32.0,1384,6953,4151,47,47,5,15,6,1628,32,1465,fr FRA,DF,de Bundesliga,25,1996,25,2030,81,66.3,22.6,25,81,14,0,,1,2.36,67,27,+40,+1.77,+0.03,62.3,24.0,+38.3,+1.70,1165,fr FRA,DF,de Bundesliga,25,1996,22.6,7,0,0,22,36,0,9,28,31,0,0,0,179,40,24,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,Luis Hernández,es ESP,DF,Cádiz,es La Liga,32,1989,16,15,1366,15.2,0,0,0,0,0,0,5,0,0.5,0.5,0.2,0.7,7,58,4,0.00,0.05,1166,es ESP,DF,es La Liga,32,1989,15.2,0,6,1,16.7,0.40,0.07,0.00,0.00,12.3,0,0,0,0.5,0.5,0.09,-0.5,-0.5,1166,es ESP,DF,es La Liga,32,1989,15.2,622,806,77.2,13293,5416,0,0.2,0.5,-0.2,5,43,4,2,58,1166,es ESP,DF,es La Liga,32,1989,15.2,806,674,127,34,1,12,9,93,0,0,0,0,622,5,7,1166,es ESP,DF,es La Liga,32,1989,15.2,18,1.19,11,7,0,0,0,0,0,0.00,1166,es ESP,DF,es La Liga,32,1989,15.2,9,5,9,0,0,8,62.5,3,5,3,2,16,25,34,0,1166,es ESP,DF,es La Liga,32,1989,15.2,887,70,373,396,121,15,887,0,0,,0,,384,1644,1044,7,2,0,3,1,528,4,1466,es ESP,DF,es La Liga,32,1989,16,1366,85,39.9,15.2,15,90,15,1,16,0,1.31,15,13,+2,+0.13,+0.92,20.0,13.9,+6.1,+0.40,1166,es ESP,DF,es La Liga,32,1989,15.2,5,0,0,9,7,1,9,16,5,0,0,0,68,14,17,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,Mario Hernández,es ESP,"DF,FW",Rayo Vallecano,es La Liga,22,1999,9,5,395,4.4,1,0,1,1,0,0,3,0,0.2,0.2,0.0,0.3,4,15,10,0.23,0.06,1167,es ESP,"DF,FW",es La Liga,22,1999,4.4,1,3,1,33.3,0.68,0.23,0.33,1.00,15.4,0,0,0,0.2,0.2,0.08,+0.8,+0.8,1167,es ESP,"DF,FW",es La Liga,22,1999,4.4,139,208,66.8,2254,1055,0,0.0,0.3,0.0,2,12,5,2,15,1167,es ESP,"DF,FW",es La Liga,22,1999,4.4,208,161,46,3,1,0,15,43,0,0,0,0,139,1,5,1167,es ESP,"DF,FW",es La Liga,22,1999,4.4,4,0.91,3,0,0,1,0,0,1,0.23,1167,es ESP,"DF,FW",es La Liga,22,1999,4.4,10,4,7,3,0,9,55.6,4,1,0,1,4,14,7,0,1167,es ESP,"DF,FW",es La Liga,22,1999,4.4,251,6,71,121,61,2,251,6,2,33.3,4,66.7,104,459,267,4,3,0,9,3,129,10,1467,es ESP,"DF,FW",es La Liga,22,1999,9,395,44,11.5,4.4,5,72,2,4,9,26,1.33,6,6,0,0.00,+0.33,4.4,3.7,+0.8,+0.18,1167,es ESP,"DF,FW",es La Liga,22,1999,4.4,3,0,0,4,4,1,15,4,4,0,0,0,20,2,5,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,Theo Hernández,fr FRA,DF,Milan,it Serie A,23,1997,32,30,2711,30.1,5,5,10,4,1,2,7,2,3.7,2.8,5.8,8.6,120,116,140,0.30,0.32,1168,fr FRA,DF,it Serie A,23,1997,30.1,5,40,13,32.5,1.33,0.43,0.10,0.31,24.5,8,1,2,3.7,2.8,0.07,+1.3,+1.2,1168,fr FRA,DF,it Serie A,23,1997,30.1,1404,1741,80.6,23589,7820,5,5.8,5.8,-0.8,51,89,34,11,116,1168,fr FRA,DF,it Serie A,23,1997,30.1,1741,1383,354,71,4,18,126,241,42,2,38,0,1404,4,34,1168,fr FRA,DF,it Serie A,23,1997,30.1,104,3.45,58,25,4,5,10,2,13,0.43,1168,fr FRA,DF,it Serie A,23,1997,30.1,53,35,34,14,5,40,72.5,11,16,3,13,23,76,29,3,1168,fr FRA,DF,it Serie A,23,1997,30.1,2060,65,515,983,605,56,2058,85,49,57.6,36,42.4,1138,8263,5294,120,88,27,55,24,1262,140,1468,fr FRA,DF,it Serie A,23,1997,32,2711,85,79.3,30.1,30,88,26,2,39,0,2.28,58,22,+36,+1.20,+0.94,51.0,26.5,+24.5,+0.81,1168,fr FRA,DF,it Serie A,23,1997,30.1,7,2,1,34,74,8,126,23,35,0,0,0,219,25,14,64.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,Hernani,br BRA,"MF,FW",Genoa,it Serie A,27,1994,18,7,682,7.6,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.9,7,17,20,0.00,0.11,1169,br BRA,"MF,FW",it Serie A,27,1994,7.6,0,10,4,40.0,1.32,0.53,0.00,0.00,21.9,3,0,0,0.6,0.6,0.06,-0.6,-0.6,1169,br BRA,"MF,FW",it Serie A,27,1994,7.6,171,237,72.2,2623,630,0,0.2,0.2,-0.2,2,13,3,2,17,1169,br BRA,"MF,FW",it Serie A,27,1994,7.6,237,221,16,9,0,3,15,1,4,2,2,0,171,0,12,1169,br BRA,"MF,FW",it Serie A,27,1994,7.6,7,0.93,5,0,1,0,1,0,0,0.00,1169,br BRA,"MF,FW",it Serie A,27,1994,7.6,20,10,8,9,3,32,40.6,19,17,4,13,13,33,5,1,1169,br BRA,"MF,FW",it Serie A,27,1994,7.6,343,15,68,191,88,13,343,11,5,45.5,6,54.5,161,884,318,7,8,4,16,11,200,20,1469,br BRA,"MF,FW",it Serie A,27,1994,18,682,38,19.9,7.6,7,64,1,11,21,10,0.61,4,20,-16,-2.11,-1.55,5.1,12.7,-7.6,-1.01,1169,br BRA,"MF,FW",it Serie A,27,1994,7.6,0,0,0,12,10,2,15,13,10,0,1,0,43,13,22,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,Ander Herrera,es ESP,MF,Paris S-G,fr Ligue 1,31,1989,19,12,1091,12.1,3,2,5,3,0,0,2,0,0.8,0.8,1.4,2.2,11,97,25,0.41,0.18,1170,es ESP,MF,fr Ligue 1,31,1989,12.1,3,14,3,21.4,1.15,0.25,0.21,1.00,22.3,0,0,0,0.8,0.8,0.06,+2.2,+2.2,1170,es ESP,MF,fr Ligue 1,31,1989,12.1,970,1060,91.5,14459,3847,2,1.4,2.5,+0.6,18,102,18,0,97,1170,es ESP,MF,fr Ligue 1,31,1989,12.1,1060,1044,12,9,8,1,6,2,1,0,1,0,970,4,5,1170,es ESP,MF,fr Ligue 1,31,1989,12.1,39,3.22,35,0,2,1,1,0,7,0.58,1170,es ESP,MF,fr Ligue 1,31,1989,12.1,29,17,7,16,6,39,35.9,25,22,8,14,14,43,8,0,1170,es ESP,MF,fr Ligue 1,31,1989,12.1,1184,32,193,732,260,12,1184,10,6,60.0,4,40.0,733,2902,1480,11,15,0,17,5,964,25,1470,es ESP,MF,fr Ligue 1,31,1989,19,1091,57,31.9,12.1,12,82,5,7,15,6,2.63,28,11,+17,+1.40,-0.03,21.1,11.3,+9.8,+0.81,1170,es ESP,MF,fr Ligue 1,31,1989,12.1,2,0,0,14,5,3,6,14,17,0,0,0,72,2,3,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,Héctor Herrera,mx MEX,MF,Atlético Madrid,es La Liga,31,1990,21,8,859,9.5,0,0,0,0,0,0,4,0,0.4,0.4,0.5,0.8,14,60,15,0.00,0.09,1171,mx MEX,MF,es La Liga,31,1990,9.5,0,8,3,37.5,0.84,0.31,0.00,0.00,23.8,0,0,0,0.4,0.4,0.05,-0.4,-0.4,1171,mx MEX,MF,es La Liga,31,1990,9.5,560,668,83.8,9068,2884,0,0.5,0.8,-0.5,10,52,7,2,60,1171,mx MEX,MF,es La Liga,31,1990,9.5,668,636,31,25,3,7,10,4,2,0,1,0,560,1,6,1171,mx MEX,MF,es La Liga,31,1990,9.5,21,2.20,17,2,1,1,0,0,2,0.21,1171,mx MEX,MF,es La Liga,31,1990,9.5,16,8,11,4,1,20,35.0,13,13,2,11,12,28,16,0,1171,mx MEX,MF,es La Liga,31,1990,9.5,773,30,157,499,123,7,773,19,16,84.2,3,15.8,439,2196,1096,14,12,0,14,3,522,15,1471,mx MEX,MF,es La Liga,31,1990,21,859,41,25.1,9.5,8,79,4,13,18,9,1.67,17,9,+8,+0.84,+0.35,14.4,8.2,+6.2,+0.65,1171,mx MEX,MF,es La Liga,31,1990,9.5,4,0,0,19,8,1,10,12,8,0,1,0,73,23,23,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,Sergio Herrera,es ESP,GK,Osasuna,es La Liga,28,1993,36,36,3240,36.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,1172,es ESP,GK,es La Liga,28,1993,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1172,es ESP,GK,es La Liga,28,1993,36.0,668,1160,57.6,28646,25456,0,0.0,0.1,0.0,1,64,0,0,0,1172,es ESP,GK,es La Liga,28,1993,36.0,1160,716,442,136,0,3,0,0,0,0,0,0,668,2,0,1172,es ESP,GK,es La Liga,28,1993,36.0,3,0.08,3,0,0,0,0,0,0,0.00,1172,es ESP,GK,es La Liga,28,1993,36.0,3,2,3,0,0,6,50.0,3,1,0,1,1,4,18,0,1172,es ESP,GK,es La Liga,28,1993,36.0,1253,925,1240,13,0,0,1253,3,3,100.0,0,0.0,598,4274,2444,0,0,0,3,0,416,0,1472,es ESP,GK,es La Liga,28,1993,36,3240,90,94.7,36.0,36,90,36,0,,1,1.28,36,48,-12,-0.33,+0.67,35.5,44.0,-8.4,-0.23,1172,es ESP,GK,es La Liga,28,1993,36.0,3,0,0,0,11,0,0,1,2,0,0,0,50,5,0,100.0,84,es ESP,GK,es La Liga,28,1993,36,36,3240,36.0,48,1.33,147,97,70.1,12,10,14,12,33.3,7,4,3,0,84,es ESP,GK,es La Liga,28,1993,36.0,48,4,0,10,1,48.1,0.29,+1.1,+0.03,388,850,45.6,852,78,69.0,46.5,529,23,4.3,64,1.78,18.1
1173,Yangel Herrera,ve VEN,MF,Espanyol,es La Liga,23,1998,23,19,1645,18.3,1,1,2,1,0,0,7,1,1.1,1.1,0.7,1.8,12,74,34,0.11,0.10,1173,ve VEN,MF,es La Liga,23,1998,18.3,1,15,2,13.3,0.82,0.11,0.07,0.50,19.8,0,0,0,1.1,1.1,0.07,-0.1,-0.1,1173,ve VEN,MF,es La Liga,23,1998,18.3,702,870,80.7,10580,3101,1,0.7,0.9,+0.3,12,68,5,0,74,1173,ve VEN,MF,es La Liga,23,1998,18.3,870,851,15,11,1,3,9,0,0,0,0,0,702,4,17,1173,ve VEN,MF,es La Liga,23,1998,18.3,27,1.48,20,0,2,1,3,1,5,0.27,1173,ve VEN,MF,es La Liga,23,1998,18.3,41,31,19,19,3,39,46.2,21,27,5,22,19,60,33,1,1173,ve VEN,MF,es La Liga,23,1998,18.3,1094,51,263,661,179,24,1094,30,19,63.3,11,36.7,568,2134,868,12,16,0,27,23,727,34,1473,ve VEN,MF,es La Liga,23,1998,23,1645,72,48.1,18.3,19,80,10,4,30,1,1.09,17,24,-7,-0.38,-0.08,14.9,24.3,-9.4,-0.52,1173,ve VEN,MF,es La Liga,23,1998,18.3,7,1,1,44,34,1,9,19,31,0,0,0,128,55,60,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,Patrick Herrmann,de GER,"DF,FW",Gladbach,de Bundesliga,30,1991,23,5,754,8.4,0,4,4,0,0,0,1,0,1.1,1.1,1.3,2.3,19,19,88,0.48,0.28,1174,de GER,"DF,FW",de Bundesliga,30,1991,8.4,0,13,4,30.8,1.55,0.48,0.00,0.00,14.9,1,0,0,1.1,1.1,0.08,-1.1,-1.1,1174,de GER,"DF,FW",de Bundesliga,30,1991,8.4,254,370,68.6,4289,1390,4,1.3,2.1,+2.7,18,16,11,5,19,1174,de GER,"DF,FW",de Bundesliga,30,1991,8.4,370,293,76,15,2,0,63,39,22,11,10,0,254,1,10,1174,de GER,"DF,FW",de Bundesliga,30,1991,8.4,36,4.29,23,9,1,2,1,0,6,0.71,1174,de GER,"DF,FW",de Bundesliga,30,1991,8.4,15,7,5,6,4,24,37.5,15,10,1,9,6,21,8,0,1174,de GER,"DF,FW",de Bundesliga,30,1991,8.4,451,9,76,160,218,28,451,13,9,69.2,4,30.8,220,1254,571,19,11,9,16,8,272,88,1474,de GER,"DF,FW",de Bundesliga,30,1991,23,754,33,24.6,8.4,5,80,2,18,20,10,1.22,14,10,+4,+0.48,+0.91,15.3,12.4,+2.8,+0.34,1174,de GER,"DF,FW",de Bundesliga,30,1991,8.4,1,0,0,7,8,4,63,6,7,0,0,0,42,4,7,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,Son Heung-min,kr KOR,"MF,FW",Tottenham,eng Premier League,29,1992,35,35,3006,33.4,23,7,30,23,0,0,2,0,15.9,15.9,7.5,23.4,116,90,242,0.90,0.70,1175,kr KOR,"MF,FW",eng Premier League,29,1992,33.4,23,86,48,55.8,2.57,1.44,0.27,0.48,15.7,2,0,0,15.9,15.9,0.19,+7.1,+7.1,1175,kr KOR,"MF,FW",eng Premier League,29,1992,33.4,928,1219,76.1,12453,3148,7,7.5,5.6,-0.5,72,33,42,4,90,1175,kr KOR,"MF,FW",eng Premier League,29,1992,33.4,1219,1007,207,37,2,3,192,7,157,66,53,0,928,5,33,1175,kr KOR,"MF,FW",eng Premier League,29,1992,33.4,135,4.04,82,35,2,9,6,1,13,0.39,1175,kr KOR,"MF,FW",eng Premier League,29,1992,33.4,15,6,5,7,3,23,21.7,18,27,6,21,13,28,8,0,1175,kr KOR,"MF,FW",eng Premier League,29,1992,33.4,1545,15,146,564,867,146,1545,92,51,55.4,40,43.5,912,6351,3123,116,68,50,75,46,1078,242,1475,kr KOR,"MF,FW",eng Premier League,29,1992,35,3006,86,87.9,33.4,35,86,20,0,,0,1.94,65,30,+35,+1.05,+2.35,54.7,32.4,+22.3,+0.67,1175,kr KOR,"MF,FW",eng Premier League,29,1992,33.4,2,0,0,14,36,17,192,13,6,2,0,0,144,16,35,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,Daan Heymans,be BEL,"MF,FW",Venezia,it Serie A,22,1999,7,2,256,2.8,0,1,1,0,0,0,4,0,0.1,0.1,0.2,0.3,2,9,13,0.35,0.12,1176,be BEL,"MF,FW",it Serie A,22,1999,2.8,0,3,1,33.3,1.05,0.35,0.00,0.00,14.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,1176,be BEL,"MF,FW",it Serie A,22,1999,2.8,79,96,82.3,1240,310,1,0.2,0.2,+0.8,3,6,2,1,9,1176,be BEL,"MF,FW",it Serie A,22,1999,2.8,96,92,4,2,0,0,3,0,0,0,0,0,79,0,2,1176,be BEL,"MF,FW",it Serie A,22,1999,2.8,6,2.12,6,0,0,0,0,0,1,0.35,1176,be BEL,"MF,FW",it Serie A,22,1999,2.8,3,1,1,2,0,5,20.0,4,7,3,4,4,7,3,0,1176,be BEL,"MF,FW",it Serie A,22,1999,2.8,129,8,29,65,36,6,129,3,2,66.7,1,33.3,58,253,85,2,2,0,7,0,85,13,1476,be BEL,"MF,FW",it Serie A,22,1999,7,256,37,7.5,2.8,2,65,0,5,25,12,1.00,2,7,-5,-1.76,-0.90,2.7,5.4,-2.7,-0.94,1176,be BEL,"MF,FW",it Serie A,22,1999,2.8,4,0,0,8,2,0,3,4,1,0,0,0,10,8,2,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,Aaron Hickey,sct SCO,DF,Bologna,it Serie A,19,2002,36,34,2820,31.3,5,1,6,5,0,0,7,0,0.9,0.9,1.8,2.6,57,52,156,0.19,0.08,1177,sct SCO,DF,it Serie A,19,2002,31.3,5,21,13,61.9,0.67,0.41,0.24,0.38,21.3,0,0,0,0.9,0.9,0.04,+4.1,+4.1,1177,sct SCO,DF,it Serie A,19,2002,31.3,1032,1289,80.1,14598,4242,1,1.8,1.4,-0.8,19,45,19,8,52,1177,sct SCO,DF,it Serie A,19,2002,31.3,1289,1021,267,16,2,0,52,251,0,0,0,0,1032,1,33,1177,sct SCO,DF,it Serie A,19,2002,31.3,44,1.40,37,1,2,0,4,0,4,0.13,1177,sct SCO,DF,it Serie A,19,2002,31.3,46,29,24,15,7,30,66.7,10,36,13,23,29,75,44,0,1177,sct SCO,DF,it Serie A,19,2002,31.3,1602,80,483,671,458,25,1602,49,30,61.2,19,38.8,831,4703,2261,57,43,8,48,27,961,156,1477,sct SCO,DF,it Serie A,19,2002,36,2820,78,82.5,31.3,34,82,17,2,24,0,1.25,34,42,-8,-0.26,+0.19,34.8,42.7,-7.9,-0.25,1177,sct SCO,DF,it Serie A,19,2002,31.3,7,0,0,39,71,4,52,29,29,0,0,0,134,17,30,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,Piero Hincapié,ec ECU,DF,Leverkusen,de Bundesliga,19,2002,27,20,1754,19.5,1,2,3,1,0,0,5,0,0.6,0.6,1.2,1.8,43,73,34,0.15,0.09,1178,ec ECU,DF,de Bundesliga,19,2002,19.5,1,9,1,11.1,0.46,0.05,0.11,1.00,15.1,0,0,0,0.6,0.6,0.07,+0.4,+0.4,1178,ec ECU,DF,de Bundesliga,19,2002,19.5,971,1198,81.1,16256,5693,2,1.2,1.6,+0.8,10,49,9,4,73,1178,ec ECU,DF,de Bundesliga,19,2002,19.5,1198,1060,137,14,2,1,20,104,0,0,0,0,971,1,29,1178,ec ECU,DF,de Bundesliga,19,2002,19.5,17,0.87,16,0,0,1,0,0,4,0.21,1178,ec ECU,DF,de Bundesliga,19,2002,19.5,33,23,23,8,2,25,76.0,6,34,15,19,33,66,56,2,1178,ec ECU,DF,de Bundesliga,19,2002,19.5,1446,138,572,766,114,13,1446,29,15,51.7,14,48.3,850,4872,2815,43,20,1,26,13,875,34,1478,ec ECU,DF,de Bundesliga,19,2002,27,1754,65,57.3,19.5,20,81,14,7,20,2,2.00,47,29,+18,+0.92,-0.11,38.5,24.0,+14.4,+0.74,1178,ec ECU,DF,de Bundesliga,19,2002,19.5,5,0,0,23,15,3,20,33,23,0,0,0,130,56,40,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,Martin Hinteregger,at AUT,DF,Eint Frankfurt,de Bundesliga,28,1992,27,25,2222,24.7,1,0,1,1,0,0,6,0,1.2,1.2,0.7,1.9,5,78,4,0.04,0.08,1179,at AUT,DF,de Bundesliga,28,1992,24.7,1,16,4,25.0,0.65,0.16,0.06,0.25,19.8,1,0,0,1.2,1.2,0.07,-0.2,-0.2,1179,at AUT,DF,de Bundesliga,28,1992,24.7,1079,1403,76.9,21300,9360,0,0.7,1.0,-0.7,8,74,6,0,78,1179,at AUT,DF,de Bundesliga,28,1992,24.7,1403,1333,69,54,5,11,0,14,0,0,0,0,1079,1,12,1179,at AUT,DF,de Bundesliga,28,1992,24.7,19,0.77,12,0,0,5,1,1,3,0.12,1179,at AUT,DF,de Bundesliga,28,1992,24.7,45,28,28,16,1,43,65.1,15,36,16,20,42,87,78,3,1179,at AUT,DF,de Bundesliga,28,1992,24.7,1678,177,878,761,46,21,1678,8,3,37.5,5,62.5,881,4473,1669,5,6,1,21,4,878,4,1479,at AUT,DF,de Bundesliga,28,1992,27,2222,82,72.6,24.7,25,88,24,2,9,2,1.22,32,37,-5,-0.20,-0.31,29.5,36.4,-6.9,-0.28,1179,at AUT,DF,de Bundesliga,28,1992,24.7,6,0,0,28,31,0,0,42,28,0,1,0,199,60,55,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
