Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
885,Junior Firpo,do DOM,"DF,MF",Leeds United,eng Premier League,24,1996,24,19,1711,19.0,0,2,2,0,0,0,11,0,0.9,0.9,1.9,2.8,36,111,72,0.11,0.15,885,do DOM,"DF,MF",eng Premier League,24,1996,19.0,0,11,1,9.1,0.58,0.05,0.00,0.00,14.6,0,0,0,0.9,0.9,0.08,-0.9,-0.9,885,do DOM,"DF,MF",eng Premier League,24,1996,19.0,768,952,80.7,12029,4281,2,1.9,1.6,+0.1,22,70,16,6,111,885,do DOM,"DF,MF",eng Premier League,24,1996,19.0,952,799,149,5,0,3,26,144,0,0,0,0,768,4,15,885,do DOM,"DF,MF",eng Premier League,24,1996,19.0,52,2.73,40,4,2,3,3,0,4,0.21,885,do DOM,"DF,MF",eng Premier League,24,1996,19.0,61,29,30,26,5,59,52.5,28,22,6,16,24,85,37,0,885,do DOM,"DF,MF",eng Premier League,24,1996,19.0,1152,60,346,562,257,38,1152,28,16,57.1,12,42.9,585,2858,1718,36,29,2,17,7,670,72,1119,do DOM,"DF,MF",eng Premier League,24,1996,24,1711,71,50.0,19.0,19,78,11,5,47,1,0.83,18,49,-31,-1.63,-1.31,20.8,37.2,-16.4,-0.86,885,do DOM,"DF,MF",eng Premier League,24,1996,19.0,11,0,0,39,15,1,26,24,29,0,0,1,89,27,19,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,28,1993,32,32,2880,32.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,886,nl NED,GK,de Bundesliga,28,1993,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,886,nl NED,GK,de Bundesliga,28,1993,32.0,915,1333,68.6,29868,22866,0,0.0,0.4,0.0,1,45,3,0,2,886,nl NED,GK,de Bundesliga,28,1993,32.0,1333,989,339,95,0,8,0,0,0,0,0,0,915,5,0,886,nl NED,GK,de Bundesliga,28,1993,32.0,10,0.31,9,1,0,0,0,0,1,0.03,886,nl NED,GK,de Bundesliga,28,1993,32.0,0,0,0,0,0,2,0.0,2,1,0,1,2,2,10,1,886,nl NED,GK,de Bundesliga,28,1993,32.0,1396,1088,1371,27,0,0,1396,2,2,100.0,0,0.0,827,5135,2956,0,0,0,0,0,686,0,1120,nl NED,GK,de Bundesliga,28,1993,32,2880,90,94.1,32.0,32,90,32,0,,0,1.69,55,39,+16,+0.50,+2.50,47.8,40.6,+7.2,+0.22,886,nl NED,GK,de Bundesliga,28,1993,32.0,0,0,0,0,1,0,0,2,0,0,0,0,70,4,0,100.0,63,nl NED,GK,de Bundesliga,28,1993,32,32,2880,32.0,39,1.22,141,103,73.8,15,9,8,10,31.3,2,2,0,0,63,nl NED,GK,de Bundesliga,28,1993,32.0,39,2,1,3,1,39.7,0.27,+1.7,+0.05,245,633,38.7,1084,112,41.5,37.8,462,14,3.0,35,1.09,15.8
887,Ashley Fletcher,eng ENG,FW,Watford,eng Premier League,25,1995,3,0,30,0.3,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,1,0,1,0.00,1.80,887,eng ENG,FW,eng Premier League,25,1995,0.3,0,2,1,50.0,6.00,3.00,0.00,0.00,17.6,0,0,0,0.6,0.6,0.30,-0.6,-0.6,887,eng ENG,FW,eng Premier League,25,1995,0.3,3,7,42.9,23,10,0,0.0,0.0,0.0,0,0,0,0,0,887,eng ENG,FW,eng Premier League,25,1995,0.3,7,7,0,0,0,0,1,0,0,0,0,0,3,0,1,887,eng ENG,FW,eng Premier League,25,1995,0.3,2,6.00,1,0,0,1,0,0,0,0.00,887,eng ENG,FW,eng Premier League,25,1995,0.3,2,1,1,1,0,1,100.0,0,1,1,0,0,2,0,0,887,eng ENG,FW,eng Premier League,25,1995,0.3,14,1,2,5,7,2,14,0,0,,0,,10,53,31,1,1,1,1,1,10,1,1122,eng ENG,FW,eng Premier League,25,1995,3,30,10,0.9,0.3,0,,0,3,10,14,0.00,0,0,0,0.00,+1.14,1.2,0.2,+1.0,+2.96,887,eng ENG,FW,eng Premier League,25,1995,0.3,0,0,0,1,0,0,1,0,1,0,0,0,2,1,7,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,Alexis Flips,fr FRA,"MF,DF",Reims,fr Ligue 1,21,2000,25,13,1056,11.7,2,4,6,1,1,1,2,0,2.0,1.2,3.0,4.2,15,29,61,0.43,0.43,888,fr FRA,"MF,DF",fr Ligue 1,21,2000,11.7,2,18,9,50.0,1.53,0.77,0.06,0.11,25.0,1,1,1,2.0,1.2,0.07,0.0,-0.2,888,fr FRA,"MF,DF",fr Ligue 1,21,2000,11.7,310,508,61.0,5434,2092,4,3.0,3.1,+1.0,29,19,18,10,29,888,fr FRA,"MF,DF",fr Ligue 1,21,2000,11.7,508,397,107,29,2,2,88,29,45,17,21,1,310,4,21,888,fr FRA,"MF,DF",fr Ligue 1,21,2000,11.7,49,4.18,27,15,3,2,1,1,4,0.34,888,fr FRA,"MF,DF",fr Ligue 1,21,2000,11.7,37,21,21,9,7,45,48.9,23,21,0,21,24,61,17,0,888,fr FRA,"MF,DF",fr Ligue 1,21,2000,11.7,687,25,164,289,252,23,686,28,13,46.4,15,53.6,348,1725,770,15,19,3,33,14,354,61,1123,fr FRA,"MF,DF",fr Ligue 1,21,2000,25,1056,42,30.9,11.7,13,63,1,12,20,11,1.12,13,9,+4,+0.34,+0.53,14.6,10.1,+4.6,+0.39,888,fr FRA,"MF,DF",fr Ligue 1,21,2000,11.7,2,0,0,18,12,1,88,24,21,0,0,0,88,8,20,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,Alessandro Florenzi,it ITA,"DF,FW",Milan,it Serie A,30,1991,24,12,1152,12.8,2,0,2,2,0,0,2,0,0.7,0.7,0.9,1.6,30,68,51,0.16,0.13,889,it ITA,"DF,FW",it Serie A,30,1991,12.8,2,22,6,27.3,1.72,0.47,0.09,0.33,23.7,2,0,0,0.7,0.7,0.03,+1.3,+1.3,889,it ITA,"DF,FW",it Serie A,30,1991,12.8,646,812,79.6,11893,3909,0,0.9,1.5,-0.9,11,62,21,8,68,889,it ITA,"DF,FW",it Serie A,30,1991,12.8,812,686,121,23,4,11,56,79,19,9,5,0,646,5,17,889,it ITA,"DF,FW",it Serie A,30,1991,12.8,34,2.65,25,6,0,1,1,1,2,0.16,889,it ITA,"DF,FW",it Serie A,30,1991,12.8,28,14,14,7,7,32,43.8,18,9,2,7,27,55,10,1,889,it ITA,"DF,FW",it Serie A,30,1991,12.8,925,31,223,496,217,20,925,10,8,80.0,2,20.0,493,2434,1397,30,16,4,11,1,584,51,1124,it ITA,"DF,FW",it Serie A,30,1991,24,1152,48,33.7,12.8,12,77,3,12,19,4,2.08,23,10,+13,+1.02,+0.02,19.6,10.8,+8.8,+0.69,889,it ITA,"DF,FW",it Serie A,30,1991,12.8,2,0,0,10,8,3,56,27,14,0,0,0,79,9,9,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,Phil Foden,eng ENG,FW,Manchester City,eng Premier League,21,2000,28,24,2128,23.6,9,5,14,9,0,0,1,0,9.4,9.4,6.3,15.7,71,98,248,0.59,0.66,890,eng ENG,FW,eng Premier League,21,2000,23.6,9,57,22,38.6,2.41,0.93,0.16,0.41,14.5,0,0,0,9.4,9.4,0.17,-0.4,-0.4,890,eng ENG,FW,eng Premier League,21,2000,23.6,881,1102,79.9,12909,2621,5,6.3,5.3,-1.3,40,50,37,9,98,890,eng ENG,FW,eng Premier League,21,2000,23.6,1102,995,104,19,7,8,132,7,65,32,23,0,881,3,32,890,eng ENG,FW,eng Premier League,21,2000,23.6,89,3.76,63,13,3,7,2,1,13,0.55,890,eng ENG,FW,eng Premier League,21,2000,23.6,16,8,10,4,2,17,41.2,10,9,0,9,11,27,5,0,890,eng ENG,FW,eng Premier League,21,2000,23.6,1303,6,66,426,820,137,1303,58,37,63.8,21,36.2,872,4436,1941,71,43,39,48,34,1023,248,1129,eng ENG,FW,eng Premier League,21,2000,28,2128,76,62.2,23.6,24,84,15,4,26,5,2.43,59,16,+43,+1.82,-0.27,52.4,14.7,+37.7,+1.59,890,eng ENG,FW,eng Premier League,21,2000,23.6,1,0,0,15,23,14,132,11,8,0,0,0,83,5,27,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,Mamadou Fofana,ml MLI,DF,Metz,fr Ligue 1,23,1998,1,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,891,ml MLI,DF,fr Ligue 1,23,1998,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,891,ml MLI,DF,fr Ligue 1,23,1998,0.4,3,5,60.0,70,50,0,0.0,0.0,0.0,0,0,0,0,0,891,ml MLI,DF,fr Ligue 1,23,1998,0.4,5,4,1,1,0,0,0,0,0,0,0,0,3,0,0,891,ml MLI,DF,fr Ligue 1,23,1998,0.4,0,0.00,0,0,0,0,0,0,0,0.00,891,ml MLI,DF,fr Ligue 1,23,1998,0.4,1,1,0,1,0,2,50.0,1,2,1,1,1,2,2,0,891,ml MLI,DF,fr Ligue 1,23,1998,0.4,12,5,10,2,0,0,12,0,0,,0,,2,4,0,0,0,0,0,0,1,0,1130,ml MLI,DF,fr Ligue 1,23,1998,1,33,33,1.0,0.4,0,,0,1,33,0,1.00,0,2,-2,-5.45,-4.60,0.3,0.6,-0.3,-0.82,891,ml MLI,DF,fr Ligue 1,23,1998,0.4,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,Seko Fofana,ci CIV,MF,Lens,fr Ligue 1,26,1995,38,38,3357,37.3,8,1,9,8,0,0,2,0,6.4,6.4,3.1,9.5,131,178,227,0.24,0.25,892,ci CIV,MF,fr Ligue 1,26,1995,37.3,8,97,32,33.0,2.60,0.86,0.08,0.25,21.0,0,0,0,6.4,6.4,0.07,+1.6,+1.6,892,ci CIV,MF,fr Ligue 1,26,1995,37.3,1574,1786,88.1,23818,4758,1,3.1,2.7,-2.1,40,99,39,6,178,892,ci CIV,MF,fr Ligue 1,26,1995,37.3,1786,1773,13,9,2,22,41,4,0,0,0,0,1574,0,19,892,ci CIV,MF,fr Ligue 1,26,1995,37.3,118,3.16,89,0,13,8,7,1,9,0.24,892,ci CIV,MF,fr Ligue 1,26,1995,37.3,27,19,11,13,3,58,20.7,46,24,2,22,26,53,17,1,892,ci CIV,MF,fr Ligue 1,26,1995,37.3,2195,32,268,1280,687,105,2195,123,79,64.2,44,35.8,1616,10414,5140,131,95,29,86,50,1760,227,1132,ci CIV,MF,fr Ligue 1,26,1995,38,3357,88,98.2,37.3,38,88,31,0,,0,1.63,61,48,+13,+0.35,-1.08,49.6,42.0,+7.6,+0.20,892,ci CIV,MF,fr Ligue 1,26,1995,37.3,2,0,0,27,45,5,41,26,19,0,0,0,210,15,13,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,Wesley Fofana,fr FRA,DF,Leicester City,eng Premier League,20,2000,7,7,630,7.0,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,10,28,1,0.00,0.06,893,fr FRA,DF,eng Premier League,20,2000,7.0,0,3,1,33.3,0.43,0.14,0.00,0.00,7.9,0,0,0,0.4,0.4,0.13,-0.4,-0.4,893,fr FRA,DF,eng Premier League,20,2000,7.0,470,528,89.0,8686,2839,0,0.0,0.1,0.0,2,25,0,0,28,893,fr FRA,DF,eng Premier League,20,2000,7.0,528,520,8,7,0,1,0,1,0,0,0,0,470,0,4,893,fr FRA,DF,eng Premier League,20,2000,7.0,4,0.57,4,0,0,0,0,0,0,0.00,893,fr FRA,DF,eng Premier League,20,2000,7.0,12,8,11,1,0,11,63.6,4,5,2,3,12,24,26,1,893,fr FRA,DF,eng Premier League,20,2000,7.0,594,55,305,275,19,5,594,3,3,100.0,0,0.0,434,2958,1710,10,9,1,5,2,439,1,1133,fr FRA,DF,eng Premier League,20,2000,7,630,90,18.4,7.0,7,90,7,0,,2,1.43,13,7,+6,+0.86,+0.95,9.4,8.8,+0.6,+0.09,893,fr FRA,DF,eng Premier League,20,2000,7.0,2,0,0,7,7,0,0,12,8,0,0,0,43,20,10,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,22,1999,33,23,2190,24.3,0,4,4,0,0,0,4,0,1.1,1.1,2.6,3.7,44,146,47,0.16,0.15,894,fr FRA,MF,fr Ligue 1,22,1999,24.3,0,30,6,20.0,1.23,0.25,0.00,0.00,26.4,2,0,0,1.1,1.1,0.04,-1.1,-1.1,894,fr FRA,MF,fr Ligue 1,22,1999,24.3,895,1187,75.4,15117,4697,4,2.6,2.3,+1.4,20,142,23,2,146,894,fr FRA,MF,fr Ligue 1,22,1999,24.3,1187,1152,23,21,19,16,6,1,1,0,0,0,895,12,20,894,fr FRA,MF,fr Ligue 1,22,1999,24.3,53,2.18,43,0,4,1,2,3,8,0.33,894,fr FRA,MF,fr Ligue 1,22,1999,24.3,69,43,19,41,9,56,51.8,27,29,7,22,32,101,22,2,894,fr FRA,MF,fr Ligue 1,22,1999,24.3,1455,47,239,973,263,17,1455,62,40,64.5,22,35.5,918,4852,2497,44,41,5,38,33,1001,47,1134,fr FRA,MF,fr Ligue 1,22,1999,33,2190,66,64.0,24.3,23,85,19,10,24,2,1.94,44,27,+17,+0.70,+0.11,37.5,30.0,+7.5,+0.31,894,fr FRA,MF,fr Ligue 1,22,1999,24.3,4,0,0,33,25,0,6,32,43,0,1,0,175,14,10,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,Thomas Foket,be BEL,"DF,FW",Reims,fr Ligue 1,26,1994,29,26,2235,24.8,1,0,1,1,0,0,5,0,0.6,0.6,1.6,2.1,34,72,115,0.04,0.09,895,be BEL,"DF,FW",fr Ligue 1,26,1994,24.8,1,8,3,37.5,0.32,0.12,0.13,0.33,13.6,0,0,0,0.6,0.6,0.07,+0.4,+0.4,895,be BEL,"DF,FW",fr Ligue 1,26,1994,24.8,834,1076,77.5,13826,4823,0,1.6,2.0,-1.6,19,42,24,13,72,895,be BEL,"DF,FW",fr Ligue 1,26,1994,24.8,1076,906,166,18,1,12,64,146,2,2,0,0,834,4,22,895,be BEL,"DF,FW",fr Ligue 1,26,1994,24.8,35,1.41,29,2,0,0,2,2,1,0.04,895,be BEL,"DF,FW",fr Ligue 1,26,1994,24.8,28,19,12,13,3,40,45.0,22,26,4,22,33,61,35,0,895,be BEL,"DF,FW",fr Ligue 1,26,1994,24.8,1281,88,432,503,355,27,1281,26,13,50.0,13,50.0,769,3942,1776,34,26,0,34,18,770,115,1135,be BEL,"DF,FW",fr Ligue 1,26,1994,29,2235,77,65.4,24.8,26,82,16,3,36,0,1.31,24,28,-4,-0.16,-0.39,24.0,32.2,-8.3,-0.33,895,be BEL,"DF,FW",fr Ligue 1,26,1994,24.8,5,0,0,26,27,5,64,33,19,1,0,0,135,15,19,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,Thomas Fontaine,mg MAD,DF,Lorient,fr Ligue 1,30,1991,2,2,167,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,896,mg MAD,DF,fr Ligue 1,30,1991,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,896,mg MAD,DF,fr Ligue 1,30,1991,1.9,49,57,86.0,1002,408,0,0.0,0.0,0.0,0,4,1,0,4,896,mg MAD,DF,fr Ligue 1,30,1991,1.9,57,55,2,2,0,1,0,0,0,0,0,0,49,0,3,896,mg MAD,DF,fr Ligue 1,30,1991,1.9,0,0.00,0,0,0,0,0,0,0,0.00,896,mg MAD,DF,fr Ligue 1,30,1991,1.9,2,0,1,0,1,1,0.0,1,3,3,0,2,4,4,0,896,mg MAD,DF,fr Ligue 1,30,1991,1.9,72,6,37,33,2,0,72,0,0,,0,,38,137,58,0,0,0,1,0,42,0,1136,mg MAD,DF,fr Ligue 1,30,1991,2,167,84,4.9,1.9,2,84,1,0,,16,0.50,3,4,-1,-0.54,+0.21,1.3,3.9,-2.6,-1.42,896,mg MAD,DF,fr Ligue 1,30,1991,1.9,1,0,0,4,1,0,0,2,0,0,0,0,8,2,4,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,José Fontán,es ESP,DF,Celta Vigo,es La Liga,21,2000,9,3,276,3.1,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,3,7,4,0.00,0.08,897,es ESP,DF,es La Liga,21,2000,3.1,0,1,0,0.0,0.33,0.00,0.00,,14.0,0,0,0,0.2,0.2,0.18,-0.2,-0.2,897,es ESP,DF,es La Liga,21,2000,3.1,170,205,82.9,3299,776,0,0.1,0.1,-0.1,2,4,2,2,7,897,es ESP,DF,es La Liga,21,2000,3.1,205,195,9,3,0,0,5,6,0,0,0,0,170,1,1,897,es ESP,DF,es La Liga,21,2000,3.1,4,1.30,4,0,0,0,0,0,0,0.00,897,es ESP,DF,es La Liga,21,2000,3.1,5,3,3,2,0,5,20.0,4,3,1,2,10,15,10,0,897,es ESP,DF,es La Liga,21,2000,3.1,234,20,89,135,12,1,234,1,1,100.0,0,0.0,160,780,478,3,2,0,0,1,167,4,1137,es ESP,DF,es La Liga,21,2000,9,276,31,8.1,3.1,3,75,2,6,9,25,1.00,1,4,-3,-0.98,-1.06,3.9,3.6,+0.3,+0.10,897,es ESP,DF,es La Liga,21,2000,3.1,3,0,0,10,0,0,5,10,3,0,1,0,17,4,2,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,José Fonte,pt POR,DF,Lille,fr Ligue 1,37,1983,38,38,3420,38.0,0,2,2,0,0,0,4,0,1.4,1.4,1.1,2.4,14,117,13,0.05,0.06,898,pt POR,DF,fr Ligue 1,37,1983,38.0,0,21,6,28.6,0.55,0.16,0.00,0.00,11.2,0,0,0,1.4,1.4,0.06,-1.4,-1.4,898,pt POR,DF,fr Ligue 1,37,1983,38.0,1821,2097,86.8,37156,12895,2,1.1,0.7,+0.9,10,118,5,2,117,898,pt POR,DF,fr Ligue 1,37,1983,38.0,2097,2014,79,70,1,34,6,7,0,0,0,0,1821,4,15,898,pt POR,DF,fr Ligue 1,37,1983,38.0,31,0.82,27,1,0,2,0,1,5,0.13,898,pt POR,DF,fr Ligue 1,37,1983,38.0,23,12,14,7,2,25,44.0,14,39,32,7,44,67,159,1,898,pt POR,DF,fr Ligue 1,37,1983,38.0,2437,300,1221,1110,116,48,2437,5,4,80.0,1,20.0,1525,7326,4048,14,10,1,18,2,1580,13,1138,pt POR,DF,fr Ligue 1,37,1983,38,3420,90,100.0,38.0,38,90,38,0,,0,1.45,48,48,0,0.00,,50.5,39.9,+10.6,+0.28,898,pt POR,DF,fr Ligue 1,37,1983,38.0,4,0,0,23,8,1,6,44,12,0,0,0,205,87,42,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,Fernando Forestieri,it ITA,"FW,MF",Udinese,it Serie A,31,1990,4,0,58,0.6,2,1,3,2,0,0,1,0,1.1,1.1,0.0,1.2,2,3,8,4.66,1.82,899,it ITA,"FW,MF",it Serie A,31,1990,0.6,2,3,2,66.7,4.66,3.10,0.67,1.00,14.1,1,0,0,1.1,1.1,0.37,+0.9,+0.9,899,it ITA,"FW,MF",it Serie A,31,1990,0.6,18,24,75.0,224,91,1,0.0,0.4,+1.0,1,2,2,1,3,899,it ITA,"FW,MF",it Serie A,31,1990,0.6,24,20,4,1,0,0,4,2,1,1,0,0,18,0,1,899,it ITA,"FW,MF",it Serie A,31,1990,0.6,4,6.32,1,1,0,0,2,0,1,1.58,899,it ITA,"FW,MF",it Serie A,31,1990,0.6,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,899,it ITA,"FW,MF",it Serie A,31,1990,0.6,33,1,4,9,20,4,33,1,1,100.0,0,0.0,16,124,84,2,2,0,2,0,21,8,1140,it ITA,"FW,MF",it Serie A,31,1990,4,58,15,1.7,0.6,0,,0,4,15,12,0.75,4,0,+4,+6.21,+6.23,1.9,0.5,+1.4,+2.27,899,it ITA,"FW,MF",it Serie A,31,1990,0.6,1,0,0,3,4,0,4,0,0,0,0,0,0,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,Pablo Fornals,es ESP,"FW,MF",West Ham,eng Premier League,25,1996,36,32,2795,31.1,6,3,9,6,0,0,4,0,4.6,4.6,6.3,10.9,49,191,200,0.29,0.35,900,es ESP,"FW,MF",eng Premier League,25,1996,31.1,6,43,11,25.6,1.38,0.35,0.14,0.55,18.7,0,0,0,4.6,4.6,0.11,+1.4,+1.4,900,es ESP,"FW,MF",eng Premier League,25,1996,31.1,1052,1417,74.2,17266,5582,3,6.3,4.5,-3.3,48,111,51,8,191,900,es ESP,"FW,MF",eng Premier League,25,1996,31.1,1417,1339,73,5,11,19,87,9,41,32,2,0,1052,5,36,900,es ESP,"FW,MF",eng Premier League,25,1996,31.1,109,3.51,86,9,5,5,3,1,11,0.35,900,es ESP,"FW,MF",eng Premier League,25,1996,31.1,54,28,21,21,12,84,26.2,62,49,2,47,27,81,16,1,900,es ESP,"FW,MF",eng Premier League,25,1996,31.1,1731,33,262,819,665,65,1731,54,23,42.6,31,57.4,981,4917,2219,49,37,11,47,28,1184,200,1141,es ESP,"FW,MF",eng Premier League,25,1996,36,2795,78,81.7,31.1,32,85,19,4,20,0,1.39,45,38,+7,+0.23,-0.06,37.8,41.5,-3.7,-0.12,900,es ESP,"FW,MF",eng Premier League,25,1996,31.1,4,0,0,24,28,6,87,27,28,1,0,0,182,23,30,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
