Rk,Squad,Comp,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,G+A-PK,xG+xAG,Rk_stats_teams_shooting_for,Comp_stats_teams_shooting_for,# Pl_stats_teams_shooting_for,90s_stats_teams_shooting_for,Gls_stats_teams_shooting_for,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_teams_shooting_for,PKatt_stats_teams_shooting_for,xG_stats_teams_shooting_for,npxG_stats_teams_shooting_for,npxG/Sh,G-xG,np:G-xG,Rk_stats_teams_passing_for,Comp_stats_teams_passing_for,# Pl_stats_teams_passing_for,90s_stats_teams_passing_for,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_teams_passing_for,xAG_stats_teams_passing_for,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_teams_passing_for,Rk_stats_teams_passing_types_for,Comp_stats_teams_passing_types_for,# Pl_stats_teams_passing_types_for,90s_stats_teams_passing_types_for,Att_stats_teams_passing_types_for,Live,Dead,FK_stats_teams_passing_types_for,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_teams_passing_types_for,Off,Blocks,Rk_stats_teams_gca_for,Comp_stats_teams_gca_for,# Pl_stats_teams_gca_for,90s_stats_teams_gca_for,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_teams_gca_for,Fld,Def,GCA,GCA90,Rk_stats_teams_defense_for,Comp_stats_teams_defense_for,# Pl_stats_teams_defense_for,90s_stats_teams_defense_for,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_teams_defense_for,Tkl%,Lost,Blocks_stats_teams_defense_for,Sh_stats_teams_defense_for,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_teams_possession_for,Comp_stats_teams_possession_for,# Pl_stats_teams_possession_for,Poss_stats_teams_possession_for,90s_stats_teams_possession_for,Touches,Def Pen,Def 3rd_stats_teams_possession_for,Mid 3rd_stats_teams_possession_for,Att 3rd_stats_teams_possession_for,Att Pen,Live_stats_teams_possession_for,Att_stats_teams_possession_for,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_teams_possession_for,PrgDist_stats_teams_possession_for,PrgC_stats_teams_possession_for,1/3_stats_teams_possession_for,CPA,Mis,Dis,Rec,PrgR,Rk_stats_teams_playing_time_for,Comp_stats_teams_playing_time_for,# Pl_stats_teams_playing_time_for,Age_stats_teams_playing_time_for,MP_stats_teams_playing_time_for,Min_stats_teams_playing_time_for,Mn/MP,Min%,90s_stats_teams_playing_time_for,Starts_stats_teams_playing_time_for,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_teams_misc_for,Comp_stats_teams_misc_for,# Pl_stats_teams_misc_for,90s_stats_teams_misc_for,CrdY_stats_teams_misc_for,CrdR_stats_teams_misc_for,2CrdY,Fls,Fld_stats_teams_misc_for,Off_stats_teams_misc_for,Crs_stats_teams_misc_for,Int_stats_teams_misc_for,TklW_stats_teams_misc_for,PKwon,PKcon,OG,Recov,Won,Lost_stats_teams_misc_for,Won%,Rk_stats_teams_keeper_for,Comp_stats_teams_keeper_for,# Pl_stats_teams_keeper_for,MP_stats_teams_keeper_for,Starts_stats_teams_keeper_for,Min_stats_teams_keeper_for,90s_stats_teams_keeper_for,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_teams_keeper_for,PKA,PKsv,PKm,Rk_stats_teams_keeper_adv_for,Comp_stats_teams_keeper_adv_for,# Pl_stats_teams_keeper_adv_for,90s_stats_teams_keeper_adv_for,GA_stats_teams_keeper_adv_for,PKA_stats_teams_keeper_adv_for,FK_stats_teams_keeper_adv_for,CK_stats_teams_keeper_adv_for,OG_stats_teams_keeper_adv_for,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_teams_keeper_adv_for,Att_stats_teams_keeper_adv_for,Cmp%_stats_teams_keeper_adv_for,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
11,Bayern Munich,de Bundesliga,30,26.8,64.5,34,374,3060,34.0,92,70,162,87,5,5,36,2,89.0,85.1,66.7,151.8,833,2164,4.62,4.58,11,de Bundesliga,30,34.0,92,668,255,38.2,19.65,7.5,0.13,0.34,16.7,12,5,5,89.0,85.1,0.13,3.0,1.9,11,de Bundesliga,30,34.0,20087,23780,84.5,342875,124219,70,66.7,80.3,3.3,516,1677,500,71,2164,11,de Bundesliga,30,34.0,23780,22043,1661,434,108,149,656,736,215,102,78,5,20087,76,316,11,de Bundesliga,30,34.0,1170,34.41,874,93,64,84,36,19,161,4.74,11,de Bundesliga,30,34.0,563,338,231,237,95,559,46.3,300,338,68,270,349,912,404,18,11,de Bundesliga,30,64.5,34.0,27678,2045,7345,13202,7367,1266,27673,832,492,59.1,340,40.9,16502,84467,44476,833,622,241,598,338,19963,2151,11,de Bundesliga,30,26.8,34,3060,90,100,34.0,374,82,224,149,21,153,2.26,97,37,60,1.76,89.0,36.3,52.7,1.55,11,de Bundesliga,30,34.0,36,2,0,305,354,76,656,349,338,1,2,1,2220,422,394,51.7,11,de Bundesliga,3,34,34,3060,34.0,37,1.09,112,76,68.8,24,5,5,11,32.4,2,2,0,0,11,de Bundesliga,3,34.0,37,2,1,2,1,32.6,0.27,-3.4,-0.1,121,256,47.3,1285,194,18.3,18.0,316,12,3.8,105,3.09,19.0
12,Betis,es La Liga,31,28.9,53.7,38,418,3420,38.0,60,45,105,54,6,6,87,6,53.5,48.8,37.7,86.5,666,1518,2.61,2.4,12,es La Liga,31,38.0,60,509,182,35.8,13.39,4.79,0.11,0.3,18.4,21,6,6,53.5,48.8,0.1,6.5,5.2,12,es La Liga,31,38.0,15702,19444,80.8,273534,99419,45,37.7,35.1,7.3,395,1136,294,51,1518,12,es La Liga,31,38.0,19444,17513,1860,586,66,181,547,749,174,56,78,0,15702,71,310,12,es La Liga,31,38.0,902,23.74,670,75,55,46,41,15,94,2.47,12,es La Liga,31,38.0,662,392,322,261,79,695,46.6,371,386,112,274,361,1023,777,11,12,es La Liga,31,53.7,38.0,23691,2299,7311,10969,5603,826,23685,655,372,56.8,283,43.2,13042,66497,33876,666,482,187,588,364,15573,1501,12,es La Liga,31,28.9,38,3420,90,100,38.0,418,82,251,161,21,266,1.71,62,40,22,0.58,53.5,43.4,10.1,0.27,12,es La Liga,31,38.0,87,6,1,485,470,71,547,361,392,4,3,2,1908,505,511,49.7,12,es La Liga,2,38,38,3420,38.0,40,1.05,132,94,72.0,19,8,11,13,34.2,3,3,0,0,12,es La Liga,2,38.0,40,3,0,3,2,39.1,0.27,1.1,0.03,201,547,36.7,962,157,41.4,33.1,592,24,4.1,41,1.08,15.7
13,Bochum,de Bundesliga,28,28.0,44.7,34,374,3060,34.0,37,22,59,33,4,6,55,2,40.6,35.9,26.7,62.6,467,926,1.62,1.98,13,de Bundesliga,28,34.0,37,409,136,33.3,12.03,4.0,0.08,0.24,18.2,17,4,6,40.6,35.9,0.09,-3.6,-2.9,13,de Bundesliga,28,34.0,9624,13679,70.4,200296,84521,22,26.7,28.2,-4.7,276,761,179,66,926,13,de Bundesliga,28,34.0,13679,11928,1678,421,26,124,600,779,122,53,48,0,9624,73,261,13,de Bundesliga,28,34.0,662,19.47,451,75,27,39,56,14,60,1.76,13,de Bundesliga,28,34.0,566,353,298,199,69,574,48.3,297,420,119,301,429,995,616,13,13,de Bundesliga,28,44.7,34.0,17579,2362,6682,7348,3759,571,17573,443,226,51.0,216,48.8,8977,48731,23584,467,333,112,588,282,9487,921,13,de Bundesliga,28,28.0,34,3060,90,100,34.0,374,82,232,140,20,155,1.24,38,52,-14,-0.41,40.6,55.8,-15.1,-0.44,13,de Bundesliga,28,34.0,55,2,0,424,391,75,600,429,353,4,8,4,2088,609,599,50.4,13,de Bundesliga,2,34,34,3060,34.0,52,1.53,176,126,73.3,12,6,16,7,20.6,8,5,2,1,13,de Bundesliga,2,34.0,52,5,1,4,4,49.9,0.27,1.9,0.06,484,1069,45.3,1457,109,60.5,36.1,463,28,6.0,72,2.12,10.7
14,Bologna,it Serie A,36,26.6,50.6,38,418,3420,38.0,43,34,77,39,4,5,92,7,44.9,41.0,33.6,74.6,540,1276,1.92,2.06,14,it Serie A,36,38.0,43,434,143,32.9,11.42,3.76,0.09,0.27,18.1,14,4,5,44.9,41.0,0.1,-1.9,-2.0,14,it Serie A,36,38.0,14442,18249,79.1,246735,94908,34,33.6,25.9,0.4,343,1024,299,89,1276,14,it Serie A,36,38.0,18249,16283,1910,590,58,109,601,730,183,103,21,1,14442,56,317,14,it Serie A,36,38.0,777,20.45,599,71,26,41,34,6,76,2.0,14,it Serie A,36,38.0,530,298,261,202,67,528,40.9,312,384,127,257,370,900,678,5,14,it Serie A,36,50.6,38.0,22181,2573,7497,9928,4964,630,22176,598,326,54.5,272,45.5,11905,63323,30938,540,455,106,563,302,14304,1264,14,it Serie A,36,26.6,38,3420,90,100,38.0,418,81,242,171,20,276,1.21,44,55,-11,-0.29,44.9,52.6,-7.7,-0.2,14,it Serie A,36,38.0,92,7,4,443,497,56,601,370,298,3,9,2,1972,492,520,48.6,14,it Serie A,3,38,38,3420,38.0,55,1.45,184,130,74.5,12,10,16,13,34.2,9,8,1,0,14,it Serie A,3,38.0,55,8,1,3,2,56.2,0.26,3.2,0.08,198,482,41.1,988,170,39.6,33.0,525,29,5.5,14,0.37,5.5
15,Bordeaux,fr Ligue 1,39,25.7,47.4,38,418,3420,38.0,50,39,89,48,2,4,91,5,44.9,41.9,33.9,75.8,609,1271,2.29,2.07,15,fr Ligue 1,39,38.0,50,446,145,32.5,11.74,3.82,0.11,0.33,19.2,16,2,4,44.9,41.9,0.1,5.1,6.1,15,fr Ligue 1,39,38.0,13552,17385,78.0,253745,96071,39,33.9,29.0,5.1,326,952,221,59,1271,15,fr Ligue 1,39,38.0,17385,15441,1886,464,52,176,611,815,150,80,47,1,13552,58,315,15,fr Ligue 1,39,38.0,768,20.21,539,73,53,48,32,23,91,2.39,15,fr Ligue 1,39,38.0,642,377,321,243,78,741,43.6,418,357,104,253,454,1096,688,19,15,fr Ligue 1,39,47.4,38.0,21609,2364,7619,10032,4195,649,21605,657,355,54.0,302,46.0,13243,71815,35359,609,410,139,676,313,13416,1253,15,fr Ligue 1,39,25.7,38,3420,90,100,38.0,418,81,233,182,19,160,0.82,52,91,-39,-1.03,44.9,66.8,-21.9,-0.58,15,fr Ligue 1,39,38.0,91,5,2,460,391,58,611,454,377,2,9,3,2134,488,506,49.1,15,fr Ligue 1,2,38,38,3420,38.0,91,2.39,194,104,56.7,6,13,19,2,5.3,9,7,2,0,15,fr Ligue 1,2,38.0,91,7,1,10,3,64.5,0.29,-23.5,-0.62,256,622,41.2,1059,133,38.9,33.1,546,19,3.5,79,2.08,17.6
16,Brentford,eng Premier League,29,25.4,44.8,38,418,3420,38.0,46,33,79,40,6,6,65,3,45.8,41.1,33.0,74.1,450,1189,1.92,2.07,16,eng Premier League,29,38.0,46,436,141,32.3,11.47,3.71,0.09,0.28,16.3,11,6,6,45.8,41.1,0.1,0.2,-1.1,16,eng Premier League,29,38.0,11676,16272,71.8,211867,85983,33,33.0,33.8,0.0,311,942,262,81,1189,16,eng Premier League,29,38.0,16272,14443,1763,432,50,70,640,778,159,84,47,9,11676,66,333,16,eng Premier League,29,38.0,739,19.45,487,96,37,62,43,14,78,2.05,16,eng Premier League,29,38.0,607,342,299,228,80,616,47.2,325,383,113,270,393,1000,863,7,16,eng Premier League,29,44.8,38.0,20462,2793,7862,8201,4566,819,20456,476,262,55.0,214,45.0,10280,49925,26085,450,332,102,563,291,11565,1170,16,eng Premier League,29,25.4,38,3420,90,100,38.0,418,84,304,114,22,223,1.21,48,56,-8,-0.21,45.8,48.5,-2.7,-0.07,16,eng Premier League,29,38.0,65,3,2,371,363,66,640,393,342,6,5,2,2061,717,728,49.6,16,eng Premier League,3,38,38,3420,38.0,56,1.47,179,125,71.5,13,7,18,9,23.7,5,5,0,0,16,eng Premier League,3,38.0,56,5,1,8,2,49.4,0.25,-4.6,-0.12,298,768,38.8,1355,184,43.2,33.9,626,37,5.9,58,1.53,16.8
17,Brest,fr Ligue 1,25,25.4,43.9,38,418,3420,38.0,48,32,80,41,7,8,59,2,43.4,37.0,28.7,65.7,666,1349,1.92,1.9,17,fr Ligue 1,25,38.0,48,394,138,35.0,10.37,3.63,0.1,0.3,17.4,12,7,8,43.4,37.0,0.1,4.6,4.0,17,fr Ligue 1,25,38.0,12684,16506,76.8,242103,96714,32,28.7,28.4,3.3,305,1087,252,88,1349,17,fr Ligue 1,25,38.0,16506,14535,1924,484,20,156,710,846,171,95,56,0,12684,47,288,17,fr Ligue 1,25,38.0,698,18.37,490,75,40,43,36,14,78,2.05,17,fr Ligue 1,25,38.0,682,400,342,249,91,655,47.3,345,369,108,261,469,1151,707,4,17,fr Ligue 1,25,43.9,38.0,20760,2287,6773,9255,4953,692,20752,640,315,49.2,325,50.8,12273,69969,33743,666,490,155,664,312,12570,1335,17,fr Ligue 1,25,25.4,38,3420,90,100,38.0,418,83,270,146,19,185,1.26,49,57,-8,-0.21,43.4,56.3,-12.8,-0.34,17,fr Ligue 1,25,38.0,59,2,0,427,417,47,710,469,400,4,4,2,2006,618,540,53.4,17,fr Ligue 1,1,38,38,3420,38.0,57,1.5,170,115,68.8,13,9,16,7,18.4,4,4,0,0,17,fr Ligue 1,1,38.0,57,4,0,8,2,51.0,0.28,-4.0,-0.1,290,624,46.5,877,205,43.1,37.4,541,16,3.0,34,0.89,14.1
18,Brighton,eng Premier League,26,26.2,54.4,38,418,3420,38.0,40,30,70,36,4,7,72,2,46.2,40.7,32.3,72.9,676,1547,1.74,2.06,18,eng Premier League,26,38.0,40,482,141,29.3,12.68,3.71,0.07,0.26,17.7,15,4,7,46.2,40.7,0.09,-6.2,-4.7,18,eng Premier League,26,38.0,16410,20588,79.7,288827,95307,30,32.3,31.5,-2.3,356,1187,342,72,1547,18,eng Premier League,26,38.0,20588,18838,1697,390,58,152,728,784,200,84,96,0,16410,53,397,18,eng Premier League,26,38.0,870,22.89,630,84,49,55,40,12,72,1.89,18,eng Premier League,26,38.0,668,403,306,257,105,563,43.2,320,480,150,330,358,1026,723,12,18,eng Premier League,26,54.4,38.0,24854,2629,8034,10520,6505,876,24847,559,317,56.7,242,43.3,13919,68537,35095,676,519,139,598,349,16278,1529,18,eng Premier League,26,26.2,38,3420,90,100,38.0,418,84,308,111,22,231,1.34,42,44,-2,-0.05,46.2,42.9,3.3,0.09,18,eng Premier League,26,38.0,72,2,0,393,355,53,728,358,403,4,4,0,2154,569,498,53.3,18,eng Premier League,2,38,38,3419,38.0,44,1.16,146,102,71.9,12,15,11,11,28.9,4,3,0,1,18,eng Premier League,2,38.0,44,3,1,6,0,42.5,0.28,-1.5,-0.04,161,568,28.3,1317,188,31.4,23.9,535,60,11.2,36,0.95,9.3
19,Burnley,eng Premier League,23,28.5,40.2,38,418,3420,38.0,32,26,58,31,1,2,68,2,39.7,38.1,31.2,69.3,388,972,1.5,1.87,19,eng Premier League,23,38.0,32,405,119,29.4,10.66,3.13,0.08,0.26,17.2,14,1,2,39.7,38.1,0.1,-7.7,-7.1,19,eng Premier League,23,38.0,9454,14107,67.0,178791,80195,26,31.2,28.0,-5.2,286,877,240,84,972,19,eng Premier League,23,38.0,14107,12275,1731,370,32,135,747,783,183,152,14,1,9454,101,334,19,eng Premier League,23,38.0,674,17.74,455,81,28,50,50,10,60,1.58,19,eng Premier League,23,38.0,590,324,273,235,82,534,46.8,284,509,211,298,410,1000,887,18,19,eng Premier League,23,40.2,38.0,18371,2247,5842,8051,4686,663,18369,479,258,53.9,221,46.1,8229,42272,19061,388,300,84,540,291,9342,958,19,eng Premier League,23,28.5,38,3420,90,100,38.0,418,86,321,96,19,244,0.92,34,53,-19,-0.5,39.7,57.1,-17.4,-0.46,19,eng Premier League,23,38.0,68,2,0,394,332,101,747,410,324,2,5,2,2027,827,733,53.0,19,eng Premier League,2,38,38,3420,38.0,53,1.39,178,127,73.0,7,14,17,9,23.7,5,5,0,0,19,eng Premier League,2,38.0,53,5,1,7,2,47.5,0.25,-3.5,-0.09,346,870,39.8,850,154,69.8,50.8,642,46,7.2,84,2.21,17.0
20,Cádiz,es La Liga,33,28.5,41.3,38,418,3420,38.0,35,21,56,32,3,6,105,3,39.5,34.8,24.6,59.4,571,1080,1.39,1.69,20,es La Liga,33,38.0,35,405,118,29.1,10.66,3.11,0.08,0.27,17.9,14,3,6,39.5,34.8,0.09,-4.5,-2.8,20,es La Liga,33,38.0,10136,14415,70.3,195586,77863,21,24.6,28.9,-3.6,277,829,233,120,1080,20,es La Liga,33,38.0,14415,12460,1886,511,37,183,865,795,181,79,63,1,10136,69,312,20,es La Liga,33,38.0,687,18.08,459,86,38,47,41,16,55,1.45,20,es La Liga,33,38.0,647,380,346,238,63,711,42.3,410,390,106,284,413,1060,768,5,20,es La Liga,33,41.3,38.0,18574,2215,6501,7898,4374,646,18568,519,281,54.1,238,45.9,9062,51953,26751,571,382,106,576,291,10039,1063,20,es La Liga,33,28.5,38,3420,90,100,38.0,418,81,246,172,22,270,1.03,35,51,-16,-0.42,39.5,48.3,-8.7,-0.23,20,es La Liga,33,38.0,105,3,3,488,449,69,865,413,380,5,13,0,2077,601,693,46.4,20,es La Liga,1,38,38,3420,38.0,51,1.34,170,117,76.5,8,15,15,13,34.2,13,11,2,0,20,es La Liga,1,38.0,51,11,0,10,0,52.8,0.24,1.8,0.05,272,792,34.3,840,119,63.3,46.0,586,42,7.2,28,0.74,12.1
21,Cagliari,it Serie A,33,26.5,44.5,38,418,3420,38.0,34,26,60,31,3,4,96,5,39.0,36.4,29.6,66.0,474,1088,1.5,1.81,21,it Serie A,33,38.0,34,420,117,27.9,11.05,3.08,0.07,0.26,17.3,17,3,4,39.0,36.4,0.09,-5.0,-5.4,21,it Serie A,33,38.0,11503,15761,73.0,221202,88862,26,29.6,27.6,-3.6,317,853,226,93,1088,21,it Serie A,33,38.0,15761,13729,1962,574,16,119,675,791,143,48,71,2,11503,70,315,21,it Serie A,33,38.0,742,19.53,521,86,25,63,34,13,61,1.61,21,it Serie A,33,38.0,557,303,263,229,65,544,42.3,314,406,128,278,397,954,747,5,21,it Serie A,33,44.5,38.0,19878,2390,6906,8724,4452,643,19874,479,252,52.6,227,47.4,10278,51842,25151,474,393,83,572,261,11383,1078,21,it Serie A,33,26.5,38,3420,90,100,38.0,418,82,259,157,21,252,0.79,34,68,-34,-0.89,39.0,61.0,-21.9,-0.58,21,it Serie A,33,38.0,96,5,3,549,490,70,675,397,303,3,10,1,1995,696,742,48.4,21,it Serie A,2,38,38,3420,38.0,68,1.79,185,115,67.0,6,12,20,3,7.9,10,7,3,0,21,it Serie A,2,38.0,68,7,5,10,1,58.8,0.28,-8.2,-0.22,343,765,44.8,958,122,53.2,41.5,526,23,4.4,34,0.89,13.8
22,Celta Vigo,es La Liga,25,28.4,55.2,38,418,3420,38.0,43,29,72,40,3,6,87,3,43.1,38.3,28.8,67.2,665,1447,1.82,1.89,22,es La Liga,25,38.0,43,405,135,33.3,10.66,3.55,0.1,0.3,18.3,14,3,6,43.1,38.3,0.1,-0.1,1.7,22,es La Liga,25,38.0,16007,20591,77.7,286771,95793,29,28.8,31.6,0.2,286,1105,285,84,1447,22,es La Liga,25,38.0,20591,18578,1930,501,60,169,768,898,167,81,60,1,16007,83,360,22,es La Liga,25,38.0,701,18.45,540,43,25,50,34,9,70,1.84,22,es La Liga,25,38.0,696,409,324,279,93,762,37.5,476,423,91,332,376,1072,634,11,22,es La Liga,25,55.2,38.0,24789,2272,7479,11772,5737,719,24783,591,346,58.5,244,41.3,13606,72693,38568,665,544,125,572,310,15869,1434,22,es La Liga,25,28.4,38,3420,90,100,38.0,418,82,261,155,21,222,1.21,43,43,0,0.0,43.1,45.7,-2.6,-0.07,22,es La Liga,25,38.0,87,3,1,507,463,83,768,376,409,3,8,2,2144,603,696,46.4,22,es La Liga,1,38,38,3420,38.0,43,1.13,136,91,71.3,12,10,16,14,36.8,8,4,4,0,22,es La Liga,1,38.0,43,4,0,1,2,43.3,0.27,2.3,0.06,303,804,37.7,1176,131,51.3,40.3,452,36,8.0,37,0.97,14.3
23,Chelsea,eng Premier League,26,27.4,61.8,38,418,3420,38.0,75,52,127,67,8,9,63,1,63.4,56.6,44.9,101.5,894,1967,3.13,2.85,23,eng Premier League,26,38.0,75,583,200,34.3,15.34,5.26,0.11,0.34,17.4,26,8,9,63.4,56.6,0.1,11.6,10.4,23,eng Premier League,26,38.0,21190,24888,85.1,342325,113085,52,44.9,42.6,7.1,439,1614,437,66,1967,23,eng Premier League,26,38.0,24888,23158,1661,434,77,101,745,713,241,113,100,0,21190,69,364,23,eng Premier League,26,38.0,1064,28.0,818,62,48,75,49,12,135,3.55,23,eng Premier League,26,38.0,621,348,267,269,85,567,45.3,310,408,96,312,347,968,641,15,23,eng Premier League,26,61.8,38.0,28976,2279,7927,13385,7881,1066,28967,624,364,58.3,260,41.7,17089,86115,46504,894,728,243,591,383,21040,1956,23,eng Premier League,26,27.4,38,3420,90,100,38.0,418,84,306,111,22,226,1.95,76,33,43,1.13,63.4,33.2,30.1,0.79,23,eng Premier League,26,38.0,63,1,0,409,392,69,745,347,348,8,6,1,2084,538,486,52.5,23,eng Premier League,2,38,38,3420,38.0,33,0.87,115,83,76.5,21,11,6,16,42.1,6,6,0,0,23,eng Premier League,2,38.0,33,6,0,2,1,31.6,0.22,-0.4,-0.01,91,222,41.0,892,183,19.1,26.4,419,30,7.2,54,1.42,18.8
24,Clermont Foot,fr Ligue 1,28,26.9,50.0,38,418,3420,38.0,36,25,61,34,2,3,65,8,44.4,41.9,32.6,74.4,617,1370,1.55,2.03,24,fr Ligue 1,28,38.0,36,436,134,30.7,11.47,3.53,0.08,0.25,17.7,10,2,3,44.4,41.9,0.1,-8.4,-7.9,24,fr Ligue 1,28,38.0,15713,19560,80.3,268742,97045,25,32.6,33.1,-7.6,326,1066,263,102,1370,24,fr Ligue 1,28,38.0,19560,17599,1908,526,28,156,713,828,179,76,60,1,15713,53,332,24,fr Ligue 1,28,38.0,771,20.29,553,76,53,49,30,10,64,1.68,24,fr Ligue 1,28,38.0,622,361,285,262,75,665,43.8,374,372,99,273,386,1008,527,9,24,fr Ligue 1,28,50.0,38.0,23488,2137,8082,10780,4860,676,23485,599,327,54.6,272,45.4,14941,76251,36491,617,419,142,618,410,15584,1352,24,fr Ligue 1,28,26.9,38,3420,90,100,38.0,418,82,253,159,19,183,0.95,38,69,-31,-0.82,44.4,52.4,-8.0,-0.21,24,fr Ligue 1,28,38.0,65,8,3,387,482,53,713,386,361,2,5,3,2137,432,466,48.1,24,fr Ligue 1,2,38,38,3420,38.0,69,1.82,165,99,61.2,9,9,20,8,21.1,5,5,0,0,24,fr Ligue 1,2,38.0,69,5,0,10,3,50.6,0.28,-15.4,-0.41,124,435,28.5,883,160,33.7,30.2,463,28,6.0,32,0.84,10.6
25,Crystal Palace,eng Premier League,24,27.1,51.1,38,418,3420,38.0,50,31,81,44,6,8,69,1,46.4,40.1,31.0,71.1,592,1229,1.97,2.04,25,eng Premier League,24,38.0,50,404,140,34.7,10.63,3.68,0.11,0.31,16.1,13,6,8,46.4,40.1,0.1,3.6,3.9,25,eng Premier League,24,38.0,14983,19081,78.5,265538,92523,31,31.0,30.2,0.0,305,990,270,75,1229,25,eng Premier League,24,38.0,19081,17115,1903,528,40,120,643,844,175,88,44,8,14983,63,316,25,eng Premier League,24,38.0,711,18.71,500,63,43,46,43,16,81,2.13,25,eng Premier League,24,38.0,637,374,323,236,78,575,47.5,302,452,135,317,333,970,761,5,25,eng Premier League,24,51.1,38.0,23466,2753,8764,9989,4943,749,23458,687,382,55.6,305,44.4,13129,65928,33176,592,410,149,671,471,14878,1214,25,eng Premier League,24,27.1,38,3420,90,100,38.0,418,85,309,108,18,229,1.26,50,46,4,0.11,46.4,40.7,5.7,0.15,25,eng Premier League,24,38.0,69,1,1,414,481,63,643,333,374,6,4,2,2103,610,618,49.7,25,eng Premier League,2,38,38,3420,38.0,46,1.21,144,99,70.1,11,15,12,12,31.6,4,3,1,0,25,eng Premier League,2,38.0,46,3,2,11,2,38.5,0.24,-5.5,-0.14,130,375,34.7,994,222,26.8,29.8,525,28,5.3,43,1.13,11.2
26,Dortmund,de Bundesliga,33,25.9,59.2,34,374,3060,34.0,81,57,138,70,11,11,63,1,64.0,55.9,45.0,100.8,670,1468,3.74,3.21,26,de Bundesliga,33,34.0,81,442,165,37.3,13.0,4.85,0.16,0.42,16.7,20,11,11,64.0,55.9,0.13,17.0,14.1,26,de Bundesliga,33,34.0,17410,21052,82.7,292376,101965,57,45.0,46.0,12.0,331,1091,301,48,1468,26,de Bundesliga,33,34.0,21052,19358,1621,447,67,121,491,681,182,74,76,1,17410,73,314,26,de Bundesliga,33,34.0,797,23.44,570,71,51,51,43,11,142,4.18,26,de Bundesliga,33,34.0,541,322,232,236,73,550,46.4,295,351,82,269,347,888,519,11,26,de Bundesliga,33,59.2,34.0,24818,2177,7537,12138,5316,835,24807,636,352,55.3,284,44.7,14995,75219,36752,670,481,180,579,310,17303,1454,26,de Bundesliga,33,25.9,34,3060,90,100,34.0,374,83,231,142,19,148,2.03,85,52,33,0.97,64.0,46.3,17.7,0.52,26,de Bundesliga,33,34.0,63,1,1,362,398,73,491,347,322,6,6,2,2052,419,363,53.6,26,de Bundesliga,3,34,34,3060,34.0,52,1.53,136,86,66.2,22,3,9,7,20.6,6,6,0,0,26,de Bundesliga,3,34.0,52,6,2,6,2,46.9,0.31,-3.1,-0.09,93,279,33.3,996,176,20.4,27.7,402,20,5.0,63,1.85,20.6
27,Eint Frankfurt,de Bundesliga,27,26.2,49.6,34,374,3060,34.0,43,33,76,42,1,2,61,1,41.6,40.1,32.0,72.1,609,1255,2.21,2.16,27,de Bundesliga,27,34.0,43,446,136,30.5,13.12,4.0,0.09,0.31,17.8,14,1,2,41.6,40.1,0.09,1.4,1.9,27,de Bundesliga,27,34.0,12628,17023,74.2,229563,88663,33,32.0,33.1,1.0,331,908,223,78,1255,27,de Bundesliga,27,34.0,17023,15216,1754,387,44,106,697,825,193,78,91,2,12628,53,357,27,de Bundesliga,27,34.0,762,22.41,528,88,36,61,38,11,75,2.21,27,de Bundesliga,27,34.0,595,330,260,252,83,673,42.1,390,435,95,340,377,972,592,12,27,de Bundesliga,27,49.6,34.0,21105,2288,7030,9752,4528,675,21103,544,285,52.4,258,47.4,11595,59438,29061,609,408,153,631,294,12527,1243,27,de Bundesliga,27,26.2,34,3060,90,100,34.0,374,82,232,144,21,160,1.24,45,49,-4,-0.12,41.6,47.0,-5.4,-0.16,27,de Bundesliga,27,34.0,61,1,1,422,299,53,697,377,330,1,4,1,2251,552,644,46.2,27,de Bundesliga,3,34,34,3060,34.0,49,1.44,165,117,72.7,10,12,12,5,14.7,4,4,0,0,27,de Bundesliga,3,34.0,49,4,0,3,1,52.4,0.3,4.4,0.13,162,557,29.1,1055,157,40.8,21.9,460,23,5.0,46,1.35,10.8
