Rk,Squad,Comp,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,G+A-PK,xG+xAG,Rk_stats_teams_shooting_for,Comp_stats_teams_shooting_for,# Pl_stats_teams_shooting_for,90s_stats_teams_shooting_for,Gls_stats_teams_shooting_for,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_teams_shooting_for,PKatt_stats_teams_shooting_for,xG_stats_teams_shooting_for,npxG_stats_teams_shooting_for,npxG/Sh,G-xG,np:G-xG,Rk_stats_teams_passing_for,Comp_stats_teams_passing_for,# Pl_stats_teams_passing_for,90s_stats_teams_passing_for,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_teams_passing_for,xAG_stats_teams_passing_for,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_teams_passing_for,Rk_stats_teams_passing_types_for,Comp_stats_teams_passing_types_for,# Pl_stats_teams_passing_types_for,90s_stats_teams_passing_types_for,Att_stats_teams_passing_types_for,Live,Dead,FK_stats_teams_passing_types_for,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_teams_passing_types_for,Off,Blocks,Rk_stats_teams_gca_for,Comp_stats_teams_gca_for,# Pl_stats_teams_gca_for,90s_stats_teams_gca_for,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_teams_gca_for,Fld,Def,GCA,GCA90,Rk_stats_teams_defense_for,Comp_stats_teams_defense_for,# Pl_stats_teams_defense_for,90s_stats_teams_defense_for,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_teams_defense_for,Tkl%,Lost,Blocks_stats_teams_defense_for,Sh_stats_teams_defense_for,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_teams_possession_for,Comp_stats_teams_possession_for,# Pl_stats_teams_possession_for,Poss_stats_teams_possession_for,90s_stats_teams_possession_for,Touches,Def Pen,Def 3rd_stats_teams_possession_for,Mid 3rd_stats_teams_possession_for,Att 3rd_stats_teams_possession_for,Att Pen,Live_stats_teams_possession_for,Att_stats_teams_possession_for,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_teams_possession_for,PrgDist_stats_teams_possession_for,PrgC_stats_teams_possession_for,1/3_stats_teams_possession_for,CPA,Mis,Dis,Rec,PrgR,Rk_stats_teams_playing_time_for,Comp_stats_teams_playing_time_for,# Pl_stats_teams_playing_time_for,Age_stats_teams_playing_time_for,MP_stats_teams_playing_time_for,Min_stats_teams_playing_time_for,Mn/MP,Min%,90s_stats_teams_playing_time_for,Starts_stats_teams_playing_time_for,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_teams_misc_for,Comp_stats_teams_misc_for,# Pl_stats_teams_misc_for,90s_stats_teams_misc_for,CrdY_stats_teams_misc_for,CrdR_stats_teams_misc_for,2CrdY,Fls,Fld_stats_teams_misc_for,Off_stats_teams_misc_for,Crs_stats_teams_misc_for,Int_stats_teams_misc_for,TklW_stats_teams_misc_for,PKwon,PKcon,OG,Recov,Won,Lost_stats_teams_misc_for,Won%,Rk_stats_teams_keeper_for,Comp_stats_teams_keeper_for,# Pl_stats_teams_keeper_for,MP_stats_teams_keeper_for,Starts_stats_teams_keeper_for,Min_stats_teams_keeper_for,90s_stats_teams_keeper_for,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_teams_keeper_for,PKA,PKsv,PKm,Rk_stats_teams_keeper_adv_for,Comp_stats_teams_keeper_adv_for,# Pl_stats_teams_keeper_adv_for,90s_stats_teams_keeper_adv_for,GA_stats_teams_keeper_adv_for,PKA_stats_teams_keeper_adv_for,FK_stats_teams_keeper_adv_for,CK_stats_teams_keeper_adv_for,OG_stats_teams_keeper_adv_for,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_teams_keeper_adv_for,Att_stats_teams_keeper_adv_for,Cmp%_stats_teams_keeper_adv_for,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
11,Bayern Munich,de Bundesliga,29,27.3,60.7,34,374,3060,34.0,98,75,173,89,9,10,44,3,75.9,68.1,55.2,123.3,829,2084,4.82,3.86,11,de Bundesliga,29,34.0,98,572,219,38.3,16.82,6.44,0.16,0.41,16.9,9,9,10,75.9,68.1,0.12,22.1,20.9,11,de Bundesliga,29,34.0,18358,22039,83.3,327421,111389,75,55.2,69.4,19.8,461,1578,464,113,2084,11,de Bundesliga,29,34.0,22039,20252,1713,477,23,160,828,727,237,108,86,0,18358,74,370,11,de Bundesliga,29,34.0,1040,30.59,823,67,59,55,27,9,171,5.03,11,de Bundesliga,29,34.0,510,316,174,231,105,541,41.4,317,388,75,313,399,909,398,10,11,de Bundesliga,29,60.7,34.0,25817,1855,6669,12031,7356,1178,25807,690,437,63.3,252,36.5,15272,85823,45041,829,613,216,656,349,18243,2073,11,de Bundesliga,29,27.3,34,3060,90,100,34.0,374,82,237,137,21,163,2.29,99,44,55,1.62,75.9,40.2,35.8,1.05,11,de Bundesliga,29,34.0,44,3,0,317,374,74,828,399,316,7,3,0,2050,430,409,51.3,11,de Bundesliga,2,34,34,3060,34.0,44,1.29,127,82,66.1,24,6,4,9,26.5,3,1,1,1,11,de Bundesliga,2,34.0,44,1,0,6,0,45.4,0.35,1.4,0.04,124,259,47.9,1159,190,20.3,28.8,361,6,1.7,105,3.09,23.6
12,Benevento,it Serie A,29,28.7,42.6,38,418,3420,38.0,40,26,66,35,5,7,95,5,40.6,35.0,27.6,62.6,512,1096,1.61,1.79,12,it Serie A,29,38.0,40,411,128,31.1,10.82,3.37,0.09,0.27,17.7,17,5,7,40.6,35.0,0.09,-0.6,0.0,12,it Serie A,29,38.0,11573,15318,75.6,210156,81278,26,27.6,24.7,-1.6,300,762,270,85,1096,12,it Serie A,29,38.0,15318,13338,1919,685,12,95,645,658,169,52,96,0,11573,61,296,12,it Serie A,29,38.0,686,18.05,486,66,36,52,36,10,66,1.74,12,it Serie A,29,38.0,511,288,278,179,54,646,37.6,403,382,123,259,383,894,746,13,12,it Serie A,29,42.6,38.0,19177,2349,7075,8190,4126,698,19170,452,273,60.4,179,39.6,9801,53708,27357,512,377,123,513,289,11461,1083,12,it Serie A,29,28.7,38,3420,90,100,38.0,418,80,238,178,24,258,0.87,40,75,-35,-0.92,40.6,64.3,-23.6,-0.62,12,it Serie A,29,38.0,95,5,2,496,593,61,645,383,288,7,5,6,1749,496,615,44.6,12,it Serie A,2,38,38,3420,38.0,75,1.97,177,107,59.9,7,12,19,7,18.4,5,4,1,0,12,it Serie A,2,38.0,75,4,0,9,6,63.2,0.34,-5.8,-0.15,205,583,35.2,972,187,43.4,25.6,639,21,3.3,24,0.63,13.0
13,Betis,es La Liga,25,27.9,53.6,38,418,3420,38.0,50,35,85,42,8,11,93,8,49.1,40.6,33.4,74.0,694,1442,2.03,2.17,13,es La Liga,25,38.0,50,433,145,33.5,11.39,3.82,0.1,0.29,18.9,16,8,11,49.1,40.6,0.1,0.9,1.4,13,es La Liga,25,38.0,15816,19679,80.4,273427,94370,35,33.4,30.5,1.6,335,1048,297,80,1442,13,es La Liga,25,38.0,19679,17720,1894,598,18,163,586,774,184,48,82,2,15816,65,321,13,es La Liga,25,38.0,800,21.05,578,74,59,40,36,13,91,2.39,13,es La Liga,25,38.0,556,314,274,220,62,556,37.9,345,361,74,287,452,1008,687,11,13,es La Liga,25,53.6,38.0,23642,2102,6948,11168,5736,790,23631,638,420,65.8,218,34.2,13276,66794,34503,694,547,172,591,368,15686,1428,13,es La Liga,25,27.9,38,3420,90,100,38.0,418,82,258,155,21,276,1.61,50,50,0,0.0,49.1,46.8,2.3,0.06,13,es La Liga,25,38.0,93,8,4,521,483,65,586,452,314,9,10,3,1938,613,628,49.4,13,es La Liga,2,38,38,3420,38.0,50,1.32,136,87,69.1,17,10,11,13,34.2,10,8,2,0,13,es La Liga,2,38.0,50,8,1,4,3,46.9,0.28,-0.1,0.0,212,606,35.0,953,163,48.1,37.8,505,21,4.2,48,1.26,19.0
14,Bologna,it Serie A,37,27.2,50.8,38,418,3420,38.0,49,38,87,46,3,4,82,4,54.6,51.1,39.0,90.1,707,1516,2.21,2.47,14,it Serie A,37,38.0,49,495,175,35.4,13.03,4.61,0.09,0.26,18.5,24,3,4,54.6,51.1,0.11,-5.6,-5.1,14,it Serie A,37,38.0,14683,18539,79.2,256726,99247,38,39.0,29.3,-1.0,372,1192,262,60,1516,14,it Serie A,37,38.0,18539,16629,1837,533,31,105,669,697,201,134,38,0,14683,73,346,14,it Serie A,37,38.0,862,22.68,629,72,48,52,43,18,83,2.18,14,it Serie A,37,38.0,542,313,273,186,83,538,38.8,329,452,147,305,424,966,740,21,14,it Serie A,37,50.8,38.0,22797,2727,7474,10036,5490,763,22793,628,345,54.9,283,45.1,12692,68892,34608,707,473,176,598,305,14515,1495,14,it Serie A,37,27.2,38,3420,90,100,38.0,418,81,243,172,21,275,1.08,51,65,-14,-0.37,54.6,62.6,-7.9,-0.21,14,it Serie A,37,38.0,82,4,2,536,476,73,669,424,313,3,9,2,2016,564,594,48.7,14,it Serie A,3,38,38,3420,38.0,65,1.71,193,128,69.9,10,11,17,5,13.2,9,7,2,0,14,it Serie A,3,38.0,65,7,2,9,2,63.3,0.3,0.3,0.01,127,333,38.1,1071,209,24.6,27.6,562,28,5.0,39,1.03,15.0
15,Bordeaux,fr Ligue 1,28,27.6,49.8,38,418,3420,38.0,41,32,73,37,4,4,78,4,43.5,40.4,31.4,71.7,644,1303,1.82,1.97,15,fr Ligue 1,28,38.0,41,417,137,32.9,10.97,3.61,0.09,0.27,17.4,20,4,4,43.5,40.4,0.1,-2.5,-3.4,15,fr Ligue 1,28,38.0,15862,19490,81.4,283184,102852,32,31.4,27.2,0.6,319,978,186,57,1303,15,fr Ligue 1,28,38.0,19490,17533,1908,534,16,146,609,814,174,81,58,0,15862,49,318,15,fr Ligue 1,28,38.0,740,19.47,476,82,63,45,57,17,76,2.0,15,fr Ligue 1,28,38.0,567,329,294,212,61,623,40.6,370,383,123,260,503,1070,677,9,15,fr Ligue 1,28,49.8,38.0,23564,2361,7808,11547,4454,603,23560,679,391,57.6,287,42.3,13778,70213,34273,644,459,156,614,396,15747,1291,15,fr Ligue 1,28,27.6,38,3420,90,100,38.0,418,81,245,169,22,172,1.18,42,56,-14,-0.37,43.5,54.9,-11.4,-0.3,15,fr Ligue 1,28,38.0,78,4,2,465,480,49,609,503,329,3,8,1,1964,570,501,53.2,15,fr Ligue 1,1,38,38,3420,38.0,56,1.47,156,100,68.6,13,6,19,14,36.8,8,7,1,0,15,fr Ligue 1,1,38.0,56,7,2,6,1,48.2,0.26,-6.8,-0.18,264,610,43.3,1034,144,40.0,35.3,560,16,2.9,30,0.79,13.2
16,Brest,fr Ligue 1,26,24.9,49.3,38,418,3420,38.0,48,31,79,45,3,4,62,4,50.0,46.8,36.0,82.8,685,1438,2.0,2.26,16,fr Ligue 1,26,38.0,48,445,155,34.8,11.71,4.08,0.1,0.29,17.2,26,3,4,50.0,46.8,0.11,-2.0,-1.8,16,fr Ligue 1,26,38.0,15437,19407,79.5,292474,108202,31,36.0,36.5,-5.0,337,1178,301,123,1438,16,fr Ligue 1,26,38.0,19407,17412,1936,489,19,147,720,859,181,98,40,0,15437,59,298,16,fr Ligue 1,26,38.0,789,20.76,561,80,45,43,50,10,84,2.21,16,fr Ligue 1,26,38.0,610,355,321,236,53,633,44.9,349,358,109,249,463,1073,685,12,16,fr Ligue 1,26,49.3,38.0,23400,2617,8252,10194,5202,723,23396,613,383,62.5,230,37.5,13831,71207,37159,685,479,132,561,285,15317,1421,16,fr Ligue 1,26,24.9,38,3420,90,100,38.0,418,84,269,146,17,194,1.08,50,66,-16,-0.42,50.0,58.1,-8.1,-0.21,16,fr Ligue 1,26,38.0,62,4,1,491,434,59,720,463,355,4,11,2,1928,693,560,55.3,16,fr Ligue 1,2,38,38,3420,38.0,66,1.74,180,115,68.3,11,8,19,7,18.4,11,9,1,1,16,fr Ligue 1,2,38.0,66,9,1,5,2,57.5,0.27,-6.5,-0.17,195,434,44.9,1036,185,32.2,35.8,599,27,4.5,27,0.71,17.4
17,Brighton,eng Premier League,27,25.8,51.1,38,418,3420,38.0,39,24,63,33,6,9,49,6,50.9,43.8,33.2,77.0,685,1516,1.5,2.21,17,eng Premier League,27,38.0,39,478,134,28.0,12.58,3.53,0.07,0.25,17.4,15,6,9,50.9,43.8,0.09,-11.9,-10.8,17,eng Premier League,27,38.0,15772,19871,79.4,283213,95248,24,33.2,34.9,-9.2,358,1132,358,80,1516,17,eng Premier League,27,38.0,19871,18111,1708,404,17,164,686,769,219,71,107,2,15772,52,313,17,eng Premier League,27,38.0,847,22.29,628,75,34,55,42,13,63,1.66,17,eng Premier League,27,38.0,628,334,297,251,80,603,41.8,351,417,97,320,425,1053,604,8,17,eng Premier League,27,51.1,38.0,23756,2489,7928,10231,5828,885,23747,573,350,61.1,222,38.7,13491,73653,37608,685,468,131,549,306,15634,1495,17,eng Premier League,27,25.8,38,3420,90,100,38.0,418,85,305,108,20,208,1.08,40,46,-6,-0.16,50.9,35.3,15.6,0.41,17,eng Premier League,27,38.0,49,6,2,428,357,52,686,425,334,7,7,2,2040,531,574,48.1,17,eng Premier League,2,38,38,3420,38.0,46,1.21,125,81,68.0,9,14,15,12,31.6,7,6,0,1,17,eng Premier League,2,38.0,46,6,0,8,2,35.9,0.24,-8.1,-0.21,193,522,37.0,1280,179,32.1,28.8,476,28,5.9,33,0.87,10.6
18,Burnley,eng Premier League,25,28.3,42.1,38,418,3420,38.0,32,20,52,29,3,3,48,0,39.3,36.9,27.7,64.6,389,1012,1.29,1.76,18,eng Premier League,25,38.0,32,381,124,32.5,10.03,3.26,0.08,0.23,17.4,15,3,3,39.3,36.9,0.1,-7.3,-7.9,18,eng Premier League,25,38.0,10825,15562,69.6,196816,82192,20,27.7,26.9,-7.7,267,923,292,80,1012,18,eng Premier League,25,38.0,15562,13737,1745,461,10,110,772,721,172,154,5,1,10825,80,263,18,eng Premier League,25,38.0,666,17.53,471,71,28,36,51,9,52,1.37,18,eng Premier League,25,38.0,507,293,241,203,63,564,40.6,335,440,180,260,416,923,824,11,18,eng Premier League,25,42.1,38.0,19392,2181,5794,9081,4684,699,19389,403,234,58.1,170,42.2,9239,46385,20946,389,340,75,503,278,10755,1002,18,eng Premier League,25,28.3,38,3420,90,100,38.0,418,86,339,81,19,235,1.03,33,55,-22,-0.58,39.3,54.7,-15.4,-0.4,18,eng Premier League,25,38.0,48,0,0,384,389,80,772,416,293,3,3,1,2000,874,854,50.6,18,eng Premier League,3,38,38,3420,38.0,55,1.45,179,125,70.9,10,9,19,11,28.9,3,3,0,0,18,eng Premier League,3,38.0,55,3,0,8,1,49.1,0.26,-4.9,-0.13,317,841,37.7,846,143,69.1,54.5,600,34,5.7,78,2.05,10.0
19,Cádiz,es La Liga,34,28.8,34.8,38,418,3420,38.0,33,16,49,29,4,4,81,3,34.7,31.6,20.4,52.0,455,854,1.18,1.45,19,es La Liga,34,38.0,33,299,97,32.4,7.87,2.55,0.1,0.3,17.6,14,4,4,34.7,31.6,0.11,-1.7,-2.6,19,es La Liga,34,38.0,7949,12067,65.9,158876,72248,16,20.4,16.9,-4.4,196,653,152,73,854,19,es La Liga,34,38.0,12067,10091,1920,587,15,134,731,739,149,56,78,1,7949,56,282,19,es La Liga,34,38.0,517,13.61,330,65,38,27,42,15,53,1.39,19,es La Liga,34,38.0,573,317,305,216,52,607,40.7,360,368,99,269,437,1010,788,8,19,es La Liga,34,34.8,38.0,15979,2120,5874,6716,3598,438,15975,513,321,62.6,192,37.4,7259,41549,20745,455,357,79,561,294,7859,838,19,es La Liga,34,28.8,38,3420,90,100,38.0,418,80,236,180,23,262,1.16,36,58,-22,-0.58,34.7,55.4,-20.7,-0.54,19,es La Liga,34,38.0,81,3,2,436,483,56,731,437,317,3,10,1,1809,687,753,47.7,19,es La Liga,3,38,38,3420,38.0,58,1.53,150,91,67.3,11,11,16,10,26.3,10,9,1,0,19,es La Liga,3,38.0,58,9,2,4,1,53.8,0.3,-3.2,-0.09,396,998,39.7,846,72,78.7,54.1,606,33,5.4,26,0.68,27.0
20,Cagliari,it Serie A,32,26.5,44.8,38,418,3420,38.0,43,30,73,39,4,5,77,3,47.1,43.4,34.0,77.5,589,1228,1.82,2.14,20,it Serie A,32,38.0,43,429,122,28.4,11.29,3.21,0.09,0.32,17.4,13,4,5,47.1,43.4,0.1,-4.1,-4.4,20,it Serie A,32,38.0,13040,16868,77.3,235882,89906,30,34.0,30.8,-4.0,317,967,276,91,1228,20,it Serie A,32,38.0,16868,14915,1896,563,8,96,721,755,170,51,92,0,13040,57,345,20,it Serie A,32,38.0,730,19.21,521,72,38,54,35,10,75,1.97,20,it Serie A,32,38.0,589,336,296,229,64,647,41.6,378,421,130,291,388,977,777,6,20,it Serie A,32,44.8,38.0,20989,2354,7007,9356,4876,711,20984,605,336,55.5,269,44.5,10948,61020,31672,589,461,122,532,281,12936,1217,20,it Serie A,32,26.5,38,3420,90,100,38.0,418,84,252,163,16,277,0.97,43,59,-16,-0.42,47.1,61.7,-14.6,-0.38,20,it Serie A,32,38.0,77,3,2,516,469,57,721,388,336,4,5,0,1854,637,602,51.4,20,it Serie A,2,38,38,3420,38.0,59,1.55,203,144,73.4,9,10,19,7,18.4,5,5,0,0,20,it Serie A,2,38.0,59,5,1,9,0,59.1,0.27,0.1,0.0,201,483,41.6,756,156,39.2,33.5,601,20,3.3,22,0.58,14.2
21,Celta Vigo,es La Liga,30,26.6,53.3,38,418,3420,38.0,55,39,94,48,7,7,109,5,50.4,44.9,36.7,81.6,514,1308,2.29,2.29,21,es La Liga,30,38.0,55,350,133,38.0,9.21,3.5,0.14,0.36,17.0,13,7,7,50.4,44.9,0.13,4.6,3.1,21,es La Liga,30,38.0,15176,19318,78.6,263065,91357,39,36.7,32.0,2.3,267,978,248,48,1308,21,es La Liga,30,38.0,19318,17402,1851,553,33,145,521,764,125,42,62,2,15176,65,298,21,es La Liga,30,38.0,624,16.42,460,51,31,36,38,8,98,2.58,21,es La Liga,30,38.0,662,368,332,259,71,694,34.3,456,399,89,310,405,1067,751,12,21,es La Liga,30,53.3,38.0,23271,2443,7999,10717,4742,593,23264,465,276,59.4,189,40.6,13151,62112,31160,514,431,109,533,279,15060,1299,21,es La Liga,30,26.6,38,3420,90,100,38.0,418,83,280,137,20,238,1.39,55,57,-2,-0.05,50.4,51.0,-0.6,-0.02,21,es La Liga,30,38.0,109,5,3,631,492,65,521,405,368,7,8,1,1988,609,669,47.7,21,es La Liga,2,38,38,3418,38.0,57,1.5,138,81,63.8,14,11,13,9,23.7,8,7,1,0,21,es La Liga,2,38.0,57,7,2,4,1,49.7,0.32,-6.3,-0.17,194,607,32.0,1025,156,40.0,32.7,553,10,1.8,45,1.18,15.7
22,Chelsea,eng Premier League,27,26.0,60.9,38,418,3420,38.0,56,38,94,48,8,10,51,3,62.4,54.5,41.5,96.0,895,1798,2.26,2.73,22,eng Premier League,27,38.0,56,546,193,35.3,14.37,5.08,0.09,0.25,17.1,16,8,10,62.4,54.5,0.1,-6.4,-6.5,22,eng Premier League,27,38.0,21969,25799,85.2,360450,112392,38,41.5,37.1,-3.5,448,1441,377,70,1798,22,eng Premier League,27,38.0,25799,24055,1665,402,29,154,749,732,226,77,113,2,21969,79,362,22,eng Premier League,27,38.0,1018,26.79,790,81,42,55,43,7,95,2.5,22,eng Premier League,27,38.0,612,341,257,282,73,570,40.5,339,420,83,337,382,994,661,16,22,eng Premier League,27,60.9,38.0,29889,2502,8879,13917,7308,1017,29879,657,359,54.6,298,45.4,17523,90661,48291,895,663,243,585,286,21851,1787,22,eng Premier League,27,26.0,38,3420,90,100,38.0,418,84,308,108,22,208,1.76,58,36,22,0.58,62.4,30.3,32.1,0.85,22,eng Premier League,27,38.0,51,3,1,433,364,79,749,382,341,10,4,1,1999,569,515,52.5,22,eng Premier League,3,38,38,3420,38.0,36,0.95,107,71,69.2,19,10,9,18,47.4,4,3,1,0,22,eng Premier League,3,38.0,36,3,1,5,1,31.4,0.26,-3.6,-0.1,93,253,36.8,1066,169,17.7,21.6,412,20,4.9,31,0.82,28.0
23,Crotone,it Serie A,31,27.8,46.3,38,418,3420,38.0,44,27,71,35,9,9,89,4,40.4,33.4,23.9,57.2,582,1217,1.63,1.69,23,it Serie A,31,38.0,44,353,111,31.4,9.29,2.92,0.1,0.32,18.8,15,9,9,40.4,33.4,0.1,3.6,1.6,23,it Serie A,31,38.0,13532,17229,78.5,245442,95255,27,23.9,22.1,3.1,269,862,224,68,1217,23,it Serie A,31,38.0,17229,15358,1814,600,9,99,544,619,138,72,22,0,13532,57,329,23,it Serie A,31,38.0,623,16.39,433,53,56,29,41,11,75,1.97,23,it Serie A,31,38.0,540,311,288,196,56,556,40.5,331,406,137,269,380,920,748,12,23,it Serie A,31,46.3,38.0,21226,2904,8260,9199,3983,577,21217,623,385,61.8,237,38.0,11536,61128,30798,582,386,119,610,366,13427,1206,23,it Serie A,31,27.8,38,3420,90,100,38.0,418,83,277,138,21,304,0.61,45,92,-47,-1.24,40.4,70.8,-30.5,-0.8,23,it Serie A,31,38.0,89,4,2,531,490,57,544,380,311,7,5,2,1936,472,534,46.9,23,it Serie A,3,38,38,3420,38.0,92,2.42,216,126,59.7,6,5,27,3,7.9,5,5,0,0,23,it Serie A,3,38.0,92,5,2,9,2,73.4,0.32,-16.6,-0.44,210,526,39.9,1186,177,33.4,31.8,589,18,3.1,38,1.0,15.1
24,Crystal Palace,eng Premier League,24,29.1,40.6,38,418,3420,38.0,39,29,68,36,3,4,56,2,34.1,31.0,23.6,54.6,526,1132,1.71,1.52,24,eng Premier League,24,38.0,39,345,127,36.8,9.08,3.34,0.1,0.28,17.6,18,3,4,34.1,31.0,0.09,4.9,5.0,24,eng Premier League,24,38.0,11627,15597,74.5,193706,81274,29,23.6,23.4,5.4,264,838,232,54,1132,24,eng Premier League,24,38.0,15597,13707,1823,473,8,47,533,772,151,67,29,27,11627,67,351,24,eng Premier League,24,38.0,618,16.26,433,54,52,23,46,10,70,1.84,24,eng Premier League,24,38.0,636,366,329,234,73,620,45.6,337,447,138,309,396,1032,774,13,24,eng Premier League,24,40.6,38.0,19798,2193,6917,8697,4410,653,19794,645,365,56.6,280,43.4,10227,56545,26885,526,388,151,596,402,11525,1113,24,eng Premier League,24,29.1,38,3420,90,100,38.0,418,86,321,95,17,208,1.16,41,66,-25,-0.66,34.1,58.2,-24.2,-0.64,24,eng Premier League,24,38.0,56,2,1,409,436,67,533,396,366,2,4,0,1923,685,658,51.0,24,eng Premier League,2,38,38,3420,38.0,66,1.74,174,107,63.8,12,8,18,8,21.1,4,3,1,0,24,eng Premier League,2,38.0,66,3,1,9,0,51.2,0.28,-14.8,-0.39,226,669,33.8,775,158,51.0,48.9,622,20,3.2,26,0.68,23.3
25,Dijon,fr Ligue 1,33,25.7,46.2,38,418,3420,38.0,25,15,40,22,3,5,76,5,33.7,29.9,22.6,52.6,527,1203,0.97,1.48,25,fr Ligue 1,33,38.0,25,345,87,25.2,9.08,2.29,0.06,0.25,18.2,9,3,5,33.7,29.9,0.09,-8.7,-7.9,25,fr Ligue 1,33,38.0,13948,17901,77.9,255832,97586,15,22.6,19.7,-7.6,253,936,185,56,1203,25,fr Ligue 1,33,38.0,17901,15908,1939,502,17,113,569,832,146,68,71,0,13948,54,314,25,fr Ligue 1,33,38.0,587,15.45,398,64,42,35,42,6,40,1.05,25,fr Ligue 1,33,38.0,601,367,329,225,47,661,42.1,383,351,112,239,471,1072,729,16,25,fr Ligue 1,33,46.2,38.0,21990,2520,8132,10171,3924,497,21985,673,385,57.2,288,42.8,12516,61771,30394,527,413,91,654,366,13866,1196,25,fr Ligue 1,33,25.7,38,3420,90,100,38.0,418,82,265,150,21,179,0.55,25,73,-48,-1.26,33.7,72.5,-38.8,-1.02,25,fr Ligue 1,33,38.0,76,5,1,515,421,54,569,471,367,4,10,2,2041,530,627,45.8,25,fr Ligue 1,3,38,38,3420,38.0,73,1.92,190,117,65.3,4,9,25,6,15.8,10,7,2,1,25,fr Ligue 1,3,38.0,73,7,1,7,2,65.5,0.31,-5.5,-0.15,192,574,33.4,890,204,38.9,33.9,618,19,3.1,37,0.97,11.5
26,Dortmund,de Bundesliga,26,25.6,59.6,34,374,3060,34.0,74,57,131,71,3,7,44,1,66.2,60.4,51.2,111.5,763,1745,3.76,3.45,26,de Bundesliga,26,34.0,74,488,184,37.7,14.35,5.41,0.15,0.39,16.7,14,3,7,66.2,60.4,0.12,7.8,10.6,26,de Bundesliga,26,34.0,18812,22396,84.0,330898,107300,57,51.2,52.4,5.8,389,1374,401,45,1745,26,de Bundesliga,26,34.0,22396,20771,1556,396,41,150,532,674,173,65,73,0,18812,69,316,26,de Bundesliga,26,34.0,879,25.85,655,61,57,46,47,13,131,3.85,26,de Bundesliga,26,34.0,516,318,221,210,85,487,45.0,268,379,95,284,413,929,472,12,26,de Bundesliga,26,59.6,34.0,25939,2072,7088,12665,6400,1004,25932,630,400,63.5,229,36.3,15276,82294,42706,763,558,211,532,294,18713,1734,26,de Bundesliga,26,25.6,34,3060,90,100,34.0,374,83,234,139,19,163,1.88,75,46,29,0.85,66.2,41.6,24.6,0.72,26,de Bundesliga,26,34.0,44,1,1,359,373,69,532,413,318,6,6,1,2023,432,350,55.2,26,de Bundesliga,2,34,34,3060,34.0,46,1.35,136,91,70.6,20,4,10,11,32.4,6,6,0,0,26,de Bundesliga,2,34.0,46,6,0,7,1,43.4,0.28,-1.6,-0.05,137,321,42.7,945,179,24.3,29.5,363,12,3.3,21,0.62,16.3
27,Eibar,es La Liga,30,28.2,49.3,38,418,3420,38.0,29,20,49,25,4,9,71,3,45.2,38.3,29.9,68.2,507,1295,1.18,1.98,27,es La Liga,30,38.0,29,443,127,28.7,11.66,3.34,0.06,0.2,18.1,14,4,9,45.2,38.3,0.09,-16.2,-13.3,27,es La Liga,30,38.0,11810,16890,69.9,234607,92605,20,29.9,28.5,-9.9,309,1119,254,118,1295,27,es La Liga,30,38.0,16890,14786,2037,511,5,243,1052,991,197,94,98,0,11810,67,325,27,es La Liga,30,38.0,758,19.95,503,88,49,52,51,15,48,1.26,27,es La Liga,30,38.0,514,309,228,204,82,518,39.2,315,360,63,297,434,948,593,11,27,es La Liga,30,49.3,38.0,20829,1764,5553,9563,5924,671,20819,519,320,61.7,199,38.3,10428,53693,24386,507,373,102,657,320,11685,1282,27,es La Liga,30,28.2,38,3420,90,100,38.0,418,82,266,149,21,266,0.79,29,52,-23,-0.61,45.2,45.7,-0.5,-0.01,27,es La Liga,30,38.0,71,3,2,494,387,67,1052,434,309,4,5,0,2179,908,917,49.8,27,es La Liga,2,38,38,3420,38.0,52,1.37,135,82,63.7,6,12,20,9,23.7,5,3,1,1,27,es La Liga,2,38.0,52,3,0,5,0,47.5,0.33,-4.5,-0.12,340,847,40.1,938,124,65.9,40.2,406,14,3.4,63,1.66,24.3
