Rk,Squad,Comp,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,G+A-PK,xG+xAG,Rk_stats_teams_shooting_for,Comp_stats_teams_shooting_for,# Pl_stats_teams_shooting_for,90s_stats_teams_shooting_for,Gls_stats_teams_shooting_for,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_teams_shooting_for,PKatt_stats_teams_shooting_for,xG_stats_teams_shooting_for,npxG_stats_teams_shooting_for,npxG/Sh,G-xG,np:G-xG,Rk_stats_teams_passing_for,Comp_stats_teams_passing_for,# Pl_stats_teams_passing_for,90s_stats_teams_passing_for,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_teams_passing_for,xAG_stats_teams_passing_for,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_teams_passing_for,Rk_stats_teams_passing_types_for,Comp_stats_teams_passing_types_for,# Pl_stats_teams_passing_types_for,90s_stats_teams_passing_types_for,Att_stats_teams_passing_types_for,Live,Dead,FK_stats_teams_passing_types_for,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_teams_passing_types_for,Off,Blocks,Rk_stats_teams_gca_for,Comp_stats_teams_gca_for,# Pl_stats_teams_gca_for,90s_stats_teams_gca_for,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_teams_gca_for,Fld,Def,GCA,GCA90,Rk_stats_teams_defense_for,Comp_stats_teams_defense_for,# Pl_stats_teams_defense_for,90s_stats_teams_defense_for,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_teams_defense_for,Tkl%,Lost,Blocks_stats_teams_defense_for,Sh_stats_teams_defense_for,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_teams_possession_for,Comp_stats_teams_possession_for,# Pl_stats_teams_possession_for,Poss_stats_teams_possession_for,90s_stats_teams_possession_for,Touches,Def Pen,Def 3rd_stats_teams_possession_for,Mid 3rd_stats_teams_possession_for,Att 3rd_stats_teams_possession_for,Att Pen,Live_stats_teams_possession_for,Att_stats_teams_possession_for,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_teams_possession_for,PrgDist_stats_teams_possession_for,PrgC_stats_teams_possession_for,1/3_stats_teams_possession_for,CPA,Mis,Dis,Rec,PrgR,Rk_stats_teams_playing_time_for,Comp_stats_teams_playing_time_for,# Pl_stats_teams_playing_time_for,Age_stats_teams_playing_time_for,MP_stats_teams_playing_time_for,Min_stats_teams_playing_time_for,Mn/MP,Min%,90s_stats_teams_playing_time_for,Starts_stats_teams_playing_time_for,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_teams_misc_for,Comp_stats_teams_misc_for,# Pl_stats_teams_misc_for,90s_stats_teams_misc_for,CrdY_stats_teams_misc_for,CrdR_stats_teams_misc_for,2CrdY,Fls,Fld_stats_teams_misc_for,Off_stats_teams_misc_for,Crs_stats_teams_misc_for,Int_stats_teams_misc_for,TklW_stats_teams_misc_for,PKwon,PKcon,OG,Recov,Won,Lost_stats_teams_misc_for,Won%,Rk_stats_teams_keeper_for,Comp_stats_teams_keeper_for,# Pl_stats_teams_keeper_for,MP_stats_teams_keeper_for,Starts_stats_teams_keeper_for,Min_stats_teams_keeper_for,90s_stats_teams_keeper_for,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_teams_keeper_for,PKA,PKsv,PKm,Rk_stats_teams_keeper_adv_for,Comp_stats_teams_keeper_adv_for,# Pl_stats_teams_keeper_adv_for,90s_stats_teams_keeper_adv_for,GA_stats_teams_keeper_adv_for,PKA_stats_teams_keeper_adv_for,FK_stats_teams_keeper_adv_for,CK_stats_teams_keeper_adv_for,OG_stats_teams_keeper_adv_for,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_teams_keeper_adv_for,Att_stats_teams_keeper_adv_for,Cmp%_stats_teams_keeper_adv_for,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
11,Bayern Munich,de Bundesliga,29,27.7,67.9,34,374,3060,34.0,96,66,162,87,9,10,48,1,81.7,74.0,59.7,133.7,831,2138,4.5,4.16,11,de Bundesliga,29,34.0,96,636,255,40.1,18.71,7.5,0.14,0.34,16.7,19,9,10,81.7,74.0,0.12,14.3,13.0,11,de Bundesliga,29,34.0,22755,25733,88.4,376161,117553,66,59.7,75.9,6.3,511,2131,464,67,2138,11,de Bundesliga,29,34.0,25733,24287,1390,366,129,125,612,588,220,127,25,1,22755,56,335,11,de Bundesliga,29,34.0,1168,34.35,902,64,91,63,37,11,161,4.74,11,de Bundesliga,29,34.0,506,300,166,233,107,450,55.6,200,318,52,266,232,738,518,23,11,de Bundesliga,29,67.9,34.0,29435,1651,6130,14825,8664,1212,29425,791,383,48.4,354,44.8,18048,90011,45625,831,683,265,495,264,22614,2125,11,de Bundesliga,29,27.7,34,3060,90,100,34.0,374,82,224,150,21,155,2.41,99,32,67,1.97,81.7,25.5,56.2,1.65,11,de Bundesliga,29,34.0,48,1,0,295,341,56,612,232,300,6,2,0,1665,418,344,54.9,11,de Bundesliga,4,34,34,3060,34.0,32,0.94,80,48,61.3,25,7,2,16,47.1,2,1,0,1,11,de Bundesliga,4,34.0,32,1,0,4,0,29.3,0.37,-2.7,-0.08,130,306,42.5,1192,123,23.0,28.2,267,12,4.5,70,2.06,12.3
12,Betis,es La Liga,36,27.5,52.4,38,418,3420,38.0,55,37,92,48,7,10,75,4,54.7,46.9,37.5,84.5,679,1486,2.24,2.43,12,es La Liga,36,38.0,55,518,176,34.0,13.63,4.63,0.09,0.27,18.1,14,7,10,54.7,46.9,0.09,0.3,1.1,12,es La Liga,36,38.0,15770,19284,81.8,264738,91436,37,37.5,34.8,-0.5,417,1127,329,75,1486,12,es La Liga,36,38.0,19284,17322,1906,613,60,153,627,778,197,82,68,0,15770,56,376,12,es La Liga,36,38.0,944,24.84,718,62,59,48,40,17,100,2.63,12,es La Liga,36,38.0,645,397,271,273,101,644,53.1,302,406,113,293,356,1001,910,19,12,es La Liga,36,52.4,38.0,23872,2253,7466,10545,6088,921,23862,722,312,43.2,344,47.6,13910,69976,36269,679,532,228,676,378,15627,1468,12,es La Liga,36,27.5,38,3420,90,100,38.0,418,80,237,179,22,230,1.58,57,50,7,0.18,54.7,50.6,4.1,0.11,12,es La Liga,36,38.0,75,4,0,433,524,56,627,356,397,9,4,1,1679,464,478,49.3,12,es La Liga,3,38,38,3420,38.0,50,1.32,141,92,67.4,16,12,10,7,18.4,4,4,0,0,12,es La Liga,3,38.0,50,4,2,8,1,49.1,0.33,0.1,0.0,115,376,30.6,1027,177,28.6,38.0,516,30,5.8,51,1.34,12.8
13,Bochum,de Bundesliga,27,28.0,45.5,34,374,3060,34.0,32,23,55,31,1,3,71,2,41.8,39.3,30.0,69.4,378,1090,1.59,2.11,13,de Bundesliga,27,34.0,32,433,133,30.7,12.74,3.91,0.07,0.23,17.7,11,1,3,41.8,39.3,0.09,-9.8,-8.3,13,de Bundesliga,27,34.0,10281,14230,72.2,202499,85811,23,30.0,35.5,-7.0,308,865,235,76,1090,13,de Bundesliga,27,34.0,14230,12544,1623,348,40,38,679,711,165,106,53,0,10281,63,368,13,de Bundesliga,27,34.0,739,21.74,535,83,24,50,33,14,53,1.56,13,de Bundesliga,27,34.0,600,360,318,207,75,572,53.5,266,475,142,333,294,894,906,23,13,de Bundesliga,27,45.5,34.0,18311,2240,6257,8021,4198,683,18308,421,167,39.7,239,56.8,9051,42773,19107,378,292,89,524,235,10164,1077,13,de Bundesliga,27,28.0,34,3060,90,100,34.0,374,81,218,154,20,152,0.74,33,67,-34,-1.0,41.8,63.2,-21.3,-0.63,13,de Bundesliga,27,34.0,71,2,1,465,293,63,679,294,360,3,6,0,1447,744,665,52.8,13,de Bundesliga,2,34,34,3060,34.0,68,2.0,153,83,57.5,5,8,21,5,14.7,6,3,2,1,13,de Bundesliga,2,34.0,68,3,3,7,0,60.8,0.37,-7.2,-0.21,347,816,42.5,1061,94,55.0,43.6,467,18,3.9,51,1.5,14.8
14,Bologna,it Serie A,30,26.4,58.1,38,418,3420,38.0,56,43,99,50,6,7,61,4,49.3,43.8,35.2,79.0,639,1468,2.45,2.22,14,it Serie A,30,38.0,56,505,166,32.9,13.29,4.37,0.1,0.3,17.5,18,6,7,49.3,43.8,0.09,6.7,6.2,14,it Serie A,30,38.0,15681,19336,81.1,295869,97686,43,35.2,30.7,7.8,384,1351,293,109,1468,14,it Serie A,30,38.0,19336,17378,1895,663,42,138,756,771,191,57,93,0,15681,63,307,14,it Serie A,30,38.0,913,24.03,666,84,39,53,51,20,103,2.71,14,it Serie A,30,38.0,591,346,215,270,106,538,52.6,255,390,93,297,258,849,679,20,14,it Serie A,30,58.1,38.0,23304,2070,6703,10984,5817,831,23297,555,221,39.8,266,47.9,13684,70992,33468,639,422,167,598,361,15512,1457,14,it Serie A,30,26.4,38,3420,90,100,38.0,418,80,230,185,21,335,1.63,57,47,10,0.26,49.3,36.7,12.6,0.33,14,it Serie A,30,38.0,61,4,1,537,604,63,756,258,346,6,3,2,1516,579,616,48.5,14,it Serie A,2,38,38,3420,38.0,47,1.24,106,60,57.5,16,14,8,12,31.6,3,2,1,0,14,it Serie A,2,38.0,47,2,0,3,2,40.3,0.37,-4.7,-0.12,171,467,36.6,1386,158,28.6,31.6,312,29,9.3,32,0.84,13.0
15,Bournemouth,eng Premier League,29,25.1,48.5,38,418,3420,38.0,57,41,98,51,6,7,97,3,64.0,58.5,43.8,102.3,754,1489,2.42,2.84,15,eng Premier League,29,38.0,57,574,192,33.4,15.11,5.05,0.09,0.27,16.7,10,6,7,64.0,58.5,0.1,-7.0,-7.5,15,eng Premier League,29,38.0,12977,16900,76.8,233955,86767,41,43.8,36.5,-2.8,437,1242,339,106,1489,15,eng Premier League,29,38.0,16900,15136,1694,430,59,78,832,686,228,166,18,4,12977,70,314,15,eng Premier League,29,38.0,1012,26.63,767,68,44,70,42,21,93,2.45,15,eng Premier League,29,38.0,691,399,290,299,102,627,48.0,326,459,136,323,351,1042,1013,22,15,eng Premier League,29,48.5,38.0,21618,2217,6444,9314,6128,1005,21611,672,294,43.8,300,44.6,11733,69030,36709,754,534,228,597,350,12855,1474,15,eng Premier League,29,25.1,38,3420,90,100,38.0,418,83,254,162,18,180,1.47,58,46,12,0.32,64.0,48.5,15.5,0.41,15,eng Premier League,29,38.0,97,3,0,525,400,70,832,351,399,7,4,0,1821,573,606,48.6,15,eng Premier League,3,38,38,3420,38.0,46,1.21,172,126,75.6,15,11,12,9,23.7,4,4,0,0,15,eng Premier League,3,38.0,46,4,1,5,0,54.8,0.3,8.8,0.23,174,465,37.4,960,158,35.2,36.3,460,25,5.4,62,1.63,12.9
16,Brentford,eng Premier League,28,25.8,47.9,38,418,3420,38.0,65,44,109,60,5,6,62,1,59.0,54.4,42.4,96.8,598,1356,2.74,2.67,16,eng Premier League,28,38.0,65,434,173,39.9,11.42,4.55,0.14,0.35,14.9,10,5,6,59.0,54.4,0.13,6.0,5.6,16,eng Premier League,28,38.0,13358,17100,78.1,245539,93263,44,42.4,38.1,1.6,330,1104,325,91,1356,16,eng Premier League,28,38.0,17100,15453,1584,386,69,71,674,602,174,139,2,0,13358,63,288,16,eng Premier League,28,38.0,780,20.53,569,74,40,51,35,11,113,2.97,16,eng Premier League,28,38.0,633,380,289,223,121,596,52.7,282,480,199,281,285,918,1040,28,16,eng Premier League,28,47.9,38.0,21491,3282,8328,8055,5310,987,21485,627,265,42.3,293,46.7,11412,61938,31661,598,380,213,549,300,13153,1339,16,eng Premier League,28,25.8,38,3420,90,100,38.0,418,85,277,142,15,200,1.47,66,57,9,0.24,59.0,55.4,3.6,0.09,16,eng Premier League,28,38.0,62,1,0,320,339,63,674,285,380,6,1,3,1644,624,567,52.4,16,eng Premier League,2,38,38,3420,38.0,57,1.5,207,153,72.9,16,8,14,8,21.1,1,1,0,0,16,eng Premier League,2,38.0,57,1,0,2,3,53.3,0.26,-0.7,-0.02,264,697,37.9,1453,129,36.3,34.9,597,48,8.0,34,0.89,4.7
17,Brest,fr Ligue 1,30,28.2,48.4,34,374,3060,34.0,52,32,84,45,7,9,69,3,45.4,38.3,29.4,67.8,470,1096,2.26,2.2,17,fr Ligue 1,30,34.0,52,409,151,36.9,12.03,4.44,0.11,0.3,17.0,7,7,9,45.4,38.3,0.1,6.6,6.7,17,fr Ligue 1,30,34.0,12678,16021,79.1,235901,85305,32,29.4,30.3,2.6,302,929,189,64,1096,17,fr Ligue 1,30,34.0,16021,14404,1575,485,41,133,641,614,142,71,62,0,12678,42,292,17,fr Ligue 1,30,34.0,730,21.47,498,81,25,48,55,23,85,2.5,17,fr Ligue 1,30,34.0,656,426,291,255,110,583,52.8,275,363,105,258,316,972,869,14,17,fr Ligue 1,30,48.4,34.0,19884,2240,6822,8962,4265,644,19875,490,209,42.7,245,50.0,10454,55353,26772,470,348,117,509,246,12586,1084,17,fr Ligue 1,30,28.2,34,3060,90,100,34.0,374,82,226,147,20,152,1.47,52,59,-7,-0.21,45.4,57.4,-12.0,-0.35,17,fr Ligue 1,30,34.0,69,3,1,430,413,42,641,316,426,5,10,2,1471,534,508,51.2,17,fr Ligue 1,2,34,34,3060,34.0,59,1.74,141,83,63.8,15,5,14,10,29.4,10,8,1,1,17,fr Ligue 1,2,34.0,59,8,1,5,2,49.0,0.3,-8.0,-0.23,224,542,41.3,944,141,41.9,31.4,489,34,7.0,56,1.65,18.5
18,Brighton,eng Premier League,32,24.8,52.3,38,418,3420,38.0,64,41,105,57,7,7,78,3,58.7,53.3,40.4,93.7,816,1539,2.58,2.61,18,eng Premier League,32,38.0,64,526,183,34.8,13.84,4.82,0.11,0.31,17.2,25,7,7,58.7,53.3,0.1,5.3,3.7,18,eng Premier League,32,38.0,15820,19188,82.4,268916,90984,41,40.4,39.1,0.6,377,1189,339,87,1539,18,eng Premier League,32,38.0,19188,17527,1615,482,77,76,704,605,188,107,48,7,15820,46,310,18,eng Premier League,32,38.0,933,24.55,685,70,56,53,55,14,113,2.97,18,eng Premier League,32,38.0,705,431,287,297,121,703,49.8,353,439,122,317,315,1020,762,29,18,eng Premier League,32,52.3,38.0,23677,2601,7503,10292,6153,1085,23670,797,338,42.4,382,47.9,13919,76882,41746,816,576,263,583,344,15637,1522,18,eng Premier League,32,24.8,38,3420,90,100,38.0,418,82,231,184,18,158,1.61,66,59,7,0.18,58.7,54.6,4.1,0.11,18,eng Premier League,32,38.0,78,3,2,438,411,46,704,315,431,6,9,2,1624,518,463,52.8,18,eng Premier League,2,38,38,3420,38.0,59,1.55,147,90,66.0,16,13,9,8,21.1,9,9,0,0,18,eng Premier League,2,38.0,59,9,1,4,2,51.5,0.3,-5.5,-0.15,129,402,32.1,1178,129,29.3,25.1,436,29,6.7,50,1.32,15.4
19,Cagliari,it Serie A,28,26.6,44.9,38,418,3420,38.0,38,31,69,35,3,3,68,3,42.7,40.3,32.0,72.4,506,1150,1.74,1.97,19,it Serie A,28,38.0,38,421,115,27.3,11.08,3.03,0.08,0.3,16.0,10,3,3,42.7,40.3,0.1,-4.7,-5.3,19,it Serie A,28,38.0,12092,15802,76.5,219114,88994,31,32.0,29.3,-1.0,301,907,234,89,1150,19,it Serie A,28,38.0,15802,13897,1840,481,25,60,758,749,181,38,135,0,12092,65,334,19,it Serie A,28,38.0,748,19.68,516,88,36,66,34,8,71,1.87,19,it Serie A,28,38.0,538,303,264,224,50,449,53.0,211,343,131,212,276,814,887,18,19,it Serie A,28,44.9,38.0,19802,2531,7637,8203,4166,645,19799,552,228,41.3,274,49.6,10679,52998,25903,506,339,115,585,294,11974,1140,19,it Serie A,28,26.6,38,3420,90,100,38.0,418,80,233,182,22,307,0.95,40,56,-16,-0.42,42.7,55.3,-12.6,-0.33,19,it Serie A,28,38.0,68,3,3,500,397,65,758,276,303,2,6,0,1522,606,600,50.2,19,it Serie A,4,38,38,3420,38.0,56,1.47,153,97,67.3,9,9,20,7,18.4,6,6,0,0,19,it Serie A,4,38.0,56,6,0,10,0,54.8,0.33,-1.2,-0.03,232,597,38.9,999,165,42.9,32.2,540,28,5.2,36,0.95,11.1
20,Celta Vigo,es La Liga,30,26.8,53.6,38,418,3420,38.0,58,40,98,50,8,9,84,6,54.2,47.3,38.4,85.7,709,1659,2.37,2.44,20,es La Liga,30,38.0,58,442,167,37.8,11.63,4.39,0.11,0.3,17.9,19,8,9,54.2,47.3,0.11,3.8,2.7,20,es La Liga,30,38.0,17798,21253,83.7,312877,104182,40,38.4,36.9,1.6,339,1424,300,53,1659,20,es La Liga,30,38.0,21253,19376,1810,502,89,149,501,782,149,52,62,1,17798,67,365,20,es La Liga,30,38.0,789,20.76,607,41,42,57,30,12,98,2.58,20,es La Liga,30,38.0,555,340,258,217,80,576,49.7,290,345,91,254,282,837,828,30,20,es La Liga,30,53.6,38.0,25123,2232,7618,12133,5574,831,25114,628,254,40.4,312,49.7,15010,75647,39392,709,500,218,558,296,17691,1649,20,es La Liga,30,26.8,38,3420,90,100,38.0,418,79,227,189,23,265,1.45,59,57,2,0.05,54.2,43.4,10.9,0.29,20,es La Liga,30,38.0,84,6,3,462,436,67,501,282,340,6,4,2,1532,375,439,46.1,20,es La Liga,2,38,38,3420,38.0,57,1.5,145,89,62.8,16,7,15,8,21.1,4,3,1,0,20,es La Liga,2,38.0,57,3,0,9,2,48.9,0.32,-6.1,-0.16,69,242,28.5,805,210,18.4,24.0,501,27,5.4,49,1.29,14.8
21,Chelsea,eng Premier League,29,23.7,57.1,38,418,3420,38.0,61,47,108,57,4,5,101,2,67.8,63.8,52.7,116.5,861,1595,2.74,3.17,21,eng Premier League,29,38.0,61,590,203,34.4,15.53,5.34,0.1,0.28,16.7,17,4,5,67.8,63.8,0.11,-6.8,-6.8,21,eng Premier League,29,38.0,18033,21320,84.6,311166,98339,47,52.7,41.8,-5.7,457,1488,346,73,1595,21,eng Premier League,29,38.0,21320,19613,1642,516,79,95,663,587,234,121,37,8,18033,65,304,21,eng Premier League,29,38.0,1061,27.92,811,60,58,70,39,23,109,2.87,21,eng Premier League,29,38.0,588,371,243,244,101,536,50.9,263,356,103,253,272,860,695,45,21,eng Premier League,29,57.1,38.0,25217,2410,7564,11375,6497,1115,25212,783,326,41.6,336,42.9,14501,78314,41394,861,493,317,466,297,17888,1576,21,eng Premier League,29,23.7,38,3420,90,100,38.0,418,83,277,140,19,202,1.82,64,43,21,0.55,67.8,47.3,20.5,0.54,21,eng Premier League,29,38.0,101,2,1,436,444,65,663,272,371,5,6,0,1577,402,390,50.8,21,eng Premier League,2,38,38,3420,38.0,43,1.13,155,111,75.5,20,9,9,11,28.9,6,5,1,0,21,eng Premier League,2,38.0,43,5,0,5,0,45.0,0.26,2.0,0.05,105,457,23.0,1207,209,34.5,24.1,423,49,11.6,59,1.55,13.2
22,Como,it Serie A,38,26.3,54.6,38,418,3420,38.0,44,39,83,44,0,2,87,7,45.4,43.9,36.6,80.5,658,1377,2.18,2.16,22,it Serie A,38,38.0,44,519,176,33.9,13.66,4.63,0.08,0.25,17.9,17,0,2,45.4,43.9,0.09,-1.4,0.1,22,it Serie A,38,38.0,15917,19183,83.0,268133,95134,39,36.6,30.8,2.4,405,1150,279,60,1377,22,it Serie A,38,38.0,19183,17335,1783,597,52,93,568,726,167,41,70,0,15917,65,358,22,it Serie A,38,38.0,920,24.21,673,84,44,66,40,13,79,2.08,22,it Serie A,38,38.0,663,412,301,260,102,591,51.3,288,348,91,257,279,942,788,19,22,it Serie A,38,54.6,38.0,23246,2359,7668,10461,5315,791,23244,622,264,42.4,288,46.3,14108,70678,35128,658,463,202,577,360,15729,1371,22,it Serie A,38,26.3,38,3420,90,100,38.0,418,81,229,187,18,308,1.29,49,52,-3,-0.08,45.4,43.0,2.4,0.06,22,it Serie A,38,38.0,87,7,3,503,518,65,568,279,412,1,7,0,1547,472,487,49.2,22,it Serie A,3,38,38,3420,38.0,52,1.37,143,91,68.5,13,10,15,7,18.4,7,7,0,0,22,it Serie A,3,38.0,52,7,0,7,0,44.6,0.27,-7.4,-0.19,150,405,37.0,1164,163,32.0,31.9,433,29,6.7,65,1.71,12.5
23,Crystal Palace,eng Premier League,29,26.2,42.8,38,418,3420,38.0,49,38,87,46,3,4,80,4,60.4,57.3,46.4,103.7,510,1158,2.21,2.81,23,eng Premier League,29,38.0,49,512,175,34.2,13.47,4.61,0.09,0.26,16.8,19,3,4,60.4,57.3,0.11,-11.4,-11.3,23,eng Premier League,29,38.0,11875,15754,75.4,213257,80237,38,46.4,36.6,-8.4,379,886,272,69,1158,23,eng Premier League,29,38.0,15754,14066,1614,440,71,59,605,621,171,115,18,0,11875,74,302,23,eng Premier League,29,38.0,877,23.08,633,76,33,71,48,16,89,2.34,23,eng Premier League,29,38.0,767,450,374,300,93,643,50.4,319,485,144,341,334,1101,1088,19,23,eng Premier League,29,42.8,38.0,20389,2570,7689,8442,4455,796,20385,500,209,41.8,241,48.2,10275,51887,25304,510,354,126,491,339,11783,1140,23,eng Premier League,29,26.2,38,3420,90,100,38.0,418,83,268,148,18,192,1.39,51,51,0,0.0,60.4,49.1,11.3,0.3,23,eng Premier League,29,38.0,80,4,3,417,403,74,605,334,450,4,2,3,1698,511,636,44.6,23,eng Premier League,1,38,38,3420,38.0,51,1.34,150,101,66.7,13,14,11,11,28.9,2,1,1,0,23,eng Premier League,1,38.0,51,1,1,5,3,51.2,0.35,3.2,0.08,157,600,26.2,922,115,48.5,38.5,559,30,5.4,40,1.05,14.3
24,Dortmund,de Bundesliga,28,26.6,58.9,34,374,3060,34.0,69,56,125,64,5,6,71,6,61.2,56.5,47.4,103.9,701,1563,3.53,3.19,24,de Bundesliga,28,34.0,69,478,157,32.8,14.06,4.62,0.13,0.41,16.1,9,5,6,61.2,56.5,0.12,7.8,7.5,24,de Bundesliga,28,34.0,17077,20321,84.0,295202,98274,56,47.4,50.4,8.6,372,1348,324,86,1563,24,de Bundesliga,28,34.0,20321,18695,1583,431,67,93,698,659,191,105,51,3,17077,43,320,24,de Bundesliga,28,34.0,857,25.21,628,58,72,58,26,15,123,3.62,24,de Bundesliga,28,34.0,523,319,232,196,95,492,53.0,231,375,100,275,249,772,726,18,24,de Bundesliga,28,58.9,34.0,24214,2170,6972,11525,5921,916,24208,747,341,45.6,334,44.7,14567,72244,36951,701,522,219,502,307,16922,1555,24,de Bundesliga,28,26.6,34,3060,90,100,34.0,374,81,216,154,20,147,1.68,71,51,20,0.59,61.2,42.8,18.4,0.54,24,de Bundesliga,28,34.0,71,6,3,330,343,43,698,249,319,5,4,1,1480,474,418,53.1,24,de Bundesliga,2,34,34,3060,34.0,51,1.5,140,89,66.4,17,6,11,7,20.6,4,4,0,0,24,de Bundesliga,2,34.0,51,4,0,5,1,51.4,0.35,1.4,0.04,120,369,32.5,1101,129,26.4,34.8,444,23,5.2,49,1.44,14.8
25,Eint Frankfurt,de Bundesliga,26,24.9,49.7,34,374,3060,34.0,68,47,115,65,3,5,55,1,65.1,61.4,45.2,106.6,585,1347,3.29,3.24,25,de Bundesliga,26,34.0,68,480,172,35.8,14.12,5.06,0.14,0.38,16.4,13,3,5,65.1,61.4,0.13,2.9,3.6,25,de Bundesliga,26,34.0,13925,17138,81.3,233650,85985,47,45.2,43.6,1.8,354,1033,308,55,1347,25,de Bundesliga,26,34.0,17138,15585,1496,398,48,64,539,582,168,103,46,0,13925,57,305,25,de Bundesliga,26,34.0,849,24.97,594,65,57,77,36,20,115,3.38,25,de Bundesliga,26,34.0,566,341,267,219,80,508,55.1,228,425,128,297,287,853,994,26,25,de Bundesliga,26,49.7,34.0,21315,2574,7332,9549,4619,871,21310,609,293,48.1,272,44.7,12239,59330,29809,585,428,188,561,262,13804,1337,25,de Bundesliga,26,24.9,34,3060,90,100,34.0,374,81,211,162,20,144,1.76,68,46,22,0.65,65.1,48.0,17.1,0.5,25,de Bundesliga,26,34.0,55,1,1,341,304,57,539,287,341,2,3,2,1486,467,437,51.7,25,de Bundesliga,2,34,34,3060,34.0,46,1.35,163,117,72.4,17,9,8,9,26.5,3,1,2,0,25,de Bundesliga,2,34.0,46,1,0,10,2,49.2,0.3,5.2,0.15,129,428,30.1,966,157,36.2,33.2,531,40,7.5,46,1.35,14.0
26,Empoli,it Serie A,34,25.4,41.7,38,418,3420,38.0,31,21,52,29,2,3,68,5,32.5,30.1,22.9,53.1,428,1013,1.32,1.46,26,it Serie A,34,38.0,31,367,107,29.2,9.66,2.82,0.08,0.27,19.1,21,2,3,32.5,30.1,0.08,-1.5,-1.1,26,it Serie A,34,38.0,10093,13916,72.5,186741,74734,21,22.9,19.4,-1.9,269,799,214,71,1013,26,it Serie A,34,38.0,13916,11976,1883,502,34,71,620,786,170,63,60,1,10093,57,312,26,it Serie A,34,38.0,638,16.79,452,53,41,35,39,18,51,1.34,26,it Serie A,34,38.0,689,396,314,293,82,543,56.9,234,396,136,260,323,1012,1072,21,26,it Serie A,34,41.7,38.0,18255,2279,6509,8088,3861,562,18252,505,212,42.0,238,47.1,8486,43445,20518,428,284,102,594,349,9986,1004,26,it Serie A,34,25.4,38,3420,90,100,38.0,418,82,245,169,19,292,0.82,33,59,-26,-0.68,32.5,50.1,-17.6,-0.46,26,it Serie A,34,38.0,68,5,2,570,459,57,620,323,396,3,3,1,1480,577,710,44.8,26,it Serie A,3,38,38,3420,38.0,59,1.55,158,99,63.3,6,13,19,6,15.8,3,1,1,1,26,it Serie A,3,38.0,59,1,0,7,1,50.1,0.31,-7.9,-0.21,199,654,30.4,944,125,58.3,33.8,556,37,6.7,20,0.53,26.0
27,Espanyol,es La Liga,27,25.2,39.8,38,418,3420,38.0,38,27,65,33,5,5,88,1,34.4,30.5,24.5,55.0,497,1000,1.58,1.55,27,es La Liga,27,38.0,38,351,98,27.9,9.24,2.58,0.09,0.34,18.4,15,5,5,34.4,30.5,0.09,3.6,2.5,27,es La Liga,27,38.0,10580,13996,75.6,199624,80026,27,24.5,23.4,2.5,256,772,204,81,1000,27,es La Liga,27,38.0,13996,12245,1690,484,51,97,619,647,144,35,77,2,10580,61,285,27,es La Liga,27,38.0,632,16.63,431,73,36,35,45,12,68,1.79,27,es La Liga,27,38.0,640,397,380,210,50,610,50.8,300,435,155,280,315,955,1131,21,27,es La Liga,27,39.8,38.0,18406,2655,7408,7625,3582,548,18401,546,221,40.5,266,48.7,9362,52838,28280,497,359,109,561,241,10491,991,27,es La Liga,27,25.2,38,3420,90,100,38.0,418,81,238,180,21,270,1.11,40,51,-11,-0.29,34.4,53.9,-19.5,-0.51,27,es La Liga,27,38.0,88,1,0,498,432,61,619,315,397,5,6,1,1364,493,504,49.4,27,es La Liga,1,38,38,3420,38.0,51,1.34,193,141,75.6,11,9,18,8,21.1,6,4,2,0,27,es La Liga,1,38.0,51,4,2,6,1,57.8,0.28,7.8,0.21,194,526,36.9,930,197,41.9,34.8,670,64,9.6,35,0.92,12.0
