Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
11,Zakaria Aboukhlal,ma MAR,"MF,FW",Toulouse,fr Ligue 1,23,2000,13,9,754,8.4,3,0,3,2,1,1,2,0,2.8,2.0,0.2,2.2,0.24,0.36,23,20,75,27,7,25.9,3.22,0.84,0.07,0.29,18.7,0,1,1,2.8,2.0,0.07,+0.2,0.0,140,196,71.4,2025,599,0,0.2,1.1,-0.2,5,10,9,1,20,185,11,1,0,0,5,9,0,0,0,0,140,9,8,1,5,3,12,25.0,9,9,1,8,1,10,2,0,20,2.39,10,0,2,3,3,2,2,0.24,305,1,27,123,161,38,304,31,8,25.8,22,71.0,233,1651,745,23,13,8,22,12,229,75,2,0,0,17,15,8,5,1,8,1,0,0,21,6,7,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Abdel Abqar,ma MAR,DF,Alavés,es La Liga,24,1999,27,27,2312,25.7,0,0,0,0,0,0,10,0,0.5,0.5,0.2,0.6,0.00,0.02,7,49,1,10,3,30.0,0.39,0.12,0.00,0.00,12.1,0,0,0,0.5,0.5,0.05,-0.5,-0.5,553,762,72.6,12370,4872,0,0.2,0.2,-0.2,3,61,2,0,49,704,55,50,0,17,2,4,0,0,0,0,553,35,19,28,5,2,35,60.0,14,31,26,5,23,58,115,0,12,0.47,9,0,0,2,1,0,0,0.00,1032,191,570,422,42,21,1032,5,3,60.0,1,20.0,492,2460,1418,7,6,0,15,1,499,1,10,0,0,33,23,1,2,23,19,0,2,1,109,39,36,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Tammy Abraham,eng ENG,FW,Roma,it Serie A,25,1997,8,2,242,2.7,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.7,0.37,0.27,6,4,15,4,2,50.0,1.49,0.74,0.25,0.50,11.9,0,0,0,0.6,0.6,0.15,+0.4,+0.4,19,40,47.5,231,75,0,0.1,0.0,-0.1,3,1,1,0,4,37,2,0,0,0,2,0,0,0,0,0,19,3,1,0,1,2,0,,0,1,0,1,0,3,4,0,3,1.12,1,0,0,0,1,1,1,0.37,69,4,4,31,34,9,69,6,2,33.3,4,66.7,37,208,111,6,2,2,9,2,53,15,1,0,0,6,5,2,2,0,1,1,0,0,1,6,5,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Francesco Acerbi,it ITA,DF,Inter,it Serie A,35,1988,29,26,2388,26.5,3,1,4,3,0,0,1,0,1.6,1.6,1.8,3.4,0.15,0.13,21,87,24,15,6,40.0,0.57,0.23,0.20,0.50,12.0,0,0,0,1.6,1.6,0.11,+1.4,+1.4,1615,1781,90.7,29326,9174,1,1.8,1.3,-0.8,7,58,5,2,87,1719,60,43,0,11,9,8,0,0,0,0,1615,22,13,16,6,0,14,78.6,3,20,13,7,32,54,77,1,22,0.83,19,0,0,3,0,0,1,0.04,1977,219,941,946,98,25,1977,3,2,66.7,1,33.3,1211,5779,3081,21,11,0,4,1,1446,24,1,0,0,19,24,3,9,32,13,0,0,0,102,70,37,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Joshua Acheampong,eng ENG,DF,Chelsea,eng Premier League,17,2006,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1,2,50.0,18,7,0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,0,3,3,0,0,0,0,0,1,15.00,0,1,0,0,0,0,0,0.00,6,5,5,0,1,0,6,0,0,,0,,1,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Marcos Acuña,ar ARG,DF,Sevilla,es La Liga,31,1991,21,18,1292,14.4,1,2,3,1,0,0,7,0,0.3,0.3,1.5,1.8,0.21,0.13,23,59,42,9,4,44.4,0.63,0.28,0.11,0.25,27.9,0,0,0,0.3,0.3,0.03,+0.7,+0.7,628,847,74.1,12126,4928,2,1.5,2.1,+0.5,23,52,19,12,59,672,173,32,1,11,82,122,19,7,12,0,628,33,21,20,12,1,14,64.3,5,12,2,10,4,37,25,0,49,3.42,28,15,3,0,2,1,4,0.28,984,33,270,476,253,10,984,21,10,47.6,8,38.1,473,2266,1224,23,20,4,20,16,546,42,7,0,0,18,17,1,82,4,21,0,0,0,99,13,11,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Akor Adams,ng NGA,FW,Montpellier,fr Ligue 1,23,2000,32,27,2252,25.0,8,1,9,8,0,0,2,0,12.4,12.4,1.9,14.3,0.36,0.57,40,17,127,79,32,40.5,3.16,1.28,0.10,0.25,14.5,0,0,0,12.4,12.4,0.16,-4.4,-4.4,250,385,64.9,3676,786,1,1.9,1.4,-0.9,17,14,4,2,17,375,10,0,2,1,12,1,0,0,0,0,250,12,4,3,4,5,7,42.9,4,9,2,7,5,17,11,0,43,1.72,29,0,5,8,1,0,3,0.12,638,17,61,266,323,118,638,44,14,31.8,26,59.1,442,2673,1004,40,23,22,68,30,472,127,2,0,0,39,22,26,12,5,4,0,0,0,55,54,69,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Tyler Adams,us USA,MF,Bournemouth,eng Premier League,24,1999,3,1,121,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.00,0.06,4,5,1,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,59,71,83.1,973,262,0,0.1,0.0,-0.1,1,9,0,0,5,67,4,3,0,1,1,1,0,0,0,0,59,4,3,1,3,0,3,66.7,1,2,0,2,4,8,2,0,3,2.25,2,1,0,0,0,0,0,0.00,91,3,23,54,14,4,91,3,2,66.7,0,0.0,44,193,116,4,1,2,3,0,52,1,0,0,0,0,3,0,1,4,3,0,0,0,7,2,3,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Junior Adamu,at AUT,"FW,MF",Freiburg,de Bundesliga,22,2001,15,0,105,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.00,0.16,1,1,5,2,1,50.0,1.71,0.86,0.00,0.00,12.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,18,30,60.0,181,36,0,0.1,0.0,-0.1,1,0,1,0,1,29,1,0,0,0,1,0,0,0,0,0,18,5,1,1,2,2,2,50.0,1,1,0,1,0,5,2,0,2,1.73,1,0,0,0,1,0,0,0.00,54,2,7,32,18,6,54,3,0,0.0,2,66.7,29,141,48,1,1,0,5,5,33,5,0,0,0,7,4,2,1,0,1,0,0,0,10,5,6,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Sargis Adamyan,am ARM,"FW,MF",Köln,de Bundesliga,30,1993,20,8,801,8.9,1,2,3,1,0,0,2,0,4.1,4.1,2.0,6.1,0.34,0.69,15,18,42,31,13,41.9,3.48,1.46,0.03,0.08,12.4,0,0,0,4.1,4.1,0.13,-3.1,-3.1,132,189,69.8,1883,483,2,2.0,1.1,0.0,12,16,3,0,18,166,22,1,0,2,4,2,0,0,0,0,132,14,9,2,9,3,11,54.5,5,16,1,15,5,19,7,0,31,3.48,22,0,1,1,6,1,3,0.34,312,8,30,151,136,52,312,18,7,38.9,10,55.6,162,814,344,15,9,5,27,17,183,42,2,0,0,18,13,8,4,5,9,1,0,0,30,14,37,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Tosin Adarabioyo,eng ENG,DF,Fulham,eng Premier League,25,1997,20,18,1617,18.0,2,0,2,2,0,0,2,0,0.7,0.7,0.1,0.8,0.11,0.05,10,62,5,14,5,35.7,0.78,0.28,0.14,0.40,14.2,0,0,0,0.7,0.7,0.05,+1.3,+1.3,1028,1216,84.5,21010,7956,0,0.1,0.3,-0.1,2,47,2,0,62,1181,33,28,1,9,1,2,0,0,0,0,1028,21,11,16,5,0,21,57.1,9,16,11,5,25,46,80,0,10,0.56,6,0,0,4,0,0,0,0.00,1390,181,713,631,48,29,1390,3,1,33.3,0,0.0,817,4560,2661,10,12,1,4,4,1009,5,2,0,0,10,5,0,1,25,11,0,0,0,43,56,28,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Elijah Adebayo,eng ENG,FW,Luton Town,eng Premier League,25,1998,27,16,1419,15.8,10,0,10,10,0,0,1,0,5.9,5.9,0.7,6.6,0.63,0.42,16,23,110,31,14,45.2,1.97,0.89,0.32,0.71,9.6,0,0,0,5.9,5.9,0.19,+4.1,+4.1,144,204,70.6,1847,385,0,0.7,0.4,-0.7,14,9,4,0,23,202,1,0,1,0,5,1,0,0,0,0,144,4,1,1,0,3,12,8.3,11,13,2,11,6,10,25,0,31,1.97,19,0,5,5,2,0,5,0.32,462,27,52,172,243,82,462,67,18,26.9,46,68.7,265,1516,425,16,15,13,62,34,337,110,1,0,0,27,16,13,5,6,1,0,0,0,34,43,43,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Karim Adeyemi,de GER,"FW,MF",Dortmund,de Bundesliga,21,2002,21,10,913,10.1,3,1,4,3,0,0,6,1,3.5,3.5,2.0,5.5,0.39,0.54,52,26,96,23,10,43.5,2.27,0.99,0.13,0.30,14.6,0,0,0,3.5,3.5,0.15,-0.5,-0.5,218,299,72.9,2929,719,1,2.0,1.6,-1.0,9,9,10,1,26,280,19,3,0,1,25,11,4,1,2,0,218,16,14,9,4,3,20,40.0,12,11,0,11,3,19,5,0,25,2.46,13,1,3,2,6,0,2,0.20,458,10,69,170,227,63,458,60,18,30.0,32,53.3,310,2413,1171,52,22,27,29,25,318,96,6,1,1,20,19,1,25,3,14,0,0,0,60,14,9,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Simon Adingra,ci CIV,FW,Brighton,eng Premier League,21,2002,31,25,2222,24.7,6,1,7,6,0,0,3,0,4.3,4.3,3.7,8.0,0.28,0.32,111,50,278,52,22,42.3,2.11,0.89,0.12,0.27,15.9,0,0,0,4.3,4.3,0.08,+1.7,+1.7,634,840,75.5,8828,1713,1,3.7,3.5,-2.7,33,17,33,11,50,815,23,3,7,2,76,15,5,0,1,0,634,45,20,23,11,11,42,45.2,23,31,1,30,19,64,22,0,77,3.12,51,1,13,7,3,2,4,0.16,1159,36,187,364,627,153,1159,123,50,40.7,64,52.0,773,5063,2996,111,48,63,48,28,795,278,3,0,0,29,19,17,76,19,20,1,0,0,118,8,12,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Nathaniel Adjei,gh GHA,DF,Lorient,fr Ligue 1,20,2002,15,14,1243,13.8,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,0.00,0.03,10,34,4,4,0,0.0,0.29,0.00,0.00,,8.3,0,0,0,0.4,0.4,0.09,-0.4,-0.4,578,669,86.4,10635,4097,0,0.1,0.5,-0.1,3,38,1,0,34,628,40,27,0,3,2,11,0,0,0,0,578,13,9,8,3,2,7,85.7,1,15,8,7,18,31,64,1,11,0.80,8,0,0,0,1,2,0,0.00,811,94,374,397,46,10,811,5,4,80.0,1,20.0,554,3506,1609,10,12,0,12,5,511,4,2,0,0,10,12,2,2,18,9,0,0,0,60,30,22,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Amine Adli,ma MAR,"MF,FW",Leverkusen,de Bundesliga,23,2000,23,8,898,10.0,4,6,10,4,0,0,5,0,3.3,3.3,2.3,5.6,1.00,0.56,32,39,131,27,15,55.6,2.71,1.50,0.15,0.27,13.7,0,0,0,3.3,3.3,0.12,+0.7,+0.7,367,459,80.0,4683,1110,6,2.3,2.9,+3.7,21,19,18,3,39,447,11,2,2,1,23,7,0,0,0,0,367,16,7,2,10,4,17,41.2,10,10,2,8,6,22,5,0,52,5.22,39,0,6,3,4,0,9,0.90,575,7,52,231,299,66,575,27,13,48.1,10,37.0,339,1768,1021,32,25,16,17,10,460,131,5,0,0,14,28,7,23,6,7,0,0,0,36,21,22,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Yacine Adli,fr FRA,MF,Milan,it Serie A,23,2000,24,17,1407,15.6,1,2,3,1,0,0,3,0,0.3,0.3,2.2,2.5,0.19,0.16,30,125,26,4,1,25.0,0.26,0.06,0.25,1.00,19.8,0,0,0,0.3,0.3,0.07,+0.7,+0.7,1125,1300,86.5,20142,6752,2,2.2,2.0,-0.2,22,149,16,6,125,1220,78,36,3,16,50,7,35,11,12,0,1125,34,17,17,13,4,35,37.1,22,22,8,14,20,54,15,1,62,3.97,41,18,3,0,0,0,8,0.51,1439,38,262,913,281,8,1439,32,22,68.8,8,25.0,873,4728,2144,30,27,3,18,10,1053,26,3,0,0,26,9,1,50,20,17,0,1,0,94,15,10,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Adryelson,br BRA,"DF,FW",Lyon,fr Ligue 1,25,1998,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,5,5,100.0,75,28,0,0.0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,0,0.00,0,0,0,0,0,0,0,0.00,9,2,9,0,0,0,9,0,0,,0,,5,22,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Adson,br BRA,"MF,FW",Nantes,fr Ligue 1,22,2000,8,2,238,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.00,0.13,18,15,19,5,0,0.0,1.89,0.00,0.00,,17.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,115,130,88.5,1750,378,0,0.1,0.3,-0.1,3,11,4,0,15,128,2,0,0,0,2,2,0,0,0,0,115,7,6,1,6,0,2,100.0,0,5,0,5,2,9,2,0,9,3.40,8,0,1,0,0,0,0,0.00,163,0,18,81,68,10,163,8,5,62.5,3,37.5,137,934,451,18,9,4,4,4,127,19,0,0,0,4,4,0,2,2,6,0,0,0,11,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Michel Aebischer,ch SUI,MF,Bologna,it Serie A,26,1997,36,26,2230,24.8,0,1,1,0,0,0,8,0,1.1,1.1,1.5,2.6,0.04,0.11,26,125,55,18,5,27.8,0.73,0.20,0.00,0.00,22.4,0,0,0,1.1,1.1,0.06,-1.1,-1.1,1370,1503,91.2,21535,5798,1,1.5,1.0,-0.5,17,117,9,1,125,1447,53,34,3,5,12,13,6,3,0,0,1370,35,20,9,20,6,34,44.1,19,28,6,22,12,47,22,0,40,1.61,32,2,2,2,2,0,1,0.04,1694,51,405,1032,270,23,1694,25,14,56.0,9,36.0,1040,4507,2248,26,23,3,27,19,1308,55,8,0,0,37,30,0,12,12,20,0,0,0,135,11,16,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Emmanuel Agbadou,ci CIV,DF,Reims,fr Ligue 1,26,1997,32,29,2596,28.8,1,1,2,1,0,0,1,0,2.4,2.4,1.5,3.8,0.07,0.13,42,179,19,32,5,15.6,1.11,0.17,0.03,0.20,15.1,0,0,0,2.4,2.4,0.07,-1.4,-1.4,1599,1838,87.0,32774,10984,1,1.5,1.6,-0.5,12,172,5,1,179,1728,106,50,5,11,6,48,0,0,0,0,1599,65,41,38,23,4,64,68.8,20,47,25,22,55,120,116,1,47,1.63,43,0,0,4,0,0,1,0.03,2198,237,820,1233,165,32,2198,31,15,48.4,16,51.6,1582,10223,5460,42,26,2,24,23,1405,19,1,0,0,31,10,2,6,55,41,0,3,0,217,45,32,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
