Rk,Squad,Comp,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,G+A-PK,xG+xAG,Rk_stats_teams_shooting_for,Comp_stats_teams_shooting_for,# Pl_stats_teams_shooting_for,90s_stats_teams_shooting_for,Gls_stats_teams_shooting_for,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_teams_shooting_for,PKatt_stats_teams_shooting_for,xG_stats_teams_shooting_for,npxG_stats_teams_shooting_for,npxG/Sh,G-xG,np:G-xG,Rk_stats_teams_passing_for,Comp_stats_teams_passing_for,# Pl_stats_teams_passing_for,90s_stats_teams_passing_for,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_teams_passing_for,xAG_stats_teams_passing_for,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_teams_passing_for,Rk_stats_teams_passing_types_for,Comp_stats_teams_passing_types_for,# Pl_stats_teams_passing_types_for,90s_stats_teams_passing_types_for,Att_stats_teams_passing_types_for,Live,Dead,FK_stats_teams_passing_types_for,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_teams_passing_types_for,Off,Blocks,Rk_stats_teams_gca_for,Comp_stats_teams_gca_for,# Pl_stats_teams_gca_for,90s_stats_teams_gca_for,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_teams_gca_for,Fld,Def,GCA,GCA90,Rk_stats_teams_defense_for,Comp_stats_teams_defense_for,# Pl_stats_teams_defense_for,90s_stats_teams_defense_for,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_teams_defense_for,Tkl%,Lost,Blocks_stats_teams_defense_for,Sh_stats_teams_defense_for,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_teams_possession_for,Comp_stats_teams_possession_for,# Pl_stats_teams_possession_for,Poss_stats_teams_possession_for,90s_stats_teams_possession_for,Touches,Def Pen,Def 3rd_stats_teams_possession_for,Mid 3rd_stats_teams_possession_for,Att 3rd_stats_teams_possession_for,Att Pen,Live_stats_teams_possession_for,Att_stats_teams_possession_for,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_teams_possession_for,PrgDist_stats_teams_possession_for,PrgC_stats_teams_possession_for,1/3_stats_teams_possession_for,CPA,Mis,Dis,Rec,PrgR,Rk_stats_teams_playing_time_for,Comp_stats_teams_playing_time_for,# Pl_stats_teams_playing_time_for,Age_stats_teams_playing_time_for,MP_stats_teams_playing_time_for,Min_stats_teams_playing_time_for,Mn/MP,Min%,90s_stats_teams_playing_time_for,Starts_stats_teams_playing_time_for,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_teams_misc_for,Comp_stats_teams_misc_for,# Pl_stats_teams_misc_for,90s_stats_teams_misc_for,CrdY_stats_teams_misc_for,CrdR_stats_teams_misc_for,2CrdY,Fls,Fld_stats_teams_misc_for,Off_stats_teams_misc_for,Crs_stats_teams_misc_for,Int_stats_teams_misc_for,TklW_stats_teams_misc_for,PKwon,PKcon,OG,Recov,Won,Lost_stats_teams_misc_for,Won%,Rk_stats_teams_keeper_for,Comp_stats_teams_keeper_for,# Pl_stats_teams_keeper_for,MP_stats_teams_keeper_for,Starts_stats_teams_keeper_for,Min_stats_teams_keeper_for,90s_stats_teams_keeper_for,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_teams_keeper_for,PKA,PKsv,PKm,Rk_stats_teams_keeper_adv_for,Comp_stats_teams_keeper_adv_for,# Pl_stats_teams_keeper_adv_for,90s_stats_teams_keeper_adv_for,GA_stats_teams_keeper_adv_for,PKA_stats_teams_keeper_adv_for,FK_stats_teams_keeper_adv_for,CK_stats_teams_keeper_adv_for,OG_stats_teams_keeper_adv_for,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_teams_keeper_adv_for,Att_stats_teams_keeper_adv_for,Cmp%_stats_teams_keeper_adv_for,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
1,Alavés,es La Liga,30,25.6,41.8,38,418,3420,38.0,33,28,61,30,3,7,84,1,46.2,40.7,32.4,73.0,550,1260,1.53,2.07,1,es La Liga,30,38.0,33,458,136,29.7,12.05,3.58,0.07,0.22,17.7,15,3,7,46.2,40.7,0.09,-13.2,-10.7,1,es La Liga,30,38.0,10091,14116,71.5,191648,83394,28,32.4,30.6,-4.4,341,937,273,105,1260,1,es La Liga,30,38.0,14116,12133,1914,506,29,124,830,802,187,45,74,4,10091,69,372,1,es La Liga,30,38.0,817,21.5,563,88,54,53,43,16,60,1.58,1,es La Liga,30,38.0,578,347,284,227,67,629,46.1,339,363,117,246,279,857,810,5,1,es La Liga,30,41.8,38.0,18179,2162,6122,7564,4706,764,18172,625,310,49.6,254,40.6,8574,48049,25494,550,364,138,572,299,9972,1252,1,es La Liga,30,25.6,38,3420,90,100,38.0,418,82,230,187,18,258,1.21,36,46,-10,-0.26,46.2,44.7,1.5,0.04,1,es La Liga,30,38.0,84,1,0,481,449,69,830,279,347,7,8,2,1807,574,625,47.9,1,es La Liga,2,38,38,3420,38.0,46,1.21,147,103,74.1,12,10,16,11,28.9,8,8,0,0,1,es La Liga,2,38.0,46,8,0,4,2,44.8,0.25,0.8,0.02,315,778,40.5,886,125,62.2,41.7,530,29,5.5,37,0.97,15.2
2,Almería,es La Liga,35,25.6,46.4,38,418,3420,38.0,42,25,67,40,2,2,93,6,48.7,47.1,34.2,81.4,590,1097,1.71,2.18,2,es La Liga,35,38.0,42,478,163,34.1,12.58,4.29,0.08,0.25,18.8,18,2,2,48.7,47.1,0.1,-6.7,-7.1,2,es La Liga,35,38.0,12774,16540,77.2,228494,85956,25,34.2,24.6,-9.2,349,870,212,86,1097,2,es La Liga,35,38.0,16540,14559,1906,555,35,112,659,741,167,64,63,0,12774,75,320,2,es La Liga,35,38.0,823,21.66,586,66,47,52,50,22,70,1.84,2,es La Liga,35,38.0,633,372,354,222,57,582,48.1,302,430,134,296,313,946,856,19,2,es La Liga,35,46.4,38.0,20902,2654,7711,9323,4094,614,20900,667,299,44.8,314,47.1,11128,59196,30444,590,424,132,550,269,12660,1082,2,es La Liga,35,25.6,38,3420,90,100,38.0,418,81,239,176,22,257,0.55,43,75,-32,-0.84,48.7,61.6,-12.9,-0.34,2,es La Liga,35,38.0,93,6,4,478,493,75,659,313,372,2,9,0,1716,557,587,48.7,2,es La Liga,3,38,38,3420,38.0,75,1.97,202,126,65.8,3,12,23,6,15.8,9,6,1,2,2,es La Liga,3,38.0,75,6,0,8,0,70.3,0.32,-4.7,-0.12,181,615,29.4,1115,180,39.5,24.1,629,29,4.6,47,1.24,22.7
3,Arsenal,eng Premier League,25,25.0,58.2,38,418,3420,38.0,86,62,148,76,10,10,64,2,76.1,68.5,55.3,123.8,821,2106,3.63,3.46,3,eng Premier League,25,38.0,86,647,209,32.3,17.03,5.5,0.12,0.36,15.8,6,10,10,76.1,68.5,0.11,9.9,7.5,3,eng Premier League,25,38.0,19094,22558,84.6,309533,102210,62,55.3,57.8,6.7,513,1546,548,68,2106,3,eng Premier League,25,38.0,22558,20941,1530,443,104,65,670,560,265,217,1,0,19094,87,319,3,eng Premier League,25,38.0,1185,31.18,926,82,58,66,33,20,152,4.0,3,eng Premier League,25,38.0,610,348,257,246,107,543,49.9,272,412,106,306,292,902,515,18,3,eng Premier League,25,58.2,38.0,26493,1974,6714,11407,8560,1480,26483,671,283,42.2,304,45.3,16297,81171,41510,821,575,327,525,375,18917,2088,3,eng Premier League,25,25.0,38,3420,90,100,38.0,418,84,263,154,17,188,2.34,91,29,62,1.63,76.1,27.9,48.2,1.27,3,eng Premier League,25,38.0,64,2,1,391,394,87,670,292,348,9,3,1,1752,503,499,50.2,3,eng Premier League,2,38,38,3420,38.0,29,0.76,83,54,67.5,28,5,5,18,47.4,3,2,1,0,3,eng Premier League,2,38.0,29,2,1,6,1,24.1,0.26,-3.9,-0.1,157,441,35.6,1058,189,35.1,33.3,375,48,12.8,59,1.55,14.6
4,Aston Villa,eng Premier League,31,26.9,53.1,38,418,3420,38.0,72,55,127,68,4,4,94,2,63.3,60.3,48.6,108.9,775,1451,3.24,2.95,4,eng Premier League,31,38.0,72,511,182,35.6,13.45,4.79,0.13,0.37,16.0,15,4,4,63.3,60.3,0.12,8.7,7.7,4,eng Premier League,31,38.0,16133,19363,83.3,281128,95293,55,48.6,42.5,6.4,398,1160,363,67,1451,4,eng Premier League,31,38.0,19363,17499,1817,628,80,95,651,613,231,149,15,2,16133,47,343,4,eng Premier League,31,38.0,912,24.0,670,77,47,73,31,14,129,3.39,4,eng Premier League,31,38.0,547,311,269,210,68,550,47.3,290,389,113,276,236,783,597,13,4,eng Premier League,31,53.1,38.0,23059,2807,8171,9636,5459,1010,23055,757,345,45.6,315,41.6,14451,78629,41239,775,490,217,477,416,15824,1438,4,eng Premier League,31,26.9,38,3420,90,100,38.0,418,83,270,151,19,186,1.79,76,61,15,0.39,63.3,59.9,3.4,0.09,4,eng Premier League,31,38.0,94,2,0,412,473,47,651,236,311,4,2,4,1619,334,363,47.9,4,eng Premier League,2,38,38,3420,38.0,61,1.61,173,115,65.3,20,8,10,8,21.1,2,1,1,0,4,eng Premier League,2,38.0,61,1,1,10,4,61.7,0.35,4.7,0.12,136,380,35.8,1386,176,21.8,27.1,419,51,12.2,70,1.84,8.4
5,Atalanta,it Serie A,29,26.3,51.0,38,418,3420,38.0,72,57,129,67,5,5,76,1,57.8,53.9,43.9,97.8,715,1754,3.26,2.68,5,it Serie A,29,38.0,72,539,197,36.5,14.18,5.18,0.12,0.34,16.0,6,5,5,57.8,53.9,0.1,14.2,13.1,5,it Serie A,29,38.0,16051,19961,80.4,281418,100413,57,43.9,38.8,13.1,437,1223,381,114,1754,5,it Serie A,29,38.0,19961,18129,1769,439,42,124,710,772,210,103,67,1,16051,63,382,5,it Serie A,29,38.0,971,25.55,735,80,56,55,32,13,128,3.37,5,it Serie A,29,38.0,613,369,273,249,91,597,48.7,306,483,119,364,340,953,614,7,5,it Serie A,29,51.0,38.0,24136,2222,7494,10658,6186,912,24131,618,286,46.3,270,43.7,13092,68762,34095,715,519,175,621,377,15915,1733,5,it Serie A,29,26.3,38,3420,90,100,38.0,418,80,232,188,23,258,1.82,72,42,30,0.79,57.8,41.1,16.7,0.44,5,it Serie A,29,38.0,76,1,1,486,367,63,710,340,369,4,9,1,2023,627,491,56.1,5,it Serie A,3,38,38,3420,38.0,42,1.11,142,99,74.6,21,6,11,15,39.5,9,6,2,1,5,it Serie A,3,38.0,42,6,0,4,1,39.8,0.23,-1.2,-0.03,161,459,35.1,974,213,28.9,29.6,444,30,6.8,55,1.45,16.7
6,Athletic Club,es La Liga,27,27.3,49.8,38,418,3420,38.0,59,41,100,56,3,5,80,5,52.7,48.7,37.0,85.8,735,1610,2.55,2.36,6,es La Liga,27,38.0,59,458,163,35.6,12.05,4.29,0.12,0.34,15.9,7,3,5,52.7,48.7,0.11,6.3,7.3,6,es La Liga,27,38.0,14509,18724,77.5,256772,96209,41,37.0,40.3,4.0,355,1205,343,113,1610,6,es La Liga,27,38.0,18724,16746,1900,528,70,111,845,817,208,79,89,0,14509,78,364,6,es La Liga,27,38.0,817,21.5,612,81,48,33,32,11,103,2.71,6,es La Liga,27,38.0,581,362,217,264,100,635,48.0,330,419,106,313,278,859,631,4,6,es La Liga,27,49.8,38.0,22845,1965,6376,10617,6083,901,22839,743,338,45.5,349,47.0,12487,65998,34507,735,528,193,571,366,14367,1596,6,es La Liga,27,27.3,38,3420,90,100,38.0,418,80,225,188,22,255,1.79,61,37,24,0.63,52.7,41.3,11.4,0.3,6,es La Liga,27,38.0,80,5,3,511,428,78,845,278,362,4,5,4,2010,541,525,50.8,6,es La Liga,2,38,38,3420,38.0,37,0.97,134,98,73.1,19,11,8,18,47.4,5,1,3,1,6,es La Liga,2,38.0,37,1,0,2,4,40.4,0.28,7.4,0.2,238,728,32.7,1050,164,48.0,32.4,491,33,6.7,49,1.29,15.3
7,Atlético Madrid,es La Liga,27,29.2,50.8,38,418,3420,38.0,68,48,116,63,5,6,89,5,62.4,57.9,47.4,105.2,758,1597,2.92,2.89,7,es La Liga,27,38.0,68,475,197,41.5,12.5,5.18,0.13,0.32,16.2,9,5,6,62.4,57.9,0.12,5.6,5.1,7,es La Liga,27,38.0,17064,20709,82.4,282535,101502,48,47.4,44.0,0.6,359,1226,380,68,1597,7,es La Liga,27,38.0,20709,18869,1717,489,76,179,621,675,174,59,74,0,17064,123,343,7,es La Liga,27,38.0,852,22.42,650,59,56,42,31,14,120,3.16,7,es La Liga,27,38.0,654,399,308,263,83,671,48.7,344,460,114,346,256,910,793,8,7,es La Liga,27,50.8,38.0,24749,2368,7880,11405,5662,954,24743,567,297,52.4,227,40.0,14402,72549,38491,758,546,181,533,303,16931,1580,7,es La Liga,27,29.2,38,3420,90,100,38.0,418,78,233,183,26,198,2.0,70,43,27,0.71,62.4,39.5,23.0,0.6,7,es La Liga,27,38.0,89,5,3,438,447,123,621,256,399,4,2,0,1896,422,392,51.8,7,es La Liga,1,38,38,3420,38.0,43,1.13,144,101,70.8,24,4,10,13,34.2,2,1,0,1,7,es La Liga,1,38.0,43,1,0,3,0,39.8,0.28,-3.2,-0.08,114,336,33.9,725,180,27.2,31.5,579,36,6.2,22,0.58,11.8
8,Augsburg,de Bundesliga,29,26.0,43.9,34,374,3060,34.0,49,35,84,44,5,7,71,3,46.1,40.7,27.7,68.4,462,1137,2.32,2.17,8,de Bundesliga,29,34.0,49,429,123,28.7,12.62,3.62,0.1,0.36,17.5,12,5,7,46.1,40.7,0.1,2.9,3.3,8,de Bundesliga,29,34.0,10545,14262,73.9,199672,80511,35,27.7,37.7,7.3,299,919,284,89,1137,8,de Bundesliga,29,34.0,14262,12585,1596,393,34,76,631,681,165,65,80,0,10545,81,314,8,de Bundesliga,29,34.0,726,21.35,503,78,35,58,39,13,78,2.29,8,de Bundesliga,29,34.0,528,319,234,222,72,492,48.2,255,439,133,306,295,823,727,9,8,de Bundesliga,29,43.9,34.0,18130,2132,6226,7678,4413,795,18123,531,235,44.3,255,48.0,9496,50630,24792,462,313,91,533,236,10394,1122,8,de Bundesliga,29,26.0,34,3060,90,100,34.0,374,81,214,158,21,143,1.15,50,60,-10,-0.29,46.1,57.4,-11.3,-0.33,8,de Bundesliga,29,34.0,71,3,1,454,338,81,631,295,319,5,10,2,1669,587,602,49.4,8,de Bundesliga,2,34,34,3060,34.0,60,1.76,183,123,71.0,10,9,15,3,8.8,10,7,2,1,8,de Bundesliga,2,34.0,60,7,0,12,2,56.0,0.26,-2.0,-0.06,185,490,37.8,1172,98,32.5,34.5,520,30,5.8,52,1.53,11.6
9,Barcelona,es La Liga,29,26.0,64.3,38,418,3420,38.0,76,55,131,70,6,7,87,2,77.6,72.1,57.4,129.5,964,1925,3.29,3.55,9,es La Liga,29,38.0,76,588,219,37.2,15.47,5.76,0.12,0.32,16.5,21,6,7,77.6,72.1,0.13,-1.6,-2.1,9,es La Liga,29,38.0,21506,24761,86.9,359810,114447,55,57.4,57.9,-2.4,457,1702,405,83,1925,9,es La Liga,29,38.0,24761,22805,1857,574,98,200,651,709,238,95,82,2,21506,99,335,9,es La Liga,29,38.0,1063,27.97,798,83,63,69,39,11,136,3.58,9,es La Liga,29,38.0,571,363,271,223,77,523,46.5,280,363,97,266,257,828,573,17,9,es La Liga,29,64.3,38.0,28717,2191,7360,14262,7313,1077,28710,826,384,46.5,338,40.9,17768,96311,54148,964,728,262,605,305,21296,1911,9,es La Liga,29,26.0,38,3420,90,100,38.0,418,81,257,161,23,230,2.24,79,44,35,0.92,77.6,41.6,35.9,0.94,9,es La Liga,29,38.0,87,2,1,412,469,99,651,257,363,6,2,0,1789,453,399,53.2,9,es La Liga,2,38,38,3420,38.0,44,1.16,141,97,70.2,26,7,5,17,44.7,2,2,0,0,9,es La Liga,2,38.0,44,2,0,1,0,41.6,0.28,-2.4,-0.06,113,216,52.3,1076,161,14.7,26.3,450,15,3.3,36,0.95,15.6
10,Bayern Munich,de Bundesliga,30,27.4,61.3,34,374,3060,34.0,93,71,164,88,5,5,47,2,85.2,81.3,65.9,147.3,944,1941,4.68,4.44,10,de Bundesliga,30,34.0,93,633,229,36.2,18.62,6.74,0.14,0.38,15.7,13,5,5,85.2,81.3,0.13,7.8,6.7,10,de Bundesliga,30,34.0,19987,22946,87.1,340799,109694,71,65.9,72.8,5.1,506,1563,458,86,1941,10,de Bundesliga,30,34.0,22946,21398,1488,347,83,119,655,620,228,78,102,2,19987,60,363,10,de Bundesliga,30,34.0,1156,34.0,875,86,69,72,38,16,166,4.88,10,de Bundesliga,30,34.0,520,323,227,191,102,510,48.0,265,378,81,297,288,808,473,18,10,de Bundesliga,30,61.3,34.0,26644,2111,7127,12412,7367,1214,26639,907,481,53.0,374,41.2,16452,93322,49960,944,704,276,468,357,19847,1926,10,de Bundesliga,30,27.4,34,3060,90,100,34.0,374,82,231,143,21,134,2.12,94,45,49,1.44,85.2,32.1,53.0,1.56,10,de Bundesliga,30,34.0,47,2,1,304,306,60,655,288,323,2,4,0,1768,410,319,56.2,10,de Bundesliga,3,34,34,3060,34.0,45,1.32,124,78,66.1,23,3,8,11,32.4,4,3,1,0,10,de Bundesliga,3,34.0,45,3,2,3,0,41.0,0.3,-4.0,-0.12,99,242,40.9,1072,170,20.4,33.1,341,14,4.1,48,1.41,
