Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
11,Tammy Abraham,eng ENG,FW,Chelsea,eng Premier League,22,1997,22,12,1040,11.6,6,1,7,6,0,0,0,0,5.9,5.9,0.7,6.6,0.61,0.57,12,11,66,32,13,40.6,2.77,1.13,0.19,0.46,10.7,0,0,0,5.9,5.9,0.18,+0.1,+0.1,149,211,70.6,1714,297,1,0.7,0.2,+0.3,9,14,1,0,11,195,16,2,0,0,6,0,0,0,0,0,149,7,5,3,3,1,7,14.3,6,6,0,6,5,12,17,0,17,1.47,9,0,2,4,2,0,2,0.17,358,20,35,171,154,61,358,18,6,33.3,12,66.7,154,694,266,12,5,8,33,7,239,66,0,0,0,22,12,4,6,5,5,1,0,0,28,38,28,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Amir Abrashi,al ALB,"MF,DF",Freiburg,de Bundesliga,30,1990,5,0,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,1,0,1,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,18,23,78.3,258,20,0,0.0,0.0,0.0,0,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,18,1,1,1,0,0,0,,0,1,1,0,2,3,1,0,0,0.00,0,0,0,0,0,0,0,0.00,30,3,12,14,4,0,30,0,0,,0,,18,102,47,1,2,1,1,1,16,1,0,0,0,4,0,0,0,2,1,0,0,0,6,1,2,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Gennaro Acampora,it ITA,"MF,FW",Spezia,it Serie A,26,1994,14,2,441,4.9,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,0.00,0.07,15,28,19,9,0,0.0,1.84,0.00,0.00,,25.8,1,0,0,0.3,0.3,0.03,-0.3,-0.3,185,223,83.0,3437,574,0,0.0,0.2,0.0,1,20,2,0,28,216,5,4,0,6,7,0,1,0,0,0,185,6,4,1,4,1,7,28.6,5,4,1,3,4,10,4,0,8,1.63,6,0,1,0,1,0,0,0.00,282,8,39,147,102,4,282,16,10,62.5,6,37.5,187,1191,444,15,14,1,12,12,206,19,2,0,0,10,12,1,7,4,4,0,0,0,31,3,5,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Francesco Acerbi,it ITA,DF,Lazio,it Serie A,32,1988,32,32,2813,31.3,0,1,1,0,0,0,9,1,1.1,1.1,1.0,2.1,0.03,0.07,41,141,46,9,0,0.0,0.29,0.00,0.00,,13.1,0,0,0,1.1,1.1,0.12,-1.1,-1.1,1854,2097,88.4,35641,11589,1,1.0,1.4,0.0,10,110,21,10,141,1974,119,73,0,24,32,22,0,0,0,0,1854,51,32,34,13,4,40,45.0,22,24,15,9,76,127,121,2,31,0.99,26,1,0,2,0,2,5,0.16,2430,309,1122,1136,191,22,2430,8,6,75.0,2,25.0,1410,8649,4938,41,42,2,21,10,1565,46,9,1,1,31,24,2,32,76,32,0,0,0,227,62,25,71.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Ragnar Ache,de GER,"FW,DF",Eint Frankfurt,de Bundesliga,22,1998,7,0,100,1.1,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.1,0.90,0.13,3,3,12,2,1,50.0,1.80,0.90,0.50,1.00,13.7,0,0,0,0.1,0.1,0.07,+0.9,+0.9,19,32,59.4,222,43,0,0.0,0.0,0.0,0,2,0,0,3,32,0,0,0,0,1,0,0,0,0,0,19,2,0,0,1,1,0,,0,1,0,1,1,3,1,0,0,0.00,0,0,0,0,0,0,0,0.00,53,1,2,27,25,10,53,0,0,,0,,17,109,34,3,4,1,7,2,36,12,1,0,0,5,1,1,1,1,0,0,0,0,3,9,7,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Marcos Acuña,ar ARG,DF,Sevilla,es La Liga,28,1991,30,26,2330,25.9,1,2,3,1,0,0,5,0,1.0,1.0,2.6,3.6,0.12,0.14,65,114,133,18,2,11.1,0.70,0.08,0.06,0.50,20.5,0,0,0,1.0,1.0,0.05,0.0,0.0,1415,1767,80.1,24839,9704,2,2.6,2.9,-0.6,32,104,35,19,114,1487,277,46,0,21,119,206,25,2,20,0,1415,62,42,34,20,8,41,56.1,18,23,2,21,23,85,30,1,68,2.63,47,12,6,2,0,1,8,0.31,2020,61,661,878,503,30,2020,61,41,67.2,20,32.8,1104,5729,3249,65,50,12,40,29,1330,133,5,0,0,45,32,2,119,23,42,0,2,0,160,20,33,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Che Adams,sct SCO,FW,Southampton,eng Premier League,24,1996,36,30,2667,29.6,9,5,14,9,0,0,1,0,9.8,9.8,5.0,14.8,0.47,0.50,32,57,149,55,31,56.4,1.86,1.05,0.16,0.29,13.8,0,0,0,9.8,9.8,0.18,-0.8,-0.8,431,622,69.3,6240,1416,5,5.0,3.0,0.0,37,35,23,1,57,615,2,1,7,3,6,1,0,0,0,0,431,25,16,4,15,6,17,35.3,11,20,2,18,4,29,19,1,68,2.29,50,0,2,7,9,0,7,0.24,926,24,98,403,439,97,926,50,28,56.0,22,44.0,516,2336,900,32,28,13,88,44,713,149,1,0,0,30,55,19,6,4,16,0,0,0,84,53,133,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Tyler Adams,us USA,"MF,DF",RB Leipzig,de Bundesliga,21,1999,27,21,1850,20.6,1,1,2,1,0,0,3,0,1.3,1.3,0.9,2.2,0.10,0.11,27,113,70,7,4,57.1,0.34,0.19,0.14,0.25,17.6,0,0,0,1.3,1.3,0.19,-0.3,-0.3,1173,1375,85.3,17415,5037,1,0.9,1.5,+0.1,14,97,24,3,113,1273,100,22,0,2,19,78,0,0,0,0,1173,35,24,12,15,8,31,54.8,14,22,5,17,29,64,30,0,37,1.80,31,0,0,0,3,3,3,0.15,1591,47,327,964,313,19,1591,26,15,57.7,11,42.3,901,4292,1941,27,31,3,37,14,1056,70,3,0,0,29,29,2,19,29,24,0,0,0,169,21,13,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Sargis Adamyan,am ARM,"FW,MF",Hoffenheim,de Bundesliga,27,1993,18,3,479,5.3,2,3,5,2,0,0,2,0,2.1,2.1,2.3,4.5,0.94,0.84,20,17,58,23,7,30.4,4.32,1.32,0.09,0.29,15.3,0,0,0,2.1,2.1,0.10,-0.1,-0.1,103,156,66.0,1445,379,3,2.3,0.9,+0.7,11,5,7,2,17,151,5,0,0,2,10,3,0,0,0,0,103,9,4,4,3,2,14,50.0,7,2,0,2,6,15,1,0,22,4.12,15,1,2,2,2,0,6,1.12,226,2,20,63,146,38,226,7,3,42.9,4,57.1,151,1099,514,20,16,3,14,6,176,58,2,0,0,5,8,3,10,6,4,0,0,0,20,11,11,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Tosin Adarabioyo,eng ENG,DF,Fulham,eng Premier League,22,1997,33,33,2953,32.8,0,0,0,0,0,0,1,0,1.1,1.1,0.3,1.4,0.00,0.04,5,75,3,18,5,27.8,0.55,0.15,0.00,0.00,10.5,0,0,0,1.1,1.1,0.06,-1.1,-1.1,1647,1918,85.9,33255,12650,0,0.3,0.4,-0.3,5,71,5,0,75,1872,42,35,0,8,2,7,0,0,0,0,1647,37,19,30,6,1,40,47.5,21,26,20,6,42,79,197,2,18,0.55,18,0,0,0,0,0,1,0.03,2272,398,1310,900,67,35,2272,14,11,78.6,3,21.4,1337,5844,3132,5,5,0,12,5,1522,3,1,0,0,16,6,2,2,42,19,0,1,1,143,82,38,68.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Bobby Adekanye,nl NED,"FW,MF",Cádiz,es La Liga,21,1999,3,0,36,0.4,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0.00,0.85,4,0,4,1,0,0.0,2.50,0.00,0.00,,17.1,0,0,0,0.3,0.3,0.34,-0.3,-0.3,7,10,70.0,99,0,0,0.0,0.0,0.0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0.00,18,1,2,5,11,3,18,1,1,100.0,0,0.0,13,103,68,4,3,0,3,0,11,4,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Yacine Adli,fr FRA,MF,Bordeaux,fr Ligue 1,20,2000,35,25,2418,26.9,2,5,7,2,0,0,6,0,1.9,1.9,4.4,6.3,0.26,0.23,54,188,48,24,9,37.5,0.89,0.33,0.08,0.22,20.0,1,0,0,1.9,1.9,0.08,+0.1,+0.1,1327,1631,81.4,24310,6907,5,4.4,3.0,+0.6,53,158,20,2,188,1559,65,40,6,25,53,6,18,7,8,0,1327,74,37,30,33,11,92,38.0,57,27,2,25,39,113,17,2,104,3.87,78,10,8,2,3,3,10,0.37,1920,40,348,1217,390,25,1920,79,50,63.3,29,36.7,1179,5988,3121,54,50,10,42,41,1422,48,6,0,0,39,37,0,53,39,37,0,0,0,172,27,27,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Andrea Adorante,it ITA,FW,Parma,it Serie A,20,2000,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1,1,100.0,18,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,2,0,0,2,0,0,2,0,0,,0,,2,9,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Adrián,es ESP,GK,Liverpool,eng Premier League,33,1987,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,78,100,78.0,1796,1138,0,0.0,0.0,0.0,0,0,0,0,0,70,29,7,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,,0,0,0,0,0,0,3,1,0,0.00,0,0,0,0,0,0,0,0.00,110,99,110,0,0,0,110,0,0,,0,,52,259,79,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0,9,3.00,18,9,50.0,1,1,1,1,33.3,0,0,0,0,6.8,0.38,-2.2,-0.72,11,28,39.3,77,19,31.2,31.3,35,0,0.0,6,2.00,17.0
25,Martin Agirregabiria,es ESP,"DF,MF",Alavés,es La Liga,24,1996,26,16,1558,17.3,0,1,1,0,0,0,1,0,0.1,0.1,0.7,0.9,0.06,0.05,11,39,36,2,0,0.0,0.12,0.00,0.00,,15.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,533,751,71.0,8830,4027,1,0.7,0.7,+0.3,12,39,15,10,39,563,183,16,0,9,32,165,2,0,0,0,533,32,18,17,12,3,33,51.5,16,9,3,6,27,59,36,0,28,1.62,16,9,0,0,3,0,3,0.17,888,41,314,418,164,9,888,6,2,33.3,4,66.7,380,1426,691,11,11,2,14,4,424,36,1,0,0,23,23,1,32,27,18,0,0,0,81,19,22,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Lucien Agoume,fr FRA,MF,Spezia,it Serie A,18,2002,12,9,800,8.9,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,0.00,0.02,6,46,7,2,0,0.0,0.23,0.00,0.00,,19.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,434,487,89.1,7835,1942,0,0.1,0.3,-0.1,2,39,3,1,46,472,12,11,1,5,1,1,0,0,0,0,434,18,10,11,7,0,19,31.6,13,10,5,5,15,33,10,0,7,0.79,7,0,0,0,0,0,2,0.23,563,26,165,338,68,1,563,8,6,75.0,2,25.0,308,1391,569,6,6,1,9,8,368,7,2,0,0,17,8,0,1,15,10,0,0,0,75,12,2,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Felix Agu,ng NGA,DF,Werder Bremen,de Bundesliga,20,1999,15,8,701,7.8,1,0,1,1,0,0,0,0,0.6,0.6,0.5,1.1,0.13,0.14,7,9,33,4,1,25.0,0.51,0.13,0.25,1.00,19.3,0,0,0,0.6,0.6,0.15,+0.4,+0.4,210,299,70.2,3068,1068,0,0.5,0.4,-0.5,3,10,3,2,9,231,68,0,0,1,12,68,0,0,0,0,210,20,9,10,9,1,18,55.6,8,14,3,11,12,32,18,0,8,1.03,4,1,1,0,2,0,0,0.00,409,21,152,180,80,7,409,11,5,45.5,6,54.5,160,841,345,7,4,1,21,7,191,33,0,0,0,5,26,1,12,12,9,0,0,0,45,13,11,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Kevin Agudelo,co COL,FW,Spezia,it Serie A,21,1998,29,14,1356,15.1,1,2,3,1,0,0,4,0,1.5,1.5,1.3,2.8,0.20,0.19,50,43,82,19,4,21.1,1.26,0.27,0.05,0.25,17.1,0,0,0,1.5,1.5,0.08,-0.5,-0.5,228,328,69.5,3824,848,2,1.3,0.8,+0.7,12,27,10,0,43,310,16,0,1,1,11,2,2,0,0,0,228,39,28,9,15,15,34,35.3,22,30,0,30,10,49,2,0,38,2.52,19,1,3,8,4,3,7,0.46,544,2,58,233,271,56,544,76,44,57.9,32,42.1,324,2760,1422,50,35,24,35,25,357,82,4,0,0,20,32,2,11,10,28,0,0,0,60,16,34,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Nayef Aguerd,ma MAR,DF,Rennes,fr Ligue 1,24,1996,35,35,3147,35.0,3,1,4,3,0,0,6,0,3.2,3.2,0.7,4.0,0.11,0.11,14,136,2,28,6,21.4,0.80,0.17,0.11,0.50,10.1,0,0,0,3.2,3.2,0.12,-0.2,-0.2,2449,2712,90.3,45688,18953,1,0.7,0.7,+0.3,5,126,1,0,136,2631,80,79,0,30,1,1,0,0,0,0,2449,37,30,28,9,0,33,63.6,12,34,22,12,47,84,102,0,20,0.57,17,0,0,3,0,0,1,0.03,3016,241,1281,1679,75,38,3016,11,9,81.8,2,18.2,1885,7924,4548,14,16,1,11,10,2257,2,6,0,0,22,29,2,1,47,30,0,1,0,197,121,71,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Sergio Agüero,ar ARG,FW,Manchester City,eng Premier League,32,1988,12,7,559,6.2,4,1,5,3,1,2,0,0,3.5,1.9,1.2,3.1,0.64,0.75,12,12,39,17,10,58.8,2.74,1.61,0.18,0.30,14.6,0,1,2,3.5,1.9,0.11,+0.5,+1.1,140,173,80.9,1625,219,1,1.2,0.9,-0.2,7,12,5,1,12,163,10,0,0,0,1,1,0,0,0,0,140,4,1,0,2,2,11,18.2,9,2,0,2,2,6,0,0,18,2.90,13,0,3,1,0,1,3,0.48,234,0,5,99,131,45,232,13,8,61.5,5,38.5,155,769,330,12,10,3,15,11,191,39,0,0,0,2,7,1,1,2,1,0,0,0,12,2,4,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Ruben Aguilar,fr FRA,"DF,MF",Monaco,fr Ligue 1,27,1993,33,27,2225,24.7,1,3,4,1,0,0,6,0,0.9,0.9,4.7,5.6,0.16,0.23,74,101,231,8,3,37.5,0.32,0.12,0.13,0.33,11.0,0,0,0,0.9,0.9,0.11,+0.1,+0.1,1265,1568,80.7,19271,5384,3,4.7,5.8,-1.7,41,77,39,21,101,1341,221,32,1,14,118,167,22,8,11,0,1265,63,37,32,21,10,52,61.5,20,30,3,27,47,110,43,1,78,3.15,56,10,2,1,7,2,7,0.28,1876,53,371,890,633,58,1876,29,12,41.4,17,58.6,944,5100,2717,74,52,4,40,14,1171,231,6,0,0,39,36,1,118,47,37,1,0,0,139,46,38,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
