Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
262,László Bénes,sk SVK,MF,Gladbach,de Bundesliga,22,1997,7,1,150,1.7,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.3,0.60,0.17,2,7,6,2,0,0.0,1.20,0.00,0.00,,30.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,81,112,72.3,1348,425,1,0.2,0.3,+0.8,4,6,0,0,7,89,23,14,0,1,16,0,9,3,6,0,81,6,2,5,1,0,4,50.0,2,0,0,0,2,8,1,0,7,4.20,1,4,0,0,2,0,2,1.20,127,4,22,77,28,1,127,0,0,,0,,60,248,101,2,2,0,0,2,77,6,0,0,0,0,5,0,16,2,2,0,0,0,8,0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,27,1993,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.00,0.00,0,1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,994,1222,81.3,22629,15207,0,0.0,0.0,0.0,0,5,0,0,1,857,362,62,0,0,0,0,0,0,0,0,994,1,1,1,0,0,3,33.3,2,1,0,1,1,2,7,2,3,0.08,1,2,0,0,0,0,0,0.00,1300,1175,1291,10,0,0,1300,0,0,,0,,705,3121,2059,0,0,0,2,0,596,0,3,0,0,0,4,0,0,1,1,0,0,0,35,13,0,100.0,53,1.39,176,123,73.9,15,7,16,9,23.7,7,7,0,0,50.8,0.25,-2.2,-0.06,91,286,31.8,919,180,21.1,27.2,572,24,4.2,20,0.53,13.1
264,Loris Benito,ch SUI,DF,Bordeaux,fr Ligue 1,28,1992,31,30,2651,29.5,0,0,0,0,0,0,7,1,0.5,0.5,1.3,1.8,0.00,0.06,57,120,73,8,1,12.5,0.27,0.03,0.00,0.00,12.3,0,0,0,0.5,0.5,0.06,-0.5,-0.5,1515,1799,84.2,24582,9332,0,1.3,1.0,-1.3,15,102,11,8,120,1514,283,45,0,2,40,237,1,0,0,0,1515,42,26,27,12,3,48,45.8,26,33,10,23,42,84,70,0,34,1.15,27,5,1,1,0,0,0,0.00,2023,104,756,1003,286,15,2023,3,2,66.7,1,33.3,1099,5573,2818,57,36,1,13,8,1245,73,7,1,0,39,16,2,40,42,26,0,1,0,175,43,29,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Sergio Benito,es ESP,FW,Valladolid,es La Liga,21,1999,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,0,0,,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Bilal Benkhedim,fr FRA,FW,Saint-Étienne,fr Ligue 1,19,2001,3,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.00,0.10,0,1,9,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,32,48,66.7,524,66,0,0.1,0.0,-0.1,1,0,0,0,1,38,10,4,0,0,11,0,6,3,2,0,32,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,1,1.23,0,1,0,0,0,0,0,0.00,58,0,4,28,26,2,58,3,2,66.7,1,33.3,33,163,57,0,1,0,6,1,37,9,0,0,0,1,1,0,11,0,0,0,0,0,6,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Djamel Benlamri,dz ALG,DF,Lyon,fr Ligue 1,30,1989,6,0,149,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.02,3,7,1,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,72,81,88.9,1496,516,0,0.0,0.0,0.0,1,5,0,0,7,78,3,2,0,2,0,1,0,0,0,0,72,5,3,5,0,0,6,50.0,3,3,2,1,6,11,11,0,2,1.21,2,0,0,0,0,0,0,0.00,107,10,56,47,4,0,107,0,0,,0,,52,332,187,3,1,0,1,1,57,1,0,0,0,2,7,0,0,6,3,0,0,0,7,3,1,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,22,1997,21,17,1326,14.7,0,2,2,0,0,0,4,0,0.9,0.9,0.6,1.5,0.14,0.10,20,82,12,12,1,8.3,0.81,0.07,0.00,0.00,26.7,0,0,0,0.9,0.9,0.08,-0.9,-0.9,851,984,86.5,14057,4891,2,0.6,0.8,+1.4,5,105,13,0,82,938,39,31,0,10,10,1,7,2,3,0,851,39,18,17,21,1,32,46.9,17,10,1,9,20,59,12,0,28,1.90,20,2,1,2,3,0,7,0.47,1140,33,261,749,140,4,1140,36,29,80.6,7,19.4,702,3777,1719,20,23,3,21,15,798,12,4,0,0,20,30,0,10,20,18,1,1,0,118,11,21,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Saïd Benrahma,dz ALG,"FW,MF",West Ham,eng Premier League,24,1995,30,14,1391,15.5,1,6,7,1,0,0,0,0,2.6,2.6,4.1,6.7,0.45,0.43,63,60,107,35,12,34.3,2.26,0.78,0.03,0.08,21.2,1,0,0,2.6,2.6,0.07,-1.6,-1.6,411,536,76.7,5618,1648,6,4.1,3.2,+1.9,27,43,20,8,60,519,14,1,3,1,44,5,0,0,0,0,411,24,15,8,11,5,28,28.6,20,10,0,10,8,32,8,0,64,4.14,53,0,4,3,3,1,10,0.65,752,13,113,307,351,49,752,80,42,52.5,38,47.5,509,3605,1793,63,35,16,48,33,535,107,0,0,0,14,15,2,44,8,15,0,1,0,91,2,13,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Yassine Benrahou,fr FRA,MF,Nîmes,fr Ligue 1,21,1999,23,15,1239,13.8,0,0,0,0,0,0,2,0,0.8,0.8,2.7,3.4,0.00,0.25,26,61,53,18,4,22.2,1.31,0.29,0.00,0.00,24.0,5,0,0,0.8,0.8,0.04,-0.8,-0.8,442,604,73.2,7035,2018,0,2.7,2.8,-2.7,25,45,15,4,61,508,94,40,2,8,93,2,50,22,19,3,442,16,9,8,6,2,25,28.0,18,9,0,9,4,20,5,1,51,3.71,26,17,1,0,7,0,2,0.15,742,6,89,343,318,29,742,37,17,45.9,20,54.1,411,2114,808,26,19,7,45,30,499,53,2,0,0,8,25,0,93,4,9,0,0,0,68,6,21,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Ramy Bensebaini,dz ALG,DF,Gladbach,de Bundesliga,25,1995,25,20,1811,20.1,4,0,4,3,1,1,7,0,2.3,1.6,1.2,2.7,0.15,0.17,27,83,64,21,7,33.3,1.04,0.35,0.14,0.43,16.0,0,1,1,2.3,1.6,0.07,+1.7,+1.4,997,1237,80.6,16182,6299,0,1.2,1.1,-1.2,10,59,12,4,83,1049,184,41,0,4,18,143,0,0,0,0,997,43,24,27,13,3,42,61.9,16,39,7,32,47,90,66,0,24,1.19,19,0,2,1,1,1,4,0.20,1521,97,560,779,202,32,1520,22,13,59.1,9,40.9,780,3405,1829,27,15,5,32,10,866,64,7,0,0,34,30,2,18,47,24,0,2,0,148,41,25,62.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Josh Benson,eng ENG,MF,Burnley,eng Premier League,20,1999,6,2,264,2.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.00,0.07,1,6,8,2,0,0.0,0.68,0.00,0.00,,24.2,1,0,0,0.2,0.2,0.10,-0.2,-0.2,62,85,72.9,738,273,0,0.0,0.1,0.0,0,7,0,0,6,83,2,1,0,0,5,1,0,0,0,0,62,5,1,3,0,2,6,16.7,5,3,0,3,3,8,2,0,2,0.68,2,0,0,0,0,0,0,0.00,110,3,16,59,36,2,110,7,2,28.6,5,71.4,52,202,116,1,2,0,4,4,72,8,0,0,0,4,1,0,5,3,1,0,1,0,18,2,4,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Nabil Bentaleb,dz ALG,MF,Schalke 04,de Bundesliga,25,1994,9,6,548,6.1,0,0,0,0,0,1,2,0,0.8,0.0,0.0,0.0,0.00,0.14,6,29,5,0,0,,0.00,0.00,,,,0,0,1,0.8,0.0,,-0.8,0.0,231,285,81.1,3685,948,0,0.0,0.1,0.0,1,30,2,0,29,271,12,11,1,1,3,1,0,0,0,0,231,14,8,7,6,1,15,26.7,11,5,2,3,6,20,8,0,5,0.82,5,0,0,0,0,0,0,0.00,338,11,88,198,52,3,337,5,4,80.0,1,20.0,163,652,289,6,3,1,9,8,230,5,2,0,0,11,3,0,3,6,8,0,0,0,30,6,6,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,Rodrigo Bentancur,uy URU,MF,Juventus,it Serie A,23,1997,33,27,2324,25.8,0,4,4,0,0,0,8,1,0.6,0.6,2.3,2.9,0.15,0.11,35,173,25,15,5,33.3,0.58,0.19,0.00,0.00,25.1,0,0,0,0.6,0.6,0.04,-0.6,-0.6,1643,1851,88.8,28913,8319,4,2.3,1.8,+1.7,29,171,14,3,173,1785,60,40,2,14,25,5,15,5,6,0,1643,63,33,21,37,5,59,33.9,39,35,12,23,47,110,46,1,69,2.67,53,8,1,1,2,4,11,0.43,2127,101,507,1312,339,15,2127,51,35,68.6,16,31.4,1174,5484,2550,35,41,3,29,16,1503,25,8,1,1,45,27,2,25,47,33,0,0,0,205,30,21,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Christian Benteke,be BEL,FW,Crystal Palace,eng Premier League,29,1990,30,21,1816,20.2,10,1,11,10,0,0,3,1,8.3,8.3,0.9,9.1,0.55,0.45,14,36,124,71,33,46.5,3.52,1.64,0.14,0.30,12.5,0,0,0,8.3,8.3,0.12,+1.7,+1.7,339,583,58.1,4059,800,1,0.9,1.0,+0.1,15,27,11,1,36,567,12,1,0,1,3,1,0,0,0,0,339,15,7,1,7,7,9,22.2,7,17,6,11,4,19,39,0,40,1.98,31,0,4,2,1,2,4,0.20,837,53,82,411,350,118,837,27,16,59.3,11,40.7,351,1499,464,14,10,9,59,27,661,124,3,1,1,35,20,14,3,4,7,0,0,0,45,204,154,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,32,1987,34,33,2894,32.2,23,9,32,22,1,1,2,0,18.5,17.7,6.4,24.1,0.96,0.78,107,114,256,122,52,42.6,3.79,1.62,0.18,0.42,15.5,6,1,1,18.5,17.7,0.15,+4.5,+4.3,1029,1235,83.3,13128,2262,9,6.4,6.1,+2.6,38,56,34,0,114,1169,59,2,4,12,18,1,3,0,0,0,1029,8,6,4,2,2,15,33.3,10,9,2,7,8,16,24,0,98,3.05,77,0,9,10,2,0,18,0.56,1533,31,119,588,837,217,1532,62,39,62.9,23,37.1,857,5094,2603,107,66,46,58,39,1287,256,2,0,0,17,25,23,18,8,6,0,0,0,69,26,38,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Yassine Benzia,dz ALG,"MF,FW",Dijon,fr Ligue 1,25,1994,7,5,407,4.5,2,1,3,0,2,2,1,0,1.8,0.2,0.5,0.7,0.22,0.50,5,19,11,4,0,0.0,0.88,0.00,0.00,,27.2,0,2,2,1.8,0.2,0.05,+0.2,-0.2,155,201,77.1,2618,724,1,0.5,0.3,+0.5,9,16,1,1,19,168,32,15,0,1,22,0,10,4,6,0,155,10,5,5,3,2,10,20.0,8,3,0,3,6,16,2,0,16,3.54,12,3,1,0,0,0,0,0.00,256,0,37,142,81,6,254,12,8,66.7,4,33.3,157,651,259,5,6,1,13,7,167,11,1,0,0,8,9,0,22,6,5,0,0,0,28,4,7,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Alessandro Berardi,it ITA,GK,Hellas Verona,it Serie A,29,1991,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,6,11,54.5,275,255,0,0.0,0.0,0.0,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,3.21,0,1,0,0,0,0,1,3.21,12,12,12,0,0,0,12,0,0,,0,,6,42,33,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0.00,1,1,100.0,0,0,0,0,,0,0,0,0,0.0,0.02,0.0,+0.06,5,9,55.6,7,0,71.4,43.0,6,0,0.0,0,0.00,9.0
279,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,25,1994,30,28,2475,27.5,17,7,24,10,7,8,4,0,15.0,8.7,6.2,14.9,0.62,0.77,101,164,272,105,32,30.5,3.82,1.16,0.10,0.31,21.7,10,7,8,15.0,8.7,0.08,+2.0,+1.3,984,1310,75.1,17062,4398,7,6.2,5.2,+0.8,58,72,84,13,164,1202,102,39,7,11,117,5,58,30,16,0,984,42,22,17,11,14,62,33.9,41,23,1,22,26,68,34,0,151,5.49,100,15,9,16,8,3,18,0.65,1661,41,193,615,879,121,1653,63,30,47.6,33,52.4,1006,6320,3125,101,59,36,54,31,1213,272,4,0,0,43,59,2,117,26,22,1,0,0,136,12,32,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Gaetano Berardi,ch SUI,DF,Leeds United,eng Premier League,31,1988,2,1,113,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.00,0.09,0,2,1,1,0,0.0,0.80,0.00,0.00,,8.3,0,0,0,0.1,0.1,0.11,-0.1,-0.1,50,63,79.4,785,388,0,0.0,0.0,0.0,0,2,1,0,2,56,6,0,0,0,1,6,0,0,0,0,50,2,2,1,0,1,0,,0,2,1,1,1,3,2,0,1,0.80,0,0,0,1,0,0,0,0.00,72,6,37,32,3,1,72,0,0,,0,,36,138,79,0,0,0,0,0,45,1,0,0,0,1,0,0,1,1,2,0,0,0,7,4,3,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,30,1990,23,21,1682,18.7,1,3,4,1,0,0,3,0,0.9,0.9,2.0,2.9,0.21,0.15,55,98,105,16,6,37.5,0.86,0.32,0.06,0.17,19.5,0,0,0,0.9,0.9,0.06,+0.1,+0.1,909,1132,80.3,15028,5395,3,2.0,2.1,+1.0,17,58,32,13,98,895,233,34,1,21,76,199,0,0,0,0,909,24,19,14,5,5,24,41.7,14,14,0,14,11,35,29,0,42,2.25,35,1,2,0,3,1,4,0.21,1294,37,280,617,406,40,1294,35,17,48.6,18,51.4,657,4077,2156,55,41,13,24,13,772,105,3,0,0,17,30,1,76,11,19,1,0,0,109,24,12,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Álex Berenguer,es ESP,MF,Torino,it Serie A,25,1995,2,2,131,1.5,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0.00,0.30,5,6,3,2,2,100.0,1.37,1.37,0.00,0.00,16.0,0,0,0,0.4,0.4,0.22,-0.4,-0.4,32,47,68.1,467,122,0,0.0,0.1,0.0,0,4,1,0,6,42,4,2,2,0,5,0,2,0,2,0,32,2,0,0,0,2,5,40.0,3,2,0,2,0,2,1,0,3,2.06,1,0,1,1,0,0,1,0.69,63,3,4,32,28,1,63,2,2,100.0,0,0.0,30,257,181,5,3,0,3,2,44,3,0,0,0,2,3,1,5,0,0,0,0,0,5,2,2,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Álex Berenguer,es ESP,"MF,FW",Athletic Club,es La Liga,25,1995,35,27,2278,25.3,8,4,12,8,0,0,4,0,6.2,6.2,3.4,9.7,0.47,0.38,64,85,201,48,15,31.3,1.90,0.59,0.17,0.53,17.4,4,0,0,6.2,6.2,0.13,+1.8,+1.8,601,917,65.5,8373,2615,4,3.4,3.7,+0.6,38,25,40,10,85,789,121,25,0,3,147,10,86,30,30,1,601,47,31,21,20,6,51,17.6,42,48,3,45,18,65,27,0,87,3.44,61,14,6,1,4,1,12,0.47,1276,27,163,406,730,75,1276,73,35,47.9,38,52.1,639,4113,2105,64,52,21,55,39,821,201,4,0,0,48,46,18,147,18,31,1,0,0,110,23,42,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Bartosz Bereszyński,pl POL,DF,Sampdoria,it Serie A,28,1992,31,29,2607,29.0,1,0,1,1,0,0,2,0,0.2,0.2,0.7,0.8,0.03,0.03,42,103,81,3,1,33.3,0.10,0.03,0.33,1.00,17.1,0,0,0,0.2,0.2,0.05,+0.8,+0.8,1203,1496,80.4,18103,7023,0,0.7,1.1,-0.7,8,76,19,6,103,1218,274,41,0,2,46,233,0,0,0,0,1203,66,44,37,22,7,73,56.2,32,40,20,20,42,108,88,0,37,1.28,27,4,2,1,2,1,1,0.03,1788,133,632,809,368,15,1788,33,18,54.5,15,45.5,803,3982,2045,42,36,7,27,15,958,81,2,0,0,28,28,0,46,42,44,0,0,0,152,28,33,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,eng Premier League,29,1990,22,16,1363,15.1,2,0,2,2,0,0,2,0,1.2,1.2,0.5,1.7,0.13,0.11,25,31,74,19,8,42.1,1.25,0.53,0.11,0.25,21.5,1,0,0,1.2,1.2,0.06,+0.8,+0.8,355,473,75.1,5201,1224,0,0.5,0.8,-0.5,9,25,12,4,31,465,5,0,1,3,31,2,3,3,0,0,355,19,11,6,9,4,23,47.8,12,11,2,9,17,36,19,0,27,1.78,22,0,1,1,3,0,0,0.00,612,27,96,267,254,29,612,27,10,37.0,17,63.0,357,2072,798,25,15,2,17,12,414,74,2,0,0,11,16,1,31,17,11,0,0,0,81,19,27,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Sander Berge,no NOR,MF,Sheffield Utd,eng Premier League,22,1998,15,13,1120,12.4,1,1,2,0,1,1,4,0,1.2,0.4,1.1,1.6,0.08,0.19,39,39,33,9,1,11.1,0.72,0.08,0.00,0.00,18.0,0,1,1,1.2,0.4,0.05,-0.2,-0.4,378,464,81.5,5944,1357,1,1.1,0.8,-0.1,13,28,4,2,39,454,8,3,0,3,23,3,2,2,0,0,378,16,7,8,5,3,15,46.7,8,11,2,9,4,20,18,0,23,1.85,20,0,2,1,0,0,1,0.08,590,31,109,295,199,31,589,32,20,62.5,12,37.5,363,2831,1397,39,30,10,24,13,390,33,4,0,0,14,4,2,23,4,7,0,0,0,68,16,15,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Steven Bergwijn,nl NED,"FW,MF",Tottenham,eng Premier League,22,1997,21,13,1208,13.4,1,3,4,1,0,0,3,0,2.0,2.0,0.9,2.9,0.30,0.21,32,25,83,15,6,40.0,1.12,0.45,0.07,0.17,17.1,0,0,0,2.0,2.0,0.13,-1.0,-1.0,350,430,81.4,4248,714,3,0.9,0.8,+2.1,13,15,8,0,25,421,9,2,0,1,13,1,4,3,0,0,350,15,7,8,3,4,20,35.0,13,7,1,6,5,20,9,0,35,2.61,24,1,2,3,5,0,7,0.52,556,11,81,238,250,33,556,45,22,48.9,23,51.1,354,2096,999,32,31,11,30,15,411,83,3,0,0,20,16,1,13,5,7,1,0,0,76,2,10,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Valon Berisha,xk KVX,MF,Reims,fr Ligue 1,27,1993,24,17,1645,18.3,0,3,3,0,0,0,2,0,1.0,1.0,1.8,2.8,0.16,0.15,48,130,51,21,3,14.3,1.15,0.16,0.00,0.00,22.2,3,0,0,1.0,1.0,0.05,-1.0,-1.0,827,1014,81.6,16000,4037,3,1.8,2.2,+1.2,25,101,19,2,130,920,93,43,0,20,62,7,43,11,26,0,827,40,23,19,17,4,47,23.4,36,14,2,12,25,65,21,1,57,3.12,48,8,0,0,0,1,7,0.38,1194,30,196,700,313,23,1194,17,10,58.8,7,41.2,653,3546,2062,48,31,3,28,12,815,51,2,0,0,15,16,1,62,25,23,0,0,0,84,9,13,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Bernard,br BRA,"MF,FW",Everton,eng Premier League,27,1992,12,3,455,5.1,1,0,1,1,0,0,2,0,0.3,0.3,0.6,0.8,0.20,0.16,13,37,42,6,2,33.3,1.19,0.40,0.17,0.50,22.5,0,0,0,0.3,0.3,0.04,+0.7,+0.7,219,270,81.1,3230,813,0,0.6,0.8,-0.6,10,17,11,3,37,263,5,1,0,1,14,2,0,0,0,0,219,8,3,3,3,2,15,46.7,8,5,0,5,8,16,6,0,22,4.35,19,0,1,1,1,0,2,0.40,337,7,34,163,141,14,337,16,10,62.5,6,37.5,225,1116,540,13,10,2,16,11,246,42,2,0,0,6,7,0,14,8,3,0,0,0,31,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Federico Bernardeschi,it ITA,"MF,DF",Juventus,it Serie A,26,1994,27,8,972,10.8,0,2,2,0,0,0,3,0,1.3,1.3,2.8,4.1,0.19,0.38,37,39,85,13,6,46.2,1.20,0.56,0.00,0.00,18.3,0,0,0,1.3,1.3,0.10,-1.3,-1.3,447,585,76.4,7655,2210,2,2.8,2.2,-0.8,25,31,14,5,39,501,82,21,1,7,85,25,36,4,28,0,447,9,4,3,5,1,20,20.0,16,6,2,4,14,23,7,1,43,3.97,23,15,1,1,3,0,5,0.46,707,23,139,277,297,29,707,32,22,68.8,10,31.3,416,2620,1257,37,26,5,27,12,481,85,3,0,0,13,17,2,85,14,4,0,0,0,64,6,7,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Bernardo,br BRA,"DF,MF",Brighton,eng Premier League,25,1995,3,2,206,2.3,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,0.00,0.22,2,9,15,4,0,0.0,1.75,0.00,0.00,,7.7,0,0,0,0.4,0.4,0.10,-0.4,-0.4,61,85,71.8,878,251,0,0.1,0.1,-0.1,2,3,3,1,9,78,6,1,0,0,5,5,0,0,0,0,61,10,8,8,1,1,6,66.7,2,2,0,2,1,11,1,0,5,2.20,2,0,0,3,0,0,0,0.00,113,4,24,36,53,6,113,3,0,0.0,3,100.0,63,234,104,2,2,0,1,4,79,15,0,0,0,1,1,0,5,1,8,0,0,0,7,7,7,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Paul Bernardoni,fr FRA,GK,Angers,fr Ligue 1,23,1997,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,640,985,65.0,19137,14456,0,0.0,0.0,0.0,0,7,0,0,0,595,386,117,0,4,0,0,0,0,0,0,640,1,1,1,0,0,2,50.0,1,0,0,0,2,3,23,1,0,0.00,0,0,0,0,0,0,0,0.00,1075,904,1066,9,0,0,1075,0,0,,0,,513,2373,1493,0,0,0,1,1,330,0,1,0,0,2,11,0,0,2,1,0,2,0,23,6,0,100.0,58,1.53,139,82,63.3,12,8,18,9,23.7,8,7,1,0,53.5,0.33,-3.5,-0.09,143,456,31.4,712,214,37.5,35.2,516,19,3.7,17,0.45,11.3
293,Juan Bernat,es ESP,DF,Paris S-G,fr Ligue 1,27,1993,3,2,194,2.2,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0.00,0.09,4,11,16,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,114,125,91.2,1434,351,0,0.2,0.2,-0.2,2,4,5,0,11,108,16,2,0,0,1,14,0,0,0,0,114,5,3,0,4,1,5,60.0,2,4,0,4,1,6,6,0,3,1.43,3,0,0,0,0,0,0,0.00,155,7,33,64,59,1,155,5,3,60.0,2,40.0,77,441,175,4,5,0,4,0,103,16,2,0,0,6,1,0,1,1,3,0,0,0,7,0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Dimitry Bertaud,cd COD,GK,Montpellier,fr Ligue 1,22,1998,9,7,745,8.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,217,312,69.6,8290,6753,0,0.0,0.0,0.0,0,11,0,0,0,194,118,36,0,3,0,0,0,0,0,0,217,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,0,0.00,0,0,0,0,0,0,0,0.00,330,286,330,0,0,0,330,0,0,,0,,183,978,625,0,0,0,0,0,109,0,0,0,0,0,4,0,0,1,0,0,0,0,5,3,0,100.0,11,1.33,42,31,76.2,4,2,1,3,42.9,1,1,0,0,13.9,0.32,+2.9,+0.35,94,180,52.2,230,46,47.8,39.3,145,7,4.8,2,0.24,10.2
