Rk,Squad,Comp,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,G+A-PK,xG+xAG,Rk_stats_teams_shooting_for,Comp_stats_teams_shooting_for,# Pl_stats_teams_shooting_for,90s_stats_teams_shooting_for,Gls_stats_teams_shooting_for,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_teams_shooting_for,PKatt_stats_teams_shooting_for,xG_stats_teams_shooting_for,npxG_stats_teams_shooting_for,npxG/Sh,G-xG,np:G-xG,Rk_stats_teams_passing_for,Comp_stats_teams_passing_for,# Pl_stats_teams_passing_for,90s_stats_teams_passing_for,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_teams_passing_for,xAG_stats_teams_passing_for,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_teams_passing_for,Rk_stats_teams_passing_types_for,Comp_stats_teams_passing_types_for,# Pl_stats_teams_passing_types_for,90s_stats_teams_passing_types_for,Att_stats_teams_passing_types_for,Live,Dead,FK_stats_teams_passing_types_for,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_teams_passing_types_for,Off,Blocks,Rk_stats_teams_gca_for,Comp_stats_teams_gca_for,# Pl_stats_teams_gca_for,90s_stats_teams_gca_for,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_teams_gca_for,Fld,Def,GCA,GCA90,Rk_stats_teams_defense_for,Comp_stats_teams_defense_for,# Pl_stats_teams_defense_for,90s_stats_teams_defense_for,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_teams_defense_for,Tkl%,Lost,Blocks_stats_teams_defense_for,Sh_stats_teams_defense_for,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_teams_possession_for,Comp_stats_teams_possession_for,# Pl_stats_teams_possession_for,Poss_stats_teams_possession_for,90s_stats_teams_possession_for,Touches,Def Pen,Def 3rd_stats_teams_possession_for,Mid 3rd_stats_teams_possession_for,Att 3rd_stats_teams_possession_for,Att Pen,Live_stats_teams_possession_for,Att_stats_teams_possession_for,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_teams_possession_for,PrgDist_stats_teams_possession_for,PrgC_stats_teams_possession_for,1/3_stats_teams_possession_for,CPA,Mis,Dis,Rec,PrgR,Rk_stats_teams_playing_time_for,Comp_stats_teams_playing_time_for,# Pl_stats_teams_playing_time_for,Age_stats_teams_playing_time_for,MP_stats_teams_playing_time_for,Min_stats_teams_playing_time_for,Mn/MP,Min%,90s_stats_teams_playing_time_for,Starts_stats_teams_playing_time_for,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_teams_misc_for,Comp_stats_teams_misc_for,# Pl_stats_teams_misc_for,90s_stats_teams_misc_for,CrdY_stats_teams_misc_for,CrdR_stats_teams_misc_for,2CrdY,Fls,Fld_stats_teams_misc_for,Off_stats_teams_misc_for,Crs_stats_teams_misc_for,Int_stats_teams_misc_for,TklW_stats_teams_misc_for,PKwon,PKcon,OG,Recov,Won,Lost_stats_teams_misc_for,Won%,Rk_stats_teams_keeper_for,Comp_stats_teams_keeper_for,# Pl_stats_teams_keeper_for,MP_stats_teams_keeper_for,Starts_stats_teams_keeper_for,Min_stats_teams_keeper_for,90s_stats_teams_keeper_for,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_teams_keeper_for,PKA,PKsv,PKm,Rk_stats_teams_keeper_adv_for,Comp_stats_teams_keeper_adv_for,# Pl_stats_teams_keeper_adv_for,90s_stats_teams_keeper_adv_for,GA_stats_teams_keeper_adv_for,PKA_stats_teams_keeper_adv_for,FK_stats_teams_keeper_adv_for,CK_stats_teams_keeper_adv_for,OG_stats_teams_keeper_adv_for,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_teams_keeper_adv_for,Att_stats_teams_keeper_adv_for,Cmp%_stats_teams_keeper_adv_for,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
1,Alavés,es La Liga,30,25.5,40.3,38,418,3420,38.0,40,31,71,39,1,3,109,4.0,38.5,36.1,27.7,63.8,454,1045,1.84,1.74,1,es La Liga,30,38.0,40,389,134,34.4,10.24,3.53,0.1,0.29,19.3,22,1,3,38.5,36.1,0.1,1.5,2.9,1,es La Liga,30,38.0,9696,13876,69.9,182999,81720,31,27.7,22.0,3.3,277,835,176,62,1045,1,es La Liga,30,38.0,13876,11799,1969,566,37,133,558,817,138,61,55,6,9696,108,301,1,es La Liga,30,38.0,665,17.5,439,70,49,31,61,15,71,1.87,1,es La Liga,30,38.0,702,464,364,265,73,663,40.3,396,407,133,274,498,1200,981,11,1,es La Liga,30,40.3,38.0,17988,2197,6320,8026,3879,560,17985,577,330,57.2,244,42.3,9107,48939,24165,454,347,118,534,403,9603,1030,1,es La Liga,30,25.5,38,3420,90,100,38.0,418,85.0,303.0,111,20,154,1.24,40,50,-10,-0.26,38.5,55.9,-17.4,-0.46,1,es La Liga,30,38.0,109,4.0,4,603,522,108,558,498,464,3,10,2,1975,608,602,50.2,1,es La Liga,2,38,38,3420,38.0,50,1.32,172,122,75.0,15,2,21,12,31.6,10,7,2,1,1,es La Liga,2,38.0,50,7,2,7,2,49.4,0.25,1.4,0.04,330,786,42.0,708,103,65.5,43.4,657,17,2.6,19,0.5,12.5
2,Amiens,fr Ligue 1,30,27.5,43.3,38,418,3420,38.0,36,24,60,33,3,4,74,5.0,32.8,29.8,21.3,51.1,547,1178,1.5,1.42,2,fr Ligue 1,30,38.0,36,356,95,26.7,9.37,2.5,0.09,0.35,19.8,14,3,4,32.8,29.8,0.08,3.2,3.2,2,fr Ligue 1,30,38.0,11213,15624,71.8,204779,89839,24,21.3,24.0,2.7,263,845,178,55,1178,2,fr Ligue 1,30,38.0,15624,13590,1965,535,40,110,590,837,140,50,67,0,11213,69,346,2,fr Ligue 1,30,38.0,621,16.34,423,79,46,23,43,7,58,1.53,2,fr Ligue 1,30,38.0,658,445,336,252,70,623,39.0,380,444,164,280,523,1181,1128,20,2,fr Ligue 1,30,43.3,38.0,20018,2439,6991,9639,3654,466,20014,610,397,65.1,213,34.9,9683,51732,26943,547,391,96,618,503,11130,1166,2,fr Ligue 1,30,27.5,38,3420,90,100,38.0,418,85.0,303.0,111,20,155,1.18,37,42,-5,-0.13,32.8,54.9,-22.1,-0.58,2,fr Ligue 1,30,38.0,74,5.0,2,504,459,69,590,523,445,4,4,0,2214,637,725,46.8,2,fr Ligue 1,2,38,38,3420,38.0,42,1.11,178,136,78.7,12,9,17,11,28.9,4,4,0,0,2,fr Ligue 1,2,38.0,42,4,0,3,0,50.2,0.27,8.2,0.21,336,930,36.1,911,102,63.1,43.9,653,31,4.7,25,0.66,12.6
3,Angers,fr Ligue 1,27,27.1,45.1,38,418,3420,38.0,41,30,71,37,4,4,70,3.0,47.6,44.5,35.3,79.8,699,1430,1.76,2.18,3,fr Ligue 1,27,38.0,41,458,151,33.0,12.05,3.97,0.08,0.25,18.8,21,4,4,47.6,44.5,0.1,-6.6,-7.5,3,fr Ligue 1,27,38.0,12795,17004,75.2,225504,93236,30,35.3,30.9,-5.3,343,923,227,62,1430,3,fr Ligue 1,27,38.0,17004,14902,2043,502,57,106,653,976,169,97,50,0,12795,59,381,3,fr Ligue 1,27,38.0,798,21.0,536,80,69,49,55,9,69,1.82,3,fr Ligue 1,27,38.0,661,427,350,240,71,766,31.9,522,402,79,323,410,1071,853,14,3,fr Ligue 1,27,45.1,38.0,21050,1782,6337,10116,4834,617,21046,607,379,62.4,227,37.4,12273,64643,33954,699,576,133,542,490,12704,1415,3,fr Ligue 1,27,27.1,38,3420,90,100,38.0,418,84.0,303.0,112,22,153,1.08,42,52,-10,-0.26,47.6,45.8,1.8,0.05,3,fr Ligue 1,27,38.0,70,3.0,2,492,436,59,653,410,427,3,7,4,2051,592,654,47.5,3,fr Ligue 1,3,38,38,3420,38.0,52,1.37,138,90,67.4,9,14,15,6,15.8,7,7,0,0,3,fr Ligue 1,3,38.0,52,7,1,3,4,42.8,0.26,-5.2,-0.14,220,625,35.2,750,176,48.5,38.6,538,31,5.8,31,0.82,16.2
4,Arsenal,eng Premier League,30,26.8,61.4,38,418,3420,38.0,73,61,134,69,4,5,57,,68.3,64.3,53.3,117.6,915,2223,3.42,3.2,4,eng Premier League,30,38.0,73,589,223,37.9,15.5,5.87,0.12,0.31,17.9,30,4,5,68.3,64.3,0.11,4.7,4.7,4,eng Premier League,30,38.0,20878,25193,82.9,353044,121329,61,53.3,55.2,7.7,444,1658,478,49,2223,4,eng Premier League,30,38.0,25193,23347,1757,432,117,151,572,758,225,132,49,4,20878,89,413,4,eng Premier League,30,38.0,1079,28.39,830,53,70,65,53,8,131,3.45,4,eng Premier League,30,38.0,623,425,312,227,84,581,37.5,363,372,103,269,427,1050,879,33,4,eng Premier League,30,61.4,38.0,29146,2201,7494,13560,8306,1104,29141,547,383,70.0,164,30.0,18631,95357,50346,915,805,214,540,412,20745,2210,4,eng Premier League,30,26.8,38,3420,90,100,38.0,418,,,101,0,165,1.66,74,51,23,0.61,68.3,47.8,20.5,0.54,4,eng Premier League,30,38.0,57,,0,383,377,89,572,427,425,5,6,0,2148,630,660,48.8,4,eng Premier League,2,38,38,3420,38.0,51,1.34,147,94,68.7,19,6,13,13,34.2,6,5,1,0,4,eng Premier League,2,38.0,51,5,0,6,0,48.4,0.29,-2.6,-0.07,164,460,35.7,925,250,32.9,34.4,508,39,7.7,59,1.55,14.4
5,Atalanta,it Serie A,25,25.7,55.4,38,418,3420,38.0,57,38,95,52,5,9,66,,64.1,57.2,44.7,101.8,933,1920,2.37,2.86,5,it Serie A,25,38.0,57,570,192,33.7,15.0,5.05,0.09,0.27,16.9,15,5,9,64.1,57.2,0.1,-7.1,-5.2,5,it Serie A,25,38.0,16953,21308,79.6,305663,107817,38,44.7,41.9,-6.7,441,1374,418,91,1920,5,it Serie A,25,38.0,21308,19223,2006,530,30,288,751,887,230,90,114,6,16953,79,422,5,it Serie A,25,38.0,1015,26.71,725,92,72,77,35,14,98,2.58,5,it Serie A,25,38.0,725,488,334,313,78,650,41.8,378,430,107,323,476,1201,820,11,5,it Serie A,25,55.4,38.0,25560,1940,6875,11992,6956,1012,25551,704,442,62.8,262,37.2,14628,84639,42846,933,657,219,599,449,16842,1900,5,it Serie A,25,25.7,38,3420,90,100,38.0,418,,,108,0,313,1.58,57,39,18,0.47,64.1,36.6,27.5,0.72,5,it Serie A,25,38.0,66,,3,490,465,79,751,476,488,9,2,0,2469,563,519,52.0,5,it Serie A,3,38,38,3420,38.0,39,1.03,118,78,67.8,16,12,10,11,28.9,2,1,1,0,5,it Serie A,3,38.0,39,1,2,4,0,39.3,0.32,0.3,0.01,206,464,44.4,757,195,32.8,34.5,487,20,4.1,30,0.79,14.1
6,Athletic Club,es La Liga,26,26.7,49.6,38,418,3420,38.0,39,25,64,33,6,8,93,0.0,49.7,43.8,33.7,77.5,652,1519,1.53,2.19,6,es La Liga,26,38.0,39,421,142,33.7,11.08,3.74,0.08,0.23,16.7,13,6,8,49.7,43.8,0.11,-10.7,-10.8,6,es La Liga,26,38.0,13195,17614,74.9,263112,100454,25,33.7,33.3,-8.7,304,1214,292,104,1519,6,es La Liga,26,38.0,17614,15565,1945,576,43,178,816,822,189,84,94,2,13195,104,384,6,es La Liga,26,38.0,741,19.5,501,95,36,41,52,16,68,1.79,6,es La Liga,26,38.0,739,486,359,304,76,735,40.3,439,432,103,329,465,1204,820,9,6,es La Liga,26,49.6,38.0,21654,2134,6390,10289,5239,761,21645,611,350,57.3,261,42.7,11930,65701,33853,652,522,136,501,409,13091,1507,6,es La Liga,26,26.7,38,3420,90,100,38.0,418,85.0,312.0,106,22,160,1.13,41,49,-8,-0.21,49.7,50.3,-0.6,-0.02,6,es La Liga,26,38.0,93,0.0,0,528,487,104,816,465,486,7,6,3,2174,715,609,54.0,6,es La Liga,2,38,38,3420,38.0,49,1.29,166,117,72.3,10,13,15,11,28.9,6,3,3,0,6,es La Liga,2,38.0,49,3,3,5,3,52.0,0.28,6.0,0.16,407,840,48.5,1066,140,57.6,43.6,525,29,5.5,31,0.82,14.2
7,Atlético Madrid,es La Liga,26,26.6,47.5,38,418,3420,38.0,57,41,98,53,4,5,96,5.0,50.2,46.3,36.6,82.9,703,1460,2.47,2.28,7,es La Liga,26,38.0,57,401,147,36.7,10.55,3.87,0.13,0.36,18.5,15,4,5,50.2,46.3,0.12,6.8,6.7,7,es La Liga,26,38.0,14484,18580,78.0,247035,94141,41,36.6,30.9,4.4,295,1168,259,34,1460,7,es La Liga,26,38.0,18580,16668,1805,504,62,134,524,785,167,43,88,4,14484,107,366,7,es La Liga,26,38.0,701,18.45,472,73,65,29,45,17,104,2.74,7,es La Liga,26,38.0,917,614,442,372,103,847,44.5,470,462,129,333,513,1430,885,4,7,es La Liga,26,47.5,38.0,22955,2103,7018,10691,5490,740,22950,693,426,61.5,267,38.5,12659,66189,34201,703,498,169,548,448,14408,1449,7,es La Liga,26,26.6,38,3420,90,100,38.0,418,83.0,304.0,110,24,156,2.08,58,22,36,0.95,50.2,35.8,14.4,0.38,7,es La Liga,26,38.0,96,5.0,3,538,481,107,524,513,614,4,4,1,2214,554,539,50.7,7,es La Liga,2,38,38,3420,38.0,22,0.58,129,105,83.7,23,10,5,23,60.5,4,1,3,0,7,es La Liga,2,38.0,22,1,1,2,1,33.2,0.23,12.2,0.32,194,581,33.4,635,109,55.0,42.4,550,26,4.7,14,0.37,11.9
8,Augsburg,de Bundesliga,27,26.6,45.7,34,374,3060,34.0,41,30,71,37,4,4,68,,44.7,41.6,32.3,73.9,524,1117,1.97,2.27,8,de Bundesliga,27,34.0,41,430,141,32.8,12.65,4.15,0.09,0.26,18.1,20,4,4,44.7,41.6,0.1,-3.7,-4.6,8,de Bundesliga,27,34.0,10252,14448,71.0,193475,85959,30,32.3,33.2,-2.3,319,832,244,107,1117,8,de Bundesliga,27,34.0,14448,12602,1776,437,9,101,757,804,174,65,96,0,10252,70,413,8,de Bundesliga,27,34.0,747,21.97,518,90,27,48,46,18,68,2.0,8,de Bundesliga,27,34.0,723,543,361,292,70,603,60.4,239,400,107,293,400,1123,835,15,8,de Bundesliga,27,45.7,34.0,18129,1982,6243,7905,4191,631,18125,441,185,42.0,256,58.0,8558,49475,25463,524,350,112,421,320,10142,1103,8,de Bundesliga,27,26.6,34,3060,90,100,34.0,374,,,95,0,143,1.21,43,46,-3,-0.09,44.7,41.4,3.3,0.1,8,de Bundesliga,27,34.0,68,,1,490,411,70,757,400,543,4,3,0,1616,700,774,47.5,8,de Bundesliga,2,34,34,3060,34.0,46,1.35,166,119,73.5,10,11,13,9,26.5,3,2,1,0,8,de Bundesliga,2,34.0,46,2,2,11,0,45.5,0.26,-0.5,-0.01,274,578,47.4,946,162,44.2,37.8,471,34,7.2,18,0.53,12.5
9,Barcelona,es La Liga,25,27.7,62.8,38,418,3420,38.0,96,74,170,93,3,5,67,2.0,83.5,80.1,64.6,144.7,1025,2151,4.39,3.9,9,es La Liga,25,38.0,96,575,264,45.9,15.13,6.95,0.16,0.35,17.0,60,3,5,83.5,80.1,0.15,12.5,12.9,9,es La Liga,25,38.0,22147,25740,86.0,363856,121335,74,64.6,62.9,9.4,418,1728,475,30,2151,9,es La Liga,25,38.0,25740,23730,1876,573,113,227,409,750,215,81,66,1,22147,134,384,9,es La Liga,25,38.0,1035,27.24,743,45,99,57,71,20,170,4.47,9,es La Liga,25,38.0,629,413,281,262,86,552,41.5,323,366,103,263,424,1053,525,10,9,es La Liga,25,62.8,38.0,29326,2230,7352,14187,8054,1224,29321,973,619,63.6,354,36.4,19047,97437,53040,1025,797,312,486,465,22019,2133,9,es La Liga,25,27.7,38,3420,90,100,38.0,418,84.0,305.0,111,21,155,2.45,99,29,70,1.84,83.5,41.9,41.6,1.09,9,es La Liga,25,38.0,67,2.0,0,383,520,134,409,424,413,4,2,0,2095,343,286,54.5,9,es La Liga,2,38,38,3420,38.0,29,0.76,133,104,79.7,28,9,1,19,50.0,2,2,0,0,9,es La Liga,2,38.0,29,2,0,1,0,37.0,0.26,8.0,0.21,130,310,41.9,1061,197,17.6,27.9,411,15,3.6,41,1.08,7.7
10,Bayern Munich,de Bundesliga,28,27.4,66.1,34,374,3060,34.0,90,72,162,84,6,8,42,,75.8,69.8,58.8,128.5,755,2333,4.59,3.96,10,de Bundesliga,28,34.0,90,595,226,38.0,17.5,6.65,0.14,0.37,16.8,22,6,8,75.8,69.8,0.12,14.2,14.2,10,de Bundesliga,28,34.0,20569,24122,85.3,398009,131959,72,58.8,66.0,13.2,477,2082,435,105,2333,10,de Bundesliga,28,34.0,24122,22484,1571,439,23,272,893,668,223,82,112,3,20569,67,383,10,de Bundesliga,28,34.0,1105,32.5,863,86,37,52,54,13,169,4.97,10,de Bundesliga,28,34.0,609,467,269,248,92,549,56.1,241,313,75,238,355,964,399,11,10,de Bundesliga,28,66.1,34.0,27289,1772,6537,13304,7645,1009,27281,679,277,40.8,402,59.2,16244,77254,42070,755,644,199,345,219,20429,2314,10,de Bundesliga,28,27.4,34,3060,90,100,34.0,374,,,102,0,134,2.47,92,28,64,1.88,75.8,31.7,44.1,1.3,10,de Bundesliga,28,34.0,42,,0,366,413,67,893,355,467,7,4,3,1687,518,448,53.6,10,de Bundesliga,3,34,34,3060,34.0,28,0.82,95,67,71.6,27,3,4,16,47.1,4,1,3,0,10,de Bundesliga,3,34.0,28,1,1,2,3,28.7,0.26,3.7,0.11,153,369,41.5,921,161,32.1,32.5,280,17,6.1,42,1.24,15.4
