Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
13,Aday,es ESP,"DF,MF",Girona,es La Liga,30,1987,10,8,645,7.2,0,2,2,0,0,0,2,0,0.3,0.3,1.5,1.8,0.28,0.25,35,11,40,9,3,33.3,1.26,0.42,0.00,0.00,27.1,2,0,0,0.3,0.3,0.03,-0.3,-0.3,227,320,70.9,4254,1386,2,1.5,0.9,+0.5,13,5,11,10,11,247,71,13,0,6,50,49,9,3,1,0,227,9,8,2,5,2,7,85.7,1,1,0,1,7,16,17,1,28,3.91,18,6,1,2,1,0,2,0.28,380,21,87,161,136,6,380,9,6,66.7,3,33.3,204,1587,836,35,24,5,8,4,227,40,2,0,0,6,8,0,50,7,8,0,1,0,24,2,5,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Khaled Adénon,bj BEN,DF,Amiens,fr Ligue 1,33,1985,23,22,1994,22.2,0,0,0,0,0,0,7,1,0.7,0.7,0.1,0.9,0.00,0.04,13,63,1,8,0,0.0,0.36,0.00,0.00,,10.8,0,0,0,0.7,0.7,0.09,-0.7,-0.7,837,973,86.0,17115,6832,0,0.1,0.2,-0.1,5,53,3,0,63,938,32,31,0,5,0,1,0,0,0,0,837,31,22,20,11,0,28,57.1,12,26,11,15,31,62,101,0,11,0.50,8,0,0,1,2,0,0,0.00,1203,127,587,598,24,16,1203,1,1,100.0,0,0.0,687,3746,2202,13,4,0,5,7,701,1,7,1,1,32,20,2,0,31,22,0,0,1,107,51,58,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Claud Adjapong,it ITA,"MF,FW",Sassuolo,it Serie A,20,1998,5,3,270,3.0,1,0,1,1,0,0,1,0,0.7,0.7,0.1,0.8,0.33,0.26,6,4,19,2,1,50.0,0.67,0.33,0.50,1.00,18.0,0,0,0,0.7,0.7,0.36,+0.3,+0.3,74,101,73.3,1068,286,0,0.1,0.0,-0.1,2,1,2,0,4,75,24,1,0,1,5,23,0,0,0,0,74,4,2,1,3,0,2,50.0,1,3,1,2,1,5,4,0,1,0.33,1,0,0,0,0,0,0,0.00,147,5,29,62,59,8,147,14,6,42.9,8,57.1,71,399,168,6,4,4,12,6,79,19,1,0,0,3,6,2,5,1,2,0,0,0,12,2,4,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Yacine Adli,fr FRA,MF,Bordeaux,fr Ligue 1,18,2000,7,2,216,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.8,0.8,0.00,0.34,13,17,17,1,0,0.0,0.42,0.00,0.00,,46.4,0,0,0,0.0,0.0,0.02,0.0,0.0,111,151,73.5,1783,526,0,0.8,0.9,-0.8,6,17,2,1,17,145,5,1,1,2,9,2,2,2,0,0,111,7,2,2,3,2,9,33.3,6,3,0,3,2,9,0,0,10,4.17,9,0,1,0,0,0,0,0.00,184,0,12,107,68,6,184,15,9,60.0,6,40.0,112,838,341,13,12,2,11,5,147,17,1,0,0,4,1,0,9,2,2,0,0,0,16,2,1,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Ali Adnan Kadhim,iq IRQ,DF,Atalanta,it Serie A,24,1993,3,2,166,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.4,0.00,0.20,7,8,11,3,0,0.0,1.63,0.00,0.00,,17.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,77,117,65.8,1301,457,0,0.1,0.1,-0.1,3,5,1,1,8,89,26,4,0,1,14,16,6,0,6,0,77,1,1,1,0,0,2,50.0,1,1,1,0,3,4,6,0,8,4.34,4,2,1,1,0,0,0,0.00,137,7,34,56,50,4,137,7,5,71.4,2,28.6,73,419,252,7,2,0,0,1,79,11,0,0,0,2,2,0,14,3,1,0,0,0,8,6,3,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Aritz Aduriz,es ESP,FW,Athletic Club,es La Liga,37,1981,20,10,943,10.5,2,0,2,0,2,2,5,0,3.3,1.8,0.7,2.5,0.00,0.38,8,15,57,17,9,52.9,1.62,0.86,0.00,0.00,15.0,0,2,2,3.3,1.8,0.10,-1.3,-1.8,146,238,61.3,1751,325,0,0.7,0.8,-0.7,8,9,4,1,15,229,9,0,0,0,6,1,0,0,0,0,146,4,2,1,1,2,7,14.3,6,2,1,1,0,4,4,0,19,1.81,14,0,0,3,2,0,1,0.10,313,4,18,149,148,37,311,9,2,22.2,7,77.8,142,520,170,8,5,1,23,6,256,57,5,0,0,28,8,12,6,0,2,0,1,0,17,52,57,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Luis Advíncula,pe PER,DF,Rayo Vallecano,es La Liga,28,1990,28,27,2389,26.5,1,3,4,1,0,0,6,2,1.1,1.1,2.4,3.5,0.15,0.13,51,90,136,17,5,29.4,0.64,0.19,0.06,0.20,21.8,0,0,0,1.1,1.1,0.06,-0.1,-0.1,957,1197,79.9,15766,5283,3,2.4,2.9,+0.6,16,60,23,11,90,977,217,16,1,34,54,201,0,0,0,0,957,52,38,38,12,2,31,67.7,10,22,2,20,19,71,60,1,50,1.88,33,4,5,1,7,0,11,0.41,1462,84,439,671,370,25,1462,53,39,73.6,14,26.4,824,4387,2172,51,32,7,41,33,865,136,6,2,2,48,46,0,54,19,38,2,0,0,131,24,33,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Martin Agirregabiria,es ESP,DF,Alavés,es La Liga,22,1996,27,23,2032,22.6,0,0,0,0,0,0,4,0,0.0,0.0,0.5,0.5,0.00,0.02,36,89,56,1,0,0.0,0.04,0.00,0.00,,23.8,0,0,0,0.0,0.0,0.03,0.0,0.0,653,964,67.7,10341,4920,0,0.5,0.9,-0.5,8,54,14,6,89,752,208,9,0,6,42,197,0,0,0,0,653,45,29,32,10,3,46,60.9,18,33,11,22,27,72,65,1,22,0.97,21,0,1,0,0,0,1,0.04,1200,89,403,595,218,9,1200,39,26,66.7,13,33.3,478,2887,1656,36,21,4,20,11,567,56,4,0,0,24,28,0,42,27,29,0,0,0,116,19,27,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Nayef Aguerd,ma MAR,DF,Dijon,fr Ligue 1,22,1996,13,12,1050,11.7,3,0,3,3,0,0,4,1,1.5,1.5,0.1,1.6,0.26,0.14,11,32,3,10,4,40.0,0.86,0.34,0.30,0.75,14.0,0,0,0,1.5,1.5,0.15,+1.5,+1.5,465,604,77.0,9427,4171,0,0.1,0.1,-0.1,2,39,3,2,32,561,40,18,0,8,3,22,0,0,0,0,465,17,12,8,9,0,19,42.1,11,20,11,9,14,31,59,1,8,0.69,5,1,1,0,1,0,0,0.00,747,68,336,383,36,9,747,7,6,85.7,1,14.3,376,1848,1032,11,6,0,8,5,460,3,4,1,0,19,8,0,3,14,12,0,1,0,58,41,23,64.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Sergio Agüero,ar ARG,FW,Manchester City,eng Premier League,30,1988,33,31,2459,27.3,21,8,29,19,2,2,4,0,18.1,16.5,5.0,21.5,0.99,0.85,81,76,253,116,41,35.3,4.25,1.50,0.16,0.46,15.0,3,2,2,18.1,16.5,0.14,+2.9,+2.5,661,796,83.0,7735,1420,8,5.0,4.3,+3.0,34,40,40,0,76,740,52,1,6,1,13,8,1,0,0,0,661,17,9,1,10,6,9,55.6,4,15,1,14,9,26,3,0,91,3.33,60,1,11,10,7,2,19,0.70,1119,4,22,384,724,200,1117,73,45,61.6,28,38.4,824,4572,1987,81,60,35,74,54,896,253,4,0,0,21,25,26,13,9,9,0,0,0,70,17,22,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Ruben Aguilar,fr FRA,DF,Montpellier,fr Ligue 1,25,1993,29,29,2528,28.1,1,4,5,1,0,0,8,0,0.9,0.9,2.5,3.4,0.18,0.12,85,128,155,13,4,30.8,0.46,0.14,0.08,0.25,20.1,0,0,0,0.9,0.9,0.07,+0.1,+0.1,1315,1640,80.2,20563,7554,4,2.5,2.7,+1.5,44,82,46,25,128,1334,297,15,0,7,115,281,1,0,0,0,1315,88,51,40,33,15,69,56.5,30,23,3,20,37,125,50,1,103,3.67,80,8,6,2,7,0,7,0.25,1970,63,417,953,614,35,1970,71,36,50.7,35,49.3,921,5482,3172,85,60,9,47,26,1172,155,8,0,0,37,40,1,115,37,51,0,1,0,185,28,32,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Juan Aguilera,es ESP,MF,Huesca,es La Liga,32,1985,6,4,344,3.8,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,0.00,0.14,8,21,2,3,1,33.3,0.78,0.26,0.00,0.00,19.0,0,0,0,0.5,0.5,0.17,-0.5,-0.5,166,189,87.8,2706,846,0,0.0,0.2,0.0,0,16,3,2,21,180,6,6,0,4,2,0,0,0,0,0,166,2,2,0,1,1,4,25.0,3,4,2,2,4,6,2,0,6,1.57,6,0,0,0,0,0,0,0.00,217,5,35,154,30,4,217,1,1,100.0,0,0.0,130,614,365,8,2,1,4,2,150,2,1,0,0,3,6,0,2,4,2,0,0,0,27,4,4,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Emmanuel Agyemang-Badu,gh GHA,MF,Udinese,it Serie A,27,1990,4,2,161,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.00,0.06,2,1,5,2,0,0.0,1.12,0.00,0.00,,13.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,27,35,77.1,429,42,0,0.0,0.0,0.0,1,0,0,0,1,32,2,2,0,1,2,0,0,0,0,0,27,4,0,1,2,1,1,100.0,0,2,0,2,1,5,2,0,2,1.12,2,0,0,0,0,0,0,0.00,53,4,10,31,12,2,53,2,0,0.0,2,100.0,25,106,25,2,2,0,4,2,32,5,0,0,0,2,4,0,2,1,0,0,0,0,6,4,4,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Jean-Eudes Aholou,ci CIV,MF,Monaco,fr Ligue 1,24,1994,17,12,1075,11.9,0,1,1,0,0,0,2,0,0.8,0.8,0.6,1.5,0.08,0.12,36,64,27,13,3,23.1,1.09,0.25,0.00,0.00,18.8,0,0,0,0.8,0.8,0.06,-0.8,-0.8,463,549,84.3,7732,2051,1,0.6,0.5,+0.4,8,50,4,1,64,537,12,9,4,8,5,2,0,0,0,0,463,20,11,6,11,3,16,50.0,8,7,0,7,17,37,12,0,28,2.34,20,0,3,3,1,1,3,0.25,661,10,110,439,124,17,661,17,10,58.8,7,41.2,395,2337,1422,36,24,4,14,9,441,27,2,0,0,26,17,0,5,17,11,0,0,0,79,22,25,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Antonis Aidonis,de GER,DF,Stuttgart,de Bundesliga,17,2001,2,1,80,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,0,2,3,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,13,35,37.1,252,147,0,0.0,0.0,0.0,0,3,2,1,2,27,8,0,0,0,6,8,0,0,0,0,13,3,1,1,1,1,4,25.0,3,1,0,1,2,5,2,0,1,1.13,0,0,0,0,0,1,0,0.00,46,0,6,18,22,1,46,1,0,0.0,1,100.0,14,49,28,0,0,0,1,0,17,3,1,0,0,1,0,0,6,2,1,0,0,0,4,2,4,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Ola Aina,ng NGA,DF,Torino,it Serie A,21,1996,30,22,2160,24.0,1,3,4,1,0,0,5,1,1.4,1.4,2.5,4.0,0.17,0.17,62,97,96,24,5,20.8,1.00,0.21,0.04,0.20,19.5,0,0,0,1.4,1.4,0.06,-0.4,-0.4,861,1178,73.1,13729,5830,3,2.5,2.2,+0.5,25,53,30,11,97,919,257,18,2,7,63,238,1,0,0,0,861,54,36,32,20,2,48,47.9,25,30,3,27,39,93,59,2,57,2.37,37,6,7,1,4,2,5,0.21,1497,63,382,699,444,35,1497,61,30,49.2,31,50.8,658,4369,2412,62,56,6,35,23,761,96,5,1,0,31,38,4,63,39,36,0,0,0,167,41,29,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Youssef Aït Bennasser,ma MAR,MF,Saint-Étienne,fr Ligue 1,22,1996,13,11,936,10.4,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,0.00,0.07,6,67,12,7,1,14.3,0.67,0.10,0.00,0.00,27.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3,572,656,87.2,10579,2532,0,0.4,0.4,-0.4,7,42,7,2,67,643,11,5,3,7,4,6,0,0,0,0,572,25,13,9,12,4,28,46.4,15,15,2,13,19,44,6,2,20,1.93,18,0,1,0,0,1,0,0.00,748,12,174,494,87,2,748,16,11,68.8,5,31.3,382,1634,900,6,2,0,6,7,557,12,0,0,0,10,10,0,4,19,13,0,0,0,74,7,10,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Youssef Aït Bennasser,ma MAR,MF,Monaco,fr Ligue 1,22,1996,13,12,1073,11.9,0,2,2,0,0,0,2,0,0.3,0.3,0.8,1.1,0.17,0.09,21,86,13,8,1,12.5,0.67,0.08,0.00,0.00,28.1,0,0,0,0.3,0.3,0.03,-0.3,-0.3,633,737,85.9,12117,3794,2,0.8,0.6,+1.2,12,70,6,0,86,712,23,21,3,11,2,2,0,0,0,0,633,33,16,14,18,1,29,44.8,16,15,5,10,15,48,19,0,27,2.26,26,0,1,0,0,0,5,0.42,841,34,217,566,73,0,841,14,12,85.7,2,14.3,542,2920,1654,21,20,0,11,7,564,13,2,0,0,11,11,0,2,15,16,0,0,0,119,7,10,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Rayan Aït-Nouri,dz ALG,"DF,MF",Angers,fr Ligue 1,17,2001,3,0,57,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,3,3,2,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,30,35,85.7,352,145,0,0.0,0.1,0.0,0,3,1,0,3,33,2,0,0,0,0,2,0,0,0,0,30,2,2,1,1,0,1,0.0,1,0,0,0,0,2,1,0,2,3.16,2,0,0,0,0,0,0,0.00,41,2,5,25,11,2,41,0,0,,0,,17,100,79,3,1,1,0,0,27,2,1,0,0,1,1,0,0,0,2,0,1,0,2,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
