Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
1,Ismael Aaneba,fr FRA,DF,Strasbourg,fr Ligue 1,19,1999,3,3,204,2.3,0,0,0,0,0,0,3,0,0.0,0.0,0.4,0.4,0.00,0.17,3,8,8,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,73,120,60.8,1324,635,0,0.4,0.2,-0.4,2,6,2,2,8,92,28,3,0,2,11,25,0,0,0,0,73,12,6,7,5,0,10,50.0,5,5,0,5,8,20,9,0,3,1.32,3,0,0,0,0,0,0,0.00,157,9,49,80,31,0,157,3,2,66.7,1,33.3,70,381,239,3,4,0,4,2,71,8,3,0,0,6,0,0,11,8,6,0,0,0,18,1,5,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Patrick van Aanholt,nl NED,DF,Crystal Palace,eng Premier League,27,1990,36,36,3195,35.5,3,2,5,3,0,0,3,0,2.6,2.6,4.4,7.0,0.14,0.20,89,212,106,45,11,24.4,1.27,0.31,0.07,0.27,20.7,0,0,0,2.6,2.6,0.06,+0.4,+0.4,1564,1971,79.4,24295,10061,2,4.4,3.7,-2.4,35,117,52,4,212,1603,364,46,5,7,42,316,2,0,1,1,1564,48,24,35,11,2,40,60.0,16,33,9,24,40,88,91,2,86,2.42,67,8,2,7,2,0,6,0.17,2300,123,666,1046,611,63,2300,42,22,52.4,20,47.6,1051,5415,3184,89,69,16,35,15,1335,106,3,0,0,12,14,10,42,40,24,0,0,0,216,10,12,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Ignazio Abate,it ITA,DF,Milan,it Serie A,31,1986,19,15,1302,14.5,0,0,0,0,0,0,4,0,0.1,0.1,0.4,0.4,0.00,0.03,27,88,43,1,1,100.0,0.07,0.07,0.00,0.00,12.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1,763,925,82.5,13052,4961,0,0.4,0.6,-0.4,7,69,11,5,88,817,107,14,0,4,26,93,0,0,0,0,763,34,19,16,13,5,22,63.6,8,19,6,13,18,52,50,0,23,1.59,23,0,0,0,0,0,1,0.07,1070,67,342,579,156,11,1070,10,4,40.0,6,60.0,646,2673,1487,27,13,4,8,2,695,43,4,0,0,13,6,0,26,18,19,0,1,0,71,13,8,61.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Yunis Abdelhamid,ma MAR,DF,Reims,fr Ligue 1,30,1987,38,38,3420,38.0,0,0,0,0,0,0,2,0,1.6,1.6,0.1,1.8,0.00,0.05,16,71,1,19,4,21.1,0.50,0.11,0.00,0.00,15.4,0,0,0,1.6,1.6,0.09,-1.6,-1.6,1330,1614,82.4,28130,10765,0,0.1,0.3,-0.1,3,49,3,0,71,1543,63,62,0,31,0,1,0,0,0,0,1330,60,33,48,11,1,40,75.0,10,44,24,20,65,125,196,0,25,0.66,17,1,3,4,0,0,2,0.05,2027,259,1276,738,46,27,2027,23,21,91.3,2,8.7,1040,5366,2909,16,7,1,16,6,1182,1,2,0,0,34,20,1,0,65,33,0,1,1,205,113,71,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Mehdi Abeid,dz ALG,MF,Dijon,fr Ligue 1,25,1992,26,23,2023,22.5,3,0,3,2,1,1,6,0,2.9,2.1,1.6,3.8,0.09,0.20,43,97,50,36,10,27.8,1.60,0.44,0.06,0.20,24.9,0,1,1,2.9,2.1,0.06,+0.1,-0.1,903,1068,84.6,15602,3725,0,1.6,0.8,-1.6,22,92,5,2,97,1028,35,17,4,12,24,5,10,1,6,0,903,51,33,27,16,8,45,33.3,30,33,7,26,29,80,23,1,41,1.82,30,4,4,1,1,1,2,0.09,1356,30,252,870,258,21,1355,60,31,51.7,29,48.3,786,4914,2328,43,23,4,40,31,908,50,6,0,0,57,28,1,24,29,33,0,0,0,145,17,26,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Charles Abi,fr FRA,"DF,FW",Saint-Étienne,fr Ligue 1,18,2000,3,0,32,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.00,0.29,2,1,0,1,0,0.0,2.81,0.00,0.00,,15.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,6,17,35.3,45,8,0,0.0,0.0,0.0,1,0,1,0,1,17,0,0,0,0,0,0,0,0,0,0,6,4,4,2,1,1,2,100.0,0,1,0,1,0,4,1,0,2,5.63,0,0,1,0,1,0,0,0.00,29,1,6,10,14,4,29,3,2,66.7,1,33.3,16,123,52,2,2,0,3,2,17,0,0,0,0,2,1,0,0,0,4,0,0,0,5,2,1,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,David Abraham,ar ARG,DF,Eint Frankfurt,de Bundesliga,32,1986,17,17,1420,15.8,0,0,0,0,0,0,2,0,0.8,0.8,0.4,1.1,0.00,0.07,20,80,7,5,1,20.0,0.32,0.06,0.00,0.00,11.4,0,0,0,0.8,0.8,0.15,-0.8,-0.8,514,671,76.6,10872,4118,0,0.4,0.5,-0.4,5,56,6,2,80,646,22,20,0,13,8,2,0,0,0,0,514,22,14,13,8,1,25,44.0,14,23,12,11,24,46,64,0,12,0.76,9,0,1,1,1,0,1,0.06,839,94,370,434,47,8,839,7,6,85.7,1,14.3,418,2652,1566,20,14,0,5,2,442,7,2,0,0,11,9,0,8,24,14,0,0,0,104,40,22,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Amir Abrashi,al ALB,MF,Freiburg,de Bundesliga,28,1990,10,9,790,8.8,0,0,0,0,0,0,5,0,0.2,0.2,0.1,0.3,0.00,0.04,6,19,9,7,2,28.6,0.80,0.23,0.00,0.00,26.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2,319,372,85.8,5012,1108,0,0.1,0.1,-0.1,2,14,0,0,19,368,4,1,0,0,2,2,0,0,0,0,319,20,11,7,10,3,19,31.6,13,11,3,8,14,34,15,0,8,0.91,8,0,0,0,0,0,0,0.00,461,24,112,294,58,1,461,5,3,60.0,2,40.0,193,944,422,6,4,1,4,8,266,9,5,0,0,19,16,0,2,14,11,0,0,0,61,5,4,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Francesco Acerbi,it ITA,DF,Lazio,it Serie A,30,1988,37,37,3309,36.8,3,1,4,3,0,0,4,1,3.4,3.4,1.0,4.3,0.11,0.12,39,135,17,18,7,38.9,0.49,0.19,0.17,0.43,9.8,0,0,0,3.4,3.4,0.20,-0.4,-0.4,1560,1800,86.7,30496,11601,1,1.0,0.6,0.0,10,111,7,1,135,1735,61,46,0,15,6,15,0,0,0,0,1560,40,30,22,13,5,16,75.0,4,50,32,18,61,101,169,1,31,0.84,27,0,0,1,3,0,2,0.05,2178,257,1019,1060,112,28,2178,11,9,81.8,2,18.2,1191,7946,4406,39,26,2,20,8,1306,17,4,1,1,24,42,3,6,61,30,0,0,0,226,96,43,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Afriyie Acquah,gh GHA,MF,Empoli,it Serie A,26,1992,28,19,1510,16.8,2,0,2,2,0,0,4,0,1.4,1.4,0.8,2.2,0.12,0.13,58,91,76,22,7,31.8,1.31,0.42,0.09,0.29,20.8,0,0,0,1.4,1.4,0.07,+0.6,+0.6,580,738,78.6,8818,2290,0,0.8,0.8,-0.8,11,66,12,3,91,723,11,3,2,4,34,8,0,0,0,0,580,27,9,9,12,6,11,36.4,7,11,1,10,12,39,16,0,44,2.62,34,0,4,4,2,0,1,0.06,901,22,132,474,315,29,901,35,27,77.1,8,22.9,623,4409,2387,58,45,9,32,21,690,76,4,0,0,27,32,1,34,12,9,0,0,0,88,22,28,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Tyler Adams,us USA,MF,RB Leipzig,de Bundesliga,19,1999,10,8,721,8.0,0,2,2,0,0,0,0,0,0.1,0.1,1.0,1.1,0.25,0.13,19,64,12,2,1,50.0,0.25,0.12,0.00,0.00,26.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,424,530,80.0,6109,2131,2,1.0,0.8,+1.0,5,53,5,0,64,511,18,15,4,3,2,3,0,0,0,0,424,29,17,12,16,1,26,42.3,15,17,1,16,16,45,8,0,12,1.50,10,0,1,0,1,0,3,0.37,641,16,87,443,119,6,641,19,14,73.7,5,26.3,292,1928,1164,19,19,0,18,6,405,12,0,0,0,13,11,0,2,16,17,0,0,0,60,17,14,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Antonio Adán,es ESP,GK,Atlético Madrid,es La Liga,31,1987,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,13,24,54.2,389,295,0,0.0,0.0,0.0,0,0,0,0,0,13,11,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,28,25,28,0,0,0,28,0,0,,0,,10,70,57,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2.00,7,5,71.4,0,1,0,0,0.0,0,0,0,0,3.0,0.43,+1.0,+1.03,5,16,31.3,13,2,53.8,33.3,18,0,0.0,0,0.00,
