Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
882,Sam Field,eng ENG,MF,West Brom,eng Premier League,22,1998,3,0,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,882,eng ENG,MF,eng Premier League,22,1998,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,882,eng ENG,MF,eng Premier League,22,1998,0.7,15,25,60.0,209,52,0,0.0,0.0,0.0,0,1,0,0,2,882,eng ENG,MF,eng Premier League,22,1998,0.7,25,24,0,0,0,0,0,0,0,0,0,0,15,1,0,882,eng ENG,MF,eng Premier League,22,1998,0.7,0,0.00,0,0,0,0,0,0,0,0.00,882,eng ENG,MF,eng Premier League,22,1998,0.7,5,5,3,2,0,0,,0,4,1,3,2,7,4,0,882,eng ENG,MF,eng Premier League,22,1998,0.7,43,4,17,24,2,0,43,1,1,100.0,0,0.0,9,25,1,0,0,0,2,1,10,0,1095,eng ENG,MF,eng Premier League,22,1998,3,62,21,1.8,0.7,0,,0,3,21,2,0.33,0,2,-2,-2.90,-1.86,0.1,0.9,-0.8,-1.18,882,eng ENG,MF,eng Premier League,22,1998,0.7,0,0,0,2,1,0,0,2,5,0,0,0,7,3,2,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,Alfreð Finnbogason,is ISL,FW,Augsburg,de Bundesliga,31,1989,17,4,544,6.0,0,1,1,0,0,2,0,0,3.1,1.5,0.9,2.5,5,18,47,0.17,0.67,883,is ISL,FW,de Bundesliga,31,1989,6.0,0,11,6,54.5,1.82,0.99,0.00,0.00,15.8,0,0,2,3.1,1.5,0.14,-3.1,-1.5,883,is ISL,FW,de Bundesliga,31,1989,6.0,110,177,62.1,1825,420,1,0.9,0.8,+0.1,9,12,2,0,18,883,is ISL,FW,de Bundesliga,31,1989,6.0,177,169,7,0,2,0,4,0,1,0,0,0,110,1,7,883,is ISL,FW,de Bundesliga,31,1989,6.0,20,3.30,15,0,2,2,1,0,2,0.33,883,is ISL,FW,de Bundesliga,31,1989,6.0,2,1,0,1,1,1,0.0,1,7,1,6,1,3,4,0,883,is ISL,FW,de Bundesliga,31,1989,6.0,243,6,27,116,104,30,241,5,4,80.0,1,20.0,127,706,287,5,7,3,21,10,175,47,1096,is ISL,FW,de Bundesliga,31,1989,17,544,32,17.8,6.0,4,64,1,13,22,2,1.29,7,8,-1,-0.17,+0.44,10.0,10.3,-0.3,-0.05,883,is ISL,FW,de Bundesliga,31,1989,6.0,0,0,0,10,5,0,4,1,1,0,0,0,18,9,18,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,Roberto Firmino,br BRA,FW,Liverpool,eng Premier League,28,1991,36,33,2838,31.5,9,7,16,9,0,0,2,0,11.3,11.3,5.6,16.9,66,140,222,0.51,0.54,884,br BRA,FW,eng Premier League,28,1991,31.5,9,83,32,38.6,2.63,1.01,0.11,0.28,14.3,0,0,0,11.3,11.3,0.14,-2.3,-2.3,884,br BRA,FW,eng Premier League,28,1991,31.5,1065,1333,79.9,13277,3355,7,5.6,4.6,+1.4,44,84,40,0,140,884,br BRA,FW,eng Premier League,28,1991,31.5,1333,1287,44,4,5,1,14,16,2,0,0,0,1065,2,29,884,br BRA,FW,eng Premier League,28,1991,31.5,111,3.52,84,1,13,11,2,0,11,0.35,884,br BRA,FW,eng Premier League,28,1991,31.5,33,15,3,17,13,32,18.8,26,42,5,37,11,44,12,0,884,br BRA,FW,eng Premier League,28,1991,31.5,1663,18,104,789,788,176,1663,83,59,71.1,24,28.9,989,4862,2379,66,44,22,80,47,1279,222,1098,br BRA,FW,eng Premier League,28,1991,36,2838,79,83.0,31.5,33,84,16,3,23,0,1.83,57,39,+18,+0.57,-0.67,57.4,36.8,+20.7,+0.65,884,br BRA,FW,eng Premier League,28,1991,31.5,2,0,0,22,16,4,14,11,15,0,0,0,109,22,74,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,Junior Firpo,do DOM,"DF,MF",Barcelona,es La Liga,23,1996,7,3,289,3.2,1,1,2,1,0,0,2,0,0.7,0.7,0.8,1.4,8,7,22,0.62,0.45,885,do DOM,"DF,MF",es La Liga,23,1996,3.2,1,1,1,100.0,0.31,0.31,1.00,1.00,3.6,0,0,0,0.7,0.7,0.68,+0.3,+0.3,885,do DOM,"DF,MF",es La Liga,23,1996,3.2,202,229,88.2,2501,612,1,0.8,0.5,+0.2,5,6,3,1,7,885,do DOM,"DF,MF",es La Liga,23,1996,3.2,229,202,24,5,0,0,4,19,0,0,0,0,202,3,5,885,do DOM,"DF,MF",es La Liga,23,1996,3.2,8,2.49,7,0,0,0,1,0,2,0.62,885,do DOM,"DF,MF",es La Liga,23,1996,3.2,1,1,1,0,0,1,0.0,1,5,3,2,4,5,7,0,885,do DOM,"DF,MF",es La Liga,23,1996,3.2,265,12,61,121,84,12,265,5,1,20.0,4,80.0,155,718,358,8,8,3,6,0,193,22,1099,do DOM,"DF,MF",es La Liga,23,1996,7,289,41,8.5,3.2,3,75,2,4,16,28,2.71,7,2,+5,+1.56,+0.35,5.5,4.2,+1.3,+0.41,885,do DOM,"DF,MF",es La Liga,23,1996,3.2,2,0,0,9,6,3,4,4,1,0,0,0,15,3,1,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,Will Fish,eng ENG,FW,Manchester Utd,eng Premier League,17,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,886,eng ENG,FW,eng Premier League,17,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,886,eng ENG,FW,eng Premier League,17,2003,0.0,0,0,,0,0,0,0.0,0.0,0.0,0,0,0,0,0,886,eng ENG,FW,eng Premier League,17,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886,eng ENG,FW,eng Premier League,17,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,886,eng ENG,FW,eng Premier League,17,2003,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,886,eng ENG,FW,eng Premier League,17,2003,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,1100,eng ENG,FW,eng Premier League,17,2003,1,1,1,0.0,0.0,0,,0,1,1,0,3.00,0,0,0,0.00,-0.76,0.0,0.0,0.0,0.00,886,eng ENG,FW,eng Premier League,17,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,John Fleck,sct SCO,MF,Sheffield Utd,eng Premier League,28,1991,31,29,2575,28.6,0,2,2,0,0,0,4,0,0.6,0.6,2.9,3.5,54,151,62,0.07,0.12,887,sct SCO,MF,eng Premier League,28,1991,28.6,0,17,5,29.4,0.59,0.17,0.00,0.00,24.6,0,0,0,0.6,0.6,0.03,-0.6,-0.6,887,sct SCO,MF,eng Premier League,28,1991,28.6,971,1245,78.0,14229,4533,2,2.9,2.3,-0.9,33,110,22,5,151,887,sct SCO,MF,eng Premier League,28,1991,28.6,1245,1122,119,31,2,5,96,6,61,39,9,4,971,4,29,887,sct SCO,MF,eng Premier League,28,1991,28.6,72,2.52,51,15,2,2,2,0,3,0.10,887,sct SCO,MF,eng Premier League,28,1991,28.6,51,33,28,18,5,83,31.3,57,26,4,22,28,79,12,1,887,sct SCO,MF,eng Premier League,28,1991,28.6,1476,36,248,744,502,25,1476,54,30,55.6,24,44.4,768,4026,2160,54,48,5,30,24,933,62,1101,sct SCO,MF,eng Premier League,28,1991,31,2575,83,75.3,28.6,29,87,26,2,31,2,0.71,16,47,-31,-1.08,+0.19,23.7,46.9,-23.3,-0.81,887,sct SCO,MF,eng Premier League,28,1991,28.6,4,0,0,33,28,0,96,28,33,0,0,0,156,12,20,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,27,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,888,nl NED,GK,de Bundesliga,27,1993,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,888,nl NED,GK,de Bundesliga,27,1993,3.0,92,123,74.8,3190,2559,0,0.0,0.0,0.0,0,3,0,0,0,888,nl NED,GK,de Bundesliga,27,1993,3.0,123,88,35,8,0,0,0,0,0,0,0,0,92,0,0,888,nl NED,GK,de Bundesliga,27,1993,3.0,0,0.00,0,0,0,0,0,0,0,0.00,888,nl NED,GK,de Bundesliga,27,1993,3.0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,888,nl NED,GK,de Bundesliga,27,1993,3.0,135,122,135,0,0,0,135,0,0,,0,,81,360,196,0,0,0,0,0,65,0,1102,nl NED,GK,de Bundesliga,27,1993,3,270,90,8.8,3.0,3,90,3,0,,0,1.33,7,6,+1,+0.33,+0.37,4.3,6.9,-2.6,-0.86,888,nl NED,GK,de Bundesliga,27,1993,3.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,64,nl NED,GK,de Bundesliga,27,1993,3,3,270,3.0,6,2.00,18,12,77.8,1,1,1,0,0.0,3,2,0,1,64,nl NED,GK,de Bundesliga,27,1993,3.0,6,2,0,0,0,7.3,0.34,+1.3,+0.42,29,59,49.2,96,10,38.5,37.1,55,0,0.0,2,0.67,11.9
889,Florian Flick,de GER,MF,Schalke 04,de Bundesliga,20,2000,4,4,360,4.0,1,0,1,1,0,0,1,0,0.5,0.5,0.0,0.5,1,6,1,0.25,0.12,889,de GER,MF,de Bundesliga,20,2000,4.0,1,1,1,100.0,0.25,0.25,1.00,1.00,12.3,0,0,0,0.5,0.5,0.47,+0.5,+0.5,889,de GER,MF,de Bundesliga,20,2000,4.0,73,95,76.8,1315,402,0,0.0,0.0,0.0,0,6,0,0,6,889,de GER,MF,de Bundesliga,20,2000,4.0,95,95,0,0,0,1,1,0,0,0,0,0,73,0,2,889,de GER,MF,de Bundesliga,20,2000,4.0,1,0.25,1,0,0,0,0,0,1,0.25,889,de GER,MF,de Bundesliga,20,2000,4.0,10,7,4,6,0,16,43.8,9,4,3,1,7,17,5,1,889,de GER,MF,de Bundesliga,20,2000,4.0,135,13,55,73,8,1,135,3,0,0.0,3,100.0,63,235,88,1,0,0,2,1,59,1,1104,de GER,MF,de Bundesliga,20,2000,4,360,90,11.8,4.0,4,90,4,0,,1,0.75,7,10,-3,-0.75,+1.18,5.0,8.2,-3.2,-0.80,889,de GER,MF,de Bundesliga,20,2000,4.0,1,0,0,4,2,0,1,7,7,0,0,0,26,2,7,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,Alexis Flips,fr FRA,"MF,FW",Reims,fr Ligue 1,20,2000,2,0,43,0.5,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,4,2.09,0.10,890,fr FRA,"MF,FW",fr Ligue 1,20,2000,0.5,1,2,1,50.0,4.19,2.09,0.50,1.00,33.1,0,0,0,0.0,0.0,0.02,+1.0,+1.0,890,fr FRA,"MF,FW",fr Ligue 1,20,2000,0.5,9,17,52.9,180,65,0,0.0,0.0,0.0,0,1,0,0,1,890,fr FRA,"MF,FW",fr Ligue 1,20,2000,0.5,17,15,2,1,0,1,5,0,1,1,0,0,9,0,0,890,fr FRA,"MF,FW",fr Ligue 1,20,2000,0.5,1,2.09,0,0,0,0,1,0,0,0.00,890,fr FRA,"MF,FW",fr Ligue 1,20,2000,0.5,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0,890,fr FRA,"MF,FW",fr Ligue 1,20,2000,0.5,28,0,5,12,13,2,28,2,0,0.0,2,100.0,20,92,33,0,1,0,5,0,21,4,1105,fr FRA,"MF,FW",fr Ligue 1,20,2000,2,43,22,1.3,0.5,0,,0,2,22,5,0.50,1,0,+1,+2.09,+2.33,0.2,0.6,-0.4,-0.88,890,fr FRA,"MF,FW",fr Ligue 1,20,2000,0.5,0,0,0,1,1,0,5,0,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,Alessandro Florenzi,it ITA,DF,Paris S-G,fr Ligue 1,29,1991,21,18,1538,17.1,2,1,3,2,0,0,1,0,2.2,2.2,2.4,4.6,27,63,148,0.18,0.27,891,it ITA,DF,fr Ligue 1,29,1991,17.1,2,21,8,38.1,1.23,0.47,0.10,0.25,18.9,0,0,0,2.2,2.2,0.10,-0.2,-0.2,891,it ITA,DF,fr Ligue 1,29,1991,17.1,815,1009,80.8,12776,3224,1,2.4,2.9,-1.4,18,45,25,16,63,891,it ITA,DF,fr Ligue 1,29,1991,17.1,1009,902,105,9,0,10,80,93,3,2,1,0,815,2,12,891,it ITA,DF,fr Ligue 1,29,1991,17.1,28,1.64,21,4,0,2,0,1,2,0.12,891,it ITA,DF,fr Ligue 1,29,1991,17.1,24,16,9,9,6,29,41.4,17,7,1,6,17,41,25,0,891,it ITA,DF,fr Ligue 1,29,1991,17.1,1128,46,251,515,367,51,1128,11,5,45.5,6,54.5,623,2635,1388,27,20,9,9,2,780,148,1106,it ITA,DF,fr Ligue 1,29,1991,21,1538,73,45.0,17.1,18,84,10,3,7,5,2.00,35,13,+22,+1.29,-0.43,37.5,14.7,+22.8,+1.33,891,it ITA,DF,fr Ligue 1,29,1991,17.1,1,0,0,10,7,2,80,17,16,0,0,0,86,13,20,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,Kingsley Fobi,gh GHA,DF,Granada,es La Liga,21,1998,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,892,gh GHA,DF,es La Liga,21,1998,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,892,gh GHA,DF,es La Liga,21,1998,0.5,7,11,63.6,114,56,0,0.0,0.0,0.0,0,0,0,0,0,892,gh GHA,DF,es La Liga,21,1998,0.5,11,6,5,0,0,0,0,5,0,0,0,0,7,0,0,892,gh GHA,DF,es La Liga,21,1998,0.5,0,0.00,0,0,0,0,0,0,0,0.00,892,gh GHA,DF,es La Liga,21,1998,0.5,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,892,gh GHA,DF,es La Liga,21,1998,0.5,14,2,5,6,3,1,14,0,0,,0,,6,51,38,1,0,1,0,0,4,1,1108,gh GHA,DF,es La Liga,21,1998,1,45,45,1.3,0.5,0,,0,1,45,0,0.00,0,0,0,0.00,+0.48,0.8,1.4,-0.6,-1.20,892,gh GHA,DF,es La Liga,21,1998,0.5,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,Phil Foden,eng ENG,"FW,MF",Manchester City,eng Premier League,20,2000,28,17,1616,18.0,9,5,14,9,0,0,0,0,5.0,5.0,3.6,8.6,81,69,213,0.78,0.48,893,eng ENG,"FW,MF",eng Premier League,20,2000,18.0,9,45,20,44.4,2.51,1.11,0.20,0.45,15.0,0,0,0,5.0,5.0,0.11,+4.0,+4.0,893,eng ENG,"FW,MF",eng Premier League,20,2000,18.0,689,845,81.5,9142,1889,5,3.6,2.6,+1.4,30,36,21,2,69,893,eng ENG,"FW,MF",eng Premier League,20,2000,18.0,845,778,63,3,2,2,74,5,49,9,28,1,689,4,17,893,eng ENG,"FW,MF",eng Premier League,20,2000,18.0,66,3.68,45,8,7,4,2,0,12,0.67,893,eng ENG,"FW,MF",eng Premier League,20,2000,18.0,22,11,12,8,2,23,39.1,14,9,0,9,11,33,11,0,893,eng ENG,"FW,MF",eng Premier League,20,2000,18.0,1065,14,93,373,615,121,1065,67,38,56.7,29,43.3,673,3812,2138,81,40,42,47,15,833,213,1109,eng ENG,"FW,MF",eng Premier League,20,2000,28,1616,58,47.3,18.0,17,82,10,11,20,10,2.14,46,16,+30,+1.67,+0.62,32.1,16.0,+16.1,+0.90,893,eng ENG,"FW,MF",eng Premier League,20,2000,18.0,0,0,0,12,34,3,74,11,11,0,0,0,72,16,26,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,Mamadou Fofana,ml MLI,"MF,DF",Metz,fr Ligue 1,22,1998,16,11,1070,11.9,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,2,20,2,0.00,0.04,894,ml MLI,"MF,DF",fr Ligue 1,22,1998,11.9,0,3,0,0.0,0.25,0.00,0.00,,12.6,0,0,0,0.4,0.4,0.14,-0.4,-0.4,894,ml MLI,"MF,DF",fr Ligue 1,22,1998,11.9,376,452,83.2,6799,2303,0,0.1,0.1,-0.1,2,15,0,0,20,894,ml MLI,"MF,DF",fr Ligue 1,22,1998,11.9,452,439,13,13,0,0,0,0,0,0,0,0,376,0,3,894,ml MLI,"MF,DF",fr Ligue 1,22,1998,11.9,8,0.67,8,0,0,0,0,0,0,0.00,894,ml MLI,"MF,DF",fr Ligue 1,22,1998,11.9,25,11,17,8,0,31,22.6,24,14,2,12,18,43,36,0,894,ml MLI,"MF,DF",fr Ligue 1,22,1998,11.9,561,49,269,276,19,5,561,2,2,100.0,0,0.0,300,1103,530,2,2,0,6,3,306,2,1111,ml MLI,"MF,DF",fr Ligue 1,22,1998,16,1070,67,31.3,11.9,11,83,8,5,32,21,1.31,14,15,-1,-0.08,+0.03,16.0,16.9,-1.0,-0.08,894,ml MLI,"MF,DF",fr Ligue 1,22,1998,11.9,2,0,0,12,1,0,0,18,11,0,1,0,78,11,13,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,Seko Fofana,ci CIV,MF,Lens,fr Ligue 1,25,1995,30,25,2309,25.7,2,3,5,2,0,0,2,0,2.9,2.9,2.3,5.3,75,120,126,0.19,0.20,895,ci CIV,MF,fr Ligue 1,25,1995,25.7,2,40,12,30.0,1.56,0.47,0.05,0.17,20.3,0,0,0,2.9,2.9,0.07,-0.9,-0.9,895,ci CIV,MF,fr Ligue 1,25,1995,25.7,1049,1218,86.1,16279,3068,3,2.3,1.5,+0.7,24,75,15,1,120,895,ci CIV,MF,fr Ligue 1,25,1995,25.7,1218,1201,14,5,0,12,19,2,0,0,0,0,1049,3,21,895,ci CIV,MF,fr Ligue 1,25,1995,25.7,60,2.34,47,0,5,2,5,1,8,0.31,895,ci CIV,MF,fr Ligue 1,25,1995,25.7,16,8,3,10,3,26,15.4,22,16,5,11,34,50,23,1,895,ci CIV,MF,fr Ligue 1,25,1995,25.7,1497,32,217,929,372,54,1497,74,41,55.4,33,44.6,956,5893,2850,75,58,15,50,32,1122,126,1112,ci CIV,MF,fr Ligue 1,25,1995,30,2309,77,67.5,25.7,25,87,18,5,26,0,1.43,37,37,0,0.00,-0.08,35.7,35.4,+0.4,+0.01,895,ci CIV,MF,fr Ligue 1,25,1995,25.7,2,0,0,21,21,1,19,34,8,1,1,0,155,22,10,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,Wesley Fofana,fr FRA,DF,Leicester City,eng Premier League,19,2000,28,27,2262,25.1,0,0,0,0,0,0,7,0,1.0,1.0,0.3,1.3,37,93,8,0.00,0.05,896,fr FRA,DF,eng Premier League,19,2000,25.1,0,11,2,18.2,0.44,0.08,0.00,0.00,9.9,0,0,0,1.0,1.0,0.09,-1.0,-1.0,896,fr FRA,DF,eng Premier League,19,2000,25.1,1501,1740,86.3,28164,8486,0,0.3,0.5,-0.3,6,105,1,0,93,896,fr FRA,DF,eng Premier League,19,2000,25.1,1740,1649,89,41,1,12,2,48,0,0,0,0,1501,2,8,896,fr FRA,DF,eng Premier League,19,2000,25.1,19,0.76,16,0,0,1,2,0,1,0.04,896,fr FRA,DF,eng Premier League,19,2000,25.1,51,37,27,22,2,46,67.4,15,28,16,12,61,112,94,0,896,fr FRA,DF,eng Premier League,19,2000,25.1,2036,186,865,1118,78,20,2036,21,15,71.4,6,28.6,1273,8129,4806,37,23,1,27,12,1344,8,1113,fr FRA,DF,eng Premier League,19,2000,28,2262,81,66.1,25.1,27,83,22,1,25,1,1.64,43,30,+13,+0.52,+0.13,35.1,28.2,+6.9,+0.28,896,fr FRA,DF,eng Premier League,19,2000,25.1,7,0,0,37,29,2,2,61,37,1,1,0,181,88,60,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,Wesley Fofana,fr FRA,DF,Saint-Étienne,fr Ligue 1,19,2000,4,3,315,3.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,8,2,0.00,0.02,897,fr FRA,DF,fr Ligue 1,19,2000,3.5,0,1,0,0.0,0.29,0.00,0.00,,13.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,897,fr FRA,DF,fr Ligue 1,19,2000,3.5,149,184,81.0,2863,1144,0,0.0,0.0,0.0,1,6,0,0,8,897,fr FRA,DF,fr Ligue 1,19,2000,3.5,184,171,10,5,1,1,0,5,0,0,0,0,149,3,1,897,fr FRA,DF,fr Ligue 1,19,2000,3.5,4,1.14,4,0,0,0,0,0,0,0.00,897,fr FRA,DF,fr Ligue 1,19,2000,3.5,6,4,6,0,0,4,75.0,1,3,3,0,8,14,14,1,897,fr FRA,DF,fr Ligue 1,19,2000,3.5,222,27,128,86,8,3,222,3,2,66.7,1,33.3,128,678,417,2,3,1,0,1,140,2,1114,fr FRA,DF,fr Ligue 1,19,2000,4,315,79,9.2,3.5,3,90,3,1,45,0,2.25,6,2,+4,+1.14,+1.61,4.9,4.6,+0.3,+0.08,897,fr FRA,DF,fr Ligue 1,19,2000,3.5,1,0,0,6,5,1,0,8,4,0,0,0,23,7,7,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,21,1999,35,35,2873,31.9,0,3,3,0,0,0,10,1,1.5,1.5,2.4,3.9,57,187,36,0.09,0.12,898,fr FRA,MF,fr Ligue 1,21,1999,31.9,0,36,4,11.1,1.13,0.13,0.00,0.00,25.5,1,0,0,1.5,1.5,0.04,-1.5,-1.5,898,fr FRA,MF,fr Ligue 1,21,1999,31.9,1435,1703,84.3,25931,6942,3,2.4,2.4,+0.6,28,150,29,6,187,898,fr FRA,MF,fr Ligue 1,21,1999,31.9,1703,1643,54,36,3,20,37,2,16,5,10,0,1435,6,14,898,fr FRA,MF,fr Ligue 1,21,1999,31.9,69,2.16,51,7,4,2,3,2,9,0.28,898,fr FRA,MF,fr Ligue 1,21,1999,31.9,90,51,31,51,8,82,51.2,40,43,7,36,34,124,14,2,898,fr FRA,MF,fr Ligue 1,21,1999,31.9,2028,47,385,1327,345,12,2028,61,32,52.5,29,47.5,1101,5869,2967,57,52,4,45,26,1410,36,1115,fr FRA,MF,fr Ligue 1,21,1999,35,2873,82,84.0,31.9,35,82,24,0,,1,2.09,65,32,+33,+1.03,+0.87,58.8,27.7,+31.0,+0.97,898,fr FRA,MF,fr Ligue 1,21,1999,31.9,10,1,1,47,33,0,37,34,51,0,1,0,236,19,17,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
