Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
1,Ismael Aaneba,fr FRA,DF,Strasbourg,fr Ligue 1,21,1999,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,1,fr FRA,DF,fr Ligue 1,21,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1,fr FRA,DF,fr Ligue 1,21,1999,0.1,1,1,100.0,38,8,0,0.0,0.0,0.0,0,0,0,0,0,1,fr FRA,DF,fr Ligue 1,21,1999,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,fr FRA,DF,fr Ligue 1,21,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,1,fr FRA,DF,fr Ligue 1,21,1999,0.1,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,1,fr FRA,DF,fr Ligue 1,21,1999,0.1,3,1,3,0,0,0,3,0,0,,0,,1,3,1,0,0,0,0,0,1,0,1,fr FRA,DF,fr Ligue 1,21,1999,2,11,6,0.3,0.1,0,,0,2,6,18,2.00,0,0,0,0.00,+0.24,0.0,0.2,-0.2,-1.75,1,fr FRA,DF,fr Ligue 1,21,1999,0.1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Patrick van Aanholt,nl NED,DF,Crystal Palace,eng Premier League,29,1990,22,20,1777,19.7,0,1,1,0,0,0,2,0,1.4,1.4,0.7,2.1,38,103,87,0.05,0.11,2,nl NED,DF,eng Premier League,29,1990,19.7,0,18,5,27.8,0.91,0.25,0.00,0.00,21.1,3,0,0,1.4,1.4,0.08,-1.4,-1.4,2,nl NED,DF,eng Premier League,29,1990,19.7,906,1164,77.8,13287,5990,1,0.7,1.7,+0.3,11,71,20,4,103,2,nl NED,DF,eng Premier League,29,1990,19.7,1164,959,192,31,0,4,40,159,2,0,2,0,906,13,26,2,nl NED,DF,eng Premier League,29,1990,19.7,30,1.52,27,2,1,0,0,0,3,0.15,2,nl NED,DF,eng Premier League,29,1990,19.7,35,22,18,17,0,43,44.2,24,18,6,12,30,65,40,2,2,nl NED,DF,eng Premier League,29,1990,19.7,1353,61,420,612,329,37,1353,22,10,45.5,12,54.5,728,3406,1622,38,29,9,24,6,800,87,2,nl NED,DF,eng Premier League,29,1990,22,1777,81,52.0,19.7,20,88,19,2,11,11,1.05,19,36,-17,-0.86,-0.42,17.1,30.9,-13.8,-0.70,2,nl NED,DF,eng Premier League,29,1990,19.7,2,0,0,11,3,3,40,30,22,0,0,0,136,11,13,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Yunis Abdelhamid,ma MAR,DF,Reims,fr Ligue 1,32,1987,33,33,2889,32.1,3,0,3,3,0,0,4,1,1.9,1.9,0.3,2.2,18,99,3,0.09,0.07,3,ma MAR,DF,fr Ligue 1,32,1987,32.1,3,15,5,33.3,0.47,0.16,0.20,0.60,10.5,0,0,0,1.9,1.9,0.13,+1.1,+1.1,3,ma MAR,DF,fr Ligue 1,32,1987,32.1,1506,1762,85.5,30174,12190,0,0.3,0.3,-0.3,4,76,1,0,99,3,ma MAR,DF,fr Ligue 1,32,1987,32.1,1762,1697,60,60,0,11,0,0,0,0,0,0,1506,5,10,3,ma MAR,DF,fr Ligue 1,32,1987,32.1,17,0.53,15,0,0,2,0,0,0,0.00,3,ma MAR,DF,fr Ligue 1,32,1987,32.1,59,37,36,23,0,42,61.9,16,34,15,19,61,120,132,0,3,ma MAR,DF,fr Ligue 1,32,1987,32.1,2103,230,1160,920,38,23,2103,16,7,43.8,9,56.3,1255,6240,3618,18,5,1,14,12,1354,3,4,ma MAR,DF,fr Ligue 1,32,1987,33,2889,88,84.5,32.1,33,88,32,0,,0,1.18,37,39,-2,-0.06,+0.95,29.1,45.4,-16.2,-0.51,3,ma MAR,DF,fr Ligue 1,32,1987,32.1,4,1,0,37,22,0,0,61,37,0,1,0,200,92,53,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Sabit Abdulai,gh GHA,MF,Getafe,es La Liga,21,1999,3,0,60,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,4,gh GHA,MF,es La Liga,21,1999,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,4,gh GHA,MF,es La Liga,21,1999,0.7,7,14,50.0,140,10,0,0.0,0.0,0.0,0,0,1,0,1,4,gh GHA,MF,es La Liga,21,1999,0.7,14,14,0,0,0,1,1,0,0,0,0,0,7,0,1,4,gh GHA,MF,es La Liga,21,1999,0.7,0,0.00,0,0,0,0,0,0,0,0.00,4,gh GHA,MF,es La Liga,21,1999,0.7,2,0,1,1,0,3,33.3,2,0,0,0,0,2,0,0,4,gh GHA,MF,es La Liga,21,1999,0.7,19,0,2,11,6,0,19,2,1,50.0,1,50.0,11,21,11,0,1,0,1,0,10,2,5,gh GHA,MF,es La Liga,21,1999,3,60,20,1.8,0.7,0,,0,3,20,16,0.67,1,2,-1,-1.50,-1.13,0.9,1.4,-0.4,-0.65,4,gh GHA,MF,es La Liga,21,1999,0.7,1,0,0,2,1,0,1,0,0,0,0,0,1,1,3,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Mehdi Abeid,dz ALG,MF,Nantes,fr Ligue 1,27,1992,18,15,1320,14.7,0,0,0,0,0,0,5,0,1.0,1.0,0.8,1.8,32,65,16,0.00,0.12,5,dz ALG,MF,fr Ligue 1,27,1992,14.7,0,20,0,0.0,1.36,0.00,0.00,,23.9,1,0,0,1.0,1.0,0.05,-1.0,-1.0,5,dz ALG,MF,fr Ligue 1,27,1992,14.7,605,718,84.3,10646,2928,0,0.8,0.7,-0.8,12,64,7,4,65,5,dz ALG,MF,fr Ligue 1,27,1992,14.7,718,662,52,33,0,9,40,5,14,7,7,0,605,4,7,5,dz ALG,MF,fr Ligue 1,27,1992,14.7,31,2.11,18,5,3,1,2,2,1,0.07,5,dz ALG,MF,fr Ligue 1,27,1992,14.7,34,19,16,14,4,30,50.0,15,9,2,7,20,54,10,0,5,dz ALG,MF,fr Ligue 1,27,1992,14.7,852,23,184,541,149,10,852,27,19,70.4,8,29.6,532,2865,1352,32,23,3,23,10,561,16,7,dz ALG,MF,fr Ligue 1,27,1992,18,1320,73,38.6,14.7,15,83,10,3,23,1,0.94,13,23,-10,-0.68,-0.77,16.2,22.8,-6.6,-0.45,5,dz ALG,MF,fr Ligue 1,27,1992,14.7,5,0,0,31,22,1,40,20,19,0,0,0,108,13,18,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Laurent Abergel,fr FRA,MF,Lorient,fr Ligue 1,27,1993,38,32,2963,32.9,3,1,4,3,0,0,5,0,1.5,1.5,1.7,3.3,32,138,35,0.12,0.10,6,fr FRA,MF,fr Ligue 1,27,1993,32.9,3,29,10,34.5,0.88,0.30,0.10,0.30,26.8,0,0,0,1.5,1.5,0.05,+1.5,+1.5,6,fr FRA,MF,fr Ligue 1,27,1993,32.9,1288,1564,82.4,22633,6551,1,1.7,1.4,-0.7,20,115,13,4,138,6,fr FRA,MF,fr Ligue 1,27,1993,32.9,1564,1521,38,31,1,11,26,7,0,0,0,0,1288,5,34,6,fr FRA,MF,fr Ligue 1,27,1993,32.9,59,1.79,45,0,3,6,4,1,9,0.27,6,fr FRA,MF,fr Ligue 1,27,1993,32.9,145,84,64,69,12,162,33.3,108,64,6,58,46,191,12,0,6,fr FRA,MF,fr Ligue 1,27,1993,32.9,1940,31,486,1210,280,12,1940,37,29,78.4,8,21.6,1075,4705,2140,32,32,4,53,44,1289,35,8,fr FRA,MF,fr Ligue 1,27,1993,38,2963,78,86.6,32.9,32,85,22,6,40,0,1.11,42,53,-11,-0.33,+1.04,41.8,43.0,-1.2,-0.04,6,fr FRA,MF,fr Ligue 1,27,1993,32.9,5,0,0,44,37,0,26,46,84,1,0,0,231,9,17,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Charles Abi,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,20,2000,24,9,912,10.1,3,2,5,3,0,0,1,0,2.1,2.1,0.3,2.4,13,21,48,0.49,0.24,7,fr FRA,"FW,MF",fr Ligue 1,20,2000,10.1,3,19,4,21.1,1.87,0.39,0.16,0.75,12.5,0,0,0,2.1,2.1,0.11,+0.9,+0.9,7,fr FRA,"FW,MF",fr Ligue 1,20,2000,10.1,128,202,63.4,1703,317,2,0.3,0.3,+1.7,6,11,6,0,21,7,fr FRA,"FW,MF",fr Ligue 1,20,2000,10.1,202,192,10,0,0,1,3,0,0,0,0,0,128,0,10,7,fr FRA,"FW,MF",fr Ligue 1,20,2000,10.1,14,1.38,11,0,2,0,1,0,3,0.30,7,fr FRA,"FW,MF",fr Ligue 1,20,2000,10.1,8,2,5,0,3,12,25.0,9,6,2,4,4,12,5,0,7,fr FRA,"FW,MF",fr Ligue 1,20,2000,10.1,320,9,38,138,146,36,320,24,12,50.0,12,50.0,166,1056,424,13,15,2,33,20,242,48,9,fr FRA,"FW,MF",fr Ligue 1,20,2000,24,912,38,26.7,10.1,9,64,1,15,22,2,1.33,16,23,-7,-0.69,-0.51,15.5,16.1,-0.6,-0.06,7,fr FRA,"FW,MF",fr Ligue 1,20,2000,10.1,1,0,0,18,7,7,3,4,2,0,0,0,26,37,59,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Matthis Abline,fr FRA,FW,Rennes,fr Ligue 1,17,2003,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,8,fr FRA,FW,fr Ligue 1,17,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,8,fr FRA,FW,fr Ligue 1,17,2003,0.0,0,1,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,8,fr FRA,FW,fr Ligue 1,17,2003,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,fr FRA,FW,fr Ligue 1,17,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,8,fr FRA,FW,fr Ligue 1,17,2003,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,fr FRA,FW,fr Ligue 1,17,2003,0.0,1,0,0,0,1,0,1,1,1,100.0,0,0.0,1,0,0,0,0,0,0,0,1,0,10,fr FRA,FW,fr Ligue 1,17,2003,1,2,2,0.1,0.0,0,,0,1,2,3,3.00,1,0,+1,+45.00,+44.71,0.4,0.0,+0.4,+17.75,8,fr FRA,FW,fr Ligue 1,17,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Pape Abou Cissé,sn SEN,DF,Saint-Étienne,fr Ligue 1,24,1995,14,14,1260,14.0,0,0,0,0,0,0,1,0,1.4,1.4,0.1,1.5,2,31,1,0.00,0.11,9,sn SEN,DF,fr Ligue 1,24,1995,14.0,0,13,3,23.1,0.93,0.21,0.00,0.00,13.0,0,0,0,1.4,1.4,0.11,-1.4,-1.4,9,sn SEN,DF,fr Ligue 1,24,1995,14.0,521,681,76.5,11246,4984,0,0.1,0.1,-0.1,3,31,1,0,31,9,sn SEN,DF,fr Ligue 1,24,1995,14.0,681,653,27,25,0,18,1,2,0,0,0,0,521,1,2,9,sn SEN,DF,fr Ligue 1,24,1995,14.0,9,0.64,5,1,0,2,1,0,0,0.00,9,sn SEN,DF,fr Ligue 1,24,1995,14.0,15,13,10,5,0,10,60.0,4,7,4,3,27,42,87,0,9,sn SEN,DF,fr Ligue 1,24,1995,14.0,858,115,504,335,22,16,858,4,2,50.0,2,50.0,440,2357,1307,2,2,1,9,0,463,1,11,sn SEN,DF,fr Ligue 1,24,1995,14,1260,90,36.8,14.0,14,90,14,0,,1,1.64,21,18,+3,+0.21,+0.84,20.0,19.6,+0.4,+0.03,9,sn SEN,DF,fr Ligue 1,24,1995,14.0,1,0,0,10,9,1,1,27,13,0,0,0,97,55,15,78.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,David Abraham,ar ARG,DF,Eint Frankfurt,de Bundesliga,34,1986,14,14,1222,13.6,1,0,1,1,0,0,5,1,0.6,0.6,0.4,1.0,12,55,21,0.07,0.07,10,ar ARG,DF,de Bundesliga,34,1986,13.6,1,10,2,20.0,0.74,0.15,0.10,0.50,15.9,0,0,0,0.6,0.6,0.06,+0.4,+0.4,10,ar ARG,DF,de Bundesliga,34,1986,13.6,558,678,82.3,10633,3990,0,0.4,0.5,-0.4,2,50,3,1,55,10,ar ARG,DF,de Bundesliga,34,1986,13.6,678,616,59,17,0,10,13,42,0,0,0,0,558,3,7,10,ar ARG,DF,de Bundesliga,34,1986,13.6,5,0.37,3,1,0,1,0,0,0,0.00,10,ar ARG,DF,de Bundesliga,34,1986,13.6,18,12,13,3,2,17,64.7,6,13,4,9,17,35,34,0,10,ar ARG,DF,de Bundesliga,34,1986,13.6,792,50,293,425,83,8,792,5,4,80.0,1,20.0,367,1776,1030,12,8,1,7,1,441,21,13,ar ARG,DF,de Bundesliga,34,1986,14,1222,87,39.9,13.6,14,87,12,0,,0,1.64,25,17,+8,+0.59,+0.20,24.9,15.8,+9.1,+0.67,10,ar ARG,DF,de Bundesliga,34,1986,13.6,5,1,1,9,6,1,13,17,12,0,0,0,76,31,18,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
