Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
1,Max Aarons,eng ENG,DF,Norwich City,eng Premier League,21,2000,34,32,2881,32.0,0,2,2,0,0,0,8,0,0.8,0.8,1.7,2.5,0.06,0.08,78,117,85,13,2,15.4,0.41,0.06,0.00,0.00,19.9,0,0,0,0.8,0.8,0.06,-0.8,-0.8,1107,1469,75.4,16588,6133,2,1.7,1.7,+0.3,20,50,37,9,117,1130,332,17,5,4,50,315,0,0,0,0,1107,64,44,49,15,0,55,67.3,18,39,19,20,28,92,96,1,46,1.44,34,3,2,3,3,1,3,0.09,1841,160,721,703,440,23,1841,68,34,50.0,34,50.0,953,6454,3377,78,47,12,38,23,1030,85,8,0,0,27,52,1,50,28,44,0,2,1,154,13,50,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Yunis Abdelhamid,ma MAR,DF,Reims,fr Ligue 1,33,1987,34,34,2983,33.1,2,0,2,2,0,0,5,1,1.2,1.2,0.8,2.0,0.06,0.06,23,119,14,18,6,33.3,0.54,0.18,0.11,0.33,18.3,0,0,0,1.2,1.2,0.07,+0.8,+0.8,1284,1578,81.4,25516,9586,0,0.8,0.6,-0.8,9,95,7,0,119,1471,101,89,0,32,4,9,0,0,0,0,1284,48,27,34,14,0,32,50.0,16,50,25,25,68,116,104,0,22,0.66,17,0,2,1,0,2,1,0.03,1919,212,1017,843,84,24,1919,18,14,77.8,4,22.2,1194,6451,3558,23,19,0,28,13,1202,14,5,1,0,39,25,0,4,68,27,0,1,0,195,62,38,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Salis Abdul Samed,gh GHA,MF,Clermont Foot,fr Ligue 1,21,2000,31,29,2462,27.4,1,0,1,1,0,0,12,3,0.7,0.7,0.9,1.6,0.04,0.06,24,108,47,18,5,27.8,0.66,0.18,0.06,0.20,21.5,0,0,0,0.7,0.7,0.04,+0.3,+0.3,1535,1701,90.2,25518,5456,0,0.9,0.8,-0.9,17,87,13,1,108,1678,21,17,1,3,14,4,0,0,0,0,1535,43,23,25,16,2,57,35.1,37,18,1,17,42,85,15,0,50,1.83,41,0,0,4,4,1,3,0.11,1948,39,557,1146,261,16,1948,41,26,63.4,15,36.6,1386,6570,2687,24,23,3,42,30,1481,47,12,3,2,43,37,0,14,42,23,0,0,0,186,17,20,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Laurent Abergel,fr FRA,MF,Lorient,fr Ligue 1,28,1993,34,34,2956,32.8,0,2,2,0,0,0,9,0,1.5,1.5,3.7,5.1,0.06,0.16,30,171,73,29,7,24.1,0.88,0.21,0.00,0.00,24.2,0,0,0,1.5,1.5,0.05,-1.5,-1.5,1342,1660,80.8,23767,6837,2,3.7,2.6,-1.7,35,147,23,9,171,1617,35,25,7,21,37,8,2,0,1,0,1342,110,60,44,53,13,166,42.8,95,58,1,57,55,165,13,0,83,2.53,67,2,3,1,7,3,9,0.27,2032,24,404,1298,357,13,2032,61,39,63.9,22,36.1,1311,5629,2353,30,39,3,52,40,1410,73,9,0,0,41,69,1,37,55,60,0,0,0,264,11,7,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Charles Abi,fr FRA,FW,Saint-Étienne,fr Ligue 1,21,2000,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,4,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,3,7,42.9,46,0,0,0.0,0.0,0.0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0,0,1,2.00,1,0,0,0,0,0,0,0.00,12,0,0,5,8,1,12,0,0,,0,,7,11,1,0,0,0,3,0,9,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Dickson Abiama,ng NGA,FW,Greuther Fürth,de Bundesliga,22,1998,24,5,726,8.1,0,1,1,0,0,0,3,0,1.8,1.8,1.3,3.2,0.12,0.39,14,17,38,18,4,22.2,2.23,0.50,0.00,0.00,16.7,0,0,0,1.8,1.8,0.10,-1.8,-1.8,84,137,61.3,1009,278,1,1.3,0.6,-0.3,7,5,6,0,17,129,6,0,2,0,3,0,0,0,0,0,84,11,7,4,5,2,10,20.0,8,12,1,11,4,15,8,0,15,1.85,10,0,0,2,2,1,2,0.25,246,6,24,108,115,23,246,20,7,35.0,13,65.0,131,629,266,14,5,6,29,10,160,38,3,0,0,17,11,15,3,4,7,0,0,0,28,19,30,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Matthis Abline,fr FRA,FW,Rennes,fr Ligue 1,18,2003,7,1,103,1.1,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0.00,0.24,1,2,6,2,0,0.0,1.75,0.00,0.00,,9.5,0,0,0,0.3,0.3,0.14,-0.3,-0.3,7,9,77.8,72,15,0,0.0,0.0,0.0,0,0,1,0,2,9,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,,0,2,0,2,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0.00,20,1,1,6,13,3,20,6,3,50.0,3,50.0,11,55,17,1,1,0,1,3,12,6,0,0,0,2,1,0,0,0,0,0,0,0,0,0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Tammy Abraham,eng ENG,FW,Roma,it Serie A,23,1997,37,36,3084,34.3,17,4,21,14,3,3,9,0,20.7,18.4,4.8,23.2,0.53,0.74,41,70,199,92,35,38.0,2.68,1.02,0.15,0.40,12.9,3,3,3,20.7,18.4,0.20,-3.7,-4.4,485,696,69.7,6820,1622,4,4.8,2.4,-0.8,38,35,27,3,70,627,67,6,5,1,16,2,0,0,0,0,485,27,13,7,14,6,22,40.9,13,17,3,14,5,32,27,0,94,2.74,62,1,6,17,7,1,14,0.41,1064,32,73,508,495,173,1061,77,38,49.4,39,50.6,494,2592,1129,41,31,22,86,41,736,199,9,0,0,38,49,17,16,5,13,1,1,0,68,78,80,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Luis Abram,pe PER,DF,Granada,es La Liga,25,1996,8,6,560,6.2,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,0.00,0.05,1,10,1,2,0,0.0,0.32,0.00,0.00,,9.0,0,0,0,0.3,0.3,0.14,-0.3,-0.3,191,226,84.5,3666,1177,0,0.0,0.0,0.0,0,8,0,0,10,216,9,5,0,0,0,2,0,0,0,0,191,6,3,3,3,0,4,50.0,2,6,5,1,5,11,37,1,3,0.48,1,0,0,2,0,0,1,0.16,286,45,178,106,5,4,286,0,0,,0,,149,760,487,1,0,0,0,0,180,1,2,0,0,5,4,0,0,5,3,0,0,1,14,7,14,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Francesco Acerbi,it ITA,DF,Lazio,it Serie A,33,1988,30,29,2536,28.2,4,0,4,4,0,0,2,1,2.4,2.4,0.5,2.9,0.14,0.10,31,119,10,15,7,46.7,0.53,0.25,0.27,0.57,10.8,0,0,0,2.4,2.4,0.16,+1.6,+1.6,1837,2043,89.9,34996,12273,0,0.5,0.8,-0.5,5,119,6,0,119,1955,87,77,1,34,3,1,0,0,0,0,1837,25,12,15,9,1,19,63.2,7,37,28,9,34,59,92,0,17,0.61,13,1,0,1,2,0,2,0.07,2295,268,1102,1143,59,22,2295,6,4,66.7,2,33.3,1364,6893,4301,31,19,0,13,4,1641,10,2,1,0,18,16,4,3,34,12,1,0,0,162,69,43,61.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Ragnar Ache,de GER,"MF,FW",Eint Frankfurt,de Bundesliga,23,1998,13,1,259,2.9,0,1,1,0,0,0,0,0,0.4,0.4,0.4,0.9,0.35,0.30,8,2,29,10,2,20.0,3.47,0.69,0.00,0.00,16.1,0,0,0,0.4,0.4,0.04,-0.4,-0.4,37,64,57.8,481,117,1,0.4,0.3,+0.6,3,3,3,2,2,61,2,0,0,1,6,2,0,0,0,0,37,2,0,0,1,1,4,25.0,3,3,0,3,0,2,1,0,8,2.78,4,0,1,2,1,0,1,0.35,117,1,7,46,65,17,117,11,6,54.5,5,45.5,72,450,176,8,5,3,16,9,97,29,0,0,0,5,8,6,6,0,0,0,0,0,7,18,10,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Mohamed Achi,fr FRA,MF,Nantes,fr Ligue 1,19,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,6,9,66.7,102,10,0,0.0,0.0,0.0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,9,0,2,5,2,0,9,0,0,,0,,9,34,12,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Marcos Acuña,ar ARG,DF,Sevilla,es La Liga,29,1991,31,26,2260,25.1,1,3,4,1,0,0,10,0,1.2,1.2,2.9,4.1,0.16,0.16,73,131,153,16,5,31.3,0.64,0.20,0.06,0.20,21.7,1,0,0,1.2,1.2,0.08,-0.2,-0.2,1543,1963,78.6,29328,10206,3,2.9,4.1,+0.1,43,115,43,27,131,1624,333,63,3,30,178,230,40,0,31,0,1543,50,29,27,14,9,46,65.2,16,22,5,17,14,64,25,1,75,2.99,48,19,2,3,3,0,3,0.12,2184,54,637,959,618,19,2184,66,44,66.7,22,33.3,1256,6253,3799,73,58,2,38,27,1467,153,10,0,0,38,48,0,178,14,29,0,1,0,173,22,32,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Che Adams,sct SCO,FW,Southampton,eng Premier League,25,1996,30,23,2039,22.7,7,3,10,7,0,0,0,0,7.1,7.1,3.0,10.1,0.44,0.45,19,33,153,49,24,49.0,2.16,1.06,0.14,0.29,13.3,0,0,0,7.1,7.1,0.15,-0.1,-0.1,304,472,64.4,4188,1017,3,3.0,1.7,0.0,26,24,10,0,33,468,2,0,4,5,8,1,0,0,0,0,304,13,6,5,5,3,16,12.5,14,18,2,16,8,21,18,0,51,2.25,32,0,2,4,11,2,5,0.22,712,22,81,293,344,94,712,35,20,57.1,15,42.9,394,1804,651,19,13,13,59,34,537,153,0,0,0,29,40,7,8,8,6,0,0,0,70,61,91,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Tyler Adams,us USA,MF,RB Leipzig,de Bundesliga,22,1999,24,12,1351,15.0,0,1,1,0,0,0,5,0,0.2,0.2,0.9,1.0,0.07,0.07,20,96,23,2,0,0.0,0.13,0.00,0.00,,21.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2,794,918,86.5,11903,3451,1,0.9,1.4,+0.1,7,85,8,0,96,882,32,16,1,0,2,14,0,0,0,0,794,23,7,5,16,2,25,28.0,18,24,1,23,16,39,19,2,26,1.73,23,1,1,1,0,0,4,0.27,1062,28,184,739,150,10,1062,23,13,56.5,10,43.5,607,2825,1319,20,21,3,20,9,750,23,5,0,0,19,15,0,2,16,7,0,0,0,85,20,10,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Sargis Adamyan,am ARM,"FW,MF",Hoffenheim,de Bundesliga,28,1993,13,2,331,3.7,1,0,1,1,0,0,0,0,0.7,0.7,0.5,1.2,0.27,0.31,9,9,26,3,2,66.7,0.82,0.54,0.33,0.50,17.2,0,0,0,0.7,0.7,0.22,+0.3,+0.3,73,101,72.3,991,255,0,0.5,0.5,-0.5,4,5,4,2,9,95,5,0,0,0,5,5,0,0,0,0,73,8,6,3,4,1,11,27.3,8,4,0,4,1,9,2,0,11,2.98,8,0,2,0,0,1,1,0.27,149,2,17,72,63,9,149,12,6,50.0,6,50.0,89,547,224,9,3,0,12,5,95,26,0,0,0,5,8,4,5,1,6,0,0,0,24,3,14,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Martin Adeline,fr FRA,"MF,FW",Reims,fr Ligue 1,17,2003,8,2,352,3.9,0,0,0,0,0,0,1,0,0.4,0.4,0.5,0.8,0.00,0.21,5,16,13,4,1,25.0,1.02,0.26,0.00,0.00,11.8,0,0,0,0.4,0.4,0.09,-0.4,-0.4,107,147,72.8,1681,608,0,0.5,0.2,-0.5,3,8,3,0,16,138,8,4,0,0,11,0,4,0,4,0,107,15,11,5,8,2,16,50.0,8,0,0,0,11,26,6,0,10,2.56,8,0,1,0,0,1,0,0.00,193,8,42,91,64,7,193,9,6,66.7,3,33.3,108,528,247,5,5,1,8,6,101,13,1,0,0,16,2,0,11,11,11,0,0,0,35,3,5,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Amine Adli,ma MAR,"FW,MF",Leverkusen,de Bundesliga,21,2000,25,13,1256,14.0,3,2,5,3,0,0,3,0,4.3,4.3,2.1,6.4,0.36,0.46,51,56,105,37,19,51.4,2.65,1.36,0.08,0.16,15.1,0,0,0,4.3,4.3,0.12,-1.3,-1.3,376,516,72.9,5007,1529,2,2.1,1.5,-0.1,14,27,19,4,56,494,17,1,6,0,21,11,1,0,0,0,376,27,14,10,14,3,15,53.3,7,26,2,24,11,38,12,0,49,3.51,39,1,3,4,2,0,6,0.43,729,9,116,347,282,57,729,37,21,56.8,16,43.2,456,2836,1731,51,29,15,47,18,531,105,3,0,0,27,28,8,21,11,14,0,0,0,62,12,29,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Yacine Adli,fr FRA,"MF,FW",Bordeaux,fr Ligue 1,21,2000,36,25,2260,25.1,1,7,8,1,0,0,5,0,2.0,2.0,5.7,7.7,0.32,0.31,66,164,99,32,15,46.9,1.27,0.60,0.03,0.07,21.2,4,0,0,2.0,2.0,0.06,-1.0,-1.0,906,1251,72.4,17505,6047,7,5.7,4.3,+1.3,59,122,36,4,164,1105,138,48,11,30,114,12,68,38,17,1,906,43,27,22,14,7,68,27.9,49,33,3,30,37,80,11,2,121,4.82,81,22,6,3,5,4,18,0.72,1531,16,266,793,491,45,1531,80,46,57.5,34,42.5,996,5781,2665,66,50,17,59,47,1050,99,5,0,0,21,27,4,114,37,27,0,0,0,150,12,19,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Michel Aebischer,ch SUI,MF,Bologna,it Serie A,24,1997,12,4,443,4.9,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,0.00,0.10,2,19,9,2,2,100.0,0.41,0.41,0.00,0.00,22.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,205,239,85.8,3121,883,0,0.4,0.3,-0.4,6,14,4,1,19,225,13,5,0,1,7,1,7,0,4,0,205,14,5,5,8,1,11,54.5,5,4,1,3,6,20,3,0,10,2.05,9,1,0,0,0,0,0,0.00,292,12,68,171,56,8,292,4,1,25.0,3,75.0,143,635,297,2,2,2,9,5,196,9,1,0,0,13,4,0,7,6,5,0,0,0,27,5,4,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Felix Afena-Gyan,gh GHA,"FW,MF",Roma,it Serie A,18,2003,17,6,668,7.4,2,0,2,2,0,0,5,1,1.7,1.7,0.6,2.2,0.27,0.30,19,7,77,17,7,41.2,2.29,0.94,0.12,0.29,16.1,0,0,0,1.7,1.7,0.10,+0.3,+0.3,114,152,75.0,1530,229,0,0.6,0.2,-0.6,6,4,4,1,7,145,7,0,0,2,8,5,0,0,0,0,114,10,3,1,6,3,7,57.1,3,4,0,4,3,13,0,0,23,3.10,14,0,2,2,5,0,2,0.27,278,0,17,91,175,39,278,20,5,25.0,15,75.0,193,1367,519,19,16,9,42,21,212,77,5,1,1,15,24,4,8,3,3,0,0,0,31,11,15,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Martin Agirregabiria,es ESP,DF,Alavés,es La Liga,25,1996,24,17,1616,18.0,0,1,1,0,0,0,4,0,0.2,0.2,0.7,0.8,0.06,0.05,15,57,40,4,0,0.0,0.22,0.00,0.00,,19.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,547,792,69.1,9008,4537,1,0.7,0.7,+0.3,14,51,20,12,57,610,179,6,0,5,45,172,1,0,0,0,547,34,22,17,11,6,37,48.6,19,20,3,17,25,59,38,0,32,1.78,25,3,2,0,2,0,3,0.17,966,43,298,448,227,12,966,19,14,73.7,5,26.3,429,1647,869,15,19,1,22,8,465,40,4,0,0,24,22,1,45,25,22,0,1,0,79,31,27,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Julen Agirrezabala,es ESP,GK,Athletic Club,es La Liga,20,2000,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,62,82,75.6,1721,1232,0,0.0,0.0,0.0,0,1,0,0,0,49,33,7,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,1,0.25,1,0,0,0,0,0,0,0.00,92,73,92,0,0,0,92,0,0,,0,,41,198,115,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,5,1.25,20,15,75.0,1,2,1,1,25.0,0,0,0,0,5.0,0.27,0.0,0.00,13,31,41.9,56,12,33.9,33.1,48,1,2.1,6,1.50,17.5
24,Lucien Agoume,fr FRA,MF,Brest,fr Ligue 1,19,2002,27,21,1868,20.8,0,0,0,0,0,0,6,0,1.2,1.1,0.7,1.7,0.00,0.09,16,116,28,15,1,6.7,0.72,0.05,0.00,0.00,11.9,0,0,0,1.2,1.1,0.07,-1.2,-1.1,836,996,83.9,15009,4513,0,0.7,0.6,-0.7,13,86,8,0,116,955,38,30,0,10,5,0,1,0,1,0,836,51,31,24,20,7,45,51.1,22,30,9,21,52,103,27,1,35,1.69,28,1,1,4,1,0,2,0.10,1210,55,354,666,206,30,1210,32,22,68.8,10,31.3,705,3509,1564,16,19,6,19,17,741,28,6,0,0,31,14,0,5,52,31,0,1,0,148,26,29,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Kevin Agudelo,co COL,"MF,FW",Spezia,it Serie A,22,1998,23,12,1237,13.7,3,1,4,3,0,0,2,1,2.6,2.6,0.9,3.5,0.29,0.25,41,46,56,21,11,52.4,1.53,0.80,0.14,0.27,17.2,0,0,0,2.6,2.6,0.12,+0.4,+0.4,280,389,72.0,3788,1163,1,0.9,0.7,+0.1,10,33,11,1,46,375,11,1,0,1,22,4,4,3,1,0,280,44,26,13,26,5,20,35.0,13,22,0,22,8,52,6,0,39,2.84,21,0,6,4,4,4,3,0.22,583,10,72,266,262,32,583,51,28,54.9,23,45.1,323,2163,1155,41,35,15,40,37,374,56,2,1,0,36,24,0,22,8,26,0,0,0,67,15,14,51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Nayef Aguerd,ma MAR,DF,Rennes,fr Ligue 1,25,1996,31,31,2735,30.4,2,2,4,2,0,0,3,1,2.1,2.1,0.3,2.4,0.13,0.08,11,101,1,25,7,28.0,0.82,0.23,0.08,0.29,9.4,0,0,0,2.1,2.1,0.08,-0.1,-0.1,1959,2204,88.9,40414,15329,2,0.3,0.3,+1.7,4,118,2,0,101,2127,74,69,2,41,1,5,0,0,0,0,1959,27,18,16,11,0,24,58.3,10,24,14,10,24,51,127,1,15,0.49,10,0,0,4,1,0,4,0.13,2469,221,1143,1274,59,34,2469,6,5,83.3,1,16.7,1611,7937,4516,11,7,0,7,4,1849,1,3,1,0,20,16,1,1,24,18,1,2,0,154,95,51,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Sergio Agüero,ar ARG,FW,Barcelona,es La Liga,33,1988,4,2,151,1.7,1,0,1,1,0,0,0,0,1.0,1.0,0.1,1.1,0.60,0.68,4,3,13,6,1,16.7,3.58,0.60,0.17,1.00,12.0,0,0,0,1.0,1.0,0.17,0.0,0.0,30,42,71.4,396,45,0,0.1,0.2,-0.1,1,3,0,0,3,40,2,0,0,0,3,0,0,0,0,0,30,1,1,0,0,1,2,0.0,2,0,0,0,0,1,0,0,3,1.78,3,0,0,0,0,0,0,0.00,57,0,1,26,31,15,57,2,1,50.0,1,50.0,34,172,85,4,2,2,4,1,53,13,0,0,0,1,2,1,3,0,1,0,0,0,3,3,2,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Ruben Aguilar,fr FRA,DF,Monaco,fr Ligue 1,28,1993,28,22,2140,23.8,0,2,2,0,0,0,4,0,0.3,0.3,0.9,1.2,0.08,0.05,61,157,101,10,2,20.0,0.42,0.08,0.00,0.00,22.8,0,0,0,0.3,0.3,0.03,-0.3,-0.3,1435,1728,83.0,23194,8766,2,0.9,2.9,+1.1,12,124,32,5,157,1445,277,34,4,16,64,242,1,0,1,0,1435,78,53,39,32,7,68,63.2,25,19,4,15,44,122,57,0,32,1.35,25,3,1,1,2,0,4,0.17,1995,76,507,1015,487,27,1995,11,5,45.5,6,54.5,1133,5438,2920,61,54,4,31,5,1187,101,4,0,0,32,29,1,64,44,53,0,0,1,157,33,40,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Álvaro Aguirre,es ESP,FW,Rayo Vallecano,es La Liga,21,2000,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,3,3,100.0,35,0,0,0.0,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,4,0,1,2,1,0,4,0,0,,0,,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Naouirou Ahamada,fr FRA,"MF,DF",Stuttgart,de Bundesliga,19,2002,3,0,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,3,1,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,28,32,87.5,501,62,0,0.0,0.0,0.0,0,1,0,0,3,32,0,0,0,0,0,0,0,0,0,0,28,1,0,1,0,0,3,33.3,2,0,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,0.00,38,0,5,27,6,0,38,0,0,,0,,33,120,57,0,0,0,3,0,31,1,0,0,0,2,1,0,0,0,0,0,0,0,4,1,3,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Anel Ahmedhodžić,ba BIH,DF,Bordeaux,fr Ligue 1,22,1999,15,15,1350,15.0,0,1,1,0,0,0,6,0,0.4,0.4,0.9,1.3,0.07,0.09,18,63,12,8,4,50.0,0.53,0.27,0.00,0.00,16.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4,766,858,89.3,14146,4562,1,0.9,0.4,+0.1,11,39,5,1,63,826,31,23,0,7,6,8,0,0,0,0,766,38,26,27,9,2,31,64.5,11,16,8,8,22,60,44,0,20,1.33,16,1,0,2,0,1,2,0.13,1005,94,459,495,60,13,1005,4,1,25.0,3,75.0,715,4227,2449,18,14,3,8,5,669,12,6,0,0,21,10,0,6,22,26,0,0,0,108,18,13,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,fr Ligue 1,27,1994,25,11,1004,11.2,1,1,2,1,0,0,2,0,1.9,1.9,0.8,2.7,0.18,0.24,16,38,39,17,2,11.8,1.52,0.18,0.06,0.50,21.2,0,0,0,1.9,1.9,0.11,-0.9,-0.9,339,412,82.3,5149,1077,1,0.8,1.0,+0.2,6,23,9,1,38,404,8,8,1,2,6,0,0,0,0,0,339,16,9,4,9,3,19,26.3,14,8,1,7,19,35,7,0,23,2.06,19,0,1,1,1,1,3,0.27,541,12,84,319,146,17,541,23,11,47.8,12,52.2,322,1663,769,16,11,2,21,10,341,39,2,0,0,21,20,0,6,19,9,0,0,0,77,14,5,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,25,1995,32,30,2637,29.3,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,0.00,0.02,25,110,3,6,1,16.7,0.20,0.03,0.00,0.00,13.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3,1270,1567,81.0,26020,8332,0,0.3,0.5,-0.3,6,101,5,1,110,1531,32,13,1,11,3,19,0,0,0,0,1270,39,26,28,10,1,31,54.8,14,23,13,10,38,77,96,3,16,0.55,15,0,0,1,0,0,2,0.07,1828,196,894,895,48,12,1828,11,9,81.8,2,18.2,1111,5975,3687,25,10,1,14,6,1163,3,1,0,0,10,18,1,3,38,26,0,0,1,164,62,47,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
