Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
13,Charlie Adam,sct SCO,MF,Stoke City,eng Premier League,31.0,1985,11,5,411,4.6,0,0,0,0,0,1,2,1,1.6,0.9,1.2,2.1,0.00,0.63,6,30,9,9,2,22.2,1.97,0.44,0.00,0.00,31.5,3,0,1,1.6,0.9,0.09,-1.6,-0.9,168,285,58.9,3889,1505,0,1.2,1.4,-1.2,6,28,7,4,30,252,28,14,3,4,30,4,10,3,4,3,168,9,5,2,5,2,17,29.4,12,2,0,2,9,18,11,2,17,3.72,7,2,3,1,4,0,1,0.22,342,9,58,218,76,5,341,12,12,100.0,0,0.0,206,960,436,6,15,2,7,5,211,9,2,1,0,8,8,0,30,9,5,0,0,0,40,7,4,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Antonio Adán,es ESP,GK,Betis,es La Liga,30.0,1987,30,30,2700,30.0,0,2,2,0,0,0,4,0,0.0,0.0,0.7,0.7,0.07,0.02,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,868,1256,69.1,24352,18206,2,0.7,0.0,+1.3,4,8,0,0,0,911,344,91,0,1,0,0,0,0,0,0,868,1,0,1,0,0,1,100.0,0,1,0,1,0,1,11,2,5,0.17,4,1,0,0,0,0,2,0.07,1327,1084,1324,4,0,0,1327,5,5,100.0,0,0.0,759,4220,3057,0,0,0,6,0,673,0,4,0,0,1,3,0,0,0,0,0,0,0,41,4,1,80.0,53,1.77,132,82,62.1,14,4,12,9,30.0,4,3,1,0,41.8,0.29,-7.2,-0.24,176,490,35.9,1002,130,33.8,32.8,468,17,3.6,22,0.73,14.6
15,Aday,es ESP,DF,Girona,es La Liga,29.0,1987,31,20,1835,20.4,2,0,2,1,1,2,10,0,2.8,1.3,1.6,2.9,0.05,0.22,82,61,156,31,12,38.7,1.52,0.59,0.03,0.08,22.8,5,1,2,2.8,1.3,0.04,-0.8,-0.3,738,1047,70.5,12574,3756,0,1.6,2.2,-1.6,20,36,30,22,61,835,209,16,1,15,134,190,3,0,2,0,738,17,15,11,4,2,17,35.3,11,19,3,16,25,42,52,1,56,2.75,41,7,0,5,3,0,3,0.15,1259,49,261,504,505,39,1257,42,27,64.3,15,35.7,658,4681,2297,82,47,12,25,23,739,156,10,0,0,39,15,6,134,25,15,0,0,1,97,37,16,69.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Khaled Adénon,bj BEN,DF,Amiens,fr Ligue 1,32.0,1985,34,32,2921,32.5,0,1,1,0,0,0,9,0,0.6,0.6,0.2,0.9,0.03,0.03,6,51,1,5,1,20.0,0.15,0.03,0.00,0.00,9.1,0,0,0,0.6,0.6,0.13,-0.6,-0.6,960,1157,83.0,19763,8032,1,0.2,0.1,+0.8,2,34,2,0,51,1091,64,63,1,5,0,1,0,0,0,0,960,38,24,26,12,0,32,46.9,17,42,26,16,65,103,221,1,15,0.46,9,4,0,1,1,0,1,0.03,1562,274,941,621,16,10,1562,7,4,57.1,3,42.9,697,3218,1795,6,3,0,12,7,739,1,9,0,0,50,39,1,0,65,24,0,1,0,195,64,46,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Claud Adjapong,it ITA,"DF,FW",Sassuolo,it Serie A,19.0,1998,16,14,1220,13.6,0,0,0,0,0,0,5,1,0.8,0.8,1.1,1.9,0.00,0.14,31,42,54,14,4,28.6,1.03,0.30,0.00,0.00,20.7,0,0,0,0.8,0.8,0.06,-0.8,-0.8,363,509,71.3,5921,2319,0,1.1,0.9,-1.1,11,28,5,2,42,442,65,1,3,2,27,63,1,0,0,0,363,35,26,24,5,6,13,84.6,2,16,3,13,23,58,37,0,25,1.84,17,0,1,2,3,2,2,0.15,691,38,199,296,207,26,691,19,9,47.4,10,52.6,344,2339,1105,31,25,10,23,24,365,54,5,1,0,24,19,2,27,23,26,0,0,0,80,15,15,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,René Adler,de GER,GK,Mainz 05,de Bundesliga,32.0,1985,14,14,1260,14.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0.00,0.02,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,283,442,64.0,9161,7415,0,0.3,0.0,-0.3,1,8,0,0,0,293,146,29,0,0,0,0,0,0,0,0,283,1,1,1,0,0,1,100.0,0,0,0,0,0,1,8,1,5,0.36,4,1,0,0,0,0,0,0.00,476,363,471,4,1,1,476,0,0,,0,,225,1232,757,0,0,0,4,0,176,0,0,0,0,1,4,0,0,0,1,0,1,0,33,5,0,100.0,18,1.29,53,35,67.9,5,3,6,4,28.6,2,1,0,1,14.0,0.25,-4.0,-0.29,78,216,36.1,322,55,39.1,36.3,209,19,9.1,22,1.57,15.4
19,Yacine Adli,fr FRA,FW,Paris S-G,fr Ligue 1,17.0,2000,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,7,7,100.0,163,42,0,0.0,0.0,0.0,0,3,0,0,3,7,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,7,0,1,5,1,0,7,0,0,,0,,6,55,16,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Ali Adnan Kadhim,iq IRQ,"DF,FW",Udinese,it Serie A,23.0,1993,23,18,1674,18.6,0,1,1,0,0,0,4,0,0.5,0.5,1.7,2.2,0.05,0.12,25,58,56,12,3,25.0,0.65,0.16,0.00,0.00,27.6,5,0,0,0.5,0.5,0.04,-0.5,-0.5,585,883,66.3,10724,4935,1,1.7,1.2,-0.7,20,38,14,9,58,671,211,17,0,3,88,173,21,6,12,0,585,54,35,35,14,5,50,58.0,21,31,6,25,41,95,90,0,38,2.05,31,5,1,0,1,0,4,0.22,1142,94,343,539,269,6,1142,33,25,75.8,8,24.2,472,2327,1139,25,21,2,19,15,538,56,4,0,0,21,22,1,88,41,35,0,0,1,94,51,34,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Adrián,es ESP,GK,West Ham,eng Premier League,30.0,1987,19,19,1710,19.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,266,571,46.6,11798,10438,0,0.0,0.1,0.0,0,13,1,0,0,332,235,51,0,1,0,0,0,0,0,0,266,2,1,2,0,0,4,25.0,3,1,0,1,0,2,15,1,2,0.11,1,1,0,0,0,0,1,0.05,641,541,633,9,0,0,641,0,0,,0,,284,2193,1505,0,0,0,0,0,166,0,2,0,0,1,3,0,0,0,1,0,0,0,20,2,1,66.7,29,1.53,96,68,70.8,7,6,6,6,31.6,1,1,0,0,27.8,0.29,-0.2,-0.01,154,445,34.6,383,47,72.8,47.7,316,13,4.1,31,1.63,16.0
22,Aritz Aduriz,es ESP,FW,Athletic Club,es La Liga,36.0,1981,33,21,2152,23.9,9,1,10,6,3,5,5,0,11.1,7.6,1.5,9.0,0.29,0.53,27,45,150,56,23,41.1,2.34,0.96,0.11,0.26,13.5,0,3,5,11.1,7.6,0.13,-2.1,-1.6,337,518,65.1,4422,934,1,1.5,1.6,-0.5,11,41,11,0,45,497,20,1,2,2,20,7,0,0,0,0,337,11,8,2,6,3,6,16.7,5,6,0,6,3,14,18,0,35,1.46,19,0,2,6,7,1,2,0.08,702,20,41,314,350,108,697,24,19,79.2,5,20.8,411,1876,691,27,19,10,43,42,575,150,5,0,0,42,39,35,20,3,8,0,0,0,45,99,77,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Ibrahim Afellay,nl NED,MF,Stoke City,eng Premier League,31.0,1986,6,1,166,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,0,4,1,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,72,82,87.8,1326,256,0,0.0,0.0,0.0,0,6,0,0,4,81,1,0,0,0,0,1,0,0,0,0,72,3,3,0,3,0,2,50.0,1,1,0,1,1,4,1,0,0,0.00,0,0,0,0,0,0,0,0.00,89,0,18,63,12,0,89,1,1,100.0,0,0.0,61,214,50,0,0,0,1,3,64,1,1,0,0,1,0,0,0,1,3,0,0,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Benik Afobe,cd COD,FW,Bournemouth,eng Premier League,24.0,1993,17,5,611,6.8,0,0,0,0,0,0,0,0,1.6,1.6,0.1,1.8,0.00,0.30,12,9,37,8,3,37.5,1.18,0.44,0.00,0.00,8.6,0,0,0,1.6,1.6,0.21,-1.6,-1.6,113,154,73.4,1370,152,0,0.1,0.1,-0.1,2,8,2,0,9,142,12,1,0,0,2,0,0,0,0,0,113,4,3,1,2,1,6,16.7,5,4,0,4,0,4,6,0,11,1.84,6,0,1,2,2,0,1,0.17,219,8,18,100,105,28,219,9,7,77.8,2,22.2,138,820,317,12,4,9,28,5,171,37,0,0,0,9,13,4,2,0,3,1,0,0,17,22,38,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Martin Agirregabiria,es ESP,DF,Alavés,es La Liga,21.0,1996,21,20,1828,20.3,0,4,4,0,0,0,4,0,0.1,0.1,1.5,1.6,0.20,0.08,24,48,54,3,1,33.3,0.15,0.05,0.00,0.00,36.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,634,884,71.7,9706,4749,4,1.5,0.9,+2.5,13,46,12,9,48,658,226,10,2,3,50,216,0,0,0,0,634,50,33,31,17,2,50,64.0,18,13,7,6,41,91,66,0,25,1.23,20,5,0,0,0,0,5,0.25,1114,81,401,496,234,6,1114,34,16,47.1,18,52.9,476,2344,1290,24,13,6,20,10,483,54,4,0,0,19,18,0,50,41,33,0,0,0,120,17,13,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Imanol Agirretxe,es ESP,FW,Real Sociedad,es La Liga,30.0,1987,11,2,232,2.6,0,0,0,0,0,0,0,0,1.2,1.2,0.0,1.2,0.00,0.45,1,5,8,6,2,33.3,2.33,0.78,0.00,0.00,10.4,0,0,0,1.2,1.2,0.19,-1.2,-1.2,38,60,63.3,488,81,0,0.0,0.0,0.0,0,1,0,0,5,56,3,0,1,0,1,0,0,0,0,0,38,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,2,0.78,0,0,0,1,1,0,2,0.78,78,2,3,42,33,11,78,3,3,100.0,0,0.0,46,154,29,1,0,0,8,4,65,8,0,0,0,1,4,1,1,0,0,1,0,0,6,8,10,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Sergio Agüero,ar ARG,FW,Manchester City,eng Premier League,29.0,1988,25,22,1963,21.8,21,6,27,17,4,4,2,0,16.2,13.1,5.6,18.7,1.05,1.00,89,49,214,90,38,42.2,4.13,1.74,0.19,0.45,13.9,1,4,4,16.2,13.1,0.15,+4.8,+3.9,529,650,81.4,6018,1087,6,5.6,3.8,+0.4,40,25,24,0,49,620,27,0,4,0,16,3,1,0,0,0,529,9,6,2,6,1,17,11.8,15,12,1,11,6,15,3,0,80,3.67,57,0,14,5,3,1,12,0.55,894,6,41,308,561,152,890,84,56,66.7,28,33.3,610,4166,1866,89,48,36,56,43,747,214,2,0,0,10,17,16,16,6,6,0,0,0,59,10,19,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Ruben Aguilar,fr FRA,DF,Montpellier,fr Ligue 1,24.0,1993,31,27,2459,27.3,0,2,2,0,0,0,2,0,0.7,0.7,3.7,4.4,0.07,0.16,97,130,160,16,4,25.0,0.59,0.15,0.00,0.00,18.6,0,0,0,0.7,0.7,0.05,-0.7,-0.7,1186,1545,76.8,17103,7898,2,3.7,2.5,-1.7,36,91,32,21,130,1187,349,11,2,10,95,338,0,0,0,0,1186,91,50,37,41,13,71,50.7,35,25,3,22,37,128,90,0,72,2.64,55,5,5,2,5,0,7,0.26,1894,63,458,920,548,33,1894,48,30,62.5,18,37.5,855,5307,3416,97,77,5,34,27,1073,160,2,0,0,29,49,3,95,37,50,0,0,0,174,28,35,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Matías Aguirregaray,uy URU,DF,Las Palmas,es La Liga,28.0,1989,15,14,1153,12.8,0,0,0,0,0,0,3,0,0.6,0.6,0.6,1.2,0.00,0.10,23,57,49,9,0,0.0,0.70,0.00,0.00,,21.1,0,0,0,0.6,0.6,0.07,-0.6,-0.6,519,698,74.4,8233,3470,0,0.6,1.3,-0.6,5,42,18,5,57,546,148,22,2,4,19,126,0,0,0,0,519,26,20,12,12,2,32,37.5,20,13,1,12,24,50,25,0,19,1.48,16,0,1,2,0,0,2,0.16,830,34,212,430,201,12,830,23,14,60.9,9,39.1,460,2379,1150,23,23,2,12,15,473,49,3,0,0,19,21,1,19,24,20,0,0,0,87,14,17,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,fr Ligue 1,23.0,1994,35,35,3006,33.4,5,0,5,5,0,0,4,0,2.2,2.2,1.0,3.3,0.15,0.10,32,131,22,39,7,17.9,1.17,0.21,0.13,0.71,23.8,0,0,0,2.2,2.2,0.06,+2.8,+2.8,1162,1359,85.5,20915,5421,0,1.0,0.8,-1.0,13,101,5,0,131,1332,22,19,4,18,5,3,0,0,0,0,1162,70,34,32,37,1,55,30.9,38,29,7,22,75,145,58,1,42,1.26,31,0,1,6,3,1,6,0.18,1694,70,472,1062,191,26,1694,50,39,78.0,11,22.0,860,4336,2037,32,29,2,38,27,991,22,4,0,0,46,49,1,5,75,34,0,0,0,261,48,47,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Ailton,br BRA,"DF,MF",Stuttgart,de Bundesliga,22.0,1995,5,1,108,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,0.00,0.14,2,4,3,1,0,0.0,0.83,0.00,0.00,,15.0,0,0,0,0.0,0.0,0.03,0.0,0.0,45,65,69.2,858,258,0,0.1,0.2,-0.1,2,2,2,2,4,50,15,4,0,2,3,11,0,0,0,0,45,8,5,3,5,0,8,50.0,4,5,0,5,2,10,5,0,2,1.65,2,0,0,0,0,0,0,0.00,86,3,23,55,11,3,86,6,3,50.0,3,50.0,36,234,128,2,3,0,2,0,46,3,0,0,0,3,3,0,3,2,5,0,0,0,9,4,2,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
