PlayerId,BX,BY,C
8959,0,3,1
8959,0,4,2
8959,0,5,8
8959,0,6,11
8959,0,7,16
8959,0,8,35
8959,0,9,117
8959,0,10,111
8959,0,11,31
8959,0,12,8
8959,0,13,10
8959,0,14,6
8959,0,15,3
8959,1,2,1
8959,1,3,2
8959,1,4,4
8959,1,5,3
8959,1,6,3
8959,1,7,16
8959,1,8,30
8959,1,9,72
8959,1,10,86
8959,1,11,18
8959,1,12,4
8959,1,13,7
8959,1,14,1
8959,1,15,5
8959,1,16,2
8959,2,1,1
8959,2,2,1
8959,2,3,1
8959,2,4,1
8959,2,5,5
8959,2,6,11
8959,2,7,10
8959,2,8,36
8959,2,9,71
8959,2,10,71
8959,2,11,35
8959,2,12,21
8959,2,13,4
8959,2,14,4
8959,2,15,2
8959,2,17,1
8959,2,18,1
8959,3,2,1
8959,3,3,1
8959,3,5,2
8959,3,6,1
8959,3,7,3
8959,3,8,12
8959,3,9,26
8959,3,10,27
8959,3,11,7
8959,3,12,6
8959,3,13,3
8959,3,14,2
8959,3,15,3
8959,4,3,1
8959,4,4,1
8959,4,5,1
8959,4,6,8
8959,4,7,12
8959,4,8,19
8959,4,9,12
8959,4,10,10
8959,4,11,11
8959,4,12,9
8959,4,13,4
8959,4,14,3
8959,5,3,1
8959,5,6,2
8959,5,7,4
8959,5,8,3
8959,5,9,16
8959,5,10,17
8959,5,11,5
8959,5,12,2
8959,5,13,2
8959,5,15,1
8959,5,16,1
8959,5,17,1
8959,6,3,1
8959,6,6,2
8959,6,7,4
8959,6,8,3
8959,6,9,1
8959,6,10,2
8959,6,11,5
8959,6,16,1
8959,7,5,2
8959,7,7,1
8959,7,8,3
8959,7,9,1
8959,7,11,1
8959,7,12,2
8959,7,14,2
8959,8,0,1
8959,8,6,2
8959,8,9,1
8959,8,10,1
8959,8,11,1
8959,8,12,4
8959,8,13,2
8959,9,9,1
8959,9,15,1
8959,10,5,1
8959,10,7,1
8959,18,10,2
15004,0,2,2
15004,0,3,2
15004,0,10,1
15004,0,13,1
15004,0,16,1
15004,0,17,1
15004,1,5,1
15004,1,7,1
15004,1,9,2
15004,1,10,5
15004,1,11,3
15004,1,13,2
15004,1,14,3
15004,1,15,1
15004,1,16,3
15004,1,17,2
15004,1,19,3
15004,2,3,1
15004,2,5,1
15004,2,6,1
15004,2,7,2
15004,2,8,3
15004,2,9,4
15004,2,10,5
15004,2,11,6
15004,2,12,3
15004,2,13,2
15004,2,14,6
15004,2,15,3
15004,2,16,2
15004,2,17,3
15004,2,19,2
15004,3,3,1
15004,3,6,1
15004,3,7,1
15004,3,8,2
15004,3,9,4
15004,3,10,2
15004,3,11,1
15004,3,13,1
15004,3,15,2
15004,3,17,2
15004,3,18,6
15004,3,19,5
15004,4,2,1
15004,4,6,1
15004,4,9,3
15004,4,11,2
15004,4,12,7
15004,4,13,7
15004,4,14,3
15004,4,15,7
15004,4,16,4
15004,4,17,10
15004,4,18,6
15004,4,19,9
15004,5,6,1
15004,5,8,1
15004,5,9,7
15004,5,10,4
15004,5,11,6
15004,5,12,5
15004,5,13,5
15004,5,14,9
15004,5,15,9
15004,5,16,3
15004,5,17,9
15004,5,18,7
15004,5,19,18
15004,6,3,1
15004,6,4,2
15004,6,5,2
15004,6,6,5
15004,6,7,3
15004,6,8,4
15004,6,9,9
15004,6,10,7
15004,6,11,3
15004,6,12,6
15004,6,13,7
15004,6,14,11
15004,6,15,6
15004,6,16,9
15004,6,17,8
15004,6,18,9
15004,6,19,10
15004,7,1,2
15004,7,2,1
15004,7,4,1
15004,7,5,2
15004,7,7,3
15004,7,8,7
15004,7,9,3
15004,7,10,3
15004,7,11,4
15004,7,12,8
15004,7,13,7
15004,7,14,10
15004,7,15,11
15004,7,16,4
15004,7,17,7
15004,7,18,11
15004,7,19,7
15004,8,1,2
15004,8,3,1
15004,8,4,3
15004,8,5,2
15004,8,6,6
15004,8,7,1
15004,8,8,2
15004,8,9,3
15004,8,10,6
15004,8,12,3
15004,8,13,9
15004,8,14,8
15004,8,15,8
15004,8,16,7
15004,8,17,5
15004,8,18,6
15004,8,19,7
15004,9,1,1
15004,9,3,2
15004,9,6,1
15004,9,7,1
15004,9,8,1
15004,9,9,3
15004,9,10,5
15004,9,11,5
15004,9,12,3
15004,9,13,2
15004,9,14,4
15004,9,15,4
15004,9,16,3
15004,9,17,3
15004,9,18,6
15004,9,19,6
15004,10,0,1
15004,10,1,3
15004,10,4,1
15004,10,5,1
15004,10,6,2
15004,10,7,2
15004,10,8,2
15004,10,9,2
15004,10,10,3
15004,10,11,6
15004,10,13,6
15004,10,14,4
15004,10,16,3
15004,10,17,3
15004,10,18,2
15004,10,19,6
15004,11,0,1
15004,11,2,1
15004,11,3,1
15004,11,4,1
15004,11,5,5
15004,11,6,2
15004,11,7,1
15004,11,10,1
15004,11,11,1
15004,11,12,1
15004,11,14,5
15004,11,15,5
15004,11,16,2
15004,11,17,6
15004,11,18,7
15004,11,19,10
15004,12,2,2
15004,12,3,2
15004,12,4,2
15004,12,5,3
15004,12,6,1
15004,12,7,1
15004,12,9,1
15004,12,10,1
15004,12,11,2
15004,12,12,5
15004,12,13,3
15004,12,14,5
15004,12,15,6
15004,12,16,7
15004,12,17,4
15004,12,18,7
15004,12,19,11
15004,13,1,1
15004,13,3,1
15004,13,5,1
15004,13,7,2
15004,13,9,1
15004,13,10,1
15004,13,11,3
15004,13,13,1
15004,13,14,1
15004,13,15,4
15004,13,16,4
15004,13,17,4
15004,13,18,4
15004,13,19,6
15004,14,3,2
15004,14,4,1
15004,14,9,1
15004,14,12,2
15004,14,13,1
15004,14,14,2
15004,14,15,3
15004,14,16,1
15004,14,17,3
15004,14,18,1
15004,14,19,6
15004,15,3,1
15004,15,4,1
15004,15,6,1
15004,15,7,2
15004,15,9,2
