Player,Squad,Comp,Pos,Age,Min,90s,OffScore_abs,OffBand,MidScore_abs,MidBand,DefScore_abs,DefBand,IntensityScore_abs,IntensityBand
Giacomo Manzari,Sassuolo,it Serie A,FW,18,16,0.2,,,,,,,,
Myziane Maolida,Nice,fr Ligue 1,FW,20,675,7.5,428.6632218830361,Top Starter,,,,,774.4499260757459,World Class
Faitout Maouassa,Rennes,fr Ligue 1,DF,21,1803,20.0,,,,,588.4765881906031,Top Starter,661.9542670008914,Top Starter
Fernando Marçal,Lyon,fr Ligue 1,DF,30,829,9.2,,,,,780.2083581131049,World Class,917.740203972088,Exceptional
Marcelo,Real Madrid,es La Liga,DF,31,1296,14.4,,,,,540.4076913609514,Top Starter,682.4313174134862,Top Starter
Marcelo,Lyon,fr Ligue 1,DF,32,1503,16.7,,,,,647.0021899450752,Top Starter,874.066517192408,World Class
Solly March,Brighton,eng Premier League,FW,25,1143,12.7,199.46416949781081,Below Big-5 Level,,,,,716.9249083205095,Top Starter
Gian Marco Ferrari,Sassuolo,it Serie A,DF,27,1897,21.1,,,,,521.7871074966768,Top Starter,640.6306164314103,Top Starter
Óscar de Marcos,Athletic Club,es La Liga,DF,30,541,6.0,,,,,419.4823778631859,Top Starter,519.1344417355521,Top Starter
Dario Maresic,Reims,fr Ligue 1,DF,19,90,1.0,,,,,,,,
Miguel Marí,Eibar,es La Liga,MF,22,6,0.1,,,,,,,,
Pablo Marí,Arsenal,eng Premier League,DF,25,113,1.3,,,,,,,,
José María Giménez,Atlético Madrid,es La Liga,DF,24,1755,19.5,,,,,517.1055797791372,Top Starter,652.3798667568299,Top Starter
Mariano,Real Madrid,es La Liga,FW,25,45,0.5,,,,,,,,
Adrian Mariappa,Watford,eng Premier League,DF,32,1513,16.8,,,,,475.55719898997256,Top Starter,490.97359868237805,Top Starter
Jordan Marié,Dijon,fr Ligue 1,MF,27,201,2.2,,,,,,,,
Federico Marigosu,Cagliari,it Serie A,Off_MF,18,24,0.3,,,,,,,,
Adrián Marín,Alavés,es La Liga,DF,22,852,9.5,,,,,651.2771639107962,Top Starter,558.3875077574753,Top Starter
Guillermo Maripán,Alavés,es La Liga,DF,25,90,1.0,,,,,,,,
Guillermo Maripán,Monaco,fr Ligue 1,DF,25,1753,19.5,,,,,692.361617185831,Top Starter,795.1075918825059,World Class
Marlon,Sassuolo,it Serie A,DF,23,1818,20.2,,,,,725.8714321216634,Top Starter,730.1789685284589,Top Starter
Omar Marmoush,Wolfsburg,de Bundesliga,MF,20,81,0.9,,,,,,,,
Gonzalo Maroni,Sampdoria,it Serie A,Off_MF,20,181,2.0,,,,,,,,
Marquinhos,Paris S-G,fr Ligue 1,MF,25,1476,16.4,,,465.070319973764,Top Starter,,,923.9040502908749,Exceptional
Bruno Martella,Brescia,it Serie A,DF,26,1270,14.1,,,,,489.5351127997942,Top Starter,537.1436575602559,Top Starter
Roger Martí,Levante,es La Liga,FW,28,2267,25.2,376.10967893475635,Solid Squad Player,,,,,290.2994515696718,Solid Squad Player
Anthony Martial,Manchester Utd,eng Premier League,FW,23,2624,29.2,685.2097091452027,Top Starter,,,,,361.8927880484911,Solid Squad Player
Aarón Martín,Mainz 05,de Bundesliga,DF,22,1792,19.9,,,,,451.7064235164055,Top Starter,545.8544095779662,Top Starter
Jonas Martin,Rennes,fr Ligue 1,MF,29,113,1.3,,,,,,,,
Jonas Martin,Strasbourg,fr Ligue 1,MF,29,247,2.7,,,,,,,,
Josh Martin,Norwich City,eng Premier League,FW,17,37,0.4,,,,,,,,
Gabriel Martinelli,Arsenal,eng Premier League,FW,18,663,7.4,415.86990116401876,Top Starter,,,,,600.0457597464195,Top Starter
Álex Martínez,Granada,es La Liga,DF,28,15,0.2,,,,,,,,
Iñigo Martínez,Athletic Club,es La Liga,DF,28,2970,33.0,,,,,560.3393394784833,Top Starter,814.079843205728,World Class
Javi Martínez,Osasuna,es La Liga,Off_MF,19,10,0.1,,,,,,,,
Javi Martínez,Bayern Munich,de Bundesliga,DF,30,675,7.5,,,,,827.8672448832633,World Class,1000.0,Exceptional
José Martínez,Granada,es La Liga,DF,26,1191,13.2,,,,,541.7384869942815,Top Starter,715.6088803379536,Top Starter
Lautaro Martínez,Inter,it Serie A,FW,21,2452,27.2,566.6326764202835,Top Starter,,,,,385.86878271618343,Solid Squad Player
Pablo Martínez,Levante,es La Liga,Def_MF,21,33,0.4,,,,,,,,
Pablo Martinez,Nîmes,fr Ligue 1,DF,30,2339,26.0,,,,,640.9578124552041,Top Starter,782.9057805267576,World Class
Gelson Martins,Monaco,fr Ligue 1,DF,24,1674,18.6,,,,,430.2956859352871,Top Starter,639.6008661335894,Top Starter
Adam Marušić,Lazio,it Serie A,DF,26,942,10.5,,,,,441.2982270928016,Top Starter,450.79786582183465,Top Starter
Omar Mascarell,Schalke 04,de Bundesliga,Def_MF,26,2026,22.5,,,,,758.6479428430648,World Class,902.8384172404224,Exceptional
Andrea Masiello,Genoa,it Serie A,DF,33,1324,14.7,,,,,640.5931495946039,Top Starter,710.9465399376302,Top Starter
Andrea Masiello,Atalanta,it Serie A,DF,33,543,6.0,,,,,537.3160021702644,Top Starter,644.6205070631586,Top Starter
Adam Masina,Watford,eng Premier League,DF,25,1821,20.2,,,,,596.5122504287848,Top Starter,762.4817423469467,World Class
Arthur Masuaku,West Ham,eng Premier League,DF,25,937,10.4,,,,,760.0601251488931,World Class,811.9015789676885,World Class
Jaime Mata,Getafe,es La Liga,FW,30,2747,30.5,362.5179427316158,Solid Squad Player,,,,,389.06950954184185,Solid Squad Player
Juan Mata,Manchester Utd,eng Premier League,Off_MF,31,758,8.4,485.2223328436746,Top Starter,,,,,593.106313681518,Top Starter
Aleš Matějů,Brescia,it Serie A,DF,23,2548,28.3,,,,,614.005350718716,Top Starter,661.9832121530145,Top Starter
Jean-Philippe Mateta,Mainz 05,de Bundesliga,FW,22,1053,11.7,340.9142567275456,Solid Squad Player,,,,,327.75893016950187,Solid Squad Player
Nemanja Matić,Manchester Utd,eng Premier League,MF,30,1581,17.6,,,559.8864600101523,Top Starter,,,911.7201674973622,Exceptional
Joël Matip,Liverpool,eng Premier League,DF,27,703,7.8,,,,,712.923510815011,Top Starter,923.0947706585757,Exceptional
Rabbi Matondo,Schalke 04,de Bundesliga,FW,18,1162,12.9,265.19110924035687,Solid Squad Player,,,,,452.56815085460386,Top Starter
Alessandro Matri,Brescia,it Serie A,FW,34,89,1.0,,,,,,,,
Federico Mattiello,Cagliari,it Serie A,DF,24,930,10.3,,,,,764.08348023916,World Class,755.2227730559156,World Class
Blaise Matuidi,Juventus,it Serie A,MF,32,2237,24.9,,,397.4203477773265,Solid Squad Player,,,567.5150017625458,Top Starter
Neal Maupay,Brighton,eng Premier League,FW,22,2766,30.7,431.12833808520634,Top Starter,,,,,360.59502218096594,Solid Squad Player
Stephy Mavididi,Dijon,fr Ligue 1,FW,21,1391,15.5,366.3160502069919,Solid Squad Player,,,,,515.5632411089399,Top Starter
Philipp Max,Augsburg,de Bundesliga,DF,25,2706,30.1,,,,,410.06192324262423,Top Starter,553.9353211340406,Top Starter
Alexandru Maxim,Mainz 05,de Bundesliga,Off_MF,29,117,1.3,,,,,,,,
Eric Maxim Choupo-Moting,Paris S-G,fr Ligue 1,FW,30,451,5.0,731.6897241045849,Top Starter,,,,,388.7313370834865,Solid Squad Player
Borja Mayoral,Levante,es La Liga,FW,22,2140,23.8,476.62044748185707,Top Starter,,,,,352.9087835457481,Solid Squad Player
Luca Mazzitelli,Sassuolo,it Serie A,MF,23,12,0.1,,,,,,,,
Kevin Mbabu,Wolfsburg,de Bundesliga,DF,24,1696,18.8,,,,,721.3261388357845,Top Starter,771.4787435391319,World Class
Kylian Mbappé,Paris S-G,fr Ligue 1,FW,20,1513,16.8,948.6378323259129,Exceptional,,,,,604.8774604735211,Top Starter
Ibrahima Mbaye,Bologna,it Serie A,DF,24,1507,16.7,,,,,471.50729172130633,Top Starter,549.8439599612699,Top Starter
Loïc Mbe Soh,Paris S-G,fr Ligue 1,DF,18,58,0.6,,,,,,,,
Isaac Mbenza,Amiens,fr Ligue 1,FW,23,84,0.9,,,,,,,,
Nathanael Mbuku,Reims,fr Ligue 1,FW,17,395,4.4,,,,,,,,
James McArthur,Crystal Palace,eng Premier League,MF,31,3090,34.3,,,510.6760559064951,Top Starter,,,723.0391583260684,Top Starter
Oliver McBurnie,Sheffield Utd,eng Premier League,FW,23,2113,23.5,325.41696934688184,Solid Squad Player,,,,,433.216841489242,Top Starter
James McCarthy,Crystal Palace,eng Premier League,MF,28,1680,18.7,,,367.47990487165265,Solid Squad Player,,,662.8577665083409,Top Starter
John McGinn,Aston Villa,eng Premier League,Off_MF,24,2312,25.7,370.7416819143141,Solid Squad Player,,,,,616.6360777589335,Top Starter
David McGoldrick,Sheffield Utd,eng Premier League,FW,31,1815,20.2,318.26399775009656,Solid Squad Player,,,,,500.47351939489073,Top Starter
Weston McKennie,Schalke 04,de Bundesliga,MF,20,2074,23.0,,,460.51265520857754,Top Starter,,,766.0725811276557,World Class
Kenny McLean,Norwich City,eng Premier League,MF,27,2968,33.0,,,422.28058310730665,Top Starter,,,748.4929634445824,Top Starter
Dwight McNeil,Burnley,eng Premier League,Off_MF,19,3338,37.1,368.55650697652965,Solid Squad Player,,,,,666.1523973096472,Top Starter
Scott McTominay,Manchester Utd,eng Premier League,MF,22,1772,19.7,,,498.10045554499993,Top Starter,,,790.3799599591184,World Class
Biagio Meccariello,Lecce,it Serie A,DF,28,768,8.5,,,,,665.2332902037064,Top Starter,701.4780600119857,Top Starter
Gary Medel,Bologna,it Serie A,MF,31,1784,19.8,,,338.19276751428697,Solid Squad Player,,,776.032705570551,World Class
Ben Mee,Burnley,eng Premier League,DF,29,2880,32.0,,,,,573.0419504792767,Top Starter,733.7402868753346,Top Starter
Joshua Mees,Union Berlin,de Bundesliga,Off_MF,23,325,3.6,,,,,,,,
Admir Mehmedi,Wolfsburg,de Bundesliga,Off_MF,28,1200,13.3,407.58582203321106,Top Starter,,,,,550.5089385209154,Top Starter
Soualiho Meïté,Torino,it Serie A,MF,25,2201,24.5,,,462.5226125767956,Top Starter,,,680.0219979162516,Top Starter
Farid El Melali,Angers,fr Ligue 1,Off_MF,22,306,3.4,,,,,,,,
Óscar Melendo,Espanyol,es La Liga,Off_MF,21,1115,12.4,121.82732242135569,Below Big-5 Level,,,,,429.53267878862795,Top Starter
Gonzalo Melero,Levante,es La Liga,MF,25,1236,13.7,,,440.96746379816113,Top Starter,,,602.3541459046421,Top Starter
Arthur Melo,Barcelona,es La Liga,MF,22,1182,13.1,,,735.1022673849387,Top Starter,,,717.9024547294455,Top Starter
Memphis,Lyon,fr Ligue 1,FW,25,1018,11.3,785.842243913698,World Class,,,,,575.8073158508062,Top Starter
Pedro Mendes,Montpellier,fr Ligue 1,DF,28,1376,15.3,,,,,671.7276573490979,Top Starter,760.2749208753672,World Class
Thiago Mendes,Lyon,fr Ligue 1,MF,27,1812,20.1,,,630.5866682307114,Top Starter,,,781.1208391027345,World Class
Brais Méndez,Celta Vigo,es La Liga,Off_MF,22,1477,16.4,266.11160382967813,Solid Squad Player,,,,,627.7404485692324,Top Starter
Édgar Méndez,Alavés,es La Liga,Off_MF,29,864,9.6,170.09073881642357,Below Big-5 Level,,,,,477.60659747493935,Top Starter
Stiven Mendoza,Amiens,fr Ligue 1,FW,27,1101,12.2,451.4813778314261,Top Starter,,,,,595.4374647668319,Top Starter
Alexandre Mendy,Brest,fr Ligue 1,FW,25,899,10.0,379.80208130362934,Solid Squad Player,,,,,310.01985437105526,Solid Squad Player
Benjamin Mendy,Manchester City,eng Premier League,DF,25,1492,16.6,,,,,447.4665076344909,Top Starter,612.0943851875444,Top Starter
Ferland Mendy,Real Madrid,es La Liga,DF,24,1809,20.1,,,,,533.6653105914302,Top Starter,659.0166147470331,Top Starter
Nampalys Mendy,Leicester City,eng Premier League,MF,27,291,3.2,,,,,,,,
Hamza Mendyl,Dijon,fr Ligue 1,DF,21,1441,16.0,,,,,688.3231325708872,Top Starter,667.8505051171134,Top Starter
Chris Mepham,Bournemouth,eng Premier League,DF,21,912,10.1,,,,,756.1131594572335,World Class,892.0509720262346,World Class
Levent Mercan,Schalke 04,de Bundesliga,MF,18,71,0.8,,,,,,,,
Jorge Meré,Köln,de Bundesliga,DF,22,619,6.9,,,,,729.0148216019052,Top Starter,700.4537679891732,Top Starter
Fran Mérida,Osasuna,es La Liga,MF,29,1161,12.9,,,503.50469602312444,Top Starter,,,800.7658965738344,World Class
Mikel Merino,Real Sociedad,es La Liga,MF,23,3139,34.9,,,537.8678575248487,Top Starter,,,830.5792662017701,World Class
Sabin Merino,Leganés,es La Liga,FW,27,78,0.9,,,,,,,,
Yıldırım Mert Çetin,Roma,it Serie A,DF,22,257,2.9,,,,,,,,
Dries Mertens,Napoli,it Serie A,FW,32,1689,18.8,762.1732186088949,World Class,,,,,476.80348978634737,Top Starter
Roque Mesa,Leganés,es La Liga,MF,30,2012,22.4,,,583.4545219528808,Top Starter,,,662.9381809118416,Top Starter
Lionel Messi,Barcelona,es La Liga,FW,32,2880,32.0,945.0320512820514,Exceptional,,,,,688.2800191916588,Top Starter
Thomas Meunier,Paris S-G,fr Ligue 1,DF,27,1242,13.8,,,,,615.9118038994205,Top Starter,707.7374740110713,Top Starter
Mexer,Bordeaux,fr Ligue 1,DF,30,1488,16.5,,,,,483.609392626297,Top Starter,738.8751658666812,Top Starter
Max Meyer,Crystal Palace,eng Premier League,Off_MF,23,655,7.3,103.44869938448096,Below Big-5 Level,,,,,497.4410985050293,Top Starter
Kingsley Michael,Bologna,it Serie A,MF,19,76,0.8,,,,,,,,
Míchel,Valladolid,es La Liga,MF,31,2178,24.2,,,494.00900730448313,Top Starter,,,688.4156968973313,Top Starter
Sven Michel,Paderborn 07,de Bundesliga,FW,29,1376,15.3,457.7203656606316,Top Starter,,,,,410.96743951832343,Top Starter
Miguel,Valladolid,es La Liga,FW,19,232,2.6,,,,,,,,
Florian Miguel,Nîmes,fr Ligue 1,DF,22,2056,22.8,,,,,510.9520127335678,Top Starter,651.3807317898013,Top Starter
Georges Mikautadze,Metz,fr Ligue 1,FW,18,8,0.1,,,,,,,,
Nikola Milenković,Fiorentina,it Serie A,DF,21,3258,36.2,,,,,508.2577591575671,Top Starter,631.0213289080713,Top Starter
Arkadiusz Milik,Napoli,it Serie A,FW,25,1747,19.4,598.3804198631369,Top Starter,,,,,301.421440850523,Solid Squad Player
Sergej Milinković-Savić,Lazio,it Serie A,MF,24,3029,33.7,,,676.5067481559674,Top Starter,,,768.4977820515791,World Class
Éder Militão,Real Madrid,es La Liga,DF,21,1022,11.4,,,,,717.1312463781858,Top Starter,853.8993558079499,World Class
Luka Milivojević,Crystal Palace,eng Premier League,MF,28,2513,27.9,,,425.7493922237027,Top Starter,,,703.758649594793,Top Starter
Vincenzo Millico,Torino,it Serie A,Off_MF,18,216,2.4,,,,,,,,
James Milner,Liverpool,eng Premier League,MF,33,937,10.4,,,605.7712874776279,Top Starter,,,757.0076868555366,World Class
Santi Mina,Celta Vigo,es La Liga,FW,23,1944,21.6,424.7480293661923,Top Starter,,,,,494.6463457242004,Top Starter
Yerry Mina,Everton,eng Premier League,DF,24,2284,25.4,,,,,571.2027700389143,Top Starter,809.1848697001371,World Class
Takumi Minamino,Liverpool,eng Premier League,FW,24,249,2.8,,,,,,,,
Tyrone Mings,Aston Villa,eng Premier League,DF,26,2902,32.2,,,,,571.9407754515406,Top Starter,625.8068577385368,Top Starter
Jorge Miramón,Levante,es La Liga,DF,30,2432,27.0,,,,,591.6690159999522,Top Starter,682.6425178817893,Top Starter
Juan Miranda,Schalke 04,de Bundesliga,DF,19,781,8.7,,,,,579.0566590527504,Top Starter,504.7795861444662,Top Starter
Simone Missiroli,SPAL,it Serie A,MF,33,2798,31.1,,,344.7182114353762,Solid Squad Player,,,675.7049664413069,Top Starter
Tyrick Mitchell,Crystal Palace,eng Premier League,DF,19,195,2.2,,,,,,,,
Stefan Mitrović,Strasbourg,fr Ligue 1,DF,29,2053,22.8,,,,,424.34433314859774,Top Starter,613.0191960831951,Top Starter
Maximilian Mittelstädt,Hertha BSC,de Bundesliga,DF,22,1887,21.0,,,,,808.034130522145,World Class,826.283830074105,World Class
Henrikh Mkhitaryan,Arsenal,eng Premier League,FW,30,112,1.2,,,,,,,,
Henrikh Mkhitaryan,Roma,it Serie A,Off_MF,30,1530,17.0,809.7424386292337,World Class,,,,,625.4566550849344,Top Starter
Anthony Modeste,Köln,de Bundesliga,FW,31,1138,12.6,377.2452034835936,Solid Squad Player,,,,,289.74614625041585,Solid Squad Player
Luka Modrić,Real Madrid,es La Liga,MF,33,1996,22.2,,,834.8961978276561,World Class,,,790.1668920387282,World Class
Kevin Möhwald,Werder Bremen,de Bundesliga,MF,26,74,0.8,,,,,,,,
Niklas Moisander,Werder Bremen,de Bundesliga,DF,33,1979,22.0,,,,,734.7760719632721,Top Starter,799.1817504771874,World Class
Jorge Molina,Getafe,es La Liga,FW,37,1886,21.0,329.5674741495175,Solid Squad Player,,,,,449.89938893002216,Top Starter
Florent Mollet,Montpellier,fr Ligue 1,Off_MF,27,1684,18.7,633.3629138005056,Top Starter,,,,,561.742451350628,Top Starter
Jon Moncayola,Osasuna,es La Liga,MF,21,1496,16.6,,,311.21787541074673,Solid Squad Player,,,653.6105942459744,Top Starter
Gabriele Moncini,SPAL,it Serie A,FW,23,154,1.7,,,,,,,,
Thomas Monconduit,Amiens,fr Ligue 1,MF,28,1364,15.2,,,307.33438237159294,Solid Squad Player,,,604.5153729387831,Top Starter
Nacho Monreal,Arsenal,eng Premier League,DF,33,270,3.0,,,,,,,,
Nacho Monreal,Real Sociedad,es La Liga,DF,33,2390,26.6,,,,,493.43529553974395,Top Starter,608.5480792179235,Top Starter
Joan Monterde,Levante,es La Liga,MF,21,9,0.1,,,,,,,,
Ángel Montoro,Granada,es La Liga,MF,31,973,10.8,,,769.9079297934042,World Class,,,695.0875582584449,Top Starter
Martín Montoya,Brighton,eng Premier League,DF,28,1896,21.1,,,,,564.1976138133698,Top Starter,659.6708223327526,Top Starter
Aaron Mooy,Brighton,eng Premier League,Off_MF,28,2085,23.2,404.37361773690003,Top Starter,,,,,694.6418418405054,Top Starter
Wesley Moraes,Aston Villa,eng Premier League,FW,22,1782,19.8,315.096257996624,Solid Squad Player,,,,,292.7427124702986,Solid Squad Player
Alfredo Morales,Düsseldorf,de Bundesliga,MF,29,1730,19.2,,,365.9119501102115,Solid Squad Player,,,617.7636923407092,Top Starter
Álvaro Morata,Atlético Madrid,es La Liga,FW,26,2098,23.3,599.6096355488589,Top Starter,,,,,428.6106699786464,Top Starter
Jan Morávek,Augsburg,de Bundesliga,MF,29,474,5.3,,,572.1272415143994,Top Starter,,,651.5139899875653,Top Starter
Steven Moreira,Toulouse,fr Ligue 1,DF,24,1389,15.4,,,,,587.109345804978,Top Starter,667.5501561468327,Top Starter
Jérémy Morel,Rennes,fr Ligue 1,DF,35,1806,20.1,,,,,439.71178190111016,Top Starter,603.8168960927076,Top Starter
Alberto Moreno,Villarreal,es La Liga,DF,27,1471,16.3,,,,,568.0685513242888,Top Starter,600.2624511510428,Top Starter
Álex Moreno,Betis,es La Liga,DF,26,2265,25.2,,,,,436.25721010790284,Top Starter,606.4722526097977,Top Starter
Gerard Moreno,Villarreal,es La Liga,FW,27,2744,30.5,708.3039606690826,Top Starter,,,,,483.6991288576481,Top Starter
Mateu Morey,Dortmund,de Bundesliga,DF,19,197,2.2,,,,,,,,
Wes Morgan,Leicester City,eng Premier League,DF,35,436,4.8,,,,,,,,
Manu Morlanes,Villarreal,es La Liga,MF,20,253,2.8,,,,,,,,
Loren Morón,Betis,es La Liga,FW,25,2031,22.6,519.134588800881,Top Starter,,,,,283.215127379385,Solid Squad Player
Leonardo Morosini,Brescia,it Serie A,FW,23,26,0.3,,,,,,,,
Ravel Morrison,Sheffield Utd,eng Premier League,Off_MF,26,13,0.1,,,,,,,,
Victor Moses,Inter,it Serie A,DF,28,420,4.7,,,,,,,,
Lebo Mothiba,Strasbourg,fr Ligue 1,FW,23,1047,11.6,483.0942917443398,Top Starter,,,,,335.40041878091347,Solid Squad Player
Harold Moukoudi,Saint-Étienne,fr Ligue 1,DF,21,990,11.0,,,,,771.1036017008319,World Class,853.7462634562916,World Class
Mason Mount,Chelsea,eng Premier League,Off_MF,20,2867,31.9,527.8538861901791,Top Starter,,,,,603.6596755499822,Top Starter
Lucas Moura,Tottenham,eng Premier League,FW,26,2242,24.9,369.6112471710219,Solid Squad Player,,,,,673.1736355054005,Top Starter
Lys Mousset,Sheffield Utd,eng Premier League,FW,23,1240,13.8,615.1895023210141,Top Starter,,,,,396.07008527312297,Solid Squad Player
Wesley Moustache,Nantes,fr Ligue 1,DF,20,45,0.5,,,,,,,,
João Moutinho,Wolves,eng Premier League,MF,32,3108,34.5,,,767.1788078271856,World Class,,,737.735418685109,Top Starter
Samuel Moutoussamy,Nantes,fr Ligue 1,DF,22,523,5.8,,,,,285.0188227114986,Solid Squad Player,447.5199810872068,Top Starter
Javi Moyano,Valladolid,es La Liga,DF,33,2227,24.7,,,,,378.6209404287228,Solid Squad Player,562.732616281914,Top Starter
Nordi Mukiele,RB Leipzig,de Bundesliga,DF,21,1783,19.8,,,,,788.0582944528442,World Class,882.479921372045,World Class
Mert Müldür,Sassuolo,it Serie A,DF,20,1273,14.1,,,,,691.5179378795627,Top Starter,699.6604477838981,Top Starter
Thomas Müller,Bayern Munich,de Bundesliga,Off_MF,29,2255,25.1,891.7933709599511,World Class,,,,,637.2859146834562,Top Starter
Marshall Munetsi,Reims,fr Ligue 1,MF,23,838,9.3,,,550.3936350594046,Top Starter,,,811.8119935966924,World Class
Iker Muniain,Athletic Club,es La Liga,FW,26,2382,26.5,337.2144474486901,Solid Squad Player,,,,,571.0177606621165,Top Starter
Aihen Muñoz,Real Sociedad,es La Liga,DF,21,981,10.9,,,,,482.2557575439872,Top Starter,658.2513328070546,Top Starter
Javier Muñoz,Alavés,es La Liga,FW,24,52,0.6,,,,,,,,
Simone Muratore,Juventus,it Serie A,MF,21,165,1.8,,,,,,,,
Alessandro Murgia,SPAL,it Serie A,MF,22,1750,19.4,,,434.1720667191634,Top Starter,,,557.6105222768907,Top Starter
Luis Muriel,Atalanta,it Serie A,FW,28,1260,14.0,831.6459598193344,World Class,,,,,677.707163935206,Top Starter
Jeison Murillo,Sampdoria,it Serie A,DF,27,666,7.4,,,,,556.5466759157887,Top Starter,628.1657459549185,Top Starter
Jeison Murillo,Celta Vigo,es La Liga,DF,27,1529,17.0,,,,,579.810792839552,Top Starter,786.3178390041686,World Class
Glenn Murray,Brighton,eng Premier League,FW,35,797,8.9,251.998465351163,Solid Squad Player,,,,,286.8788665454326,Solid Squad Player
Nicola Murru,Sampdoria,it Serie A,DF,24,2259,25.1,,,,,469.5002725987365,Top Starter,579.70959529067,Top Starter
Mateo Musacchio,Milan,it Serie A,DF,28,1466,16.3,,,,,511.9796333207266,Top Starter,684.4696225363195,Top Starter
Shkodran Mustafi,Arsenal,eng Premier League,DF,27,1207,13.4,,,,,624.3474293826421,Top Starter,756.6034841555794,World Class
Yoshinori Mutō,Newcastle Utd,eng Premier League,Off_MF,27,212,2.4,,,,,,,,
Phillipp Mwene,Mainz 05,de Bundesliga,DF,25,315,3.5,,,,,,,,
Obite N'Dicka,Eint Frankfurt,de Bundesliga,DF,19,1721,19.1,,,,,583.6432664793834,Top Starter,726.5996372598331,Top Starter
Kévin N'Doram,Metz,fr Ligue 1,MF,23,1646,18.3,,,329.31541847231074,Solid Squad Player,,,731.2459767486387,Top Starter
Abdallah N'dour,Strasbourg,fr Ligue 1,DF,25,373,4.1,,,,,,,,
Ferris N'Goma,Brest,fr Ligue 1,Off_MF,26,25,0.3,,,,,,,,
Nathan N'Goumou,Toulouse,fr Ligue 1,FW,19,9,0.1,,,,,,,,
Stanley N'Soki,Nice,fr Ligue 1,DF,20,1273,14.1,,,,,802.0339833205669,World Class,850.8859278362825,World Class
Nacho,Valladolid,es La Liga,DF,30,1893,21.0,,,,,608.374846717577,Top Starter,611.4289831831945,Top Starter
