Player,Squad,Comp,Pos,Age,Min,90s,OffScore_abs,OffBand,MidScore_abs,MidBand,DefScore_abs,DefBand,IntensityScore_abs,IntensityBand,GKScore_abs,GKBand
David Ospina,Arsenal,eng Premier League,GK,27.3,360,4.0,,,,,,,,,,
Jack Butland,Stoke City,eng Premier League,GK,22.8,2790,31.0,,,,,,,,,839.246554951821,World Class
Petr Čech,Arsenal,eng Premier League,GK,33.6,3060,34.0,,,,,,,,,885.5901766384148,World Class
Vito Mannone,Sunderland,eng Premier League,GK,27.8,1710,19.0,,,,,,,,,818.0276996240584,World Class
Heurelho Gomes,Watford,eng Premier League,GK,34.9,3397,37.7,,,,,,,,,784.9687267271578,World Class
Karl Darlow,Newcastle Utd,eng Premier League,GK,25.2,810,9.0,,,,,,,,,760.0693709343038,World Class
Adrián,West Ham,eng Premier League,GK,29.0,2879,32.0,,,,,,,,,798.0314547551297,World Class
Kasper Schmeichel,Leicester City,eng Premier League,GK,29.2,3420,38.0,,,,,,,,,799.472103264568,World Class
Hugo Lloris,Tottenham,eng Premier League,GK,29.0,3330,37.0,,,,,,,,,775.2070500892769,World Class
David De Gea,Manchester Utd,eng Premier League,GK,25.1,3060,34.0,,,,,,,,,746.8178079126317,Top Starter
Jordan Pickford,Sunderland,eng Premier League,GK,21.8,180,2.0,,,,,,,,,,
Tim Howard,Everton,eng Premier League,GK,36.8,2250,25.0,,,,,,,,,778.5637249466079,World Class
Joe Hart,Manchester City,eng Premier League,GK,28.7,3110,34.6,,,,,,,,,752.597456014411,World Class
Fraser Forster,Southampton,eng Premier League,GK,27.8,1620,18.0,,,,,,,,,732.850480380694,Top Starter
Asmir Begović,Chelsea,eng Premier League,GK,28.5,1397,15.5,,,,,,,,,751.241851148195,World Class
Ben Foster,West Brom,eng Premier League,GK,32.7,1350,15.0,,,,,,,,,745.9360718890717,Top Starter
Łukasz Fabiański,Swansea City,eng Premier League,GK,30.7,3330,37.0,,,,,,,,,763.4707672391925,World Class
Willy Caballero,Manchester City,eng Premier League,GK,34.3,310,3.4,,,,,,,,,,
Kristoffer Nordfeldt,Swansea City,eng Premier League,GK,26.5,90,1.0,,,,,,,,,,
Kelvin Davis,Southampton,eng Premier League,GK,39.3,90,1.0,,,,,,,,,,
Joel Robles,Everton,eng Premier League,GK,25.5,1170,13.0,,,,,,,,,766.147238118858,World Class
Tim Krul,Newcastle Utd,eng Premier League,GK,27.7,720,8.0,,,,,,,,,713.3798179721703,Top Starter
Paulo Gazzaniga,Southampton,eng Premier League,GK,24.0,180,2.0,,,,,,,,,,
Sergio Romero,Manchester Utd,eng Premier League,GK,28.9,360,4.0,,,,,,,,,,
Thibaut Courtois,Chelsea,eng Premier League,GK,23.6,2020,22.4,,,,,,,,,735.3130621314841,Top Starter
Robert Elliot,Newcastle Utd,eng Premier League,GK,29.7,1890,21.0,,,,,,,,,681.2909907676631,Top Starter
Boaz Myhill,West Brom,eng Premier League,GK,33.1,2070,23.0,,,,,,,,,742.2526609969347,Top Starter
Costel Pantilimon,Watford,eng Premier League,GK,28.9,1530,17.0,,,,,,,,,794.9938161370975,World Class
Julián Speroni,Crystal Palace,eng Premier League,GK,36.6,180,2.0,,,,,,,,,,
Simon Mignolet,Liverpool,eng Premier League,GK,27.8,3060,34.0,,,,,,,,,705.8230692045125,Top Starter
Maarten Stekelenburg,Southampton,eng Premier League,GK,33.3,1530,17.0,,,,,,,,,655.9723373679236,Top Starter
Wayne Hennessey,Crystal Palace,eng Premier League,GK,28.9,2610,29.0,,,,,,,,,714.7513065253887,Top Starter
Alex McCarthy,Crystal Palace,eng Premier League,GK,26.1,630,7.0,,,,,,,,,683.0143282991627,Top Starter
Brad Guzan,Aston Villa,eng Premier League,GK,31.3,2520,28.0,,,,,,,,,660.3218720820437,Top Starter
Declan Rudd,Norwich City,eng Premier League,GK,25.0,990,11.0,,,,,,,,,663.6849963950439,Top Starter
Michel Vorm,Tottenham,eng Premier League,GK,32.2,90,1.0,,,,,,,,,,
Mark Bunn,Aston Villa,eng Premier League,GK,31.1,900,10.0,,,,,,,,,694.3741832321454,Top Starter
John Ruddy,Norwich City,eng Premier League,GK,29.2,2430,27.0,,,,,,,,,641.4993738133153,Top Starter
Artur Boruc,Bournemouth,eng Premier League,GK,35.9,2880,32.0,,,,,,,,,681.7706385496397,Top Starter
Shay Given,Stoke City,eng Premier League,GK,39.7,225,2.5,,,,,,,,,,
Darren Randolph,West Ham,eng Premier League,GK,28.6,540,6.0,,,,,,,,,651.6509111624871,Top Starter
Ryan Allsop,Bournemouth,eng Premier League,GK,23.5,45,0.5,,,,,,,,,,
Jakob Haugaard,Stoke City,eng Premier League,GK,23.7,405,4.5,,,,,,,,,,
Adam Federici,Bournemouth,eng Premier League,GK,30.9,495,5.5,,,,,,,,,463.5999186064678,Top Starter
Giedrius Arlauskis,Watford,eng Premier League,GK,28.1,23,0.3,,,,,,,,,,
Ádám Bogdán,Liverpool,eng Premier League,GK,28.3,180,2.0,,,,,,,,,,
Virgil van Dijk,Southampton,eng Premier League,DF,24.5,3060,34.0,,,,,640.9207292311179,Top Starter,649.6254556630445,Top Starter,,
Lamine Koné,Sunderland,eng Premier League,DF,26.9,1315,14.6,,,,,610.8812404448252,Top Starter,612.5559462211143,Top Starter,,
Laurent Koscielny,Arsenal,eng Premier League,DF,30.3,2846,31.6,,,,,619.297330006737,Top Starter,645.2318592025985,Top Starter,,
Christian Fuchs,Leicester City,eng Premier League,DF,29.7,2710,30.1,,,,,575.4274552471499,Top Starter,529.0946835150733,Top Starter,,
Toby Alderweireld,Tottenham,eng Premier League,DF,26.8,3419,38.0,,,,,553.0018212366992,Top Starter,404.64175778692123,Top Starter,,
Nicolás Otamendi,Manchester City,eng Premier League,DF,27.9,2672,29.7,,,,,667.3404641227894,Top Starter,648.7909721444089,Top Starter,,
Vincent Kompany,Manchester City,eng Premier League,DF,29.7,1179,13.1,,,,,606.3877303288436,Top Starter,524.9125347754581,Top Starter,,
Gabriel Paulista,Arsenal,eng Premier League,DF,25.1,1761,19.6,,,,,601.2067173521522,Top Starter,595.649561777162,Top Starter,,
Ramiro Funes Mori,Everton,eng Premier League,DF,24.8,2191,24.3,,,,,637.7782216902652,Top Starter,632.3254675623036,Top Starter,,
Ashley Williams,Swansea City,eng Premier League,DF,31.4,3240,36.0,,,,,602.0769991309854,Top Starter,540.6254668957057,Top Starter,,
Daley Blind,Manchester Utd,eng Premier League,DF,25.8,3117,34.6,,,,,544.3704766228642,Top Starter,477.7999299200909,Top Starter,,
Phil Jagielka,Everton,eng Premier League,DF,33.4,1851,20.6,,,,,629.0836158881243,Top Starter,611.3867516454249,Top Starter,,
Jonny Evans,West Brom,eng Premier League,DF,28.0,2593,28.8,,,,,608.1380828932868,Top Starter,531.5655137644933,Top Starter,,
Gaël Clichy,Manchester City,eng Premier League,DF,30.4,1088,12.1,,,,,538.9087385994623,Top Starter,488.4082986198324,Top Starter,,
Nathan Aké,Watford,eng Premier League,DF,20.9,1874,20.8,,,,,582.1517724158007,Top Starter,528.8620723269889,Top Starter,,
Winston Reid,West Ham,eng Premier League,DF,27.5,2136,23.7,,,,,619.7366204221844,Top Starter,535.9093408597832,Top Starter,,
Timm Klose,Norwich City,eng Premier League,DF,27.6,849,9.4,,,,,626.8026687466051,Top Starter,612.8595027833694,Top Starter,,
Kieran Trippier,Tottenham,eng Premier League,DF,25.3,458,5.1,,,,,585.3691476280604,Top Starter,600.0457386691297,Top Starter,,
Jan Vertonghen,Tottenham,eng Premier League,DF,28.7,2595,28.8,,,,,599.8561616668031,Top Starter,500.45228756048334,Top Starter,,
Alberto Moreno,Liverpool,eng Premier League,DF,23.5,2547,28.3,,,,,508.1634975049919,Top Starter,446.8122765658761,Top Starter,,
Nacho Monreal,Arsenal,eng Premier League,DF,29.8,3248,36.1,,,,,547.3575134381435,Top Starter,554.6715120307512,Top Starter,,
Jores Okore,Aston Villa,eng Premier League,DF,23.4,1080,12.0,,,,,607.1413345873243,Top Starter,489.1735936939847,Top Starter,,
Dejan Lovren,Liverpool,eng Premier League,DF,26.5,1897,21.1,,,,,609.2452254510926,Top Starter,583.2804003815859,Top Starter,,
Antonio Valencia,Manchester Utd,eng Premier League,DF,30.4,855,9.5,,,,,554.6031379052753,Top Starter,580.8904329343919,Top Starter,,
César Azpilicueta,Chelsea,eng Premier League,DF,26.3,3202,35.6,,,,,542.8274659132652,Top Starter,503.2059121273392,Top Starter,,
José Fonte,Southampton,eng Premier League,DF,32.0,3168,35.2,,,,,600.7242175908191,Top Starter,538.4325190447952,Top Starter,,
Chris Smalling,Manchester Utd,eng Premier League,DF,26.1,3150,35.0,,,,,606.7728931291468,Top Starter,630.6365991740712,Top Starter,,
Brede Hangeland,Crystal Palace,eng Premier League,DF,34.5,630,7.0,,,,,567.6597578381806,Top Starter,541.7737929619391,Top Starter,,
Kyle Walker,Tottenham,eng Premier League,DF,25.6,2943,32.7,,,,,569.8728791666252,Top Starter,521.88933849722,Top Starter,,
Mamadou Sakho,Liverpool,eng Premier League,DF,25.9,1855,20.6,,,,,616.5610957426431,Top Starter,587.3668297398417,Top Starter,,
Danny Rose,Tottenham,eng Premier League,DF,25.5,2132,23.7,,,,,538.3085215891308,Top Starter,502.27338378461485,Top Starter,,
Emre Can,Liverpool,eng Premier League,MF,22.0,2492,27.7,,,439.6145036594532,Top Starter,,,609.2639408554013,Top Starter,,
Steven Caulker,Liverpool,eng Premier League,DF,24.0,149,1.7,,,,,,,,,,
Eric Dier,Tottenham,eng Premier League,DF,22.0,3266,36.3,,,,,528.8044606912467,Top Starter,581.1907237945514,Top Starter,,
Scott Dann,Crystal Palace,eng Premier League,DF,28.9,3150,35.0,,,,,578.8831826622257,Top Starter,511.1464394015889,Top Starter,,
Robert Huth,Leicester City,eng Premier League,DF,31.4,3150,35.0,,,,,573.2784853481376,Top Starter,541.9141764850051,Top Starter,,
Steve Cook,Bournemouth,eng Premier League,DF,24.7,3195,35.5,,,,,604.9405723110275,Top Starter,554.3464936246669,Top Starter,,
Aleksandar Kolarov,Manchester City,eng Premier League,DF,30.1,2281,25.3,,,,,536.3717254725308,Top Starter,481.21524443188775,Top Starter,,
Wes Morgan,Leicester City,eng Premier League,DF,31.9,3420,38.0,,,,,566.3226572851692,Top Starter,506.5961354953777,Top Starter,,
Kevin Wimmer,Tottenham,eng Premier League,DF,23.1,812,9.0,,,,,496.6619096251296,Top Starter,342.6490969943238,Solid Squad Player,,
Sebastien Pocognoli,West Brom,eng Premier League,DF,28.4,35,0.4,,,,,,,,,,
Federico Fernández,Swansea City,eng Premier League,DF,26.9,2880,32.0,,,,,592.6244512008291,Top Starter,597.2212896237851,Top Starter,,
Philipp Wollscheid,Stoke City,eng Premier League,DF,26.8,2685,29.8,,,,,622.9272914702369,Top Starter,566.6354950169571,Top Starter,,
Younès Kaboul,Sunderland,eng Premier League,DF,30.0,2012,22.4,,,,,618.1462666405863,Top Starter,627.3654729924344,Top Starter,,
Carlos Sánchez,Aston Villa,eng Premier League,MF,29.9,1370,15.2,,,286.5021347775131,Solid Squad Player,,,580.065914630609,Top Starter,,
Martin Škrtel,Liverpool,eng Premier League,DF,31.0,1886,21.0,,,,,579.2302371882697,Top Starter,513.5530427772262,Top Starter,,
Kolo Touré,Liverpool,eng Premier League,DF,34.8,859,9.5,,,,,529.539629611629,Top Starter,453.12799748487635,Top Starter,,
Simon Francis,Bournemouth,eng Premier League,DF,30.9,3387,37.6,,,,,658.6500115192225,Top Starter,637.3591284296533,Top Starter,,
John Stones,Everton,eng Premier League,DF,21.6,2779,30.9,,,,,595.2227880354486,Top Starter,458.85465365331277,Top Starter,,
Bacary Sagna,Manchester City,eng Premier League,DF,32.9,2448,27.2,,,,,558.6294365617979,Top Starter,614.1818358884535,Top Starter,,
Timothy Fosu-Mensah,Manchester Utd,eng Premier League,DF,18.0,254,2.8,,,,,,,,,,
Gareth McAuley,West Brom,eng Premier League,DF,36.1,3059,34.0,,,,,591.1698552619094,Top Starter,554.198351281986,Top Starter,,
Patrick van Aanholt,Sunderland,eng Premier League,DF,25.3,2970,33.0,,,,,509.26422414667917,Top Starter,418.5446583614986,Top Starter,,
James Tomkins,West Ham,eng Premier League,DF,26.8,1963,21.8,,,,,596.456194327736,Top Starter,506.9327989559239,Top Starter,,
James Collins,West Ham,eng Premier League,DF,32.4,1440,16.0,,,,,521.1825191589245,Top Starter,484.1891229329104,Top Starter,,
Kyle Bartley,Swansea City,eng Premier League,DF,24.6,284,3.2,,,,,,,,,,
Stephen Kingsley,Swansea City,eng Premier League,DF,21.4,356,4.0,,,,,,,,,,
Leighton Baines,Everton,eng Premier League,DF,31.1,1477,16.4,,,,,480.8285542923644,Top Starter,410.8831911537219,Top Starter,,
Héctor Bellerín,Arsenal,eng Premier League,DF,20.8,3240,36.0,,,,,484.4386652590777,Top Starter,424.9815451306805,Top Starter,,
Chancel Mbemba,Newcastle Utd,eng Premier League,DF,21.4,2924,32.5,,,,,583.3847332236421,Top Starter,488.63902329302704,Top Starter,,
Cuco Martina,Southampton,eng Premier League,DF,26.3,1084,12.0,,,,,511.19999975714035,Top Starter,425.6464444242283,Top Starter,,
Damien Delaney,Crystal Palace,eng Premier League,DF,34.5,2880,32.0,,,,,578.8182235352392,Top Starter,488.67577943798216,Top Starter,,
Danny Simpson,Leicester City,eng Premier League,DF,29.0,2613,29.0,,,,,531.8361559784084,Top Starter,527.4984032413379,Top Starter,,
Luke Shaw,Manchester Utd,eng Premier League,DF,20.5,450,5.0,,,,,463.0635041706164,Top Starter,539.8610187563335,Top Starter,,
Erik Pieters,Stoke City,eng Premier League,DF,27.4,3096,34.4,,,,,569.1658927776975,Top Starter,520.5956612557053,Top Starter,,
Àngel Rangel,Swansea City,eng Premier League,DF,33.2,1821,20.2,,,,,563.4628704163941,Top Starter,550.4020283201285,Top Starter,,
Kurt Zouma,Chelsea,eng Premier League,DF,21.2,1918,21.3,,,,,582.7740396978114,Top Starter,530.2652745703497,Top Starter,,
Phil Bardsley,Stoke City,eng Premier League,DF,30.5,816,9.1,,,,,603.2058355409418,Top Starter,506.79508526323826,Top Starter,,
Donald Love,Manchester Utd,eng Premier League,MF,21.1,53,0.6,,,,,,,,,,
Adam Matthews,Sunderland,eng Premier League,DF,24.0,36,0.4,,,,,,,,,,
Tony Hibbert,Everton,eng Premier League,DF,34.9,45,0.5,,,,,,,,,,
Phil Jones,Manchester Utd,eng Premier League,DF,23.9,528,5.9,,,,,584.7267090715376,Top Starter,603.7459345006374,Top Starter,,
Angelo Ogbonna,West Ham,eng Premier League,DF,27.6,2328,25.9,,,,,607.4058999409601,Top Starter,510.1501148728077,Top Starter,,
Sebastian Prödl,Watford,eng Premier League,DF,28.5,1776,19.7,,,,,503.45475011027764,Top Starter,448.9674302573722,Top Starter,,
Jordi Amat,Swansea City,eng Premier League,DF,23.8,461,5.1,,,,,546.1338311010114,Top Starter,469.4915972171322,Top Starter,,
Ciaran Clark,Aston Villa,eng Premier League,DF,26.3,1442,16.0,,,,,607.8700326431341,Top Starter,617.4536046071975,Top Starter,,
Per Mertesacker,Arsenal,eng Premier League,DF,31.3,2049,22.8,,,,,530.9751802906652,Top Starter,457.9907070473287,Top Starter,,
Eliaquim Mangala,Manchester City,eng Premier League,DF,24.9,2010,22.3,,,,,541.7405209887071,Top Starter,506.41912922775055,Top Starter,,
Marcos Rojo,Manchester Utd,eng Premier League,DF,25.8,1253,13.9,,,,,569.1262373503707,Top Starter,581.2600277387367,Top Starter,,
Jordan Amavi,Aston Villa,eng Premier League,DF,21.8,836,9.3,,,,,588.1417051619511,Top Starter,596.6797750031087,Top Starter,,
Mile Jedinak,Crystal Palace,eng Premier League,Def_MF,31.4,1530,17.0,,,,,568.5262937001423,Top Starter,602.9878333811639,Top Starter,,
Adam Smith,Bournemouth,eng Premier League,DF,24.7,2096,23.3,,,,,516.6664256008712,Top Starter,498.0008790090939,Top Starter,,
Branislav Ivanović,Chelsea,eng Premier League,DF,31.9,2918,32.4,,,,,551.3023940058491,Top Starter,553.2430046737215,Top Starter,,
Matteo Darmian,Manchester Utd,eng Premier League,MF,26.1,1930,21.4,,,365.9211786715795,Solid Squad Player,,,549.2504723556593,Top Starter,,
DeAndre Yedlin,Sunderland,eng Premier League,MF,22.5,1812,20.1,,,301.6470757150683,Solid Squad Player,,,433.8887956656354,Top Starter,,
Nathaniel Clyne,Liverpool,eng Premier League,DF,24.7,2970,33.0,,,,,432.4547134313774,Top Starter,411.8516063217318,Top Starter,,
Gary Cahill,Chelsea,eng Premier League,DF,30.0,1955,21.7,,,,,559.0728159753344,Top Starter,507.98841403724714,Top Starter,,
Calum Chambers,Arsenal,eng Premier League,DF,20.9,315,3.5,,,,,,,,,,
Matt Targett,Southampton,eng Premier League,DF,20.3,1069,11.9,,,,,527.7423406283043,Top Starter,456.13147347211435,Top Starter,,
Craig Dawson,West Brom,eng Premier League,DF,25.7,3385,37.6,,,,,576.4418009811376,Top Starter,597.5433768050251,Top Starter,,
Micah Richards,Aston Villa,eng Premier League,DF,27.5,2044,22.7,,,,,649.372655591995,Top Starter,596.3378674306846,Top Starter,,
Sylvain Distin,Bournemouth,eng Premier League,DF,38.0,842,9.4,,,,,610.4116062228451,Top Starter,640.6015302475297,Top Starter,,
Charlie Daniels,Bournemouth,eng Premier League,DF,29.3,3285,36.5,,,,,468.4825737292991,Top Starter,408.3169917258726,Top Starter,,
Paul Dummett,Newcastle Utd,eng Premier League,DF,24.3,1896,21.1,,,,,581.1352859569222,Top Starter,554.5970843001488,Top Starter,,
Sheyi Ojo,Liverpool,eng Premier League,DF,18.5,396,4.4,,,,,,,,,,
Matthew Pennington,Everton,eng Premier League,DF,21.2,299,3.3,,,,,,,,,,
Miguel Britos,Watford,eng Premier League,DF,30.5,2076,23.1,,,,,605.1580110895039,Top Starter,530.4053804906476,Top Starter,,
Ben Davies,Tottenham,eng Premier League,DF,22.7,1288,14.3,,,,,534.1743939344997,Top Starter,526.3834889973638,Top Starter,,
Joel Ward,Crystal Palace,eng Premier League,DF,26.2,2692,29.9,,,,,549.2548242821027,Top Starter,527.6371264777854,Top Starter,,
Aaron Cresswell,West Ham,eng Premier League,DF,26.0,3315,36.8,,,,,481.59894703679396,Top Starter,366.9087389033931,Solid Squad Player,,
Dan Gosling,Bournemouth,eng Premier League,MF,25.9,2441,27.1,,,422.69905589418494,Top Starter,,,555.4561135224164,Top Starter,,
Ryan Bertrand,Southampton,eng Premier League,DF,26.4,2880,32.0,,,,,485.6340182595672,Top Starter,420.1431198356228,Top Starter,,
Ryan Bennett,Norwich City,eng Premier League,DF,25.8,1838,20.4,,,,,555.7083677259852,Top Starter,458.3681781789984,Top Starter,,
Jesús Navas,Manchester City,eng Premier League,DF,30.1,2279,25.3,,,,,298.399225523948,Solid Squad Player,277.2877625111205,Solid Squad Player,,
Craig Cathcart,Watford,eng Premier League,DF,26.9,3033,33.7,,,,,587.2328808436001,Top Starter,437.9205306566687,Top Starter,,
Brendan Galloway,Everton,eng Premier League,DF,19.8,1223,13.6,,,,,474.8113634852952,Top Starter,446.72646064955495,Top Starter,,
Jamaal Lascelles,Newcastle Utd,eng Premier League,DF,22.1,1148,12.8,,,,,585.2875522277837,Top Starter,540.0027985195327,Top Starter,,
Mathieu Debuchy,Arsenal,eng Premier League,DF,30.4,144,1.6,,,,,,,,,,
Cristian Gamboa,West Brom,eng Premier League,DF,26.2,27,0.3,,,,,,,,,,
Jake Clarke-Salter,Chelsea,eng Premier League,DF,18.3,16,0.2,,,,,,,,,,
Kevin Toner,Aston Villa,eng Premier League,DF,19.5,315,3.5,,,,,,,,,,
Jonathan Howson,Norwich City,eng Premier League,MF,27.6,2953,32.8,,,435.8960545542945,Top Starter,,,442.72072875177054,Top Starter,,
Joleon Lescott,Aston Villa,eng Premier League,DF,33.4,2810,31.2,,,,,577.9469597310735,Top Starter,501.85006138364685,Top Starter,,
Bryan Oviedo,Everton,eng Premier League,DF,25.9,998,11.1,,,,,482.4378486305318,Top Starter,430.2658550047305,Top Starter,,
José Holebas,Watford,eng Premier League,DF,31.5,945,10.5,,,,,613.5847376663725,Top Starter,594.6978211693922,Top Starter,,
Ryan Shawcross,Stoke City,eng Premier League,DF,28.2,1697,18.9,,,,,590.0331631574169,Top Starter,569.857248563287,Top Starter,,
Pablo Zabaleta,Manchester City,eng Premier League,DF,31.0,1062,11.8,,,,,549.591013447151,Top Starter,532.2945235358163,Top Starter,,
James Chester,West Brom,eng Premier League,DF,26.9,962,10.7,,,,,578.6841370042167,Top Starter,537.5378762254157,Top Starter,,
Russell Martin,Norwich City,eng Premier League,DF,30.0,2698,30.0,,,,,475.9440764566325,Top Starter,369.2572011228801,Solid Squad Player,,
Daryl Janmaat,Newcastle Utd,eng Premier League,DF,26.4,2755,30.6,,,,,516.2091149672783,Top Starter,468.393298126751,Top Starter,,
Sebastien Bassong,Norwich City,eng Premier League,DF,29.5,2789,31.0,,,,,586.3751877526256,Top Starter,489.23381538069987,Top Starter,,
Jonas Olsson,West Brom,eng Premier League,DF,32.8,2016,22.4,,,,,561.5608088244176,Top Starter,403.62908508843753,Top Starter,,
Glen Johnson,Stoke City,eng Premier League,DF,31.4,2186,24.3,,,,,477.98896382861125,Top Starter,405.4701044250753,Top Starter,,
Geoff Cameron,Stoke City,eng Premier League,DF,30.5,2361,26.2,,,,,583.3149299220182,Top Starter,598.6255512387581,Top Starter,,
Séamus Coleman,Everton,eng Premier League,DF,27.2,2386,26.5,,,,,469.83803976143173,Top Starter,394.813751000269,Solid Squad Player,,
Sebastián Coates,Sunderland,eng Premier League,DF,25.2,1229,13.7,,,,,604.3331504512579,Top Starter,529.6124090576884,Top Starter,,
Baba Rahman,Chelsea,eng Premier League,DF,21.5,1016,11.3,,,,,516.1029502973109,Top Starter,470.1416682505199,Top Starter,,
John O'Shea,Sunderland,eng Premier League,DF,34.7,2008,22.3,,,,,565.8491227843263,Top Starter,456.19831823041915,Top Starter,,
John Terry,Chelsea,eng Premier League,DF,35.1,1989,22.1,,,,,506.4413994391903,Top Starter,422.0570388125303,Top Starter,,
Martín Demichelis,Manchester City,eng Premier League,DF,35.0,1015,11.3,,,,,617.2488552645839,Top Starter,630.6929798976615,Top Starter,,
Sam Byram,West Ham,eng Premier League,DF,22.3,286,3.2,,,,,,,,,,
Allan Nyom,Watford,eng Premier League,DF,27.6,2474,27.5,,,,,517.5262488363792,Top Starter,430.4375906747532,Top Starter,,
Jonjoe Kenny,Everton,eng Premier League,DF,18.8,61,0.7,,,,,,,,,,
Thomas Robson,Sunderland,eng Premier League,DF,20.3,90,1.0,,,,,,,,,,
Marc Muniesa,Stoke City,eng Premier League,DF,23.8,1111,12.3,,,,,520.4406152909539,Top Starter,449.46896738894,Top Starter,,
Mario Suárez,Watford,eng Premier League,MF,28.9,744,8.3,,,340.3770264563786,Solid Squad Player,,,523.806531540333,Top Starter,,
Fabricio Coloccini,Newcastle Utd,eng Premier League,DF,33.9,2293,25.5,,,,,507.326650043221,Top Starter,437.24315068794675,Top Starter,,
Ritchie De Laet,Leicester City,eng Premier League,DF,27.1,655,7.3,,,,,550.2342303681113,Top Starter,536.2923646206671,Top Starter,,
Kyle Naughton,Swansea City,eng Premier League,DF,27.1,1763,19.6,,,,,535.2393724704782,Top Starter,536.5690204450021,Top Starter,,
Jack Rodwell,Sunderland,eng Premier League,MF,24.8,1158,12.9,,,338.29605498234434,Solid Squad Player,,,431.42442589558374,Top Starter,,
Miguel Layún,Watford,eng Premier League,DF,27.5,132,1.5,,,,,,,,,,
Tommy Elphick,Bournemouth,eng Premier League,DF,28.3,1012,11.2,,,,,570.172840588348,Top Starter,582.0561536364931,Top Starter,,
Maya Yoshida,Southampton,eng Premier League,DF,27.4,1014,11.3,,,,,569.7186758444351,Top Starter,505.2064914426404,Top Starter,,
Ashley Young,Manchester Utd,eng Premier League,DF,30.5,1063,11.8,,,,,535.4753135926001,Top Starter,466.75390600747784,Top Starter,,
Marcin Wasilewski,Leicester City,eng Premier League,DF,35.6,302,3.4,,,,,,,,,,
Guangtai Jiang,Everton,eng Premier League,DF,,299,3.3,,,,,,,,,,
Reece Oxford,West Ham,eng Premier League,DF,17.0,209,2.3,,,,,,,,,,
Massadio Haïdara,Newcastle Utd,eng Premier League,DF,23.1,555,6.2,,,,,546.230822658555,Top Starter,488.37655587564336,Top Starter,,
Steven Taylor,Newcastle Utd,eng Premier League,DF,29.9,810,9.0,,,,,452.7719107374609,Top Starter,264.94676930137314,Solid Squad Player,,
Cameron Borthwick-Jackson,Manchester Utd,eng Premier League,DF,18.9,692,7.7,,,,,388.17603604234614,Solid Squad Player,370.97156502959865,Solid Squad Player,,
Billy Jones,Sunderland,eng Premier League,DF,28.8,2033,22.6,,,,,521.2239092369434,Top Starter,601.4239566136096,Top Starter,,
Bradley Smith,Liverpool,eng Premier League,DF,21.7,285,3.2,,,,,,,,,,
Kieran Gibbs,Arsenal,eng Premier League,DF,26.3,381,4.2,,,,,,,,,,
Martin Kelly,Crystal Palace,eng Premier League,DF,25.7,1043,11.6,,,,,458.50375635041445,Top Starter,437.7911217793645,Top Starter,,
Fikayo Tomori,Chelsea,eng Premier League,DF,18.0,30,0.3,,,,,,,,,,
Kevin Mbabu,Newcastle Utd,eng Premier League,DF,20.7,144,1.6,,,,,,,,,,
Joe Gomez,Liverpool,eng Premier League,DF,18.6,438,4.9,,,,,,,,,,
Andre Wisdom,Norwich City,eng Premier League,DF,22.6,823,9.1,,,,,383.50231628087755,Solid Squad Player,370.9478659756494,Solid Squad Player,,
Guillermo Varela,Manchester Utd,eng Premier League,DF,22.8,315,3.5,,,,,,,,,,
Alan Hutton,Aston Villa,eng Premier League,DF,31.1,2330,25.9,,,,,535.4629041238427,Top Starter,482.2744885122657,Top Starter,,
Adrian Mariappa,Crystal Palace,eng Premier League,DF,29.8,256,2.8,,,,,,,,,,
Yohan Benalouane,Leicester City,eng Premier League,DF,28.8,65,0.7,,,,,,,,,,
Tyrone Mings,Bournemouth,eng Premier League,DF,22.8,12,0.1,,,,,,,,,,
José Ángel Crespo,Aston Villa,eng Premier League,DF,28.9,90,1.0,,,,,,,,,,
Jamie Sterry,Newcastle Utd,eng Premier League,DF,20.1,6,0.1,,,,,,,,,,
Callum Connolly,Everton,eng Premier League,DF,18.3,36,0.4,,,,,,,,,,
Dionatan Teixeira,Stoke City,eng Premier League,DF,23.4,45,0.5,,,,,,,,,,
Shaun MacDonald,Bournemouth,eng Premier League,MF,27.5,29,0.3,,,,,,,,,,
Wes Brown,Sunderland,eng Premier League,DF,36.2,540,6.0,,,,,498.4349509761463,Top Starter,378.0462302001861,Solid Squad Player,,
Martin Olsson,Norwich City,eng Premier League,DF,27.6,1773,19.7,,,,,435.0050137193517,Top Starter,359.9237271433696,Solid Squad Player,,
Aly Cissokho,Aston Villa,eng Premier League,DF,28.3,1603,17.8,,,,,512.9328503762067,Top Starter,427.96308323390014,Top Starter,,
Jon Flanagan,Liverpool,eng Premier League,DF,23.0,421,4.7,,,,,,,,,,
Matt Miazga,Chelsea,eng Premier League,DF,20.5,135,1.5,,,,,,,,,,
Carl Jenkinson,West Ham,eng Premier League,DF,23.9,1225,13.6,,,,,448.32675081078656,Top Starter,382.5047318460513,Solid Squad Player,,
Ivo Pinto,Norwich City,eng Premier League,DF,26.0,811,9.0,,,,,486.0991068973035,Top Starter,423.8040465477506,Top Starter,,
Paddy McNair,Manchester Utd,eng Premier League,DF,20.7,309,3.4,,,,,,,,,,
Steven Whittaker,Norwich City,eng Premier League,DF,31.5,661,7.3,,,,,334.86123208612355,Solid Squad Player,304.3473246486315,Solid Squad Player,,
