PlayerId,X,Y,GMY,GMZ,Result,xGOT,Minute,Share
827362,9.8,56.5,52.9,3.8,goal,0.625,90,0.97
827362,3.9,40.7,53.4,11.4,save,0.414,82,0.97
827362,2.1,49.6,51.6,7.6,goal,0.896,75,0.97
827362,2.6,50.2,50.6,1.3,save,0.607,75,0.97
827362,7.7,42.6,51.7,3.2,save,0.359,67,0.97
827362,10.5,31.2,45.7,25.3,goal,0.852,60,0.97
827362,3.2,49.1,50.5,1.3,save,0.306,28,0.97
827362,8.2,41.9,51.6,3.8,save,0.169,28,0.97
827362,8.2,51.5,47.7,8.9,save,0.229,26,0.97
827362,7.7,29.1,51.6,2.5,save,0.046,3,0.97
827362,22.1,49.1,51.0,3.2,goal,0.026,52,0.97
827362,27.8,63.6,49.9,8.2,save,0.009,45,0.97
827362,25.3,31.1,48.7,1.9,save,0.022,15,0.97
827362,10.6,30.0,52.6,19.0,save,0.062,14,0.97
827362,11.5,50.0,54.1,7.0,goal,0.845,6,0.97
827362,10.0,50.0,50.2,7.0,save,0.041,90,0.97
827362,6.6,62.2,49.1,1.3,save,0.367,90,0.97
827362,8.2,56.5,49.8,15.2,save,0.211,90,0.97
827362,7.6,46.1,52.3,5.7,goal,0.965,58,0.97
827362,16.0,53.8,48.4,1.9,save,0.095,52,0.97
827362,19.7,37.6,46.4,16.5,save,0.255,38,0.97
827362,2.9,66.0,54.5,34.2,save,0.612,20,0.97
827362,8.1,49.2,51.3,15.8,save,0.136,4,0.97
827362,3.3,40.3,51.7,19.6,save,0.265,50,0.97
827362,8.6,43.5,51.5,21.5,goal,0.519,43,0.97
827362,7.1,42.7,52.0,14.6,save,0.172,31,0.97
827362,2.4,57.3,48.1,31.6,goal,0.713,11,0.97
827362,8.5,44.8,52.7,18.4,save,0.115,8,0.97
827362,8.4,44.1,47.8,19.0,save,0.0,2,0.97
827362,28.2,47.2,51.3,27.2,save,0.054,45,0.97
827362,16.1,30.1,53.3,15.8,save,0.076,44,0.97
827362,17.5,62.6,49.1,1.9,save,0.05,36,0.97
827362,10.2,39.3,52.8,1.9,save,0.36,7,0.97
827362,4.9,46.8,47.5,15.2,goal,0.879,77,0.97
