PlayerId,BX,BY,C
250,1,16,2
250,5,12,1
250,7,14,1
250,8,6,1
250,8,13,1
250,9,11,1
250,15,18,1
250,17,8,1
273,0,3,2
273,0,7,3
273,0,11,1
273,0,12,1
273,0,17,3
273,1,0,3
273,1,5,3
273,1,6,1
273,1,7,2
273,1,8,2
273,1,9,2
273,1,10,2
273,1,11,2
273,1,12,3
273,1,16,2
273,1,17,1
273,1,18,1
273,2,0,1
273,2,1,3
273,2,2,2
273,2,3,3
273,2,5,2
273,2,6,2
273,2,7,3
273,2,9,2
273,2,10,5
273,2,11,1
273,2,13,1
273,2,15,2
273,2,17,4
273,2,18,2
273,3,0,4
273,3,4,3
273,3,5,4
273,3,6,1
273,3,7,3
273,3,8,1
273,3,9,3
273,3,10,5
273,3,11,1
273,3,12,4
273,3,13,1
273,3,14,2
273,3,15,3
273,3,16,1
273,3,17,2
273,4,0,1
273,4,2,4
273,4,3,3
273,4,4,4
273,4,5,1
273,4,6,1
273,4,7,2
273,4,8,3
273,4,9,4
273,4,10,2
273,4,12,2
273,4,13,2
273,4,14,1
273,4,15,2
273,4,16,4
273,4,17,3
273,4,18,1
273,5,0,5
273,5,1,5
273,5,2,2
273,5,3,8
273,5,4,3
273,5,5,10
273,5,6,2
273,5,7,6
273,5,8,2
273,5,9,5
273,5,10,3
273,5,11,7
273,5,12,4
273,5,13,4
273,5,14,14
273,5,15,3
273,5,16,6
273,5,17,1
273,5,19,1
273,6,0,8
273,6,1,9
273,6,2,5
273,6,3,9
273,6,4,6
273,6,5,15
273,6,6,9
273,6,7,4
273,6,8,4
273,6,9,4
273,6,10,6
273,6,11,4
273,6,12,5
273,6,13,15
273,6,14,12
273,6,15,5
273,6,16,2
273,6,17,5
273,6,18,2
273,6,19,1
273,7,0,7
273,7,1,8
273,7,2,11
273,7,3,4
273,7,4,8
273,7,5,9
273,7,6,8
273,7,7,3
273,7,8,9
273,7,9,6
273,7,10,6
273,7,11,4
273,7,12,9
273,7,13,8
273,7,14,6
273,7,15,4
273,7,16,3
273,7,17,3
273,7,18,3
273,7,19,3
273,8,0,6
273,8,1,5
273,8,2,9
273,8,3,8
273,8,4,2
273,8,5,12
273,8,6,2
273,8,7,2
273,8,8,1
273,8,9,7
273,8,10,14
273,8,11,5
273,8,12,10
273,8,13,14
273,8,14,8
273,8,15,7
273,8,16,3
273,8,17,3
273,8,18,2
273,8,19,3
273,9,0,8
273,9,1,6
273,9,2,10
273,9,3,5
273,9,4,10
273,9,5,9
273,9,6,7
273,9,7,4
273,9,8,6
273,9,9,4
273,9,10,5
273,9,11,8
273,9,12,5
273,9,13,1
273,9,14,8
273,9,15,7
273,9,16,3
273,9,17,5
273,9,18,4
273,9,19,5
273,10,0,7
273,10,1,4
273,10,2,6
273,10,3,5
273,10,4,3
273,10,5,8
273,10,6,10
273,10,7,5
273,10,8,5
273,10,9,5
273,10,10,2
273,10,11,7
273,10,12,7
273,10,13,5
273,10,14,8
273,10,15,9
273,10,16,3
273,10,17,4
273,10,19,2
273,11,0,6
273,11,1,14
273,11,2,5
273,11,3,8
273,11,4,5
273,11,5,13
273,11,6,13
273,11,7,7
273,11,8,5
273,11,9,2
273,11,11,3
273,11,12,5
273,11,13,6
273,11,14,6
273,11,15,8
273,11,16,7
273,11,17,4
273,11,18,4
273,11,19,4
273,12,0,5
273,12,1,12
273,12,2,5
273,12,3,3
