Player,Squad,Comp,Pos,Age,Min,90s,OffScore_abs,OffBand,MidScore_abs,MidBand,DefScore_abs,DefBand,IntensityScore_abs,IntensityBand,GKScore_abs,GKBand
Danny Ings,Southampton,eng Premier League,FW,28.4,2185,24.3,505.6281182230447,Top Starter,,,,,373.33791785903674,Solid Squad Player,,
Andros Townsend,Crystal Palace,eng Premier League,Off_MF,29.5,2263,25.1,430.81142402333853,Top Starter,,,,,593.0246215460454,Top Starter,,
Sergio Agüero,Manchester City,eng Premier League,FW,32.6,558,6.2,638.2666247379958,Top Starter,,,,,372.1961331710837,Solid Squad Player,,
Raúl Jiménez,Wolves,eng Premier League,FW,29.7,824,9.2,421.495712072054,Top Starter,,,,,449.0084984489769,Top Starter,,
Pierre-Emerick Aubameyang,Arsenal,eng Premier League,FW,31.5,2344,26.0,394.46500741817306,Solid Squad Player,,,,,317.8718347118284,Solid Squad Player,,
Jack Harrison,Leeds United,eng Premier League,Off_MF,24.1,2855,31.7,562.7653966146815,Top Starter,,,,,446.38529921140946,Top Starter,,
Diogo Jota,Liverpool,eng Premier League,FW,24.1,1113,12.4,616.0643635218738,Top Starter,,,,,475.277735696661,Top Starter,,
Richarlison,Everton,eng Premier League,FW,23.6,2868,31.9,317.55784352280955,Solid Squad Player,,,,,552.6887947657225,Top Starter,,
Anthony Elanga,Manchester Utd,eng Premier League,FW,18.7,156,1.7,,,,,,,,,,
Fabio Carvalho,Fulham,eng Premier League,Off_MF,18.3,255,2.8,,,,,,,,,,
Bertrand Traoré,Aston Villa,eng Premier League,FW,25.3,2338,26.0,491.92293885286836,Top Starter,,,,,483.2752676810183,Top Starter,,
Aleksandar Mitrović,Fulham,eng Premier League,FW,26.3,1412,15.7,365.8566133997965,Solid Squad Player,,,,,536.6831462524736,Top Starter,,
Marcus Rashford,Manchester Utd,eng Premier League,FW,23.2,2933,32.6,576.953598977312,Top Starter,,,,,477.00815840562524,Top Starter,,
Sébastien Haller,West Ham,eng Premier League,FW,26.5,940,10.4,355.4211717720176,Solid Squad Player,,,,,555.2100971495169,Top Starter,,
Edinson Cavani,Manchester Utd,eng Premier League,FW,33.9,1373,15.3,677.9556241806532,Top Starter,,,,,321.2065345065259,Solid Squad Player,,
Raheem Sterling,Manchester City,eng Premier League,FW,26.1,2537,28.2,599.6403394720018,Top Starter,,,,,476.10453421338843,Top Starter,,
Anwar El Ghazi,Aston Villa,eng Premier League,FW,25.7,1617,18.0,408.8297376952573,Top Starter,,,,,509.0516850763741,Top Starter,,
David McGoldrick,Sheffield Utd,eng Premier League,FW,33.1,2401,26.7,387.00535541620656,Solid Squad Player,,,,,601.6525277172341,Top Starter,,
Tammy Abraham,Chelsea,eng Premier League,FW,23.2,1040,11.6,545.436971298935,Top Starter,,,,,472.12475500357215,Top Starter,,
Nicolas Pépé,Arsenal,eng Premier League,FW,25.6,1612,17.9,534.7883774054186,Top Starter,,,,,587.2948349051999,Top Starter,,
Harvey Barnes,Leicester City,eng Premier League,FW,23.1,1949,21.7,545.9598629448956,Top Starter,,,,,454.10568941672875,Top Starter,,
Che Adams,Southampton,eng Premier League,FW,24.5,2682,29.8,472.4854092346573,Top Starter,,,,,454.17390607617705,Top Starter,,
Bukayo Saka,Arsenal,eng Premier League,FW,19.3,2560,28.4,355.28040455928203,Solid Squad Player,,,,,460.3292040487156,Top Starter,,
Ferrán Torres,Manchester City,eng Premier League,FW,20.8,1305,14.5,586.9013446610421,Top Starter,,,,,403.57751404606415,Top Starter,,
Mason Greenwood,Manchester Utd,eng Premier League,FW,19.3,1829,20.3,457.67876934543864,Top Starter,,,,,417.00314879493334,Top Starter,,
Gabriel Martinelli,Arsenal,eng Premier League,FW,19.5,587,6.5,523.1508706523338,Top Starter,,,,,436.53111037531903,Top Starter,,
Neal Maupay,Brighton,eng Premier League,FW,24.4,2518,28.0,305.89058530304646,Solid Squad Player,,,,,375.2600102544029,Solid Squad Player,,
Keinan Davis,Aston Villa,eng Premier League,FW,22.9,282,3.1,,,,,,,,,,
Christian Pulisic,Chelsea,eng Premier League,FW,22.3,1740,19.3,415.92211730390807,Top Starter,,,,,507.30430520994986,Top Starter,,
Danny Welbeck,Brighton,eng Premier League,FW,30.1,1546,17.2,466.10908860453804,Top Starter,,,,,339.30774392654564,Solid Squad Player,,
Islam Slimani,Leicester City,eng Premier League,FW,32.5,19,0.2,,,,,,,,,,
Chris Wood,Burnley,eng Premier League,FW,29.1,2750,30.6,401.16424837225026,Top Starter,,,,,502.32097780487396,Top Starter,,
Oliver McBurnie,Sheffield Utd,eng Premier League,FW,24.6,1319,14.7,181.5342060595888,Below Big-5 Level,,,,,559.6535597528873,Top Starter,,
Eddie Nketiah,Arsenal,eng Premier League,FW,21.6,419,4.7,,,,,,,,,,
Willian José,Wolves,eng Premier League,FW,29.1,1113,12.4,173.84881778966124,Below Big-5 Level,,,,,350.1386231146795,Solid Squad Player,,
Olivier Giroud,Chelsea,eng Premier League,FW,34.3,754,8.4,468.5979210472198,Top Starter,,,,,465.99028343585667,Top Starter,,
Alireza Jahanbakhsh,Brighton,eng Premier League,FW,27.4,532,5.9,350.0476826306828,Solid Squad Player,,,,,546.3241671691557,Top Starter,,
Tyler Roberts,Leeds United,eng Premier League,Off_MF,22.0,1343,14.9,343.3377283723455,Solid Squad Player,,,,,456.0709411683981,Top Starter,,
Timo Werner,Chelsea,eng Premier League,FW,24.8,2602,28.9,453.2695403413283,Top Starter,,,,,335.7631690321808,Solid Squad Player,,
Josh Maja,Fulham,eng Premier League,FW,22.0,814,9.0,253.41743734777728,Solid Squad Player,,,,,400.6459940328272,Top Starter,,
Jacob Murphy,Newcastle Utd,eng Premier League,DF,25.9,1628,18.1,,,,,504.4522299755293,Top Starter,400.29131413952405,Top Starter,,
Callum Robinson,West Brom,eng Premier League,FW,25.9,1567,17.4,320.73110069087886,Solid Squad Player,,,,,386.9130594461995,Solid Squad Player,,
Andy Carroll,Newcastle Utd,eng Premier League,FW,32.0,398,4.4,,,,,,,,,,
Kai Havertz,Chelsea,eng Premier League,Off_MF,21.6,1529,17.0,417.8418979857391,Top Starter,,,,,469.3677413013337,Top Starter,,
Ayoze Pérez,Leicester City,eng Premier League,Off_MF,27.4,1332,14.8,338.22501045837964,Solid Squad Player,,,,,544.2104045714124,Top Starter,,
Mbaye Diagne,West Brom,eng Premier League,FW,29.2,1194,13.3,366.55799658347837,Solid Squad Player,,,,,478.55750136157883,Top Starter,,
Carlos Vinícius,Tottenham,eng Premier League,FW,25.8,305,3.4,,,,,,,,,,
Lucas Moura,Tottenham,eng Premier League,FW,28.4,1402,15.6,434.72882929623376,Top Starter,,,,,630.4994479576151,Top Starter,,
Matěj Vydra,Burnley,eng Premier League,FW,28.7,1370,15.2,365.8635978545222,Solid Squad Player,,,,,458.5903216027717,Top Starter,,
Fábio Silva,Wolves,eng Premier League,FW,18.5,1361,15.1,335.29056786828556,Solid Squad Player,,,,,412.84488802112344,Top Starter,,
Jay Rodriguez,Burnley,eng Premier League,FW,31.4,1273,14.1,244.41649436815888,Solid Squad Player,,,,,587.7289815493552,Top Starter,,
Jordan Ayew,Crystal Palace,eng Premier League,FW,29.3,2102,23.4,200.4989889220249,Solid Squad Player,,,,,581.869782447263,Top Starter,,
Aaron Connolly,Brighton,eng Premier League,FW,20.9,799,8.9,285.9471130817461,Solid Squad Player,,,,,261.0412797912492,Solid Squad Player,,
Jean-Philippe Mateta,Crystal Palace,eng Premier League,FW,23.5,217,2.4,,,,,,,,,,
Billy Sharp,Sheffield Utd,eng Premier League,FW,34.9,730,8.1,183.88643220833848,Below Big-5 Level,,,,,348.9051578667544,Solid Squad Player,,
Michy Batshuayi,Crystal Palace,eng Premier League,FW,27.2,726,8.1,396.5787922063688,Solid Squad Player,,,,,353.3571043689759,Solid Squad Player,,
Dwight Gayle,Newcastle Utd,eng Premier League,FW,31.2,524,5.8,296.18219493473737,Solid Squad Player,,,,,297.1344341595538,Solid Squad Player,,
Daniel Jebbison,Sheffield Utd,eng Premier League,FW,17.4,284,3.2,,,,,,,,,,
José Izquierdo,Brighton,eng Premier League,DF,28.5,8,0.1,,,,,,,,,,
Antwoine Hackford,Sheffield Utd,eng Premier League,DF,16.8,10,0.1,,,,,,,,,,
Kyle Edwards,West Brom,eng Premier League,Off_MF,22.9,113,1.3,,,,,,,,,,
Rhian Brewster,Sheffield Utd,eng Premier League,FW,20.8,1129,12.5,134.52646748645918,Below Big-5 Level,,,,,340.32772734530937,Solid Squad Player,,
Oliver Burke,Sheffield Utd,eng Premier League,FW,23.7,1274,14.2,246.6870970749384,Solid Squad Player,,,,,429.7309330314672,Top Starter,,
Andi Zeqiri,Brighton,eng Premier League,FW,21.5,177,2.0,,,,,,,,,,
Moussa Djenepo,Southampton,eng Premier League,Off_MF,22.5,1245,13.8,187.30283614357705,Below Big-5 Level,,,,,602.8775836529749,Top Starter,,
Matt Phillips,West Brom,eng Premier League,Off_MF,29.8,1847,20.5,269.14656285588615,Solid Squad Player,,,,,335.58064213879106,Solid Squad Player,,
Patrick Cutrone,Wolves,eng Premier League,FW,23.0,23,0.3,,,,,,,,,,
Nathan Tella,Southampton,eng Premier League,FW,21.5,749,8.3,264.6320067086796,Solid Squad Player,,,,,445.31993910185366,Top Starter,,
Dan Nlundulu,Southampton,eng Premier League,FW,21.9,106,1.2,,,,,,,,,,
Charlie Austin,West Brom,eng Premier League,FW,31.5,134,1.5,,,,,,,,,,
Shane Long,Southampton,eng Premier League,FW,33.9,223,2.5,,,,,,,,,,
Hal Robson-Kanu,West Brom,eng Premier League,FW,31.6,555,6.2,338.8111595423086,Solid Squad Player,,,,,441.18090176537356,Top Starter,,
Joshua King,Everton,eng Premier League,Off_MF,29.0,159,1.8,,,,,,,,,,
Liam Delap,Manchester City,eng Premier League,FW,17.9,39,0.4,,,,,,,,,,
Shola Shoretire,Manchester Utd,eng Premier League,FW,16.9,9,0.1,,,,,,,,,,
Anthony Gordon,Everton,eng Premier League,FW,19.9,88,1.0,,,,,,,,,,
Divock Origi,Liverpool,eng Premier League,FW,25.7,205,2.3,,,,,,,,,,
Michael Obafemi,Southampton,eng Premier League,FW,20.5,61,0.7,,,,,,,,,,
Hélder Costa,Leeds United,eng Premier League,Off_MF,27.0,1162,12.9,399.2111273651624,Solid Squad Player,,,,,400.32335436019247,Top Starter,,
Joel Mumbongo,Burnley,eng Premier League,FW,22.0,37,0.4,,,,,,,,,,
Cenk Tosun,Everton,eng Premier League,FW,29.6,44,0.5,,,,,,,,,,
Wesley Moraes,Aston Villa,eng Premier League,FW,24.1,15,0.2,,,,,,,,,,
Lys Mousset,Sheffield Utd,eng Premier League,FW,24.9,298,3.3,,,,,,,,,,
Aboubakar Kamara,Fulham,eng Premier League,FW,25.8,321,3.6,,,,,,,,,,
Moise Kean,Everton,eng Premier League,FW,20.8,13,0.1,,,,,,,,,,
Odion Ighalo,Manchester Utd,eng Premier League,FW,31.5,9,0.1,,,,,,,,,,
Dane Scarlett,Tottenham,eng Premier League,FW,16.8,1,0.0,,,,,,,,,,
Nathan Broadhead,Everton,eng Premier League,FW,22.7,2,0.0,,,,,,,,,,
Ángel Jiménez,Granada,es La Liga,GK,18.5,90,1.0,,,,,,,,,,
Jan Oblak,Atlético Madrid,es La Liga,GK,28.0,3420,38.0,,,,,,,,,747.057598504539,Top Starter
Jasper Cillessen,Valencia,es La Liga,GK,31.7,900,10.0,,,,,,,,,722.4145287188383,Top Starter
Thibaut Courtois,Real Madrid,es La Liga,GK,28.6,3420,38.0,,,,,,,,,773.7388899729793,World Class
Bono,Sevilla,es La Liga,GK,29.7,2970,33.0,,,,,,,,,771.2174736245333,World Class
Sergio Herrera,Osasuna,es La Liga,GK,27.7,2957,32.9,,,,,,,,,731.2064106217355,Top Starter
Neto,Barcelona,es La Liga,GK,31.5,630,7.0,,,,,,,,,764.1720352395927,World Class
Dani Cárdenas,Levante,es La Liga,GK,23.8,720,8.0,,,,,,,,,683.1253584648687,Top Starter
Claudio Bravo,Betis,es La Liga,GK,37.7,1800,20.0,,,,,,,,,677.5986515635185,Top Starter
Aarón Escandell,Granada,es La Liga,GK,25.3,450,5.0,,,,,,,,,646.2278789588721,Top Starter
Édgar Badía,Elche,es La Liga,GK,28.9,2700,30.0,,,,,,,,,641.5433253160115,Top Starter
Jaume Doménech,Valencia,es La Liga,GK,30.2,2520,28.0,,,,,,,,,614.9671837929293,Top Starter
Álvaro Fernández,Huesca,es La Liga,GK,,1980,22.0,,,,,,,,,667.2097986212818,Top Starter
Marc-André Ter Stegen,Barcelona,es La Liga,GK,28.7,2790,31.0,,,,,,,,,729.7534327354513,Top Starter
Sergio Asenjo,Villarreal,es La Liga,GK,31.5,3240,36.0,,,,,,,,,656.7228369888394,Top Starter
Antonio Sivera,Alavés,es La Liga,GK,24.4,72,0.8,,,,,,,,,,
Juan Pérez,Osasuna,es La Liga,GK,24.5,270,3.0,,,,,,,,,,
Iván Villar,Celta Vigo,es La Liga,GK,23.5,1779,19.8,,,,,,,,,610.9993975243511,Top Starter
David Soria,Getafe,es La Liga,GK,27.7,2520,28.0,,,,,,,,,614.2460964618172,Top Starter
Álex Remiro,Real Sociedad,es La Liga,GK,25.8,3420,38.0,,,,,,,,,628.1849150626629,Top Starter
Aitor Fernández,Levante,es La Liga,GK,29.7,2610,29.0,,,,,,,,,583.7797241844772,Top Starter
Marko Dmitrović,Eibar,es La Liga,GK,28.9,3121,34.7,,,,,,,,,600.5965730923336,Top Starter
Jordi Masip,Valladolid,es La Liga,GK,32.0,2250,25.0,,,,,,,,,538.4460485667323,Top Starter
Jeremías Ledesma,Cádiz,es La Liga,GK,27.9,2880,32.0,,,,,,,,,643.5174546631795,Top Starter
Tomáš Vaclík,Sevilla,es La Liga,GK,31.8,450,5.0,,,,,,,,,660.6617999369269,Top Starter
Rui Silva,Granada,es La Liga,GK,26.9,2880,32.0,,,,,,,,,610.307954832469,Top Starter
Andrés Fernández,Huesca,es La Liga,GK,34.0,1440,16.0,,,,,,,,,571.7110556389724,Top Starter
Fernando Pacheco,Alavés,es La Liga,GK,28.6,3348,37.2,,,,,,,,,593.0329211624884,Top Starter
Joel Robles,Betis,es La Liga,GK,30.5,1620,18.0,,,,,,,,,636.7206337889158,Top Starter
Unai Simón,Athletic Club,es La Liga,GK,23.6,3330,37.0,,,,,,,,,595.5073321283705,Top Starter
Rubén Yáñez,Getafe,es La Liga,GK,27.2,900,10.0,,,,,,,,,624.9818672548936,Top Starter
Roberto Jiménez,Valladolid,es La Liga,GK,34.9,1170,13.0,,,,,,,,,464.6275135476484,Top Starter
Paulo Gazzaniga,Elche,es La Liga,GK,29.0,720,8.0,,,,,,,,,532.3531817227349,Top Starter
Alberto,Cádiz,es La Liga,GK,41.6,180,2.0,,,,,,,,,,
Yoel Rodríguez,Eibar,es La Liga,GK,32.3,299,3.3,,,,,,,,,,
Rubén Blanco,Celta Vigo,es La Liga,GK,25.4,1639,18.2,,,,,,,,,523.3746131241448,Top Starter
Gerónimo Rulli,Villarreal,es La Liga,GK,28.6,180,2.0,,,,,,,,,,
David Gil,Cádiz,es La Liga,GK,27.0,360,4.0,,,,,,,,,,
Jokin Ezkieta,Athletic Club,es La Liga,GK,24.4,90,1.0,,,,,,,,,,
Koke,Levante,es La Liga,GK,29.0,90,1.0,,,,,,,,,,
Rubén Martínez,Osasuna,es La Liga,GK,36.5,188,2.1,,,,,,,,,,
Kieran Trippier,Atlético Madrid,es La Liga,DF,30.3,2477,27.5,,,,,657.4219218014432,Top Starter,509.09228316115474,Top Starter,,
Sergio Ramos,Real Madrid,es La Liga,DF,34.8,1276,14.2,,,,,588.1842771830834,Top Starter,446.8031595917588,Top Starter,,
Marcos Llorente,Atlético Madrid,es La Liga,Off_MF,25.9,2960,32.9,645.8023492766848,Top Starter,,,,,489.6398755028331,Top Starter,,
Diego Llorente,Real Sociedad,es La Liga,DF,27.4,90,1.0,,,,,,,,,,
Víctor Chust,Real Madrid,es La Liga,DF,20.8,94,1.0,,,,,,,,,,
Jordi Alba,Barcelona,es La Liga,DF,31.8,3030,33.7,,,,,460.5733506808151,Top Starter,342.80214268599923,Solid Squad Player,,
Javi Galán,Huesca,es La Liga,DF,26.1,3068,34.1,,,,,619.9343290462785,Top Starter,463.6287836574673,Top Starter,,
Jesús Navas,Sevilla,es La Liga,DF,35.1,2833,31.5,,,,,499.66138573653217,Top Starter,329.0328846811678,Solid Squad Player,,
Barcia,Granada,es La Liga,DF,20.0,90,1.0,,,,,,,,,,
Dani Carvajal,Real Madrid,es La Liga,DF,29.0,952,10.6,,,,,716.0595970061505,Top Starter,562.3672680972788,Top Starter,,
Jules Koundé,Sevilla,es La Liga,DF,22.1,2976,33.1,,,,,549.7239740847527,Top Starter,517.4472163162432,Top Starter,,
Raphaël Varane,Real Madrid,es La Liga,DF,27.7,2716,30.2,,,,,531.9725973732284,Top Starter,412.0997393008316,Top Starter,,
Rober,Eibar,es La Liga,DF,28.3,1138,12.6,,,,,645.8175374743979,Top Starter,592.3532953392925,Top Starter,,
Stefan Savić,Atlético Madrid,es La Liga,DF,30.0,2954,32.8,,,,,585.4087554692204,Top Starter,479.35504815301664,Top Starter,,
Gabriel Paulista,Valencia,es La Liga,DF,30.1,2717,30.2,,,,,611.2768305446319,Top Starter,445.4962826235537,Top Starter,,
Gerard Piqué,Barcelona,es La Liga,DF,33.9,1484,16.5,,,,,616.0591644515758,Top Starter,542.0329631654183,Top Starter,,
Felipe,Atlético Madrid,es La Liga,DF,31.6,2056,22.8,,,,,674.3819070085978,Top Starter,540.6344468611853,Top Starter,,
José María Giménez,Atlético Madrid,es La Liga,DF,25.9,1766,19.6,,,,,506.67560827733894,Top Starter,424.847663344934,Top Starter,,
Pau Torres,Villarreal,es La Liga,DF,24.0,2970,33.0,,,,,453.6238880285084,Top Starter,320.1100359398147,Solid Squad Player,,
Renan Lodi,Atlético Madrid,es La Liga,DF,22.7,1129,12.5,,,,,615.7034772753841,Top Starter,454.6012347096885,Top Starter,,
Jawad El Yamiq,Valladolid,es La Liga,DF,28.8,1377,15.3,,,,,748.8779213725131,Top Starter,634.2230143611645,Top Starter,,
Ronald Araújo,Barcelona,es La Liga,DF,21.8,1514,16.8,,,,,581.8790049400147,Top Starter,527.8164843029238,Top Starter,,
Diego Carlos,Sevilla,es La Liga,DF,27.8,2790,31.0,,,,,482.982003175688,Top Starter,361.55329631360246,Solid Squad Player,,
Marcelo,Real Madrid,es La Liga,DF,32.6,1052,11.7,,,,,577.715937257056,Top Starter,461.2369407268208,Top Starter,,
Aïssa Mandi,Betis,es La Liga,DF,29.2,2394,26.6,,,,,555.3174191671502,Top Starter,381.9010665814974,Solid Squad Player,,
Mario Hermoso,Atlético Madrid,es La Liga,DF,25.5,2583,28.7,,,,,578.6221600248007,Top Starter,442.8511550750319,Top Starter,,
Florian Lejeune,Alavés,es La Liga,DF,29.6,3015,33.5,,,,,677.6058007464098,Top Starter,507.6604018591976,Top Starter,,
Aritz Elustondo,Real Sociedad,es La Liga,DF,26.8,1885,20.9,,,,,561.5363471599272,Top Starter,507.8953751902824,Top Starter,,
Sergio Escudero,Sevilla,es La Liga,DF,31.3,567,6.3,,,,,592.2990421472052,Top Starter,451.69350780769906,Top Starter,,
Emerson,Betis,es La Liga,DF,22.0,2992,33.2,,,,,769.1886871709061,World Class,598.8078431326335,Top Starter,,
Mario Gaspar,Villarreal,es La Liga,DF,30.1,1851,20.6,,,,,680.1183528555716,Top Starter,566.4464972144896,Top Starter,,
Álvaro Tejero,Eibar,es La Liga,DF,24.5,109,1.2,,,,,,,,,,
Ferland Mendy,Real Madrid,es La Liga,DF,25.6,2207,24.5,,,,,470.6796241789503,Top Starter,329.29932512707916,Solid Squad Player,,
Unai Núñez,Athletic Club,es La Liga,DF,23.9,2112,23.5,,,,,578.0670900579163,Top Starter,469.13574196532886,Top Starter,,
Marcos Acuña,Sevilla,es La Liga,DF,29.2,2331,25.9,,,,,617.6673780634608,Top Starter,454.8933124237069,Top Starter,,
Lucas Olaza,Valladolid,es La Liga,DF,26.5,2876,32.0,,,,,510.5206573323794,Top Starter,399.40133178424617,Solid Squad Player,,
Nacho,Real Madrid,es La Liga,DF,31.0,2000,22.2,,,,,561.6585442669993,Top Starter,427.7913911867875,Top Starter,,
Aleix Vidal,Sevilla,es La Liga,DF,31.4,590,6.6,,,,,657.213524679854,Top Starter,537.1325787183147,Top Starter,,
Éder Militão,Real Madrid,es La Liga,DF,23.0,1134,12.6,,,,,631.5855389028653,Top Starter,519.6607427043126,Top Starter,,
Sergi Gómez,Sevilla,es La Liga,DF,28.8,722,8.0,,,,,442.39232003674647,Top Starter,371.5953278360183,Solid Squad Player,,
Iglesias,Getafe,es La Liga,DF,22.5,614,6.8,,,,,765.4868318235436,World Class,548.2209387747615,Top Starter,,
Yeray Álvarez,Athletic Club,es La Liga,DF,25.9,1949,21.7,,,,,628.3134151147684,Top Starter,525.9899685146682,Top Starter,,
Dimitris Siovas,Huesca,es La Liga,DF,32.3,3072,34.1,,,,,651.5057551091409,Top Starter,568.1737802192436,Top Starter,,
Rubén Duarte,Alavés,es La Liga,DF,25.2,2549,28.3,,,,,667.7599969407886,Top Starter,536.9958164355934,Top Starter,,
Gonzalo Verdú,Elche,es La Liga,DF,32.2,2945,32.7,,,,,598.6931863646199,Top Starter,424.6879437718291,Top Starter,,
David García,Osasuna,es La Liga,DF,26.9,3150,35.0,,,,,625.9077517150906,Top Starter,516.0878674929461,Top Starter,,
Pablo Maffeo,Huesca,es La Liga,DF,23.5,1977,22.0,,,,,612.651011230452,Top Starter,466.2127194712919,Top Starter,,
Yuri Berchiche,Athletic Club,es La Liga,DF,30.9,1683,18.7,,,,,515.3334842442612,Top Starter,387.5879961426502,Solid Squad Player,,
Raúl Albiol,Villarreal,es La Liga,DF,35.3,3119,34.7,,,,,455.379839824656,Top Starter,329.3450831879382,Solid Squad Player,,
Clément Lenglet,Barcelona,es La Liga,DF,25.5,2481,27.6,,,,,551.9847959940527,Top Starter,480.3470197953886,Top Starter,,
Samuel Umtiti,Barcelona,es La Liga,DF,27.1,641,7.1,,,,,449.3854043139341,Top Starter,425.79704356220884,Top Starter,,
Esteban Burgos,Eibar,es La Liga,DF,29.0,1116,12.4,,,,,562.3449699335158,Top Starter,428.2506996416102,Top Starter,,
Junior Firpo,Barcelona,es La Liga,DF,24.4,285,3.2,,,,,,,,,,
Álvaro Odriozola,Real Madrid,es La Liga,DF,25.1,830,9.2,,,,,353.1507752546437,Solid Squad Player,289.87341442103343,Solid Squad Player,,
Djené,Getafe,es La Liga,DF,29.0,2945,32.7,,,,,653.3318508896891,Top Starter,474.7674595712492,Top Starter,,
Aridane Hernández,Osasuna,es La Liga,DF,31.8,2028,22.5,,,,,610.0197818518275,Top Starter,455.72979921164784,Top Starter,,
Iñigo Martínez,Athletic Club,es La Liga,DF,29.6,2520,28.0,,,,,538.1397495252079,Top Starter,426.91728674826163,Top Starter,,
Robin Le Normand,Real Sociedad,es La Liga,DF,24.1,2755,30.6,,,,,541.3816199657781,Top Starter,513.348937829355,Top Starter,,
Andoni Gorosabel,Real Sociedad,es La Liga,DF,24.4,2390,26.6,,,,,584.1353959542063,Top Starter,448.3542984503197,Top Starter,,
Paulo Oliveira,Eibar,es La Liga,DF,29.0,2640,29.3,,,,,668.4003073089133,Top Starter,565.6998131789991,Top Starter,,
Isaac Carcelen,Cádiz,es La Liga,DF,27.7,2585,28.7,,,,,714.3370933092223,Top Starter,476.29905209336613,Top Starter,,
Igor Zubeldia,Real Sociedad,es La Liga,DF,23.8,1958,21.8,,,,,453.6042169315344,Top Starter,394.78634161767934,Solid Squad Player,,
Nacho Monreal,Real Sociedad,es La Liga,DF,34.8,2082,23.1,,,,,498.8601337992491,Top Starter,397.5128906124524,Solid Squad Player,,
Facundo Roncaglia,Osasuna,es La Liga,DF,33.9,1239,13.8,,,,,648.7550393064853,Top Starter,542.2939074922367,Top Starter,,
Nacho Vidal,Osasuna,es La Liga,DF,25.9,2350,26.1,,,,,666.2055484160772,Top Starter,562.923557398965,Top Starter,,
Rafa Soares,Eibar,es La Liga,DF,25.7,1134,12.6,,,,,648.9374722382057,Top Starter,490.91254190914844,Top Starter,,
Ramiro Funes Mori,Villarreal,es La Liga,DF,29.8,735,8.2,,,,,601.3425572800062,Top Starter,503.32752384907286,Top Starter,,
José Luis Gayà,Valencia,es La Liga,DF,25.6,2847,31.6,,,,,546.811513410689,Top Starter,420.50734479310154,Top Starter,,
Hugo Mallo,Celta Vigo,es La Liga,DF,29.5,2604,28.9,,,,,638.8220079518652,Top Starter,537.1869892709225,Top Starter,,
Rodrigo Ely,Alavés,es La Liga,DF,27.2,474,5.3,,,,,550.2818279955195,Top Starter,426.7061955785542,Top Starter,,
Carlos Clerc,Levante,es La Liga,DF,28.9,2781,30.9,,,,,574.9431027642536,Top Starter,449.424771222945,Top Starter,,
Jon Pacheco,Real Sociedad,es La Liga,DF,20.0,31,0.3,,,,,,,,,,
Carlos Dominguez,Celta Vigo,es La Liga,DF,19.9,360,4.0,,,,,,,,,,
Jorge Pulido,Huesca,es La Liga,DF,29.7,2886,32.1,,,,,582.8399569960719,Top Starter,448.44499463004735,Top Starter,,
Thierry Correia,Valencia,es La Liga,DF,21.8,2146,23.8,,,,,681.0816488426262,Top Starter,505.18453091659035,Top Starter,,
Víctor Ruiz,Betis,es La Liga,DF,31.9,2156,24.0,,,,,533.7644796397535,Top Starter,451.9736282580614,Top Starter,,
Antonio Barragán,Elche,es La Liga,DF,33.6,2237,24.9,,,,,521.0765128437453,Top Starter,371.75207895052966,Solid Squad Player,,
Anaitz Arbilla,Eibar,es La Liga,DF,33.6,2823,31.4,,,,,641.3964652678269,Top Starter,539.1696939270545,Top Starter,,
Álex Moreno,Betis,es La Liga,DF,27.6,1786,19.8,,,,,682.3808980441099,Top Starter,510.3139950139491,Top Starter,,
Josema,Elche,es La Liga,DF,24.6,1971,21.9,,,,,691.3486347319548,Top Starter,472.4292354365916,Top Starter,,
Karim Rekik,Sevilla,es La Liga,DF,26.1,655,7.3,,,,,436.02881965029997,Top Starter,377.6913457914896,Solid Squad Player,,
Juan Foyth,Villarreal,es La Liga,DF,23.0,1172,13.0,,,,,745.2505669425591,Top Starter,632.208458210021,Top Starter,,
Jeison Murillo,Celta Vigo,es La Liga,DF,28.6,2700,30.0,,,,,576.8978166816771,Top Starter,518.2861330072931,Top Starter,,
Mathías Olivera,Getafe,es La Liga,DF,23.2,2629,29.2,,,,,585.490909846289,Top Starter,559.7857732044544,Top Starter,,
Rúben Vezo,Levante,es La Liga,DF,26.7,2320,25.8,,,,,645.5583116554276,Top Starter,460.70217563401224,Top Starter,,
José Ángel,Eibar,es La Liga,DF,31.3,904,10.0,,,,,562.7638912345094,Top Starter,442.99951766885965,Top Starter,,
Joaquín Fernández,Valladolid,es La Liga,DF,24.6,2076,23.1,,,,,615.046966958787,Top Starter,461.20360315578705,Top Starter,,
Juan Miranda,Betis,es La Liga,DF,21.0,1651,18.3,,,,,507.6235294491431,Top Starter,417.95294342210366,Top Starter,,
Rober,Levante,es La Liga,DF,25.9,1427,15.9,,,,,508.61016825854745,Top Starter,372.29526328754537,Solid Squad Player,,
Óscar Duarte,Levante,es La Liga,DF,31.6,2077,23.1,,,,,590.426809100735,Top Starter,504.92458207089874,Top Starter,,
Mouctar Diakhaby,Valencia,es La Liga,DF,24.0,2082,23.1,,,,,497.8427882435253,Top Starter,359.376468399978,Solid Squad Player,,
Miguel Gutiérrez,Real Madrid,es La Liga,DF,19.4,314,3.5,,,,,,,,,,
Šime Vrsaljko,Atlético Madrid,es La Liga,FW,29.0,519,5.8,57.455631473113804,Below Big-5 Level,,,,,660.6085956262407,Top Starter,,
