PlayerId,X,Y,GMY,GMZ,Result,xGOT,Minute,Share
930267,16.1,56.0,53.1,5.7,goal,0.558,90,1.0
930267,12.6,60.7,48.4,3.2,save,0.071,86,1.0
930267,20.0,62.4,53.7,25.9,goal,0.756,53,1.0
930267,19.9,49.3,54.3,4.4,save,0.41,23,1.0
930267,8.0,40.5,46.6,5.7,goal,0.304,90,1.0
930267,18.2,29.1,49.4,15.8,save,0.013,45,1.0
930267,10.8,46.2,51.8,12.0,goal,0.037,17,1.0
930267,3.7,34.6,53.8,12.0,save,0.281,51,1.0
930267,11.3,45.4,49.9,28.5,save,0.013,19,1.0
930267,25.1,45.4,46.1,10.8,save,0.133,14,1.0
930267,30.3,44.4,54.3,12.7,save,0.157,13,1.0
930267,12.2,34.7,53.8,21.5,save,0.665,83,1.0
930267,15.8,53.4,47.1,6.3,save,0.297,74,1.0
930267,9.5,69.5,50.4,5.1,save,0.043,60,1.0
930267,15.3,45.8,53.2,3.8,goal,0.589,52,1.0
930267,24.1,61.7,52.9,2.5,save,0.101,31,1.0
930267,16.4,71.4,54.1,30.4,goal,0.814,90,1.0
930267,12.6,54.7,45.8,15.8,goal,0.749,85,1.0
930267,19.7,57.7,51.0,15.8,save,0.034,66,1.0
930267,20.6,34.2,48.1,10.1,save,0.038,62,1.0
930267,4.0,32.1,52.1,17.1,save,0.092,61,1.0
930267,29.2,51.2,51.0,28.5,save,0.045,58,1.0
930267,22.3,67.8,45.5,4.4,save,0.232,57,1.0
930267,13.6,40.6,52.4,7.0,save,0.347,40,1.0
930267,7.6,73.8,48.1,1.9,save,0.041,37,1.0
930267,16.6,55.2,45.5,17.1,save,0.666,7,1.0
930267,0.8,46.3,52.9,1.9,goal,,63,1.0
930267,2.4,42.3,52.4,8.2,save,0.221,63,1.0
930267,11.3,53.4,50.6,17.7,save,0.032,48,1.0
930267,6.7,40.9,50.3,11.4,goal,0.279,41,1.0
930267,8.0,58.1,49.5,4.4,goal,0.957,33,1.0
930267,9.1,44.2,51.3,14.6,save,0.158,3,1.0
930267,8.9,31.7,46.6,8.9,save,0.216,70,1.0
930267,17.3,38.3,54.5,6.3,save,0.419,69,1.0
930267,12.5,40.8,48.1,32.3,save,0.187,55,1.0
930267,18.1,51.9,46.6,7.6,save,0.141,47,1.0
930267,4.9,57.7,49.1,7.6,save,0.112,39,1.0
930267,12.1,27.9,49.9,15.8,save,0.016,15,1.0
930267,9.4,44.8,51.0,24.7,save,0.06,74,1.0
930267,10.1,49.2,53.1,30.4,save,0.355,50,1.0
930267,30.1,74.1,49.4,3.8,save,0.011,48,1.0
930267,2.6,61.7,45.7,34.8,save,0.639,34,1.0
930267,24.0,56.4,53.6,12.7,save,0.153,85,1.0
930267,9.4,41.1,47.8,31.0,save,0.107,80,1.0
930267,8.7,57.9,53.2,1.3,goal,0.751,57,1.0
930267,8.9,48.3,52.6,27.8,save,0.493,42,1.0
930267,19.8,76.0,52.6,18.4,save,0.074,38,1.0
930267,10.8,47.2,50.0,32.3,save,0.014,18,1.0
930267,11.7,55.0,46.4,22.2,save,0.441,6,1.0
930267,11.5,50.0,51.0,3.8,goal,0.761,88,1.0
930267,10.7,29.3,53.5,5.7,save,0.137,85,1.0
930267,9.4,41.8,49.6,13.9,save,0.08,84,1.0
930267,21.3,72.2,48.6,10.8,save,0.018,26,1.0
930267,11.5,50.0,53.6,27.8,goal,0.987,90,1.0
930267,6.4,23.6,51.8,9.5,save,0.033,79,1.0
930267,6.9,57.6,50.6,27.8,save,0.334,78,1.0
930267,26.6,54.9,50.1,6.3,save,0.009,71,1.0
930267,7.2,51.3,46.5,1.9,goal,0.471,65,1.0
930267,11.5,50.0,47.1,13.9,save,0.598,62,1.0
930267,13.1,52.4,46.1,25.3,save,0.388,12,1.0
930267,21.9,36.6,51.1,10.1,save,0.026,82,1.0
930267,23.1,47.0,54.3,26.6,goal,0.083,38,1.0
930267,27.5,28.7,51.9,11.4,save,0.027,90,1.0
930267,13.6,47.5,51.5,5.7,save,0.256,62,1.0
930267,26.5,37.9,46.8,26.6,save,0.225,60,1.0
930267,24.0,62.1,53.2,2.5,save,0.063,58,1.0
930267,12.7,69.7,46.7,29.1,save,0.403,49,1.0
930267,16.0,76.1,50.2,31.0,save,0.019,90,1.0
930267,13.6,37.8,51.7,20.9,goal,0.298,77,1.0
930267,7.5,44.5,49.8,26.6,save,0.05,24,1.0
930267,12.2,49.3,49.7,32.9,save,0.087,23,1.0
930267,20.3,10.3,48.6,31.0,save,0.057,90,1.0
930267,10.2,35.4,50.3,15.8,save,0.037,64,1.0
930267,9.4,31.1,46.1,2.5,save,0.586,44,1.0
930267,11.2,52.7,53.2,2.5,save,0.896,40,1.0
930267,9.7,66.7,46.3,19.0,save,0.0,26,1.0
930267,12.2,72.1,52.9,15.8,save,0.082,68,1.0
930267,26.3,63.0,46.3,13.9,goal,0.128,61,1.0
930267,6.4,67.8,48.2,29.7,save,0.243,53,1.0
930267,12.8,73.0,50.6,25.3,save,0.032,23,1.0
930267,10.4,52.6,50.5,15.8,save,0.192,78,1.0
930267,12.4,26.1,46.7,21.5,save,0.229,77,1.0
930267,4.6,67.2,45.7,3.2,save,0.177,76,1.0
930267,14.9,30.3,50.5,16.5,save,0.017,53,1.0
930267,1.7,64.0,46.9,13.9,save,0.144,51,1.0
