PlayerId,BX,BY,C
8959,0,3,1
8959,0,4,2
8959,0,5,6
8959,0,6,7
8959,0,7,13
8959,0,8,33
8959,0,9,68
8959,0,10,64
8959,0,11,29
8959,0,12,12
8959,0,13,7
8959,0,14,5
8959,1,4,4
8959,1,5,7
8959,1,6,14
8959,1,7,22
8959,1,8,34
8959,1,9,35
8959,1,10,41
8959,1,11,28
8959,1,12,18
8959,1,13,8
8959,1,14,3
8959,1,15,1
8959,1,16,1
8959,2,2,1
8959,2,3,1
8959,2,4,1
8959,2,5,5
8959,2,6,13
8959,2,7,27
8959,2,8,52
8959,2,9,51
8959,2,10,43
8959,2,11,23
8959,2,12,15
8959,2,13,11
8959,2,14,3
8959,3,1,1
8959,3,4,3
8959,3,5,2
8959,3,6,6
8959,3,7,11
8959,3,8,14
8959,3,9,21
8959,3,10,23
8959,3,11,8
8959,3,12,7
8959,3,13,9
8959,3,14,2
8959,3,15,2
8959,4,1,1
8959,4,2,1
8959,4,3,3
8959,4,4,2
8959,4,5,7
8959,4,6,7
8959,4,7,9
8959,4,8,18
8959,4,9,19
8959,4,10,16
8959,4,11,8
8959,4,12,6
8959,4,13,4
8959,4,14,1
8959,4,15,1
8959,4,17,1
8959,5,0,1
8959,5,1,2
8959,5,2,2
8959,5,4,3
8959,5,5,5
8959,5,6,8
8959,5,7,10
8959,5,8,13
8959,5,9,27
8959,5,10,16
8959,5,11,6
8959,5,12,2
8959,5,13,1
8959,5,14,3
8959,5,15,1
8959,5,17,2
8959,6,0,1
8959,6,4,1
8959,6,5,4
8959,6,6,2
8959,6,7,4
8959,6,8,3
8959,6,9,6
8959,6,10,5
8959,6,11,1
8959,6,12,2
8959,6,13,2
8959,6,14,2
8959,6,16,2
8959,7,5,2
8959,7,6,2
8959,7,7,2
8959,7,8,3
8959,7,9,2
8959,7,10,5
8959,7,11,1
8959,7,12,1
8959,7,18,1
8959,8,0,1
8959,8,1,1
8959,8,5,1
8959,8,6,1
8959,8,7,1
8959,8,9,1
8959,8,10,1
8959,8,15,1
8959,8,19,2
8959,9,8,3
8959,9,9,1
8959,9,11,1
8959,10,6,2
8959,10,13,2
8959,10,14,1
8959,11,10,1
26768,0,4,1
26768,0,5,2
26768,0,7,1
26768,0,8,2
26768,0,9,8
26768,0,10,8
26768,0,11,3
26768,0,12,1
26768,0,14,2
26768,1,7,1
26768,1,8,2
26768,1,9,3
26768,1,10,5
26768,2,6,1
26768,2,9,4
26768,2,10,2
26768,2,11,1
26768,3,5,2
26768,3,9,1
26768,3,10,1
26768,3,12,1
26768,4,10,1
26768,5,8,1
26768,6,9,1
26768,7,0,1
26768,8,4,2
37096,0,1,1
37096,0,4,1
37096,0,5,4
37096,0,6,5
37096,0,7,9
37096,0,8,33
37096,0,9,118
37096,0,10,96
37096,0,11,32
37096,0,12,6
37096,0,13,4
37096,0,14,1
37096,0,15,1
37096,0,17,1
37096,1,4,1
37096,1,5,4
37096,1,6,9
37096,1,7,28
37096,1,8,44
37096,1,9,103
37096,1,10,60
37096,1,11,26
37096,1,12,13
37096,1,13,3
37096,1,14,2
37096,1,15,2
37096,1,16,3
37096,2,2,1
37096,2,3,2
37096,2,4,4
37096,2,5,11
37096,2,6,7
37096,2,7,24
37096,2,8,28
37096,2,9,70
37096,2,10,57
37096,2,11,19
37096,2,12,10
37096,2,13,6
37096,2,16,1
37096,3,3,1
37096,3,4,2
37096,3,5,2
37096,3,6,8
37096,3,7,5
37096,3,8,8
37096,3,9,29
37096,3,10,32
37096,3,11,4
37096,3,12,5
37096,3,13,6
37096,3,14,3
37096,4,2,1
37096,4,3,2
37096,4,4,2
37096,4,5,4
37096,4,6,2
37096,4,7,9
37096,4,8,9
37096,4,9,14
37096,4,10,9
37096,4,11,5
37096,4,12,11
37096,4,13,1
37096,4,14,2
37096,4,15,1
37096,5,5,1
37096,5,6,3
37096,5,7,5
37096,5,8,6
37096,5,9,10
37096,5,10,12
37096,5,11,6
37096,5,12,6
37096,5,13,2
37096,5,15,1
37096,6,6,1
37096,6,7,3
37096,6,8,1
37096,6,9,3
37096,6,10,7
37096,6,11,3
37096,6,18,2
37096,7,3,1
37096,7,7,1
37096,7,8,2
37096,7,9,1
37096,7,10,1
37096,7,11,2
37096,7,13,1
37096,8,9,2
37096,8,12,1
37096,8,13,1
40239,1,8,2
40239,2,2,1
40239,2,5,1
40239,3,2,1
40239,4,6,1
40239,5,1,1
40239,6,0,1
40239,6,5,2
40239,7,3,1
40239,11,0,1
40239,11,2,1
40239,13,0,1
40239,13,1,1
40239,14,1,1
40239,15,1,1
40239,18,0,1
40244,0,2,1
40244,0,3,1
40244,0,4,1
40244,0,5,12
40244,0,6,19
40244,0,7,10
40244,0,8,57
40244,0,9,170
40244,0,10,159
40244,0,11,56
40244,0,12,15
40244,0,13,10
40244,0,14,5
40244,0,15,4
40244,0,17,1
40244,0,18,1
40244,1,1,1
40244,1,2,2
40244,1,3,3
40244,1,4,4
40244,1,5,13
40244,1,6,27
40244,1,7,33
40244,1,8,68
40244,1,9,110
40244,1,10,93
40244,1,11,32
40244,1,12,27
40244,1,13,16
40244,1,14,10
40244,1,15,2
40244,1,16,3
40244,1,17,3
40244,1,18,2
40244,1,19,1
40244,2,1,4
40244,2,3,6
40244,2,4,3
40244,2,5,15
40244,2,6,17
40244,2,7,39
40244,2,8,78
40244,2,9,94
40244,2,10,80
40244,2,11,41
40244,2,12,17
40244,2,13,9
40244,2,14,12
40244,2,15,1
40244,2,16,5
40244,2,17,5
40244,2,19,1
40244,3,0,1
40244,3,2,7
40244,3,3,1
40244,3,4,3
40244,3,5,3
40244,3,6,3
40244,3,7,16
40244,3,8,15
40244,3,9,47
40244,3,10,30
40244,3,11,15
40244,3,12,10
40244,3,13,3
40244,3,14,1
40244,3,15,1
40244,4,0,1
