Player,Squad,Comp,Pos,Age,Min,90s,OffScore_abs,OffBand,MidScore_abs,MidBand,DefScore_abs,DefBand
Breel Embolo,Gladbach,de Bundesliga,FW,24,2166,24.1,394.1477827645581,Solid Squad Player,,,,
Emerson,Tottenham,eng Premier League,Def_MF,22,2286,25.4,,,,,399.97869831488464,Solid Squad Player
Youssef En-Nesyri,Sevilla,es La Liga,FW,24,1277,14.2,333.27206625999384,Solid Squad Player,,,,
Wataru Endo,Stuttgart,de Bundesliga,MF,28,2899,32.2,,,336.6252587991719,Solid Squad Player,,
Christian Eriksen,Brentford,eng Premier League,MF,29,939,10.4,,,782.8846153846154,World Class,,
Martin Erlic,Spezia,it Serie A,DF,23,2576,28.6,,,,,408.75757947528285,Top Starter
Gonzalo Escalante,Alavés,es La Liga,MF,28,1300,14.4,,,252.31481481481478,Solid Squad Player,,
Sergio Escudero,Granada,es La Liga,MF,31,1434,15.9,,,345.2410901467505,Solid Squad Player,,
Alfonso Espino,Cádiz,es La Liga,DF,29,3329,37.0,,,,,384.898281740387,Solid Squad Player
Maxime Estève,Montpellier,fr Ligue 1,DF,19,1857,20.6,,,,,397.82507165235825,Solid Squad Player
Pervis Estupiñán,Villarreal,es La Liga,DF,23,1575,17.5,,,,,310.4255877789712,Solid Squad Player
Jonny Evans,Leicester City,eng Premier League,DF,33,1348,15.0,,,,,424.1813422445001,Top Starter
Eberechi Eze,Crystal Palace,eng Premier League,FW,23,605,6.7,258.61648108663024,Solid Squad Player,,,,
Abde Ezzalzouli,Barcelona,es La Liga,FW,19,580,6.4,239.5227702191988,Solid Squad Player,,,,
Fabinho,Liverpool,eng Premier League,MF,27,2314,25.7,,,325.52529182879374,Solid Squad Player,,
Fábio,Nantes,fr Ligue 1,DF,31,1667,18.5,,,,,423.04066472487517,Top Starter
Wout Faes,Reims,fr Ligue 1,DF,23,3330,37.0,,,,,412.66860845808213,Top Starter
Romain Faivre,Lyon,fr Ligue 1,FW,23,889,9.9,398.0754254563778,Solid Squad Player,,,,
Romain Faivre,Brest,fr Ligue 1,Off_MF,23,1795,19.9,512.0658450985084,Top Starter,,,,
Radamel Falcao,Rayo Vallecano,es La Liga,FW,35,838,9.3,480.99161241557556,Top Starter,,,,
Fali,Cádiz,es La Liga,Def_MF,27,1803,20.0,,,,,395.6038647342995,Solid Squad Player
Davide Faraoni,Hellas Verona,it Serie A,DF,29,2572,28.6,,,,,317.8540757488126,Solid Squad Player
Mohamed Fares,Genoa,it Serie A,FW,25,587,6.5,301.53029245886387,Solid Squad Player,,,,
Julien Faussurier,Brest,fr Ligue 1,Off_MF,34,489,5.4,264.51015579071134,Solid Squad Player,,,,
Federico Fazio,Salernitana,it Serie A,DF,34,1434,15.9,,,,,416.81436295140355,Top Starter
Nabil Fekir,Betis,es La Liga,Off_MF,28,2794,31.0,449.3528801843318,Top Starter,,,,
Felipe,Atlético Madrid,es La Liga,DF,32,1504,16.7,,,,,422.467746211837,Top Starter
Luiz Felipe,Lazio,it Serie A,DF,24,2491,27.7,,,,,419.95023660233613,Top Starter
João Félix,Atlético Madrid,es La Liga,FW,21,1263,14.0,563.8074721952273,Top Starter,,,,
Ohis Felix Uduokhai,Augsburg,de Bundesliga,DF,23,787,8.7,,,,,402.1425210535918,Top Starter
Kiko Femenía,Watford,eng Premier League,DF,30,2142,23.8,,,,,340.0911241689658,Solid Squad Player
Bruno Fernandes,Manchester Utd,eng Premier League,Off_MF,26,3111,34.6,489.6774291219378,Top Starter,,,,
Álex Fernández,Cádiz,es La Liga,MF,28,2051,22.8,,,408.45029239766086,Top Starter,,
Federico Fernández,Newcastle Utd,eng Premier League,DF,32,523,5.8,,,,,359.0655845465283,Solid Squad Player
Fernandinho,Manchester City,eng Premier League,MF,36,964,10.7,,,457.3208722741433,Top Starter,,
Fernando,Sevilla,es La Liga,Def_MF,34,1850,20.6,,,,,376.20749495802266,Solid Squad Player
Alex Ferrari,Sampdoria,it Serie A,DF,27,1643,18.3,,,,,500.2856868948328,Top Starter
Salvador Ferrer,Spezia,it Serie A,Def_MF,23,1495,16.6,,,,,385.271520866073,Solid Squad Player
Jordan Ferri,Montpellier,fr Ligue 1,MF,29,2911,32.3,,,429.39112487100107,Top Starter,,
Riccardo Fiamozzi,Empoli,it Serie A,DF,28,620,6.9,,,,,270.2727834077948,Solid Squad Player
Fidel,Elche,es La Liga,Off_MF,31,2261,25.1,344.20248529690764,Solid Squad Player,,,,
Karol Fila,Strasbourg,fr Ligue 1,DF,23,560,6.2,,,,,246.97765920176784,Solid Squad Player
Luca Fiordilino,Venezia,it Serie A,Def_MF,25,661,7.3,,,,,440.34875256435714,Top Starter
Roberto Firmino,Liverpool,eng Premier League,FW,29,990,11.0,523.7740328454614,Top Starter,,,,
Junior Firpo,Leeds United,eng Premier League,MF,24,1711,19.0,,,435.0877192982456,Top Starter,,
Alexis Flips,Reims,fr Ligue 1,Off_MF,21,1056,11.7,400.4778422195089,Top Starter,,,,
Alessandro Florenzi,Milan,it Serie A,FW,30,1152,12.8,191.90244708994712,Below Big-5 Level,,,,
Phil Foden,Manchester City,eng Premier League,FW,21,2128,23.6,472.3991121872477,Top Starter,,,,
Seko Fofana,Lens,fr Ligue 1,MF,26,3357,37.3,,,417.73011617515635,Top Starter,,
Wesley Fofana,Leicester City,eng Premier League,DF,20,630,7.0,,,,,432.94426542546836,Top Starter
Youssouf Fofana,Monaco,fr Ligue 1,MF,22,2190,24.3,,,444.2798353909465,Top Starter,,
Thomas Foket,Reims,fr Ligue 1,FW,26,2235,24.8,92.63809036159267,Below Big-5 Level,,,,
José Fonte,Lille,fr Ligue 1,DF,37,3420,38.0,,,,,369.42197599261306,Solid Squad Player
Pablo Fornals,West Ham,eng Premier League,FW,25,2795,31.1,282.3974086955253,Solid Squad Player,,,,
Emil Forsberg,RB Leipzig,de Bundesliga,Off_MF,29,1706,19.0,422.25208855472005,Top Starter,,,,
Adam Forshaw,Leeds United,eng Premier League,MF,29,1530,17.0,,,313.764705882353,Solid Squad Player,,
Philipp Förster,Stuttgart,de Bundesliga,FW,26,967,10.7,288.0767654933209,Solid Squad Player,,,,
Dimitri Foulquier,Valencia,es La Liga,DF,28,2342,26.0,,,,,253.0901613006876,Solid Squad Player
Juan Foyth,Villarreal,es La Liga,DF,23,1924,21.4,,,,,385.36372082855115,Solid Squad Player
Raphael Framberger,Augsburg,de Bundesliga,DF,25,848,9.4,,,,,336.9643968076219,Solid Squad Player
Przemysław Frankowski,Lens,fr Ligue 1,DF,26,2448,27.2,,,,,300.62926925156023,Solid Squad Player
Enric Franquesa,Levante,es La Liga,FW,24,625,6.9,60.252686581879125,Below Big-5 Level,,,,
Fransérgio,Bordeaux,fr Ligue 1,MF,30,1258,14.0,,,259.8095238095238,Solid Squad Player,,
Ryan Fraser,Newcastle Utd,eng Premier League,FW,27,1465,16.3,251.62392823523416,Solid Squad Player,,,,
Davide Frattesi,Sassuolo,it Serie A,MF,21,2854,31.7,,,413.1230283911672,Top Starter,,
Fred,Manchester Utd,eng Premier League,MF,28,2028,22.5,,,517.6592592592593,Top Starter,,
Morten Frendrup,Genoa,it Serie A,MF,20,695,7.7,,,240.0,Solid Squad Player,,
Remo Freuler,Atalanta,it Serie A,MF,29,2369,26.3,,,435.89353612167304,Top Starter,,
Marvin Friedrich,Gladbach,de Bundesliga,DF,25,600,6.7,,,,,376.8037007942742,Solid Squad Player
Marvin Friedrich,Union Berlin,de Bundesliga,DF,25,1169,13.0,,,,,394.6342780026991,Solid Squad Player
Jeremie Frimpong,Leverkusen,de Bundesliga,DF,20,2052,22.8,,,,,266.6731155373815,Solid Squad Player
Jorge de Frutos,Levante,es La Liga,FW,24,1760,19.6,357.81642679747625,Solid Squad Player,,,,
Chris Führich,Stuttgart,de Bundesliga,FW,23,1714,19.0,283.76142737796874,Solid Squad Player,,,,
Angelo Fulgini,Angers,fr Ligue 1,FW,24,2929,32.5,271.9651723937437,Solid Squad Player,,,,
Matteo Gabbia,Milan,it Serie A,DF,21,537,6.0,,,,,333.8913951545531,Solid Squad Player
Manolo Gabbiadini,Sampdoria,it Serie A,FW,29,1140,12.7,437.40863642044746,Top Starter,,,,
Roberto Gagliardini,Inter,it Serie A,MF,27,649,7.2,,,587.0370370370371,Top Starter,,
Riccardo Gagliolo,Salernitana,it Serie A,DF,31,1138,12.6,,,,,455.3367545848749,Top Starter
Javi Galán,Celta Vigo,es La Liga,DF,26,3298,36.6,,,,,340.87933860151287,Solid Squad Player
Iñigo Ruiz de Galarreta,Mallorca,es La Liga,MF,27,1378,15.3,,,291.19825708061006,Solid Squad Player,,
Pablo Galdames Millán,Genoa,it Serie A,MF,24,1028,11.4,,,301.2280701754386,Solid Squad Player,,
Thiago Galhardo,Celta Vigo,es La Liga,FW,32,1148,12.8,263.72685185185185,Solid Squad Player,,,,
Conor Gallagher,Crystal Palace,eng Premier League,Off_MF,21,2845,31.6,305.48328310227043,Solid Squad Player,,,,
Cristian Gamboa,Bochum,de Bundesliga,DF,31,1722,19.1,,,,,402.4364576362371,Top Starter
Kévin Gameiro,Strasbourg,fr Ligue 1,FW,34,2385,26.5,437.271131932857,Top Starter,,,,
Idrissa Gana Gueye,Paris S-G,fr Ligue 1,MF,31,1641,18.2,,,409.8534798534799,Top Starter,,
Ignatius Ganago,Lens,fr Ligue 1,FW,22,1024,11.4,382.93012955669593,Solid Squad Player,,,,
Álvaro García,Rayo Vallecano,es La Liga,FW,28,2998,33.3,288.44190221968,Solid Squad Player,,,,
Dani García,Athletic Club,es La Liga,MF,31,2177,24.2,,,206.14325068870522,Solid Squad Player,,
David García,Osasuna,es La Liga,DF,27,3105,34.5,,,,,372.81028658603026,Solid Squad Player
Eric García,Barcelona,es La Liga,DF,20,2039,22.7,,,,,391.57835852479946,Solid Squad Player
Fran Garcia,Rayo Vallecano,es La Liga,DF,21,3025,33.6,,,,,306.14870509607346,Solid Squad Player
Manu García,Alavés,es La Liga,MF,23,1077,12.0,,,469.77777777777777,Top Starter,,
Raúl García,Athletic Club,es La Liga,FW,35,1802,20.0,323.2596371882086,Solid Squad Player,,,,
Rubén García,Osasuna,es La Liga,FW,28,2375,26.4,241.34184246089012,Solid Squad Player,,,,
Unai García,Osasuna,es La Liga,DF,29,1408,15.6,,,,,403.9581860634492,Top Starter
Mario Gaspar,Villarreal,es La Liga,DF,30,623,6.9,,,,,268.1854394440207,Solid Squad Player
Johan Gastien,Clermont Foot,fr Ligue 1,Def_MF,33,2746,30.5,,,,,448.25295002771844,Top Starter
Gavi,Barcelona,es La Liga,FW,16,2316,25.7,219.16162271220637,Solid Squad Player,,,,
Linus Gechter,Hertha BSC,de Bundesliga,DF,17,716,8.0,,,,,434.7084377610693,Top Starter
Dennis Geiger,Hoffenheim,de Bundesliga,MF,23,1377,15.3,,,509.9782135076253,Top Starter,,
Joe Gelhardt,Leeds United,eng Premier League,FW,19,746,8.3,361.81525649081584,Solid Squad Player,,,,
Yannick Gerhardt,Wolfsburg,de Bundesliga,MF,27,1574,17.5,,,436.1142857142857,Top Starter,,
Valère Germain,Montpellier,fr Ligue 1,FW,31,1970,21.9,232.29999965485942,Solid Squad Player,,,,
Gerson,Marseille,fr Ligue 1,FW,24,2544,28.3,317.90188937765924,Solid Squad Player,,,,
Willem Geubbels,Nantes,fr Ligue 1,FW,19,544,6.0,333.31229528848576,Solid Squad Player,,,,
Hamadi Al Ghaddioui,Stuttgart,de Bundesliga,FW,30,498,5.5,415.6093932522503,Top Starter,,,,
Paolo Ghiglione,Genoa,it Serie A,DF,24,603,6.7,,,,,409.57518173543315,Top Starter
Saman Ghoddos,Brentford,eng Premier League,Off_MF,27,536,6.0,269.30608465608464,Solid Squad Player,,,,
Dimitris Giannoulis,Norwich City,eng Premier League,DF,25,1169,13.0,,,,,439.57020757020746,Top Starter
Ben Gibson,Norwich City,eng Premier League,DF,28,2494,27.7,,,,,400.3780153808654,Top Starter
Niko Gießelmann,Union Berlin,de Bundesliga,FW,29,2083,23.1,249.097922863229,Solid Squad Player,,,,
Bryan Gil,Valencia,es La Liga,FW,20,753,8.4,183.16861030126336,Below Big-5 Level,,,,
Óscar Gil,Espanyol,es La Liga,DF,24,1688,18.8,,,,,366.6199993859568,Solid Squad Player
Billy Gilmour,Norwich City,eng Premier League,MF,20,1855,20.6,,,376.76375404530745,Solid Squad Player,,
Matthias Ginter,Gladbach,de Bundesliga,DF,27,2355,26.2,,,,,341.4316962890687,Solid Squad Player
Nicholas Gioacchini,Montpellier,fr Ligue 1,FW,21,497,5.5,241.26685219542364,Solid Squad Player,,,,
Jimmy Giraudon,Troyes,fr Ligue 1,DF,29,1619,18.0,,,,,441.17195345265515,Top Starter
Andrei Girotto,Nantes,fr Ligue 1,Def_MF,29,3146,35.0,,,,,526.9233954451347,Top Starter
Olivier Giroud,Milan,it Serie A,FW,34,1892,21.0,461.4381096353885,Top Starter,,,,
Serge Gnabry,Bayern Munich,de Bundesliga,FW,26,2185,24.3,579.8422527675908,Top Starter,,,,
Ben Godfrey,Everton,eng Premier League,DF,23,2029,22.5,,,,,409.0764014413137,Top Starter
Diego Godín,Cagliari,it Serie A,DF,35,818,9.1,,,,,407.17911996107483,Top Starter
Edoardo Goldaniga,Cagliari,it Serie A,DF,27,934,10.4,,,,,356.0837992416939,Solid Squad Player
Aleksandr Golovin,Monaco,fr Ligue 1,FW,25,1502,16.7,357.80869553410184,Solid Squad Player,,,,
André Gomes,Everton,eng Premier League,MF,28,619,6.9,,,337.5845410628019,Solid Squad Player,,
Angel Gomes,Lille,fr Ligue 1,FW,20,954,10.6,197.6854204994367,Below Big-5 Level,,,,
Dani Gómez,Levante,es La Liga,FW,23,1063,11.8,389.7783286572633,Solid Squad Player,,,,
Maxi Gómez,Valencia,es La Liga,FW,24,1956,21.7,238.2687266406819,Solid Squad Player,,,,
Moi Gómez,Villarreal,es La Liga,FW,27,1286,14.3,260.17558367558365,Solid Squad Player,,,,
Papu Gómez,Sevilla,es La Liga,FW,33,1784,19.8,291.68525771700376,Solid Squad Player,,,,
Sergi Gómez,Espanyol,es La Liga,DF,29,2720,30.2,,,,,403.701447075445,Top Starter
Maxime Gonalons,Granada,es La Liga,MF,32,1550,17.2,,,320.4651162790698,Solid Squad Player,,
Cedric Gondo,Salernitana,it Serie A,FW,24,699,7.8,225.2183169564122,Solid Squad Player,,,,
Álvaro González,Marseille,fr Ligue 1,DF,31,451,5.0,,,,,183.73132832080202,Below Big-5 Level
Diego González,Elche,es La Liga,DF,26,1793,19.9,,,,,367.5613275613276,Solid Squad Player
Édgar González,Betis,es La Liga,DF,24,1464,16.3,,,,,440.1338725135948,Top Starter
Nicolás González,Fiorentina,it Serie A,FW,23,2357,26.2,408.730138535482,Top Starter,,,,
Nicolás González,Barcelona,es La Liga,MF,19,1114,12.4,,,436.7204301075268,Top Starter,,
Charlie Goode,Brentford,eng Premier League,DF,25,450,5.0,,,,,253.65948203842942,Solid Squad Player
Anthony Gordon,Everton,eng Premier League,FW,20,2285,25.4,241.40971366674404,Solid Squad Player,,,,
Leon Goretzka,Bayern Munich,de Bundesliga,MF,26,1396,15.5,,,620.1290322580646,Top Starter,,
Andoni Gorosabel,Real Sociedad,es La Liga,DF,24,2289,25.4,,,,,250.86153704471147,Solid Squad Player
Robin Gosens,Atalanta,it Serie A,DF,27,460,5.1,,,,,260.2873196062051,Solid Squad Player
Amine Gouiri,Nice,fr Ligue 1,FW,21,2754,30.6,453.2104002094665,Top Starter,,,,
Lucas Gourna-Douath,Saint-Étienne,fr Ligue 1,MF,17,1804,20.0,,,216.16666666666669,Solid Squad Player,,
Jeffrey Gouweleeuw,Augsburg,de Bundesliga,DF,30,2576,28.6,,,,,434.36198039068853,Top Starter
Jonathan Gradit,Lens,fr Ligue 1,DF,28,3067,34.1,,,,,390.6321032297262,Solid Squad Player
Alberto Grassi,Cagliari,it Serie A,MF,26,2174,24.2,,,255.1239669421488,Solid Squad Player,,
Andrew Gravillon,Reims,fr Ligue 1,DF,23,2135,23.7,,,,,381.20364201643355,Solid Squad Player
Demarai Gray,Everton,eng Premier League,FW,25,2338,26.0,297.70306413163553,Solid Squad Player,,,,
Adrian Grbić,Lorient,fr Ligue 1,FW,24,518,5.8,208.65097609925192,Solid Squad Player,,,,
Jack Grealish,Manchester City,eng Premier League,FW,25,1914,21.3,368.191838863871,Solid Squad Player,,,,
Julian Green,Greuther Fürth,de Bundesliga,Off_MF,26,1054,11.7,129.07737416904084,Below Big-5 Level,,,,
Mason Greenwood,Manchester Utd,eng Premier League,FW,19,1271,14.1,381.8294548709949,Solid Squad Player,,,,
Michael Gregoritsch,Augsburg,de Bundesliga,FW,27,1392,15.5,400.9211103796357,Top Starter,,,,
Sebastian Griesbeck,Greuther Fürth,de Bundesliga,Def_MF,30,2439,27.1,,,,,429.46075547712,Top Starter
Antoine Griezmann,Atlético Madrid,es La Liga,FW,30,1695,18.8,308.9631881121243,Solid Squad Player,,,,
Vincenzo Grifo,Freiburg,de Bundesliga,FW,28,2775,30.8,412.2963601024824,Top Starter,,,,
Florian Grillitsch,Hoffenheim,de Bundesliga,Def_MF,25,1496,16.6,,,,,430.59018683429366,Top Starter
Pascal Groß,Brighton,eng Premier League,Off_MF,30,2038,22.6,343.19601418738586,Solid Squad Player,,,,
Carlos Gruezo,Augsburg,de Bundesliga,MF,26,970,10.8,,,160.4074074074074,Below Big-5 Level,,
Andrés Guardado,Betis,es La Liga,MF,34,1393,15.5,,,307.82795698924735,Solid Squad Player,,
Sergi Guardiola,Rayo Vallecano,es La Liga,FW,30,1710,19.0,379.26612165333967,Solid Squad Player,,,,
Nemanja Gudelj,Sevilla,es La Liga,Def_MF,29,1046,11.6,,,,,438.79227053140096,Top Starter
Gabriel Gudmundsson,Lille,fr Ligue 1,MF,22,1344,14.9,,,307.9194630872483,Solid Squad Player,,
Gonçalo Guedes,Valencia,es La Liga,FW,24,2606,29.0,411.3258138504443,Top Starter,,,,
Marc Guéhi,Crystal Palace,eng Premier League,DF,21,3222,35.8,,,,,356.0366465512011,Solid Squad Player
Mattéo Guendouzi,Marseille,fr Ligue 1,MF,22,3152,35.0,,,539.5428571428572,Top Starter,,
Raphaël Guerreiro,Dortmund,de Bundesliga,DF,27,1795,19.9,,,,,275.03566285899007,Solid Squad Player
Ander Guevara,Real Sociedad,es La Liga,MF,24,867,9.6,,,244.72222222222223,Solid Squad Player,,
Lamine Gueye,Metz,fr Ligue 1,FW,23,555,6.2,331.4383366249726,Solid Squad Player,,,,
Pape Gueye,Marseille,fr Ligue 1,MF,22,1528,17.0,,,300.74509803921575,Solid Squad Player,,
Josuha Guilavogui,Bordeaux,fr Ligue 1,Def_MF,30,1331,14.8,,,,,436.46429037733384,Top Starter
Josuha Guilavogui,Wolfsburg,de Bundesliga,Def_MF,30,942,10.5,,,,,496.5102369450196,Top Starter
Frederic Guilbert,Strasbourg,fr Ligue 1,DF,26,2516,28.0,,,,,369.2886979353144,Solid Squad Player
Hugo Guillamón,Valencia,es La Liga,MF,21,2361,26.2,,,225.470737913486,Solid Squad Player,,
Bruno Guimarães,Newcastle Utd,eng Premier League,MF,23,1034,11.5,,,467.59420289855075,Top Starter,,
Bruno Guimarães,Lyon,fr Ligue 1,MF,23,1634,18.2,,,655.8241758241759,Top Starter,,
Serhou Guirassy,Rennes,fr Ligue 1,FW,25,1016,11.3,590.601529107218,Top Starter,,,,
Manuel Gulde,Freiburg,de Bundesliga,DF,30,1225,13.6,,,,,350.9258440218193,Solid Squad Player
Gerard Gumbau,Elche,es La Liga,MF,26,1890,21.0,,,482.63492063492066,Top Starter,,
Robert Gumny,Augsburg,de Bundesliga,DF,23,2272,25.2,,,,,310.52872681945365,Solid Squad Player
İlkay Gündoğan,Manchester City,eng Premier League,Off_MF,30,1857,20.6,546.2492949607026,Top Starter,,,,
Christian Günter,Freiburg,de Bundesliga,Off_MF,28,3060,34.0,266.81848739495797,Solid Squad Player,,,,
Koray Günter,Hellas Verona,it Serie A,DF,26,2411,26.8,,,,,471.3340565343707,Top Starter
Malo Gusto,Lyon,fr Ligue 1,DF,18,1884,20.9,,,,,357.134622840994,Solid Squad Player
Raúl Guti,Elche,es La Liga,MF,24,1627,18.1,,,229.98158379373848,Solid Squad Player,,
Albert Guðmundsson,Genoa,it Serie A,FW,24,607,6.7,231.78573684863662,Solid Squad Player,,,,
Joško Gvardiol,RB Leipzig,de Bundesliga,DF,19,2409,26.8,,,,,437.99798002468856,Top Starter
Emmanuel Gyasi,Spezia,it Serie A,FW,27,3035,33.7,175.32016862135555,Below Big-5 Level,,,,
Norbert Gyömbér,Salernitana,it Serie A,DF,29,2563,28.5,,,,,437.1797329581263,Top Starter
Erling Haaland,Dortmund,de Bundesliga,FW,21,1911,21.2,789.8922474650236,World Class,,,,
Nicolas Haas,Empoli,it Serie A,MF,25,1001,11.1,,,459.6996996996997,Top Starter,,
Janik Haberer,Freiburg,de Bundesliga,MF,27,818,9.1,,,228.8058608058608,Solid Squad Player,,
Alexander Hack,Mainz 05,de Bundesliga,DF,27,2074,23.0,,,,,493.4022011550615,Top Starter
Robin Hack,Arminia,de Bundesliga,FW,22,1364,15.2,188.74418188327965,Below Big-5 Level,,,,
Munir El Haddadi,Sevilla,es La Liga,FW,25,474,5.3,334.2334032145353,Solid Squad Player,,,,
André Hahn,Augsburg,de Bundesliga,FW,30,2101,23.3,219.34593474967474,Solid Squad Player,,,,
Amadou Haidara,RB Leipzig,de Bundesliga,MF,23,1326,14.7,,,363.49206349206355,Solid Squad Player,,
Massadio Haïdara,Lens,fr Ligue 1,DF,28,1076,12.0,,,,,435.49484823169024,Top Starter
Oualid El Hajjam,Troyes,fr Ligue 1,DF,30,1072,11.9,,,,,380.5710354317165,Solid Squad Player
Achraf Hakimi,Paris S-G,fr Ligue 1,DF,22,2479,27.5,,,,,303.66194273562695,Solid Squad Player
Marcel Halstenberg,RB Leipzig,de Bundesliga,DF,29,507,5.6,,,,,347.70855710705337,Solid Squad Player
Pierre-Yves Hamel,Clermont Foot,fr Ligue 1,FW,27,523,5.8,129.4210649777152,Below Big-5 Level,,,,
Romain Hamouma,Saint-Étienne,fr Ligue 1,FW,34,886,9.8,310.95671556604503,Solid Squad Player,,,,
Grant Hanley,Norwich City,eng Premier League,DF,29,2897,32.2,,,,,478.8321075604502,Top Starter
Ridgeciano Haps,Venezia,it Serie A,DF,28,2056,22.8,,,,,347.0536522060067,Solid Squad Player
Genki Haraguchi,Union Berlin,de Bundesliga,MF,30,1755,19.5,,,560.4034188034187,Top Starter,,
Amine Harit,Marseille,fr Ligue 1,FW,24,1165,12.9,427.3867472915091,Top Starter,,,,
Varazdat Haroyan,Cádiz,es La Liga,DF,28,1437,16.0,,,,,372.829346092504,Solid Squad Player
Jack Harrison,Leeds United,eng Premier League,FW,24,2639,29.3,297.1823100874783,Solid Squad Player,,,,
Abdou Harroui,Sassuolo,it Serie A,MF,23,452,5.0,,,322.0,Solid Squad Player,,
Makoto Hasebe,Eint Frankfurt,de Bundesliga,DF,37,1187,13.2,,,,,452.3065238854713,Top Starter
Hans Hateboer,Atalanta,it Serie A,Off_MF,27,1386,15.4,137.76930014430013,Below Big-5 Level,,,,
Kai Havertz,Chelsea,eng Premier League,FW,22,1809,20.1,436.4031298533786,Top Starter,,,,
Isaac Hayden,Newcastle Utd,eng Premier League,Def_MF,26,1002,11.1,,,,,381.06715411063243,Solid Squad Player
Eden Hazard,Real Madrid,es La Liga,FW,30,717,8.0,267.4659863945578,Solid Squad Player,,,,
Thorgan Hazard,Dortmund,de Bundesliga,FW,28,1337,14.9,294.65711952193254,Solid Squad Player,,,,
Jonas Hector,Köln,de Bundesliga,DF,31,2553,28.4,,,,,440.0538905950322,Top Starter
Hwang Hee-chan,Wolves,eng Premier League,FW,25,1816,20.2,268.4777096757295,Solid Squad Player,,,,
Silvan Hefti,Genoa,it Serie A,DF,23,1288,14.3,,,,,390.4601512257014,Solid Squad Player
Dominique Heintz,Union Berlin,de Bundesliga,DF,27,467,5.2,,,,,365.0048197416618,Solid Squad Player
Jordan Henderson,Liverpool,eng Premier League,MF,31,2597,28.9,,,557.1164936562861,Top Starter,,
Liam Henderson,Empoli,it Serie A,Off_MF,25,2020,22.4,264.69546485260776,Solid Squad Player,,,,
Benjamin Henrichs,RB Leipzig,de Bundesliga,DF,24,1143,12.7,,,,,339.7575303087114,Solid Squad Player
Henrique,Lyon,fr Ligue 1,DF,27,1105,12.3,,,,,293.94516100549475,Solid Squad Player
Dalbert Henrique,Cagliari,it Serie A,MF,27,2081,23.1,,,362.7647907647907,Solid Squad Player,,
Luis Henrique,Marseille,fr Ligue 1,FW,19,699,7.8,142.54796790511077,Below Big-5 Level,,,,
Matheus Henrique,Sassuolo,it Serie A,MF,23,1078,12.0,,,384.61111111111114,Solid Squad Player,,
Rico Henry,Brentford,eng Premier League,DF,24,2776,30.8,,,,,265.31227715096475,Solid Squad Player
Thomas Henry,Venezia,it Serie A,FW,26,2115,23.5,336.98154580981327,Solid Squad Player,,,,
Christophe Hérelle,Brest,fr Ligue 1,DF,28,1932,21.5,,,,,442.7111188824774,Top Starter
Mario Hermoso,Atlético Madrid,es La Liga,DF,26,1865,20.7,,,,,321.58399218658565,Solid Squad Player
Aridane Hernández,Osasuna,es La Liga,DF,32,1159,12.9,,,,,403.990855692202,Top Starter
Lucas Hernández,Bayern Munich,de Bundesliga,DF,25,2030,22.6,,,,,374.89416757232306,Solid Squad Player
Luis Hernández,Cádiz,es La Liga,DF,32,1366,15.2,,,,,253.43973970012752,Solid Squad Player
Theo Hernández,Milan,it Serie A,DF,23,2711,30.1,,,,,230.92837298117942,Solid Squad Player
Hernani,Genoa,it Serie A,FW,27,682,7.6,69.07697815968493,Below Big-5 Level,,,,
Ander Herrera,Paris S-G,fr Ligue 1,MF,31,1091,12.1,,,581.046831955923,Top Starter,,
Héctor Herrera,Atlético Madrid,es La Liga,MF,31,859,9.5,,,333.05263157894734,Solid Squad Player,,
Yangel Herrera,Espanyol,es La Liga,MF,23,1645,18.3,,,287.75956284153006,Solid Squad Player,,
Patrick Herrmann,Gladbach,de Bundesliga,FW,30,754,8.4,289.29041140265633,Solid Squad Player,,,,
Son Heung-min,Tottenham,eng Premier League,FW,29,3006,33.4,635.60133021938,Top Starter,,,,
Aaron Hickey,Bologna,it Serie A,DF,19,2820,31.3,,,,,272.95992910924804,Solid Squad Player
Piero Hincapié,Leverkusen,de Bundesliga,DF,19,1754,19.5,,,,,459.78604631236203,Top Starter
Martin Hinteregger,Eint Frankfurt,de Bundesliga,DF,28,2222,24.7,,,,,453.62475013444543,Top Starter
Nicolas Höfler,Freiburg,de Bundesliga,MF,31,2600,28.9,,,356.19377162629763,Solid Squad Player,,
Jonas Hofmann,Gladbach,de Bundesliga,FW,29,2078,23.1,548.0597127739984,Top Starter,,,,
Rob Holding,Arsenal,eng Premier League,DF,25,845,9.4,,,,,478.4898416253399,Top Starter
Lucas Höler,Freiburg,de Bundesliga,FW,27,2583,28.7,312.73590404028437,Solid Squad Player,,,,
Mason Holgate,Everton,eng Premier League,DF,24,2134,23.7,,,,,362.1616629478055,Solid Squad Player
Gerrit Holtmann,Bochum,de Bundesliga,FW,26,1840,20.4,336.98109614216065,Solid Squad Player,,,,
Martin Hongla,Hellas Verona,it Serie A,MF,23,651,7.2,,,212.96296296296296,Solid Squad Player,,
Franck Honorat,Brest,fr Ligue 1,FW,24,2899,32.2,364.2108092374285,Solid Squad Player,,,,
Jannes Horn,Köln,de Bundesliga,DF,24,478,5.3,,,,,209.79366655632793,Solid Squad Player
Cédric Hountondji,Clermont Foot,fr Ligue 1,DF,27,2034,22.6,,,,,375.99074113279977,Solid Squad Player
