PlayerId,X,Y,GMY,GMZ,Result,xGOT,Minute,Share
123207,17.0,39.9,50.6,32.9,save,0.075,19,0.5
123207,13.8,53.4,53.2,18.4,save,0.25,12,0.5
123207,6.6,31.9,53.6,20.3,save,0.533,5,0.5
123207,5.6,53.7,50.3,6.3,save,0.629,90,0.5
123207,8.1,61.2,49.0,2.5,save,0.221,90,0.5
123207,9.9,44.0,50.3,3.8,save,0.269,90,0.5
123207,3.6,52.3,46.4,1.3,goal,0.995,79,0.5
123207,23.6,43.5,54.2,19.0,save,0.33,72,0.5
123207,4.7,48.0,48.5,4.4,goal,0.829,67,0.5
123207,10.2,54.2,49.6,1.3,save,0.31,67,0.5
123207,17.4,25.0,53.9,4.4,save,0.184,55,0.5
123207,24.6,46.0,49.9,1.3,save,0.024,54,0.5
123207,16.8,46.1,52.3,7.6,goal,0.097,53,0.5
123207,23.6,65.5,50.0,3.2,save,0.019,51,0.5
123207,15.1,36.4,53.6,7.0,save,0.174,25,0.5
123207,21.6,65.0,50.1,4.4,save,0.02,15,0.5
123207,14.8,32.6,53.0,1.3,save,0.209,10,0.5
123207,8.0,49.3,49.7,25.3,save,0.101,75,0.5
123207,20.6,62.0,50.5,12.7,save,0.018,53,0.5
123207,4.3,46.6,50.1,15.8,goal,0.215,28,0.5
123207,5.1,63.3,46.4,4.4,save,0.483,27,0.5
123207,33.8,67.2,50.2,20.3,save,0.02,24,0.5
123207,3.5,48.7,50.1,19.0,save,0.742,64,0.5
123207,8.7,63.7,52.3,2.5,save,0.552,47,0.5
123207,11.0,57.4,48.2,20.9,save,0.111,9,0.5
123207,15.8,35.2,50.0,11.4,save,0.014,1,0.5
123207,11.5,50.0,46.4,27.2,goal,0.995,90,0.5
123207,9.1,52.8,46.7,20.3,goal,0.86,82,0.5
123207,6.6,41.2,47.1,16.5,goal,0.276,70,0.5
123207,19.9,40.5,45.9,3.8,save,0.438,69,0.5
123207,12.8,28.4,47.6,17.1,save,0.159,61,0.5
123207,4.7,56.0,47.1,3.8,goal,0.817,59,0.5
123207,15.5,64.0,52.6,11.4,save,0.124,58,0.5
123207,3.7,41.2,54.2,17.1,goal,0.862,31,0.5
123207,8.4,48.3,52.5,17.1,save,0.148,74,0.5
123207,15.2,47.5,46.8,2.5,goal,0.328,68,0.5
123207,17.5,68.2,52.2,1.3,save,0.16,61,0.5
123207,4.7,52.6,47.7,25.3,goal,0.961,85,0.5
123207,13.1,38.7,48.5,2.5,save,0.093,85,0.5
123207,12.2,50.1,52.7,5.7,save,0.579,79,0.5
123207,10.7,66.7,51.0,16.5,save,0.156,79,0.5
123207,5.1,63.1,47.2,0.6,save,0.135,68,0.5
123207,11.1,31.9,49.1,15.8,save,0.038,41,0.5
123207,11.0,48.0,46.0,1.9,goal,0.867,31,0.5
123207,14.0,31.5,51.7,21.5,save,0.066,27,0.5
123207,18.5,33.9,47.4,13.3,save,0.188,90,0.5
123207,1.0,55.5,46.7,15.8,goal,0.903,72,0.5
123207,5.7,28.8,48.2,13.9,save,0.091,72,0.5
123207,7.9,49.7,53.5,5.7,goal,0.821,70,0.5
123207,19.2,59.2,53.6,8.2,save,0.269,58,0.5
123207,5.9,52.7,50.3,20.9,save,0.108,40,0.5
123207,8.0,56.1,47.0,7.0,save,0.161,19,0.5
123207,20.6,28.5,50.4,7.0,save,0.018,67,0.5
123207,14.2,47.3,50.8,7.6,save,0.044,35,0.5
123207,4.7,58.9,49.3,7.6,save,0.416,32,0.5
123207,18.1,25.7,49.6,12.7,save,0.017,18,0.5
123207,31.3,39.0,52.9,15.8,save,0.107,14,0.5
123207,13.5,71.9,52.6,19.6,save,0.205,90,0.5
123207,22.3,70.3,46.0,10.8,save,0.198,87,0.5
123207,14.8,31.5,51.1,14.6,save,0.028,68,0.5
123207,2.3,57.8,46.9,3.8,goal,0.855,32,0.5
123207,7.5,54.5,51.5,12.7,save,0.564,32,0.5
123207,19.0,34.1,46.1,2.5,save,0.465,32,0.5
123207,23.2,65.3,50.3,9.5,save,0.017,16,0.5
123207,9.6,60.8,47.4,29.7,save,0.522,12,0.5
123207,3.5,35.3,52.9,10.1,save,0.072,82,0.5
123207,11.5,50.0,54.5,2.5,goal,0.996,44,0.5
123207,25.8,73.8,50.3,5.1,save,0.022,87,0.5
123207,14.5,24.0,52.3,3.8,save,0.073,49,0.5
123207,15.1,27.1,49.1,32.3,save,0.096,84,0.5
123207,13.6,60.2,52.4,19.0,save,0.191,71,0.5
123207,5.9,40.7,49.0,11.4,save,0.04,57,0.5
123207,15.1,69.6,47.5,22.8,save,0.12,36,0.5
123207,9.0,34.0,52.7,24.1,save,0.139,35,0.5
123207,9.3,41.3,51.9,8.2,goal,0.307,4,0.5
123207,17.9,73.6,52.2,6.3,save,0.12,59,0.5
123207,5.7,51.5,49.4,19.6,save,0.088,31,0.5
123207,7.6,67.0,46.0,15.8,save,0.166,30,0.5
123207,15.0,27.9,50.3,1.9,save,0.028,8,0.5
123207,8.3,63.4,52.7,7.6,goal,0.753,90,0.5
123207,7.7,64.0,51.8,3.2,save,0.567,86,0.5
123207,7.6,35.1,50.2,2.5,save,0.135,76,0.5
123207,6.0,50.0,46.0,2.5,goal,0.99,72,0.5
