PlayerId,BX,BY,C
41560,2,2,1
41560,4,11,1
41560,5,3,2
41560,5,7,1
41560,5,11,1
41560,5,12,1
41560,5,18,1
41560,6,4,1
41560,6,7,1
41560,6,14,1
41560,6,16,1
41560,7,6,1
41560,7,17,2
41560,8,4,1
41560,8,6,1
41560,8,7,1
41560,9,4,2
41560,9,6,1
41560,10,6,1
41560,10,9,1
41560,10,10,3
41560,11,6,3
41560,12,5,1
41560,12,13,1
41560,12,15,1
41560,13,2,3
41560,13,3,2
41560,13,14,1
41560,13,15,1
41560,13,16,2
41560,14,2,1
41560,14,4,1
41560,14,9,2
41560,14,11,1
41560,14,12,1
41560,14,13,1
41560,14,14,1
41560,15,11,1
41560,15,13,3
41560,15,15,1
41560,16,12,1
41560,16,14,1
41560,16,16,1
41560,17,5,2
41560,17,12,1
41560,17,14,1
41560,17,17,1
41560,18,15,1
41560,18,17,1
41560,19,14,1
41560,19,15,1
41560,19,17,1
51498,0,5,1
51498,0,16,1
51498,3,12,1
51498,6,8,1
51498,6,19,1
51498,7,3,1
51498,9,17,1
51498,10,9,1
51498,11,1,1
51498,11,4,1
51498,11,6,1
51498,11,10,1
51498,11,14,2
51498,12,18,1
51498,13,4,1
51498,13,7,1
51498,13,11,1
51498,14,3,1
51498,14,6,1
51498,15,2,1
51498,15,8,1
51498,15,16,1
51498,15,17,1
51498,16,2,2
51498,16,16,1
51498,17,4,1
51498,17,13,1
51498,17,14,1
51498,17,15,1
51498,17,16,1
53739,0,1,1
53739,1,1,1
53739,1,2,3
53739,3,0,1
53739,3,1,1
53739,6,2,1
53739,7,0,1
53739,7,1,2
53739,7,3,1
53739,7,5,1
53739,8,0,1
53739,8,1,1
53739,8,2,1
53739,9,1,1
53739,9,3,1
53739,10,1,1
53739,10,2,1
53739,11,1,2
53739,12,2,1
53739,13,0,1
53739,13,1,2
53739,14,1,2
53739,14,3,1
53739,15,0,1
53739,15,1,2
53739,15,3,1
53739,15,4,1
53739,16,2,1
53739,17,1,1
53739,17,2,1
53739,18,1,1
53739,19,0,2
88528,0,1,1
88528,0,8,1
88528,0,10,1
88528,1,1,1
88528,1,6,3
88528,1,8,4
88528,1,9,2
88528,1,14,1
88528,2,7,2
88528,2,9,1
88528,2,10,1
88528,2,17,1
88528,3,1,2
88528,3,3,1
88528,3,4,2
88528,3,9,1
88528,3,10,1
88528,3,12,1
88528,4,2,3
88528,4,4,1
88528,4,5,3
88528,5,1,1
88528,5,4,2
88528,5,5,4
88528,5,7,1
88528,5,11,1
88528,6,0,2
88528,6,2,2
88528,6,4,2
88528,6,5,2
88528,6,7,1
88528,6,8,3
88528,6,10,1
88528,6,11,1
88528,7,1,1
88528,7,2,1
88528,7,3,1
88528,7,4,1
