Player,Squad,Comp,Pos,Age,Min,90s,OffScore_abs,OffBand,MidScore_abs,MidBand,DefScore_abs,DefBand,IntensityScore_abs,IntensityBand,GKScore_abs,GKBand
Diafra Sakho,West Ham,eng Premier League,FW,27.0,181,2.0,,,,,,,,,,
Emilio Nsue,Middlesbrough,eng Premier League,FW,27.3,322,3.6,,,,,,,,,,
Ahmed Musa,Leicester City,eng Premier League,FW,24.2,753,8.4,331.8714958705442,Solid Squad Player,,,,,454.27841186773503,Top Starter,,
Adama Diomandé,Hull City,eng Premier League,FW,26.9,1169,13.0,249.5331067037935,Solid Squad Player,,,,,528.0434848032152,Top Starter,,
Hal Robson-Kanu,West Brom,eng Premier League,FW,27.6,683,7.6,570.8962140093436,Top Starter,,,,,489.92661271238774,Top Starter,,
Julien Ngoy,Stoke City,eng Premier League,FW,19.2,44,0.5,,,,,,,,,,
Fraizer Campbell,Crystal Palace,eng Premier League,FW,29.3,154,1.7,,,,,,,,,,
Saido Berahino,Stoke City,eng Premier League,FW,23.4,966,10.7,91.22614897331955,Below Big-5 Level,,,,,212.3752043232205,Solid Squad Player,,
Arouna Koné,Everton,eng Premier League,FW,33.1,72,0.8,,,,,,,,,,
Mauro Zárate,Watford,eng Premier League,FW,29.8,206,2.3,,,,,,,,,,
Oliver McBurnie,Swansea City,eng Premier League,FW,20.6,77,0.9,,,,,,,,,,
Patrick Bamford,Middlesbrough,eng Premier League,FW,23.3,315,3.5,,,,,,,,,,
Leonardo Ulloa,Leicester City,eng Premier League,FW,30.4,435,4.8,,,,,,,,,,
Lewis Grabban,Bournemouth,eng Premier League,FW,29.0,57,0.6,,,,,,,,,,
Ashley Fletcher,West Ham,eng Premier League,FW,21.3,354,3.9,,,,,,,,,,
Bakary Sako,Crystal Palace,eng Premier League,FW,28.7,136,1.5,,,,,,,,,,
Jerome Sinclair,Watford,eng Premier League,FW,20.3,114,1.3,,,,,,,,,,
Wahbi Khazri,Sunderland,eng Premier League,FW,25.9,838,9.3,290.9483399568551,Solid Squad Player,,,,,408.72756937669254,Top Starter,,
Luciano Narsingh,Swansea City,eng Premier League,FW,26.3,410,4.6,,,,,,,,,,
Dominic Calvert-Lewin,Everton,eng Premier League,FW,19.8,345,3.8,,,,,,,,,,
Joel Asoro,Sunderland,eng Premier League,FW,17.7,9,0.1,,,,,,,,,,
Michael Folivi,Watford,eng Premier League,FW,18.9,9,0.1,,,,,,,,,,
Lukas Jutkiewicz,Burnley,eng Premier League,FW,27.8,11,0.1,,,,,,,,,,
Memphis,Manchester Utd,eng Premier League,FW,22.9,20,0.2,,,,,,,,,,
Lys Mousset,Bournemouth,eng Premier League,FW,20.9,265,2.9,,,,,,,,,,
Borja Bastón,Swansea City,eng Premier League,FW,24.4,547,6.1,207.94136971059325,Solid Squad Player,,,,,352.88618041277937,Solid Squad Player,,
Wayne Routledge,Swansea City,eng Premier League,FW,32.0,1927,21.4,256.49883957170374,Solid Squad Player,,,,,312.68037251858715,Solid Squad Player,,
Oumar Niasse,Hull City,eng Premier League,FW,26.7,1095,12.2,395.20737123732994,Solid Squad Player,,,,,388.4094573599078,Solid Squad Player,,
Jonathan Calleri,West Ham,eng Premier League,FW,23.3,537,6.0,240.03249085312802,Solid Squad Player,,,,,379.7957414382327,Solid Squad Player,,
Matěj Vydra,Watford,eng Premier League,FW,24.7,2,0.0,,,,,,,,,,
David Nugent,Middlesbrough,eng Premier League,FW,31.7,40,0.4,,,,,,,,,,
Will Keane,Hull City,eng Premier League,FW,24.0,282,3.1,,,,,,,,,,
Jonathan Leko,West Brom,eng Premier League,FW,17.7,111,1.2,,,,,,,,,,
Albert Adomah,Middlesbrough,eng Premier League,MF,29.1,121,1.3,,,,,,,,,,
Sullay Kaikai,Crystal Palace,eng Premier League,FW,21.4,23,0.3,,,,,,,,,,
Davy Roef,La Coruña,es La Liga,GK,22.9,90,1.0,,,,,,,,,,
Sergio Asenjo,Villarreal,es La Liga,GK,27.5,2105,23.4,,,,,,,,,781.4175722136436,World Class
Marc-André Ter Stegen,Barcelona,es La Liga,GK,24.7,3240,36.0,,,,,,,,,805.5700617069932,World Class
David Soria,Sevilla,es La Liga,GK,23.7,90,1.0,,,,,,,,,,
Andrés Fernández,Villarreal,es La Liga,GK,30.0,1315,14.6,,,,,,,,,790.4245351936705,World Class
Fernando Pacheco,Alavés,es La Liga,GK,24.6,3240,36.0,,,,,,,,,744.7919719312252,Top Starter
Adrián Ortolá,Alavés,es La Liga,GK,23.4,180,2.0,,,,,,,,,,
Sergio Rico,Sevilla,es La Liga,GK,23.3,3150,35.0,,,,,,,,,783.4687247341892,World Class
Diego López,Espanyol,es La Liga,GK,35.2,3113,34.6,,,,,,,,,784.2780502603266,World Class
Miguel Ángel Moyà,Atlético Madrid,es La Liga,GK,32.8,770,8.6,,,,,,,,,799.621814648984,World Class
Keylor Navas,Real Madrid,es La Liga,GK,30.0,2430,27.0,,,,,,,,,742.7762179262004,Top Starter
Kiko Casilla,Real Madrid,es La Liga,GK,30.3,990,11.0,,,,,,,,,711.7600163469168,Top Starter
Jan Oblak,Atlético Madrid,es La Liga,GK,24.0,2650,29.4,,,,,,,,,718.7815466708568,Top Starter
Guillermo Ochoa,Granada,es La Liga,GK,31.5,3420,38.0,,,,,,,,,646.7432071263217,Top Starter
Antonio Adán,Betis,es La Liga,GK,29.6,3330,37.0,,,,,,,,,748.9439666838335,Top Starter
Yoel Rodríguez,Eibar,es La Liga,GK,28.3,2117,23.5,,,,,,,,,695.8634035908719,Top Starter
Markel Areitio,Eibar,es La Liga,GK,20.3,45,0.5,,,,,,,,,,
Jaume Doménech,Valencia,es La Liga,GK,26.2,270,3.0,,,,,,,,,,
Rubén Blanco,Celta Vigo,es La Liga,GK,21.4,990,11.0,,,,,,,,,651.0068810294971,Top Starter
Gerónimo Rulli,Real Sociedad,es La Liga,GK,24.6,3420,38.0,,,,,,,,,703.6263106978035,Top Starter
Nereo Champagne,Leganés,es La Liga,GK,31.9,360,4.0,,,,,,,,,,
Iván Cuéllar,Sporting Gijón,es La Liga,GK,32.6,3240,36.0,,,,,,,,,728.3609501372548,Top Starter
Carlos Kameni,Málaga,es La Liga,GK,32.9,3150,35.0,,,,,,,,,632.364008268092,Top Starter
Gorka Iraizoz,Athletic Club,es La Liga,GK,35.8,1404,15.6,,,,,,,,,643.5450720267318,Top Starter
Diego Mariño,Sporting Gijón,es La Liga,GK,26.7,180,2.0,,,,,,,,,,
Kepa Arrizabalaga,Athletic Club,es La Liga,GK,22.2,2016,22.4,,,,,,,,,608.4014981137394,Top Starter
Germán Lux,La Coruña,es La Liga,GK,34.5,2205,24.5,,,,,,,,,660.5691322941628,Top Starter
Sergio Álvarez,Celta Vigo,es La Liga,GK,30.4,2340,26.0,,,,,,,,,655.2612961079133,Top Starter
Diego Alves,Valencia,es La Liga,GK,31.5,2970,33.0,,,,,,,,,619.3848956811056,Top Starter
Iago Herrerín,Leganés,es La Liga,GK,28.9,1826,20.3,,,,,,,,,685.813389971141,Top Starter
Raúl Lizoain,Las Palmas,es La Liga,GK,25.9,1170,13.0,,,,,,,,,654.3957996042514,Top Starter
Mathew Ryan,Valencia,es La Liga,GK,24.7,180,2.0,,,,,,,,,,
Przemysław Tytoń,La Coruña,es La Liga,GK,30.0,1125,12.5,,,,,,,,,559.530843839792,Top Starter
Álvaro Fernández,Osasuna,es La Liga,GK,,45,0.5,,,,,,,,,,
Jon Ander Serantes,Leganés,es La Liga,GK,28.0,1110,12.3,,,,,,,,,651.6272878614418,Top Starter
Javi Varas,Las Palmas,es La Liga,GK,34.3,2250,25.0,,,,,,,,,592.8842085473404,Top Starter
Mario Fernández,Osasuna,es La Liga,GK,28.7,585,6.5,,,,,,,,,646.628171262897,Top Starter
Dani Giménez,Betis,es La Liga,GK,33.4,90,1.0,,,,,,,,,,
Diego Barrios,Leganés,es La Liga,GK,22.4,61,0.7,,,,,,,,,,
Nauzet Pérez,Osasuna,es La Liga,GK,31.8,1170,13.0,,,,,,,,,522.0402438282315,Top Starter
Salvatore Sirigu,Osasuna,es La Liga,GK,30.0,1798,20.0,,,,,,,,,565.9757802676648,Top Starter
Jasper Cillessen,Barcelona,es La Liga,GK,27.7,90,1.0,,,,,,,,,,
Asier Riesgo,Eibar,es La Liga,GK,33.2,1254,13.9,,,,,,,,,618.8858489321196,Top Starter
Roberto Jiménez,Espanyol,es La Liga,GK,30.9,307,3.4,,,,,,,,,,
Denys Boyko,Málaga,es La Liga,GK,28.9,270,3.0,,,,,,,,,,
Iván Villar,Celta Vigo,es La Liga,GK,19.5,90,1.0,,,,,,,,,,
Claudio Bravo,Barcelona,es La Liga,GK,33.7,90,1.0,,,,,,,,,,
Alberto Brignoli,Leganés,es La Liga,GK,25.4,60,0.7,,,,,,,,,,
José Ángel,Villarreal,es La Liga,DF,27.3,630,7.0,,,,,538.8669591475963,Top Starter,458.0596039897869,Top Starter,,
Filipe Luís,Atlético Madrid,es La Liga,DF,31.4,3009,33.4,,,,,535.646828278557,Top Starter,510.88942887742803,Top Starter,,
Marcos Llorente,Alavés,es La Liga,DF,21.9,2805,31.2,,,,,566.943336642983,Top Starter,499.9563672071629,Top Starter,,
Diego Godín,Atlético Madrid,es La Liga,DF,30.9,2705,30.1,,,,,636.2109096569453,Top Starter,627.4960174093933,Top Starter,,
Aleix Vidal,Barcelona,es La Liga,MF,27.4,472,5.2,,,638.8212221119605,Top Starter,,,429.57693096989357,Top Starter,,
Gerard Piqué,Barcelona,es La Liga,DF,29.9,2192,24.4,,,,,563.4812331326556,Top Starter,515.8358870564698,Top Starter,,
Sergio Ramos,Real Madrid,es La Liga,DF,30.8,2489,27.7,,,,,606.9652739435531,Top Starter,563.3743485432409,Top Starter,,
Pepe,Real Madrid,es La Liga,DF,33.8,1081,12.0,,,,,631.9340930732893,Top Starter,571.8764341013343,Top Starter,,
David López,Espanyol,es La Liga,DF,27.2,3240,36.0,,,,,619.3391800110297,Top Starter,543.1110777605878,Top Starter,,
Luis Hernández,Málaga,es La Liga,DF,27.7,1679,18.7,,,,,603.3393540191527,Top Starter,475.54152787858203,Top Starter,,
José María Giménez,Atlético Madrid,es La Liga,DF,21.9,1012,11.2,,,,,693.8251056108209,Top Starter,658.9590045231419,Top Starter,,
Danilo,Real Madrid,es La Liga,DF,25.5,1488,16.5,,,,,598.3344722151464,Top Starter,553.454293672229,Top Starter,,
Marlon,Barcelona,es La Liga,DF,21.3,180,2.0,,,,,,,,,,
Yeray Álvarez,Athletic Club,es La Liga,DF,21.9,2270,25.2,,,,,614.2294892680736,Top Starter,566.9598393425179,Top Starter,,
Mauricio Lemos,Las Palmas,es La Liga,DF,21.0,1853,20.6,,,,,542.5413450646372,Top Starter,466.8972759659461,Top Starter,,
Samuel Umtiti,Barcelona,es La Liga,DF,23.1,2133,23.7,,,,,564.782320051737,Top Starter,469.54427072481394,Top Starter,,
Iván Ramis,Eibar,es La Liga,DF,32.2,1721,19.1,,,,,640.2334001177666,Top Starter,579.7250464904811,Top Starter,,
Stefan Savić,Atlético Madrid,es La Liga,DF,26.0,2727,30.3,,,,,576.356834882938,Top Starter,467.1137851644497,Top Starter,,
Raphaël Varane,Real Madrid,es La Liga,DF,23.7,1927,21.4,,,,,577.3303069170016,Top Starter,495.51179694565616,Top Starter,,
Aymeric Laporte,Athletic Club,es La Liga,DF,22.6,2865,31.8,,,,,606.8092942706838,Top Starter,539.0113561305444,Top Starter,,
Zouhair Feddal,Alavés,es La Liga,DF,27.0,2245,24.9,,,,,573.7790455949254,Top Starter,449.4128130327117,Top Starter,,
Florian Lejeune,Eibar,es La Liga,DF,25.6,2971,33.0,,,,,640.0674396133285,Top Starter,577.6065854453179,Top Starter,,
Carles Planas,Celta Vigo,es La Liga,DF,25.8,948,10.5,,,,,567.65444927468,Top Starter,532.4644605183219,Top Starter,,
Rodrigo Ely,Alavés,es La Liga,DF,23.2,789,8.8,,,,,540.2049470954058,Top Starter,472.6343384797576,Top Starter,,
Iñigo Martínez,Real Sociedad,es La Liga,DF,25.6,2999,33.3,,,,,564.9391389482836,Top Starter,470.20896272985544,Top Starter,,
Mario Gaspar,Villarreal,es La Liga,DF,26.1,3240,36.0,,,,,547.7564841600433,Top Starter,522.8281190257993,Top Starter,,
Víctor Laguardia,Alavés,es La Liga,DF,27.2,2148,23.9,,,,,588.0184430666792,Top Starter,480.7365597171121,Top Starter,,
Sergio Escudero,Sevilla,es La Liga,DF,27.3,2281,25.3,,,,,572.6680623144099,Top Starter,573.4785996696819,Top Starter,,
Jaume Costa,Villarreal,es La Liga,DF,28.8,2680,29.8,,,,,529.0193412174548,Top Starter,500.03991477627085,Top Starter,,
Dimitris Siovas,Leganés,es La Liga,DF,28.3,1392,15.5,,,,,594.3196886478557,Top Starter,568.1665114856361,Top Starter,,
Daniele Bonera,Villarreal,es La Liga,DF,35.6,540,6.0,,,,,465.69742448403434,Top Starter,286.3905334522834,Solid Squad Player,,
Pedro Bigas,Las Palmas,es La Liga,DF,26.9,2651,29.5,,,,,593.286099407554,Top Starter,541.8696010415767,Top Starter,,
Jérémy Mathieu,Barcelona,es La Liga,DF,33.2,1039,11.5,,,,,441.24898088816525,Top Starter,367.49134704947494,Solid Squad Player,,
Diego Reyes,Espanyol,es La Liga,DF,24.3,2889,32.1,,,,,593.664629275641,Top Starter,513.7798293573438,Top Starter,,
David Juncà,Eibar,es La Liga,DF,23.1,683,7.6,,,,,634.9692071682508,Top Starter,513.0517685101249,Top Starter,,
Clément Lenglet,Sevilla,es La Liga,DF,21.5,1357,15.1,,,,,581.3154861070387,Top Starter,519.8612201280092,Top Starter,,
Álex Gálvez,Eibar,es La Liga,DF,27.6,1328,14.8,,,,,598.9970382789651,Top Starter,513.7012661496435,Top Starter,,
Raúl Navas,Real Sociedad,es La Liga,DF,28.6,2799,31.1,,,,,557.6258430900465,Top Starter,519.1363044991695,Top Starter,,
Ezequiel Garay,Valencia,es La Liga,DF,30.2,2340,26.0,,,,,590.2206185424296,Top Starter,488.6979681157746,Top Starter,,
Marcelo,Real Madrid,es La Liga,DF,28.6,2277,25.3,,,,,458.9735302830849,Top Starter,388.70539757341334,Solid Squad Player,,
Dani Carvajal,Real Madrid,es La Liga,DF,25.0,2014,22.4,,,,,523.3993057419792,Top Starter,519.7882347644102,Top Starter,,
Timothée Kolodziejczak,Sevilla,es La Liga,DF,25.3,329,3.7,,,,,,,,,,
Eneko Bóveda,Athletic Club,es La Liga,DF,28.0,1559,17.3,,,,,588.7506935611514,Top Starter,562.0890898953386,Top Starter,,
Mateo Musacchio,Villarreal,es La Liga,DF,26.4,2067,23.0,,,,,477.18922897789645,Top Starter,408.0736380896292,Top Starter,,
Nacho,Real Madrid,es La Liga,DF,27.0,2302,25.6,,,,,523.9381320853726,Top Starter,493.0580774260834,Top Starter,,
Bruno González,Betis,es La Liga,DF,26.6,1330,14.8,,,,,552.1835761992013,Top Starter,515.2695723010046,Top Starter,,
Lucas Hernández,Atlético Madrid,es La Liga,DF,20.9,1253,13.9,,,,,570.2739233548017,Top Starter,530.270026615604,Top Starter,,
Eliaquim Mangala,Valencia,es La Liga,DF,25.9,2646,29.4,,,,,568.6099339832543,Top Starter,482.3470430340419,Top Starter,,
Víctor Ruiz,Villarreal,es La Liga,DF,27.9,2367,26.3,,,,,519.3934398267784,Top Starter,464.9487195562964,Top Starter,,
Šime Vrsaljko,Atlético Madrid,es La Liga,DF,25.0,923,10.3,,,,,565.7920367779752,Top Starter,549.4855964125323,Top Starter,,
Aïssa Mandi,Betis,es La Liga,DF,25.2,2217,24.6,,,,,555.1562490096725,Top Starter,529.7457819253395,Top Starter,,
Adil Rami,Sevilla,es La Liga,DF,31.0,1785,19.8,,,,,543.3473775445946,Top Starter,427.015931742814,Top Starter,,
Matthieu Saunier,Granada,es La Liga,DF,26.9,1309,14.5,,,,,513.9241806223877,Top Starter,410.29286479618276,Top Starter,,
Jordi Alba,Barcelona,es La Liga,DF,27.8,1965,21.8,,,,,397.7588398666682,Solid Squad Player,354.51899911070535,Solid Squad Player,,
Sidnei,La Coruña,es La Liga,DF,27.4,2491,27.7,,,,,565.4720945036022,Top Starter,400.01592038208753,Top Starter,,
Diego Rico,Leganés,es La Liga,DF,23.9,2222,24.7,,,,,548.4353379253565,Top Starter,516.3580679705328,Top Starter,,
Xabier Etxeita,Athletic Club,es La Liga,DF,29.2,712,7.9,,,,,526.1074353018296,Top Starter,481.6015505996824,Top Starter,,
Álvaro González,Villarreal,es La Liga,DF,27.0,2063,22.9,,,,,494.9366698535803,Top Starter,349.1628078432849,Solid Squad Player,,
Fábio Coentrão,Real Madrid,es La Liga,DF,28.8,169,1.9,,,,,,,,,,
Jhon Mondragón,Osasuna,es La Liga,DF,22.2,429,4.8,,,,,,,,,,
Germán Pezzella,Betis,es La Liga,DF,25.5,3102,34.5,,,,,610.3244524738315,Top Starter,599.9840275707003,Top Starter,,
Raúl Albentosa,La Coruña,es La Liga,DF,28.3,2335,25.9,,,,,528.2151952220742,Top Starter,402.3512059387421,Top Starter,,
Andreu Fontàs,Celta Vigo,es La Liga,DF,27.1,1462,16.2,,,,,548.4097560692076,Top Starter,478.5739586068109,Top Starter,,
Alejandro Arribas,La Coruña,es La Liga,DF,27.7,1907,21.2,,,,,558.4218127991527,Top Starter,441.6309275601445,Top Starter,,
José Luis Gayà,Valencia,es La Liga,DF,21.6,2090,23.2,,,,,507.29532444898973,Top Starter,440.4904028519396,Top Starter,,
Jean-Sylvain Babin,Sporting Gijón,es La Liga,DF,30.2,1715,19.1,,,,,495.3665210922237,Top Starter,395.8206161420105,Solid Squad Player,,
Aderllan Santos,Valencia,es La Liga,DF,27.7,1001,11.1,,,,,583.56506091357,Top Starter,464.4432277045623,Top Starter,,
Mario Suárez,Valencia,es La Liga,MF,29.9,1498,16.6,,,321.30718936450063,Solid Squad Player,,,520.4388462723581,Top Starter,,
Theo Hernández,Alavés,es La Liga,DF,19.2,2725,30.3,,,,,480.0583305272266,Top Starter,416.16895047961765,Top Starter,,
Juanfran,Atlético Madrid,es La Liga,DF,32.0,1978,22.0,,,,,421.7702975551647,Top Starter,376.20736043318993,Solid Squad Player,,
Mikel González,Real Sociedad,es La Liga,DF,31.3,665,7.4,,,,,539.6847691199883,Top Starter,484.68907781930943,Top Starter,,
Lucas Digne,Barcelona,es La Liga,DF,23.5,1175,13.1,,,,,492.1606496551838,Top Starter,512.0261314652345,Top Starter,,
Antonio Luna,Eibar,es La Liga,DF,25.8,2117,23.5,,,,,512.801789711724,Top Starter,487.0635267367558,Top Starter,,
Roberto Rosales,Málaga,es La Liga,DF,28.1,2861,31.8,,,,,531.5728879282486,Top Starter,511.8386241922989,Top Starter,,
Gustavo Cabral,Celta Vigo,es La Liga,DF,31.2,2179,24.2,,,,,620.3650024498029,Top Starter,582.3665306694164,Top Starter,,
Anaitz Arbilla,Eibar,es La Liga,DF,29.6,1572,17.5,,,,,642.797921922186,Top Starter,625.7374897158448,Top Starter,,
Diego Llorente,Málaga,es La Liga,DF,23.4,2028,22.5,,,,,530.0512512123962,Top Starter,563.0915372854532,Top Starter,,
Nicolás Pareja,Sevilla,es La Liga,DF,33.0,2165,24.1,,,,,547.9636831759645,Top Starter,506.5084628898333,Top Starter,,
David García,Las Palmas,es La Liga,DF,34.9,1647,18.3,,,,,566.9435670594069,Top Starter,487.2617775333781,Top Starter,,
Facundo Roncaglia,Celta Vigo,es La Liga,DF,29.9,2716,30.2,,,,,559.7917561111431,Top Starter,522.8200694124262,Top Starter,,
Martín Mantovani,Leganés,es La Liga,DF,32.5,2699,30.0,,,,,598.4076227778864,Top Starter,548.5656917552986,Top Starter,,
Mariano,Sevilla,es La Liga,DF,30.5,2643,29.4,,,,,437.3556489542084,Top Starter,409.53377458298354,Top Starter,,
Yuri Berchiche,Real Sociedad,es La Liga,DF,26.9,3090,34.3,,,,,552.388544774529,Top Starter,550.1803368442454,Top Starter,,
Unai Bustinza,Leganés,es La Liga,DF,24.9,1790,19.9,,,,,548.4455294644217,Top Starter,555.2302321638464,Top Starter,,
Sverrir Ingason,Granada,es La Liga,DF,23.4,1473,16.4,,,,,617.2593393344789,Top Starter,515.6092019489462,Top Starter,,
Jorge Meré,Sporting Gijón,es La Liga,DF,19.7,2774,30.8,,,,,536.0133786709097,Top Starter,438.4358374044893,Top Starter,,
Juanfran,La Coruña,es La Liga,DF,28.3,2961,32.9,,,,,513.9685309873364,Top Starter,447.1360809890346,Top Starter,,
Álex Bergantiños,La Coruña,es La Liga,MF,31.6,552,6.1,,,330.7913311355361,Solid Squad Player,,,510.3594021554969,Top Starter,,
Martín Montoya,Valencia,es La Liga,DF,25.7,2220,24.7,,,,,574.4377558845218,Top Starter,565.827763225206,Top Starter,,
Shkodran Mustafi,Valencia,es La Liga,DF,24.7,45,0.5,,,,,,,,,,
Igor Zubeldia,Real Sociedad,es La Liga,DF,19.8,254,2.8,,,,,,,,,,
Sergi Gómez,Celta Vigo,es La Liga,DF,24.8,1905,21.2,,,,,555.8623053216446,Top Starter,520.3778736673007,Top Starter,,
Kiko Femenía,Alavés,es La Liga,DF,25.9,2503,27.8,,,,,443.52053369852433,Top Starter,363.3915240675831,Solid Squad Player,,
Dani Castellano,Las Palmas,es La Liga,DF,29.2,2109,23.4,,,,,531.4586512991707,Top Starter,494.34744034258284,Top Starter,,
Martín Demichelis,Málaga,es La Liga,DF,36.0,773,8.6,,,,,592.8090401812947,Top Starter,554.7456253693088,Top Starter,,
Óscar Duarte,Espanyol,es La Liga,DF,27.6,1123,12.5,,,,,503.5960997774921,Top Starter,363.7730946268535,Solid Squad Player,,
Joseba Zaldúa,Real Sociedad,es La Liga,DF,24.5,1104,12.3,,,,,511.57182459110606,Top Starter,501.9606601881391,Top Starter,,
Toni Lato,Valencia,es La Liga,DF,19.1,481,5.3,,,,,531.0452348027811,Top Starter,467.69780296358095,Top Starter,,
Jonny Castro,Celta Vigo,es La Liga,DF,22.8,2207,24.5,,,,,500.8866681451042,Top Starter,462.6045180156788,Top Starter,,
Juankar,Málaga,es La Liga,DF,26.8,2063,22.9,,,,,553.9056062831297,Top Starter,531.3329982516389,Top Starter,,
João Cancelo,Valencia,es La Liga,DF,22.6,2424,26.9,,,,,538.0229723893447,Top Starter,512.1322626080411,Top Starter,,
Fernando Navarro,La Coruña,es La Liga,DF,34.5,2051,22.8,,,,,569.3075095068081,Top Starter,510.8388197059318,Top Starter,,
Gabriel Mercado,Sevilla,es La Liga,DF,29.8,2185,24.3,,,,,486.3011891586465,Top Starter,470.4379057421529,Top Starter,,
Roberto Canella,Sporting Gijón,es La Liga,DF,28.9,1755,19.5,,,,,422.7358030270689,Top Starter,386.5577833985932,Solid Squad Player,,
Alexis,Alavés,es La Liga,DF,31.4,1816,20.2,,,,,501.9242398747165,Top Starter,374.95781576460246,Solid Squad Player,,
Ander Capa,Eibar,es La Liga,DF,24.6,2553,28.4,,,,,538.8354907718516,Top Starter,468.99829959780465,Top Starter,,
Fernando Amorebieta,Sporting Gijón,es La Liga,DF,31.8,2221,24.7,,,,,593.5197532274996,Top Starter,582.4639572959524,Top Starter,,
Ryan Donk,Betis,es La Liga,DF,30.8,855,9.5,,,,,580.862231202078,Top Starter,538.5990186349042,Top Starter,,
Riza Durmisi,Betis,es La Liga,DF,23.0,2387,26.5,,,,,356.2176186552913,Solid Squad Player,312.3481730963151,Solid Squad Player,,
Mikel Balenziaga,Athletic Club,es La Liga,DF,28.8,2851,31.7,,,,,431.3009986691909,Top Starter,412.21980003910835,Top Starter,,
David García,Osasuna,es La Liga,DF,22.9,2190,24.3,,,,,568.07399054474,Top Starter,514.7280144648984,Top Starter,,
Óscar de Marcos,Athletic Club,es La Liga,DF,27.7,2149,23.9,,,,,438.46810834420353,Top Starter,448.95665288253656,Top Starter,,
Rúben Vezo,Granada,es La Liga,DF,22.7,1533,17.0,,,,,589.0740218299545,Top Starter,508.4419501829572,Top Starter,,
Hugo Mallo,Celta Vigo,es La Liga,DF,25.5,1987,22.1,,,,,509.2982852832094,Top Starter,506.9029558883559,Top Starter,,
Alin Toșca,Betis,es La Liga,DF,24.8,1503,16.7,,,,,582.5838613585443,Top Starter,473.7611321067505,Top Starter,,
Pablo Insua,Leganés,es La Liga,DF,23.3,1901,21.1,,,,,534.4106908333615,Top Starter,517.8063698716214,Top Starter,,
Unai García,Osasuna,es La Liga,DF,24.3,1870,20.8,,,,,591.8922096162225,Top Starter,544.3609575138374,Top Starter,,
Luisinho,La Coruña,es La Liga,DF,31.7,1907,21.2,,,,,507.39127985945606,Top Starter,445.8839720202278,Top Starter,,
Iñigo Lekue,Athletic Club,es La Liga,DF,23.7,1573,17.5,,,,,411.4268675850035,Top Starter,486.59545747742146,Top Starter,,
David Lombán,Granada,es La Liga,DF,29.6,1841,20.5,,,,,529.8609850817405,Top Starter,369.64720522118637,Solid Squad Player,,
José Carlos Ramírez,Betis,es La Liga,DF,20.6,498,5.5,,,,,502.79387379323424,Top Starter,486.83376261196275,Top Starter,,
David Simón,Las Palmas,es La Liga,DF,27.0,1321,14.7,,,,,526.0087095983073,Top Starter,500.9108370681612,Top Starter,,
Bakary Koné,Málaga,es La Liga,DF,28.7,602,6.7,,,,,479.6754543654109,Top Starter,360.73619277517764,Solid Squad Player,,
Federico Ricca,Málaga,es La Liga,DF,22.1,1619,18.0,,,,,506.42791332124716,Top Starter,519.5099831570487,Top Starter,,
Antonio Rukavina,Villarreal,es La Liga,DF,32.9,271,3.0,,,,,,,,,,
Aymen Abdennour,Valencia,es La Liga,DF,27.4,878,9.8,,,,,553.3528625934015,Top Starter,497.9439936096796,Top Starter,,
Víctor Díaz,Leganés,es La Liga,DF,28.6,1811,20.1,,,,,566.8211456367169,Top Starter,611.2926914775611,Top Starter,,
Aleksandar Pantić,Alavés,es La Liga,DF,24.7,154,1.7,,,,,,,,,,
Miguel Torres,Málaga,es La Liga,DF,30.9,1565,17.4,,,,,511.70388625629505,Top Starter,466.2760535449362,Top Starter,,
Mikel Villanueva,Málaga,es La Liga,DF,23.7,1263,14.0,,,,,495.1890188556361,Top Starter,425.0014595003396,Top Starter,,
Miguel Flaño,Osasuna,es La Liga,DF,32.4,1035,11.5,,,,,463.0310287942614,Top Starter,368.03408794676176,Solid Squad Player,,
Héctor Hernández,Granada,es La Liga,DF,25.6,1163,12.9,,,,,413.9482755821988,Top Starter,350.85878147700083,Solid Squad Player,,
Raúl Carnero,Alavés,es La Liga,DF,27.7,1268,14.1,,,,,470.05279678641557,Top Starter,402.9513954903865,Top Starter,,
Gastón Silva,Granada,es La Liga,DF,22.8,1748,19.4,,,,,535.0278117601107,Top Starter,489.7642766778503,Top Starter,,
Rafa Navarro,Betis,es La Liga,DF,22.9,1279,14.2,,,,,315.9036915170934,Solid Squad Player,322.7897649658669,Solid Squad Player,,
Enric Saborit,Athletic Club,es La Liga,DF,24.7,459,5.1,,,,,527.0790050689059,Top Starter,463.5854777390681,Top Starter,,
Adrián Marín,Leganés,es La Liga,DF,20.0,912,10.1,,,,,458.6405030716812,Top Starter,465.34787269968274,Top Starter,,
Javi López,Espanyol,es La Liga,DF,30.9,1524,16.9,,,,,537.0422034778883,Top Starter,463.47927890089613,Top Starter,,
Michel,Las Palmas,es La Liga,DF,26.9,2086,23.2,,,,,390.4323198052636,Solid Squad Player,342.72779276379504,Solid Squad Player,,
Diego González,Sevilla,es La Liga,DF,21.9,31,0.3,,,,,,,,,,
Juan Rodríguez,Sporting Gijón,es La Liga,DF,,230,2.6,,,,,,,,,,
Javier Flaño,Osasuna,es La Liga,DF,32.4,130,1.4,,,,,,,,,,
Aythami Artiles,Las Palmas,es La Liga,DF,30.8,836,9.3,,,,,485.015771717911,Top Starter,436.79734868521695,Top Starter,,
