PlayerId,BX,BY,C
332,0,8,1
332,2,7,1
332,4,6,1
332,5,3,1
332,5,5,1
332,5,6,1
332,5,8,2
332,5,9,1
332,6,1,3
332,6,2,2
332,6,3,1
332,6,7,1
332,6,10,2
332,6,12,1
332,6,13,1
332,6,18,1
332,7,0,1
332,7,1,1
332,7,2,1
332,7,14,1
332,7,15,1
332,7,18,2
332,7,19,2
332,8,2,1
332,8,3,1
332,8,4,2
332,8,7,1
332,8,13,1
332,8,14,2
332,8,15,1
332,8,16,1
332,8,18,2
332,9,5,1
332,9,10,3
332,9,12,1
332,10,9,1
332,10,10,1
332,10,12,3
332,10,15,2
332,10,16,1
332,10,17,1
332,11,2,2
332,11,3,2
332,11,7,3
332,11,8,1
332,11,10,1
332,11,12,3
332,11,13,2
332,11,15,2
332,11,17,1
332,11,18,2
332,11,19,1
332,12,0,2
332,12,1,2
332,12,2,1
332,12,5,1
332,12,6,2
332,12,7,1
332,12,11,3
332,12,14,1
332,13,0,2
332,13,3,1
332,13,4,1
332,13,6,1
332,13,7,4
332,13,8,3
332,13,9,2
332,13,10,2
332,13,11,2
332,13,13,1
332,13,16,1
332,13,18,1
332,14,5,1
332,14,6,4
332,14,7,2
332,14,8,1
332,14,9,4
332,14,11,2
332,14,12,1
332,14,13,1
332,14,14,2
332,14,17,2
332,14,19,2
332,15,1,2
332,15,5,1
332,15,6,1
332,15,8,1
332,15,9,2
332,15,10,2
332,15,14,1
332,15,17,2
332,15,19,1
332,16,1,2
332,16,6,1
332,16,8,2
332,16,10,1
332,16,11,1
332,16,12,1
332,16,13,2
332,16,19,1
332,17,1,1
332,17,5,1
332,17,8,2
332,17,9,1
332,17,10,5
332,17,13,1
332,17,17,1
332,18,8,4
332,18,9,1
332,18,10,2
332,18,11,3
332,18,13,2
332,18,18,2
332,19,0,1
332,19,1,1
332,19,5,1
332,19,8,1
332,19,15,1
511,0,5,3
511,0,7,2
511,0,12,1
511,0,13,4
511,0,14,2
511,0,17,1
511,0,18,1
511,1,1,1
511,1,4,1
511,1,5,4
511,1,7,2
511,1,11,1
511,1,13,1
511,1,14,1
511,1,15,1
511,1,17,1
511,1,18,1
511,2,2,1
511,2,4,1
511,2,5,3
511,2,6,1
511,2,7,3
511,2,8,1
511,2,9,2
511,2,10,3
511,2,11,2
511,2,12,4
511,2,14,4
511,2,15,1
511,2,16,1
511,2,17,3
511,2,18,3
511,2,19,4
511,3,5,2
511,3,6,2
511,3,7,1
511,3,8,1
511,3,9,2
511,3,10,3
511,3,11,4
511,3,12,2
511,3,14,3
511,3,15,1
511,3,16,2
511,3,17,1
511,3,18,2
511,4,1,2
511,4,3,1
511,4,4,2
511,4,6,1
511,4,7,1
511,4,8,5
511,4,9,2
511,4,10,3
511,4,11,1
511,4,12,2
511,4,13,2
511,4,14,4
511,4,15,3
511,4,16,4
511,4,17,4
511,4,18,1
511,4,19,1
511,5,1,2
511,5,2,1
511,5,3,2
511,5,4,2
511,5,5,4
511,5,6,8
511,5,7,7
511,5,8,9
511,5,9,9
511,5,10,7
511,5,11,4
511,5,12,3
511,5,13,5
511,5,14,6
511,5,15,4
511,5,16,5
511,5,17,1
511,5,18,5
511,6,0,4
511,6,1,3
511,6,3,2
511,6,4,5
511,6,5,5
511,6,6,8
511,6,7,5
511,6,8,16
511,6,9,13
511,6,10,10
511,6,11,16
511,6,12,4
511,6,13,13
511,6,14,3
511,6,15,8
511,6,16,4
511,6,17,7
511,6,18,3
511,6,19,1
511,7,0,1
511,7,1,6
511,7,2,8
511,7,3,5
511,7,4,4
511,7,5,2
511,7,6,8
511,7,7,9
511,7,8,11
511,7,9,5
511,7,10,15
511,7,11,11
511,7,12,14
511,7,13,10
511,7,14,7
511,7,15,5
511,7,16,1
511,7,17,3
511,7,18,7
511,7,19,2
511,8,0,4
511,8,1,4
511,8,2,2
511,8,3,6
511,8,4,10
511,8,5,8
511,8,6,10
511,8,7,5
511,8,8,3
511,8,9,7
511,8,10,11
511,8,11,8
511,8,12,11
511,8,13,8
511,8,14,12
511,8,15,7
511,8,16,3
511,8,17,5
511,8,18,6
511,8,19,1
511,9,2,2
511,9,3,4
511,9,4,5
511,9,5,11
511,9,6,12
511,9,7,5
511,9,8,12
511,9,9,7
511,9,10,7
511,9,11,7
511,9,12,6
511,9,13,11
511,9,14,5
511,9,15,2
511,9,16,3
511,9,17,4
511,9,18,2
511,9,19,1
511,10,0,3
511,10,1,3
511,10,2,5
511,10,3,2
511,10,4,4
511,10,5,8
511,10,6,11
511,10,7,5
511,10,8,5
511,10,9,2
511,10,10,6
511,10,11,12
511,10,12,5
511,10,13,6
511,10,14,2
511,10,15,2
511,10,16,2
511,10,17,3
511,10,18,1
511,10,19,1
511,11,0,2
511,11,1,6
511,11,2,4
511,11,3,1
511,11,4,6
511,11,5,4
511,11,6,9
511,11,7,8
511,11,8,4
511,11,9,9
511,11,10,5
511,11,11,4
511,11,12,5
511,11,13,9
511,11,14,6
511,11,15,8
511,11,16,6
511,11,17,6
511,11,18,2
511,11,19,3
511,12,0,3
511,12,1,3
511,12,2,3
511,12,3,5
511,12,4,5
511,12,5,4
511,12,6,5
511,12,7,4
511,12,8,2
511,12,9,6
511,12,10,4
511,12,11,1
511,12,12,8
511,12,13,3
511,12,14,3
511,12,15,2
511,12,16,2
511,12,17,8
511,12,18,4
511,12,19,2
511,13,0,1
511,13,1,4
511,13,2,2
511,13,3,7
511,13,4,4
511,13,5,4
511,13,6,2
511,13,7,6
511,13,8,2
511,13,9,2
511,13,10,3
511,13,12,3
511,13,13,1
511,13,15,1
511,13,16,4
511,13,18,1
511,13,19,3
511,14,1,4
511,14,2,5
511,14,3,1
511,14,4,2
511,14,5,3
511,14,8,3
511,14,9,1
511,14,10,2
511,14,11,1
511,14,12,3
511,14,13,2
511,14,14,3
511,14,15,1
511,14,16,3
511,14,17,2
511,14,18,3
511,14,19,1
511,15,0,2
511,15,2,2
511,15,3,3
511,15,4,1
511,15,5,1
511,15,6,2
511,15,10,1
511,15,12,1
511,15,14,3
511,15,15,1
511,15,16,3
511,15,17,2
511,15,18,1
511,15,19,1
511,16,1,1
511,16,2,1
511,16,11,1
511,16,17,2
511,16,19,1
511,17,0,1
511,17,2,1
511,17,5,1
511,17,7,1
511,17,9,1
511,17,18,1
511,17,19,1
511,18,1,1
511,18,3,1
511,18,17,1
511,19,5,1
770,0,0,1
770,0,1,11
770,0,2,2
770,0,3,6
770,0,4,7
770,0,5,1
770,0,6,10
770,0,7,12
770,0,8,15
770,0,9,12
770,0,10,9
770,0,11,6
770,0,12,6
770,0,13,11
770,0,14,1
770,0,15,3
770,0,16,1
770,0,17,2
770,0,18,1
770,0,19,1
770,1,0,2
770,1,1,7
770,1,2,8
770,1,3,9
770,1,4,5
770,1,5,13
770,1,6,18
770,1,7,10
770,1,8,25
770,1,9,11
770,1,10,31
770,1,11,16
770,1,12,9
770,1,13,5
770,1,14,8
770,1,16,2
770,1,17,3
770,1,18,2
770,1,19,2
770,2,0,7
770,2,1,8
770,2,2,17
770,2,3,20
770,2,4,15
770,2,5,15
770,2,6,23
770,2,7,22
770,2,8,21
770,2,9,13
770,2,10,21
770,2,11,14
770,2,12,4
770,2,13,4
770,2,14,2
770,2,15,6
770,2,16,2
770,2,18,7
770,2,19,2
770,3,0,4
770,3,1,11
770,3,2,12
770,3,3,13
770,3,4,15
770,3,5,16
770,3,6,11
770,3,7,20
770,3,8,18
770,3,9,6
770,3,10,9
770,3,11,4
770,3,12,4
770,3,13,3
770,3,14,4
770,3,15,1
770,3,16,1
770,3,17,4
770,3,18,1
770,4,0,5
770,4,1,13
770,4,2,10
770,4,3,19
770,4,4,16
770,4,5,34
770,4,6,41
770,4,7,39
770,4,8,22
770,4,9,12
770,4,10,10
770,4,11,12
770,4,12,9
770,4,13,10
770,4,14,6
770,4,15,1
770,4,16,1
770,4,17,1
770,5,0,7
770,5,1,15
770,5,2,21
770,5,3,14
770,5,4,37
770,5,5,51
770,5,6,54
770,5,7,42
770,5,8,29
770,5,9,26
770,5,10,18
770,5,11,9
770,5,12,10
770,5,13,6
770,5,14,2
770,5,15,5
770,5,16,2
770,5,17,1
770,5,18,3
770,6,0,7
770,6,1,15
770,6,2,18
770,6,3,24
770,6,4,26
770,6,5,44
770,6,6,42
770,6,7,52
770,6,8,32
770,6,9,36
770,6,10,17
770,6,11,20
770,6,12,9
770,6,13,6
770,6,14,3
770,6,15,3
770,6,17,1
770,6,18,1
770,7,0,15
770,7,1,17
770,7,2,21
770,7,3,14
770,7,4,28
770,7,5,41
770,7,6,80
770,7,7,57
770,7,8,35
770,7,9,25
770,7,10,13
770,7,11,18
770,7,12,15
770,7,13,15
770,7,14,6
770,7,15,1
770,7,16,1
770,7,19,2
770,8,0,8
770,8,1,12
770,8,2,7
770,8,3,19
770,8,4,34
770,8,5,60
770,8,6,82
770,8,7,57
770,8,8,31
770,8,9,23
770,8,10,19
770,8,11,9
770,8,12,9
770,8,13,9
770,8,14,3
770,8,15,1
770,8,17,1
770,8,18,1
770,8,19,1
770,9,0,2
770,9,1,12
770,9,2,11
770,9,3,11
770,9,4,18
770,9,5,35
770,9,6,66
770,9,7,26
770,9,8,49
770,9,9,20
770,9,10,14
770,9,11,11
770,9,12,4
770,9,13,3
770,9,14,3
770,9,15,1
770,9,16,1
770,9,18,2
770,10,0,4
770,10,1,8
770,10,2,8
770,10,3,19
770,10,4,24
770,10,5,27
770,10,6,73
770,10,7,37
770,10,8,35
770,10,9,22
770,10,10,7
770,10,11,5
770,10,12,1
770,10,13,5
770,10,14,1
770,10,15,3
770,10,16,1
770,10,19,2
770,11,0,5
770,11,1,14
770,11,2,11
770,11,3,20
770,11,4,12
770,11,5,38
770,11,6,58
770,11,7,34
770,11,8,20
770,11,9,9
770,11,10,6
770,11,11,6
770,11,12,1
770,11,13,1
770,11,17,1
770,12,0,2
770,12,1,14
770,12,2,6
770,12,3,3
770,12,4,9
770,12,5,22
770,12,6,28
770,12,7,14
770,12,8,20
770,12,9,4
770,12,10,7
770,12,11,4
770,12,12,2
770,12,13,1
770,12,14,1
770,13,0,1
770,13,1,3
770,13,2,9
770,13,3,4
770,13,4,6
770,13,5,8
770,13,6,12
770,13,7,9
770,13,8,8
770,13,9,4
770,13,10,1
770,13,11,5
770,13,12,2
770,13,14,1
770,13,17,1
770,14,0,2
770,14,2,1
770,14,3,1
770,14,4,1
770,14,5,4
770,14,6,6
770,14,7,6
770,14,8,3
770,14,10,1
770,14,11,2
770,14,12,1
770,15,1,2
770,15,4,2
770,15,6,1
770,15,7,1
770,15,8,1
770,15,11,2
770,15,12,1
770,15,13,1
770,16,7,1
770,16,9,1
770,16,12,2
770,16,13,1
770,16,14,1
770,16,19,1
770,17,7,3
770,17,9,8
770,17,10,5
770,17,11,2
770,17,12,1
770,18,3,1
770,18,8,1
770,18,9,10
770,18,10,8
770,18,13,1
770,19,0,1
770,19,3,1
770,19,8,1
770,19,9,1
770,19,10,1
770,19,11,4
770,19,13,2
1749,0,4,2
1749,0,5,1
1749,0,7,2
1749,0,11,1
1749,0,16,2
1749,0,18,1
1749,1,7,1
1749,1,8,2
1749,1,10,1
1749,1,11,2
1749,1,13,2
1749,1,14,2
1749,1,15,1
1749,1,17,2
1749,1,18,1
1749,1,19,1
1749,2,1,2
1749,2,2,2
1749,2,3,1
1749,2,4,1
1749,2,5,3
1749,2,8,1
1749,2,10,1
1749,2,13,1
1749,2,14,2
1749,2,15,2
1749,2,16,1
1749,2,17,2
1749,2,18,4
1749,2,19,1
1749,3,1,2
1749,3,3,1
1749,3,8,2
1749,3,9,2
1749,3,10,1
1749,3,12,1
1749,3,15,1
1749,3,17,5
1749,3,18,2
1749,3,19,4
1749,4,1,5
1749,4,2,1
