Player,OffScore_mean,MidScore_mean,DefScore_mean,Min,90s
Angel Gomes,274.0658349555755,534.7359613356875,,8004,89.0
Angeliño,,,275.8353017135427,13299,147.8
Angelo Fulgini,327.36555318015127,,,14201,157.7
Angelo Ndrecka,,,363.1746031746032,90,1.0
Angelo Ogbonna,,,372.0135879028363,12825,142.5
Angelo Stiller,,505.13069546198403,,9086,100.9
Anis Ben Slimane,,224.08510638297875,,419,4.7
Anrie Chase,,,384.4798989343277,734,8.2
Ansgar Knauff,396.973605667086,,311.85958013025675,6687,74.2
Ansou Sow,,48.0,,6,0.1
Ansu Fati,484.99436871854186,,,4417,49.1
Antal Yaakobishvili,,,544.4897959183673,61,0.7
Ante Budimir,390.1548140380471,,,16125,179.2
Ante Palaversa,231.57894736842104,480.0,,40,0.4
Ante Rebić,396.23364602549844,,,9649,107.3
Ante Ćorić,117.03703703703704,,,24,0.3
Anthony Bermont,,,301.3333333333333,48,0.5
Anthony Briançon,,,479.26620067702214,5886,65.4
Anthony Caci,,,358.4011765165692,15694,174.3
Anthony Elanga,284.76628413576714,,,7413,82.3
Anthony Gonçalves,294.4757083704118,,,2815,31.3
Anthony Gordon,294.4892431869087,,,10405,115.6
Anthony Jung,,,363.5995953583739,7392,82.2
Anthony Khelifa,,,83.80952380952381,10,0.1
Anthony Knockaert,279.00039900925265,,,4258,47.3
Anthony Limbombe,349.6471095331889,,,1388,15.399999999999999
Anthony Losilla,,235.3119447563847,,9368,104.0
Anthony Lozano,235.54814545758296,,,6703,74.4
Anthony Martial,399.7755923022995,,,9435,104.9
Anthony Modeste,293.8332767182716,,,5071,56.4
Anthony Oyono,,,340.1626874203051,1198,13.3
Anthony Rouault,,,415.70456678586186,7363,81.8
Anthony Ujah,327.7099483913143,,,1924,21.4
Anthony Walongwa,,,349.3810283283967,180,2.0
Anto Grgić,,93.33333333333331,,7,0.1
Antoine Bernede,,344.46396984196025,,1856,20.6
Antoine Griezmann,453.7402699361295,,,21471,238.5
Antoine Hainaut,,,353.1842723044609,1206,13.4
Antoine Joujou,214.44354034717338,,,1722,19.2
Antoine Makoumbou,,234.22222222222223,291.0585571928123,4852,53.9
Antoine Mendy,,,404.81838078637355,2992,33.3
Antoine Semenyo,366.7622121028669,,,7005,77.9
Antoine Valerio,,208.0,291.6062801932367,157,1.8
Anton Kade,127.58767951625094,,241.76206281469436,746,8.3
Anton Stach,366.2966254695263,448.7013109153724,,10188,113.2
Antonee Robinson,,,411.9739291334662,11836,131.5
Antoni Milambo,,190.66666666666669,,45,0.5
Antonin Bobichon,312.85106197493184,286.942119944212,,3949,43.8
Antonin Cartillier,,,220.95238095238096,8,0.1
Antonino Barillà,,309.62651409909574,,4306,47.900000000000006
Antonino Gallo,,,296.9017044982074,8795,97.7
Antonino La Gumina,141.69681666701814,,,1617,18.0
Antonino Ragusa,228.9214729370009,,,825,9.2
Antonio Barragán,,,311.7241024464048,7203,80.0
Antonio Barreca,,,173.55454911624022,2246,24.999999999999996
Antonio Blanco,,258.53250825082506,504.07407407407425,6857,76.2
Antonio Candela,,,285.7033342969098,1914,21.299999999999997
Antonio Candreva,377.2030058006724,,224.21544056218977,16132,179.3
Antonio Caracciolo,,,488.05958631288576,4287,47.6
Antonio Cioffi,150.00000000000003,,,12,0.1
Antonio Cortés,409.60279667422526,,,181,2.0
Antonio Di Gaudio,148.5404674690389,,,699,7.8
Antonio Iervolino,80.0,,,5,0.1
Antonio Luna,,,354.5597008394001,3279,36.5
Antonio Mance,15.873015873015875,,,50,0.6
Antonio Mazzotta,,,150.4954304954305,56,0.6
Antonio Nusa,280.5497518785693,,,2394,26.6
Antonio Palumbo,0.0,,,7,0.1
Antonio Puertas,252.95412189814047,,,7724,85.8
Antonio Raillo,,,394.1122451140415,14003,155.5
Antonio Raimondo,90.44557823129253,,,183,2.0
Antonio Rukavina,,,365.4597486624362,1272,14.1
Antonio Rüdiger,,,324.05404903677794,19596,217.70000000000002
Antonio Sanabria,327.5308758307541,,,13875,154.1
Antonio Sánchez,68.56180099158306,253.31320154055078,,6066,67.5
Antonio Vacca,,,462.1378858593302,1064,11.8
Antonio Valencia,,,347.5507256670691,3206,35.6
Antonio Vergara,0.0,,,7,0.1
Antonios Papadopoulos,,,388.4523273996958,147,1.6
Antonis Aidonis,,,326.1088748808047,80,0.9
Antoniu,179.93955125910014,,,1108,12.4
Antony,395.81325970379027,,298.76091744512803,5625,62.5
Antony Evans,215.3186274509804,,,156,1.7
Antonín Barák,276.1485073568407,392.33518918984083,,12396,137.8
Antoñito,,,288.46878346657536,2892,32.1
Antwoine Hackford,0.0,,34.63203463203463,24,0.2
Anuar,,248.047917140906,,3200,35.5
Anwar El Ghazi,337.91912608343677,,,5765,64.0
Aníbal Chalá,,,306.5962093989995,744,8.3
Ao Tanaka,,328.169014084507,,638,7.1
Arber Zeneli,410.9529285402301,48.0,,3514,39.0
Archie Gray,,226.66666666666669,346.64061864061864,2104,23.4
Arda Güler,552.2618218436804,,,2765,30.7
Ardian Ismajli,,,434.9308987911395,9901,110.0
Ardon Jashari,,163.33333333333334,,17,0.2
Arial Mendy,,,261.99073441178706,1015,11.3
Aridane Hernández,,,393.5842964645622,10303,114.5
Ariday Cabrera,106.8,,,37,0.4
Arijon Ibrahimović,289.0484428783714,,,1591,17.799999999999997
Aristide Zossou,121.66666666666669,,,16,0.2
Aristóteles Romero,,376.0,,86,1.0
Aritz Aduriz,326.4887984184315,,,3303,36.699999999999996
Aritz Arambarri,,,285.1050353155616,203,2.3
Aritz Elustondo,,,382.18875266264786,13404,148.8
Arjen Robben,570.8327997210774,,,2074,23.0
Arkadiusz Milik,449.62691928306674,,,9861,109.5
Arkadiusz Pyrka,,,348.39745411639063,870,9.7
Arkadiusz Reca,,,322.8312190752697,8235,91.4
Arkaitz Mariezkurrena,497.5751938635537,,,241,2.7
Arlind Ajeti,,,560.0560610638997,1271,14.1
Armand Lauriente,390.3303060171222,,,10336,114.9
Armando Broja,199.27969407955743,,,3470,38.6
Armando Izzo,,,453.0134323434458,16425,182.4
Armando Sadiku,63.80385487528345,,,267,3.0
Armel Bella Kotchap,,,471.3808775932129,4663,51.8
Armin Gigovic,,338.71721958925747,,1895,21.1
Armindo Sieb,410.6431800790491,,,1101,12.3
Arnau Martinez,,,355.1299966525436,7609,84.6
Arnau Puigmal,138.37786567007754,,,1018,11.3
Arnau Solà,,,151.11111111111111,13,0.1
Arnaud Kalimuendo,304.9347721376735,,,10101,112.2
Arnaud Lusamba,,452.97145769622836,,1144,12.700000000000001
Arnaud Nordin,321.2144554932438,,263.3159108597705,10963,121.9
Arnaud Souquet,,,397.38252458524295,8350,92.69999999999999
Arnaut Danjuma,370.09357502168865,,,5951,66.1
Arne Engels,174.49691358024694,462.0389957264957,,2924,32.5
Arne Maier,296.4162779037397,409.5886303248066,,10651,118.2
Arnold Bouka Moutou,,,392.2198675582135,402,4.4
Arnór Sigurðsson,95.67687074829932,,,183,2.0
Aron Dønnum,292.4397897468418,,260.43548112198,5454,60.599999999999994
Aron Gunnarsson,,270.62433862433863,,2266,25.2
Aron Jóhannsson,486.03835125448023,,,276,3.1
Arona Sané,68.3515873015873,,,65,0.7
Arouna Sangante,,,418.4269214615181,5245,58.3
Arsen Zakharyan,326.21300964830374,,,1590,17.6
Arsène Kouassi,,,222.30619695938623,1362,15.1
Artem Dovbyk,563.5453240640791,,,5332,59.199999999999996
Arthur,,,265.67459564013444,1513,16.8
Arthur Atta,235.45516512457863,505.4368932038835,,3279,36.5
Arthur Avom,,443.49881796690306,,1268,14.1
Arthur Cabral,397.8151867442101,,,2181,24.200000000000003
Arthur Chaves,,,493.4659006913717,2425,27.0
Arthur Masuaku,,,384.6911679551613,6348,70.5
Arthur Melo,,390.36348737529585,,7658,85.2
Arthur Theate,,,385.9539075412705,11811,131.1
Arthur Vermeeren,,350.5521896391953,,2266,25.200000000000003
Arthur Zagre,50.0,,330.1001421302173,147,1.7
Artur Ioniță,,262.5491757262689,,10369,115.30000000000001
Arturo Calabresi,,,292.5437434747384,3830,42.599999999999994
Arturo Rodríguez,47.61904761904761,,,21,0.2
Arturo Vidal,,529.4101724422917,,6935,77.0
Arvid Brorsson,,,497.20133667502085,362,4.0
Asaf Arania,0.0,,,6,0.1
Asher Agbinone,199.99999999999997,,,6,0.1
Ashley Barnes,240.89234452987523,,,8052,89.5
Ashley Fletcher,269.8412698412698,,,30,0.3
Ashley Westwood,,460.6124213468227,,12782,142.0
Ashley Williams,,,499.30721039080174,1834,20.4
Ashley Young,,,295.5315300890636,16017,177.8
Asier Illarramendi,,325.75711810832826,,6987,77.6
Asier Osambela,0.0,,374.7981063770537,222,2.5
Asier Villalibre,315.5639453151357,,,3611,40.199999999999996
Assan Ceesay,239.33310770410975,,,1812,20.1
Assan Ouedraogo,356.3220086304103,,,600,6.699999999999999
Assane Diao,318.264226899326,,,2891,32.1
Assane Dioussé,,270.09694501976384,,3441,38.2
Assil Jaziri,433.673469387755,,,37,0.4
Aster Vranckx,,217.98429916312546,324.57807386629264,3605,40.1
Atakan Karazor,,301.69705498333985,482.5379390505248,10866,120.7
Attila Szalai,,,429.5510556694767,391,4.300000000000001
Augustine Boakye,368.8114694437446,,,733,8.1
Augusto Fernández,,183.9159891598916,,476,5.3
Augusto Solari,289.6472889179113,564.1379310344828,,1462,16.2
Augustus Kargbo,0.0,,,32,0.4
Aurele Amenda,,,488.17970853058563,342,3.8000000000000003
Aurélien Chedjou,,,430.3709044300248,1971,21.9
Aurélien Nguiamba,,231.11111111111111,,51,0.6
Aurélien Pelon,,,354.6204906204906,90,1.0
Aurélien Scheidler,241.9590643274854,,,342,3.8
Aurélien Tchouaméni,,347.3433197507738,390.3168842494458,15971,177.3
Aurélio Buta,,,324.82788221829503,5176,57.5
Auston Trusty,,,427.4542044876973,2572,28.6
Awer Mabil,116.17623456790125,,,165,1.8
Axel Camblan,169.9066515495087,,,196,2.2
Axel Disasi,,,360.66219242647185,14084,156.4
Axel Gueguin,11.337868480725623,,453.6816789448369,179,2.1
Axel Guessand,,,368.7815498341814,124,1.4
Axel Tapé,,,224.4394319131161,357,4.0
Axel Tuanzebe,,,365.26247313781937,3528,39.099999999999994
Axel Witsel,,297.10560453903656,379.0862933973265,15232,169.3
Ayanda Sishuba,319.8412698412698,,,62,0.7
Ayden Heaven,,,459.51882630552984,493,5.5
Ayman Aiki,117.70019436345966,,,127,1.4
Ayman Azhil,,112.0,,24,0.3
Ayman Kari,211.3149671316338,352.7272727272727,,989,11.0
Aymen Abdennour,,,306.463127515759,499,5.5
Aymen Barkok,236.30369084786184,249.6198830409357,,3018,33.7
Aymeric Laporte,,,345.38976555703687,12706,141.1
Ayoub Amraoui,,,281.2769296979823,294,3.3
Ayoze Pérez,438.21062854769514,,,15622,173.6
Aythami Artiles,,,456.3709273182957,184,2.0
Ayumu Seko,,187.00877192982455,,1365,15.2
Ayyoub Bouaddi,,302.2675623993559,,2320,25.8
Azor Matusiwa,,334.237808561198,,9204,102.30000000000001
Azzedine Ounahi,478.104851374679,423.20586826457026,,4872,54.0
Aïman Maurer,196.35101095993954,,,557,6.199999999999999
Aïssa Laïdouni,,394.0223512085247,,1942,21.6
Aïssa Mandi,,,376.256173523668,17829,198.20000000000002
Baba Rahman,,,402.754775481452,1268,14.1
Babacar Guèye,126.22675736961452,,,110,1.2
Babatunde Akinsola,47.61904761904761,,,11,0.1
Bacary Sagna,,,347.71393893538874,957,10.6
Badou Ndiaye,,304.55026455026456,,1138,12.6
Badredine Bouanani,284.1571335269297,,,2975,33.0
Bafodé Diakité,,,369.60494742747636,10329,114.7
Bahereba Guirassy,313.28514745521545,,,1042,11.6
Bahmed Deuff,,215.36,,222,2.5
Baila Diallo,,,153.96248196248197,89,1.0
Baissama Sankoh,,176.1398635477583,,2191,24.3
Bakary Koné,,,340.22933910755654,2462,27.4
Bakary Sako,218.00017701000732,,,663,7.3
Bakaye Dibassy,,,410.58763829649024,7588,84.4
Bakery Jatta,183.45083573833574,,,422,4.699999999999999
Bali Mumba,,,344.8658008658008,45,0.5
Balthazar Pierret,,212.3211169284468,424.0740740740741,1750,19.400000000000002
Bamba Dieng,414.7853155446029,,,3189,35.400000000000006
Bambasé Conté,295.55555555555554,,,48,0.5
Bambo Diaby,,,325.079365079365,49,0.5
Bamo Meïté,,,364.934102621728,3585,39.8
Bandiougou Fadiga,73.46938775510205,388.0,,106,1.2
Baptiste Gabard,,198.66666666666663,,133,1.5
Baptiste Guillaume,277.7769933814634,,,1641,18.2
Baptiste Mouazan,,142.30303030303028,,96,1.1
Baptiste Santamaria,,301.9318496212141,458.33333333333337,19175,213.0
Barbero,34.013605442176875,,,21,0.2
Barcia,,,383.46138072453857,165,1.8
Barri,,107.07692307692308,,113,1.3
Bartol Franjić,,326.2841849148419,,1456,16.2
Bartosz Bereszyński,,,367.4499240537268,15761,175.10000000000002
Bartosz Białek,345.02059712773996,,,448,5.0
Bartosz Kapustka,229.20440141868716,,,235,2.6
Bartosz Salamon,,,468.54295660736096,3794,42.199999999999996
Bas Dost,450.1155693254997,,,2292,25.5
Bassem Srarfi,196.1720030702428,,,1820,20.299999999999997
Bassirou Ndiaye,62.4249699879952,,,152,1.7
Bastian Badu,238.09523809523807,,,9,0.1
Bastian Oczipka,,,320.07430834139456,10064,111.9
Bastien Meupiyou,,,293.3333333333333,8,0.1
Bastos,,,382.4313261038562,3374,37.5
Batista Mendy,,188.49229674040114,355.5842165981686,6314,70.1
Bazoumana Touré,331.9442036073689,,,1692,18.8
Bebé,309.56268665448005,,,2868,32.0
Becir Omeragic,,,401.41858342353936,4111,45.7
Ben Bobzien,95.23809523809524,,,9,0.1
Ben Brereton,227.0537273626704,,,1824,20.3
Ben Chilwell,,,321.14932433456914,13489,149.9
Ben Cremaschi,,,581.1111111111111,15,0.2
Ben Davies,,,377.2803641847143,14224,158.1
Ben Gannon-Doak,139.43839758125475,,,97,1.1
Ben Gibson,,,350.0302775317025,2556,28.4
Ben Godfrey,,,351.5510454596243,9462,105.1
Ben Hamed Touré,27.734102336586812,,,209,2.3
Ben Johnson,,,335.40631199501513,5016,55.6
Ben Lhassine Kone,,266.11111111111114,,132,1.5
Ben Mee,,,429.9406248961405,18166,201.7
Ben Old,166.25510204081633,,,528,5.9
Ben Osborn,134.6990351225641,,236.4897490936272,3565,39.6
Ben Parkinson,0.0,,,25,0.3
Ben Pearson,,,297.6479468599034,286,3.2
Ben Viadere,169.99999999999997,,,5,0.1
Ben Watson,,216.6013071895425,,456,5.1
Ben White,,,355.6592105785747,13592,151.0
Ben Wilmot,,,314.9713931292879,227,2.5
Ben Winterburn,,142.22222222222223,112.22222222222224,31,0.4
Ben Woodburn,0.0,,,7,0.1
Ben Zolinski,270.2612278742342,,,1210,13.4
Bence Dárdai,,287.55862068965513,574.7222222222223,1339,14.9
Benedict Hollerbach,266.4284903714807,,,4515,50.1
Benedikt Gimber,,,398.70429488207265,5280,58.7
Benedikt Höwedes,,,427.2953989913054,247,2.7
Benedikt Pichler,288.2060929097053,,,785,8.7
Beni Baningime,,167.57575757575756,,198,2.2
Benicio Boaitey,186.13945578231292,,,40,0.4
Benik Afobe,106.65666266506602,,,611,6.8
Benito Raman,336.73215806000536,,,4528,50.3
Benito Ramírez,190.13447239360863,,271.7321605901546,1028,11.399999999999999
Benjamin André,,347.8964754432679,,22534,250.5
Benjamin Bouchouari,,338.5786802030457,,1772,19.7
Benjamin Bourigeaud,445.03578315910744,486.3299212459698,,18745,208.3
Benjamin Corgnet,205.28636075545592,,,2308,25.7
Benjamin Goller,93.92687074829932,,,288,3.2
Benjamin Hadžić,238.09523809523807,,,25,0.3
Benjamin Henrichs,,,396.27488375739125,11377,126.5
Benjamin Hübner,,,464.7373521080568,5573,61.9
Benjamin Jeannot,190.40483567146055,,,3010,33.5
Benjamin Mendy,,,246.57740920544984,4497,50.0
Benjamin Nivet,294.25889724310775,,,1369,15.2
Benjamin Pavard,,,405.2751535680864,19196,213.3
Benjamin Stambouli,,454.16666666666674,466.37505829840956,7553,83.9
Benjamin Tahirovic,,232.4786324786325,,355,3.9
Benjamin Tetteh,82.17281105990783,,,278,3.1
Benjamin Šeško,429.9543224640436,,,4621,51.3
Benjamín Domínguez,230.52046139269478,,,1522,16.9
Bennit Bröger,0.0,,,11,0.1
Benno Schmitz,,,309.96897213634725,7652,85.0
Benoît Assou-Ekotto,,,424.5231311897978,1051,11.7
Benoît Badiashile,,,405.9750181843223,11453,127.3
Benson Manuel,145.10149572649573,,,116,1.3
Beram Kayal,,280.7068273092369,430.9573578595318,1685,18.700000000000003
Berat Djimsiti,,,408.54321149616317,20548,228.4
Beres Owusu,,,386.5512265512265,90,1.0
Berkan Kutlu,189.76035353535352,,,199,2.2
Berkay Özcan,242.37727370227373,82.22222222222223,,1053,11.7
Bernard,281.1371848661773,,,3851,42.8
Bernard Nguene,15.968658892128282,,,141,1.5
Bernard Tekpetey,191.02380952380955,,,448,5.0
Bernardo,,,446.5102835343142,9924,110.3
Bernardo Espinosa,,,397.708066772173,9079,100.9
Bernardo Silva,389.15411891520347,461.6272965879265,,19934,221.4
Bersant Celina,,590.8496732026146,,2298,25.5
Bertrand Traoré,326.27481873323643,,491.7748917748917,9611,106.7
Bertuğ Yıldırım,175.80954319049556,,,1552,17.2
Beto,320.61257403010285,,,7572,84.1
Bevic Moussiti-Oko,188.54039963563775,,,698,7.8
Beñat Etxebarria,,494.6762803599801,,3545,39.4
Beñat Prados,,305.6240507685989,,3249,36.1
Beñat Turrientes,200.77838164251207,246.54887859347062,,3223,35.8
Biagio Meccariello,,,422.3971693940734,768,8.5
Bilal Benkhedim,67.85714285714286,488.00000000000006,,205,2.3
Bilal Boutobba,200.27036352117258,,,963,10.8
Bilal Brahimi,236.6426957352361,,,1824,20.3
Bilal El Khannouss,373.7984021570061,,,3130,34.7
Bilal Nadir,380.38924418604654,355.3846153846154,,858,9.6
Billy Gilmour,,373.8743293319856,,6625,73.7
Billy Ketkeophomphone,141.67517006802717,,,437,4.9
Billy Sharp,313.47702988498577,,,1786,19.9
Birama Touré,,159.6119929453263,415.9493485580443,3700,41.099999999999994
Birger Meling,,,375.00047261508297,5382,59.8
Birger Verstraete,,420.6306306306306,,665,7.4
Birk Risa,166.2728647014361,,,81,0.9
Birkir Bjarnason,,333.22846441947564,,798,8.9
Bjarki Bjarkason,,,260.8001485194468,165,1.8
Björn Engels,,,396.3979097742359,4417,49.1
Blaise Matuidi,,279.46218104537866,,7037,78.3
Blendi Idrizi,,,350.5128205128205,238,2.6
Blerim Džemaili,,433.5949420648281,,3641,40.5
Bobby Adekanye,363.8221934276356,,,224,2.5
Bobby Clark,88.43333333333334,,,97,1.1
Bobby De Cordova-Reid,252.9314923217675,,,8438,93.8
Bobby Wood,228.02973721745462,,,2791,31.0
Bojan Krkić,113.10960826507473,,,512,5.7
Bojan Miovski,108.10032065518074,,,913,10.2
Bongani Zungu,,208.77867534764087,,3306,36.8
Bonke Innocent,,210.09412819363516,471.8018217354428,2266,25.099999999999998
Borja Bastón,193.08653648343466,,,2442,27.1
Borja Fernández,,,431.2653888109709,841,9.3
Borja Garcés,666.6666666666669,,,20,0.2
Borja García,268.35335068646964,388.4165012029263,,7223,80.2
Borja Herrera,,,342.3051455799993,241,2.7
Borja Iglesias,374.6946644927517,,,13885,154.4
Borja Lasso,,442.22222222222223,,53,0.6
Borja Mayoral,329.2189647119174,,,13887,154.4
Borja Sainz,225.50163559941518,,,1026,11.4
Borja Sánchez Laborde,,76.66666666666666,,14,0.2
Borja Valero,,396.11846730812897,,5217,58.0
Borja Valle,599.2155034853447,,,486,5.4
Borna Barišić,,,34.63203463203463,9,0.1
Borna Sosa,224.88435374149665,,287.7999667694416,8365,92.9
Bosko Sutalo,,,357.97973230377767,1433,15.899999999999999
Botond Balogh,,,520.6444873480884,2218,24.6
Boubacar Kamara,,339.22563038934106,385.451721795636,16990,189.0
Boubacar Traoré,,290.2228866393269,306.9096474864878,3916,43.6
Boubakar Kouyaté,,,557.8329006984538,8569,95.2
Boubakary Soumaré,,289.5743916401857,,11395,126.6
Boukary Dramé,,,331.5992460490068,95,1.1
Boulaye Dia,346.9937485031774,,,13397,148.9
Bouna Sarr,,,398.96313624756357,6893,76.5
Boštjan Cesar,,,365.5476524561943,1629,18.1
Bradley Barcola,430.2327557671966,,,6309,70.0
Bradley Burrowes,,,214.54545454545453,17,0.2
Bradley Locko,,344.83333333333337,355.14635068318887,6326,70.3
Brahim Díaz,369.0053266070201,,,8753,97.2
Braian Cufré,,,222.6900584795322,220,2.4
Brais Méndez,309.34541195784993,588.888888888889,,17819,197.9
Brajan Gruda,432.1012246373184,,,2804,31.099999999999998
Bram Nuytinck,,,462.8046936450085,12271,136.2
Branco van den Boomen,,753.5410176531672,,2888,32.1
Brandon,241.80498866213148,,,763,8.5
Brandon Aguilera,0.0,,,5,0.1
Brandon Baiye,,363.3333333333333,,51,0.6
Brandon Borrello,103.72205387205386,,,298,3.3
Brandon Domingues,382.4012820512819,,,231,2.6
Brandon Pierrick,304.1666666666667,,,15,0.2
Brandon Soppy,,,270.81598385245445,2247,24.9
Brandon Williams,,,317.3818087052444,3314,36.9
Branimir Hrgota,162.22515852668423,,,2978,33.199999999999996
Branislav Ivanović,,,338.91866922207475,767,8.5
Brau,,,207.6382876382877,31,0.3
Brayan Vera,,,231.67901929511837,155,1.7
Brayann Pereira,,,389.0050884787727,195,2.2
Braydon Manu,181.90160818713449,,,171,1.9
Brecht Dejaegere,247.02944207533756,,,1809,20.1
Breel Embolo,405.19066671572887,,,12158,135.1
Brendan Chardonnet,,,467.06298636158454,15298,169.9
Brenden Aaronson,260.2058625853419,,,4550,50.599999999999994
Brennan Johnson,303.89007013628805,,,8037,89.3
Brenner,276.0331364587179,,,575,6.4
Brian Bayeye,,,388.1035923141186,64,0.7
Brian Behrendt,,,95.66137566137566,79,0.9
Brian Brobbey,352.8924372218023,,,534,6.0
Brian Fernández,230.04664723032073,,,128,1.4
Brian Madjo,74.93717486994797,,,157,1.7
Brian Ocampo,252.5269905273938,,,1367,15.2
Brian Oddei,340.4761904761905,,,53,0.6
Brian Oliván,,,267.1596536501152,5609,62.3
Bridge Ndilu,247.14285714285717,,,42,0.5
Bright Gyamfi,,,316.858813700919,326,3.6
Brighton Labeau,31.74603174603175,,,23,0.3
Brooke Norton-Cuffy,,,265.69927343611556,2068,23.0
Brown Ideye,147.96268768138256,,,733,8.1
Brugui,152.2825396825397,,,896,10.0
Bruma,375.08505230434207,,,2164,24.0
Bruno,,,322.6833286921006,3147,35.0
Bruno Alves,,,376.62967693004845,7225,80.3
Bruno Amione,,,358.5743275232084,2723,30.200000000000003
Bruno Ecuele Manga,,,439.79909890165527,9316,103.5
Bruno Fernandes,596.9292618787555,811.0975609756097,,18323,203.5
Bruno Gama,116.50811093668236,,,115,1.3
Bruno Gaspar,,,291.50577593408804,781,8.7
Bruno González,,,338.9157692811517,6140,68.2
Bruno Guimarães,,536.9437801324763,,15340,170.5
Bruno Jordão,190.47619047619045,262.0,,95,1.1
Bruno Langa,,,332.7219146768018,820,9.1
Bruno Martella,,,347.4201770397843,3886,43.2
Bruno Martins Indi,,,394.3704232033752,1243,13.8
Bruno Méndez,,,417.9575063785589,1333,14.8
Bruno Peres,,,309.89875295106725,3638,40.4
Bruno Petković,171.98231004113356,,,1251,13.899999999999999
Bruno Soriano,,177.01149425287358,,263,2.9
