PlayerId,BX,BY,C
88,0,7,1
88,0,9,1
88,0,10,4
88,0,11,5
88,0,12,1
88,0,14,2
88,1,7,1
88,1,8,1
88,1,9,1
88,1,11,2
88,1,13,2
88,1,15,1
88,2,3,1
88,2,7,1
88,2,10,1
88,2,11,4
88,2,12,4
88,2,14,1
88,2,16,1
88,3,2,1
88,3,7,1
88,3,9,1
88,3,10,4
88,3,11,1
88,4,7,2
88,4,11,1
88,4,13,1
88,5,2,1
88,5,13,1
88,5,15,1
88,6,15,1
176,1,2,1
176,1,3,1
176,1,7,1
176,1,8,1
176,1,14,1
176,2,6,1
176,2,7,1
176,2,9,2
176,2,11,1
176,2,12,1
176,2,14,1
176,3,10,1
176,3,11,1
176,3,12,1
176,3,16,1
176,4,3,3
176,4,5,1
176,4,6,1
176,4,9,1
176,4,14,3
176,5,2,1
176,5,6,2
176,5,8,2
176,5,9,2
176,5,10,1
176,5,11,1
176,5,13,1
176,5,14,2
176,5,15,2
176,6,4,1
176,6,5,1
176,6,6,1
176,6,8,3
176,6,9,2
176,6,11,1
176,6,12,2
176,6,13,7
176,6,14,2
176,6,15,3
176,6,17,1
176,7,3,1
176,7,4,1
176,7,6,3
176,7,7,2
176,7,8,3
176,7,9,1
176,7,10,1
176,7,11,2
176,7,14,1
176,7,15,2
176,7,16,1
176,7,17,1
176,7,19,1
176,8,2,2
176,8,4,2
176,8,5,4
176,8,6,2
176,8,8,1
176,8,9,1
176,8,11,2
176,8,12,4
176,8,13,2
176,8,14,1
176,8,15,1
176,8,16,2
176,8,17,3
176,9,6,2
176,9,8,1
176,9,10,1
176,9,11,3
176,9,12,2
176,9,14,2
176,9,15,1
176,9,17,3
176,10,1,1
176,10,2,1
176,10,3,1
176,10,6,1
176,10,7,1
176,10,8,1
176,10,9,2
176,10,10,2
176,10,12,2
176,10,13,2
176,10,14,1
176,10,15,2
176,11,6,2
176,11,7,1
176,11,9,3
176,11,11,1
176,11,13,3
176,11,14,1
176,11,15,2
176,11,18,2
176,12,1,1
176,12,5,1
176,12,6,1
176,12,7,1
176,12,8,1
176,12,9,2
176,12,10,1
176,12,11,1
176,12,12,2
176,12,13,2
176,12,14,2
176,12,19,1
176,13,5,1
176,13,6,1
176,13,7,1
176,13,8,1
176,13,10,1
176,13,11,3
176,13,12,2
176,13,13,3
176,13,14,1
176,13,16,2
176,13,18,2
176,14,8,2
176,14,9,1
176,14,11,1
176,14,15,1
176,14,17,1
176,15,11,1
176,15,12,3
176,15,13,1
176,15,15,1
176,15,17,1
176,16,9,1
176,16,10,1
176,16,11,1
176,16,14,1
176,16,19,1
176,17,9,1
227,0,5,1
227,0,7,3
227,0,8,1
227,0,9,4
