Player,Squad,tm_player_id,MarketValue_EUR,MatchScore
Jordan Beyer,Gladbach,403898.0,4000000.0,100
Jonathan Biabiany,Parma,45567.0,400000.0,100
Giulian Biancone,Monaco,536507.0,2500000.0,100
Pedro Bigas,Eibar,203043.0,400000.0,100
Valter Birsa,Cagliari,26105.0,400000.0,100
Yves Bissouma,Brighton,410425.0,15000000.0,100
Leonardo Bittencourt,Hoffenheim,93844.0,1500000.0,100
Alejandro Blanco,Alavés,602124.0,4500000.0,84
Pablo de Blasis,Eibar,75446.0,350000.0,100
Alexis Blin,Amiens,236041.0,3000000.0,100
Kevin-Prince Boateng,Sassuolo,16922.0,700000.0,100
Kevin-Prince Boateng,Barcelona,16922.0,700000.0,100
Antonin Bobichon,Nîmes,344575.0,700000.0,100
Adam Bodzek,Düsseldorf,20778.0,175000.0,100
Jean-Paul Boëtius,Mainz 05,182574.0,1200000.0,100
Sacha Boey,Rennes,475413.0,18000000.0,100
Jeremie Boga,Sassuolo,216569.0,10000000.0,100
Willy Boly,Wolves,142310.0,800000.0,100
Léo Bonatini,Wolves,181781.0,1200000.0,100
Kevin Bonifazi,SPAL,247377.0,300000.0,100
Leonardo Bonucci,Juventus,39983.0,1000000.0,100
Robin Bormuth,Düsseldorf,283286.0,800000.0,100
Olivier Boscagli,Nice,318508.0,18000000.0,100
Gabriel Boschilia,Nantes,288496.0,1700000.0,100
John Bostock,Toulouse,58097.0,400000.0,100
Denis Bouanga,Nîmes,236045.0,8000000.0,100
Ryad Boudebouz,Celta Vigo,77826.0,1200000.0,100
Sofiane Boufal,Celta Vigo,232271.0,3500000.0,100
Nassim Boujellab,Schalke 04,346332.0,400000.0,100
Mehdi Bourabia,Sassuolo,131731.0,1000000.0,100
Bilal Boutobba,Montpellier,344151.0,1800000.0,100
Umut Bozok,Nîmes,259025.0,1200000.0,100
Filip Bradarić,Cagliari,238486.0,700000.0,100
Martin Braithwaite,Leganés,95732.0,5000000.0,100
Darko Brašanac,Alavés,95641.0,1400000.0,100
Pedro Brazão,Nice,577590.0,850000.0,100
Gleison Bremer,Torino,516716.0,60000000.0,100
Joshua Brenet,Hoffenheim,207006.0,1500000.0,100
Rajko Brežančić,Huesca,60289.0,50000.0,100
Anthony Briançon,Nîmes,190338.0,1500000.0,100
Jimmy Briand,Bordeaux,18909.0,600000.0,100
Nicolò Brighenti,Frosinone,109110.0,350000.0,100
Matteo Brighi,Empoli,5868.0,200000.0,100
Enrico Brignola,Sassuolo,323147.0,550000.0,100
David Brooks,Bournemouth,277033.0,8000000.0,100
Jeffrey Bruma,Schalke 04,88721.0,250000.0,100
Joe Bryan,Fulham,194460.0,2200000.0,100
Niko Bungert,Mainz 05,30070.0,200000.0,100
Jonathan Burkardt,Mainz 05,333647.0,35000000.0,100
Gaëtan Bussmann,Mainz 05,127177.0,250000.0,100
Fabrizio Cacciatore,Cagliari,85605.0,100000.0,100
Martín Cáceres,Juventus,54935.0,250000.0,100
Anthony Caci,Strasbourg,453016.0,12000000.0,100
Mathieu Cafaro,Reims,399383.0,2500000.0,100
Tom Cairney,Fulham,123275.0,750000.0,100
Arturo Calabresi,Bologna,240897.0,700000.0,100
Fernando Calero,Valladolid,357884.0,2000000.0,100
Duje Ćaleta-Car,Marseille,238266.0,3000000.0,100
Jonathan Calleri,Alavés,284727.0,4000000.0,100
Jan-Ingwer Callsen-Bracker,Augsburg,3851.0,100000.0,100
Juanjo Camacho,Huesca,26148.0,100000.0,100
Mahdi Camara,Saint-Étienne,324795.0,9000000.0,100
Víctor Camarasa,Cardiff City,263856.0,800000.0,100
Eduardo Camavinga,Rennes,640428.0,50000000.0,100
Sergio Camello,Atlético Madrid,505674.0,2000000.0,100
Joel Campbell,Frosinone,131248.0,1500000.0,100
Emre Can,Juventus,119296.0,7000000.0,100
Sergio Canales,Betis,66106.0,13000000.0,100
João Cancelo,Juventus,182712.0,25000000.0,100
Ander Capa,Athletic Club,197545.0,1800000.0,100
Luan Capanni,Lazio,601877.0,100000.0,100
Leonardo Capezzi,Empoli,84442.0,350000.0,100
Marco Capuano,Frosinone,164091.0,250000.0,100
Francesco Caputo,Empoli,84765.0,1000000.0,100
Marc Cardona,Eibar,443222.0,1400000.0,100
Jonas Carls,Schalke 04,239972.0,275000.0,100
Louis Carnot,Guingamp,484991.0,200000.0,100
Lionel Carole,Strasbourg,11530.0,300000.0,100
Guido Carrillo,Leganés,184672.0,500000.0,100
William Carvalho,Betis,100131.0,3000000.0,100
Santiago Cáseres,Villarreal,466298.0,2000000.0,100
Moreto Cassamã,Reims,290746.0,1000000.0,100
Francesco Cassata,Frosinone,301236.0,700000.0,100
Samu Castillejo,Milan,195171.0,600000.0,100
Gonzalo Castro,Stuttgart,28947.0,500000.0,100
Jonny Castro,Wolves,14279.0,300000.0,100
Lucas Castro,Cagliari,105892.0,350000.0,100
Danilo Cataldi,Lazio,199733.0,5500000.0,100
Catena,Rayo Vallecano,449796.0,2800000.0,100
Ivan Cavaleiro,Wolves,149716.0,2000000.0,100
Santi Cazorla,Villarreal,15799.0,200000.0,100
Federico Ceccherini,Fiorentina,163639.0,400000.0,100
Žan Celar,Roma,340427.0,4000000.0,100
Zeki Çelik,Lille,251075.0,6000000.0,100
Fabio Ceravolo,Parma,35743.0,150000.0,100
Alberto Cerri,Cagliari,197751.0,1700000.0,100
Nacer Chadli,Monaco,59631.0,400000.0,100
Calum Chambers,Fulham,215118.0,4000000.0,100
Xavier Chavalerin,Reims,118278.0,1500000.0,100
Pablo Chavarría,Reims,118732.0,300000.0,100
Chechu,Rayo Vallecano,70898.0,25000.0,100
Denis Cheryshev,Valencia,98322.0,1000000.0,100
Raman Chibsah,Frosinone,199633.0,175000.0,100
Tahith Chong,Manchester Utd,344830.0,6000000.0,100
Cyrus Christie,Fulham,158623.0,1000000.0,100
Samuel Chukwueze,Villarreal,401922.0,20000000.0,100
Camillo Ciano,Frosinone,61511.0,350000.0,100
Amato Ciciretti,Parma,159902.0,400000.0,100
Laurent Ciman,Dijon,22338.0,200000.0,100
Daniel Ciofani,Frosinone,29605.0,200000.0,100
Ibrahima Cissé,Fulham,160380.0,600000.0,100
Till Cissokho,Bordeaux,395228.0,1000000.0,100
Nathaniel Clyne,Bournemouth,85177.0,500000.0,100
Conor Coady,Wolves,128901.0,8000000.0,100
Álex Collado,Barcelona,282722.0,3000000.0,100
Omar Colley,Sampdoria,174733.0,3500000.0,100
Santi Comesaña,Rayo Vallecano,380598.0,8000000.0,100
Duje Čop,Valladolid,46415.0,150000.0,100
Gabriele Corbo,Bologna,423614.0,600000.0,100
Ante Ćorić,Roma,96630.0,300000.0,100
Andreas Cornelius,Bordeaux,203412.0,1000000.0,100
Joaquín Correa,Lazio,227081.0,6000000.0,100
Hélder Costa,Wolves,173900.0,2800000.0,100
David Costas,Celta Vigo,276111.0,1400000.0,100
Senou Coulibaly,Dijon,596240.0,600000.0,100
Domenico Criscito,Genoa,44136.0,250000.0,100
Lorenzo Crisetig,Frosinone,110928.0,500000.0,100
Bryan Cristante,Roma,199248.0,20000000.0,100
Sebastián Cristóforo,Getafe,188157.0,800000.0,100
Peter Crouch,Burnley,4072.0,1000000.0,100
Alessio da Cruz,Parma,337670.0,700000.0,100
Cucho,Huesca,459463.0,18000000.0,100
Marc Cucurella,Eibar,284857.0,50000000.0,100
Matheus Cunha,RB Leipzig,517894.0,70000000.0,100
Greg Cunningham,Cardiff City,114093.0,300000.0,100
Marco D'Alessandro,Udinese,99232.0,700000.0,100
Damien Da Silva,Rennes,57370.0,500000.0,100
Abdoulaye Dabo,Nantes,463611.0,400000.0,100
Christoph Daferner,Freiburg,324851.0,800000.0,100
Colin Dagba,Paris S-G,460629.0,2500000.0,100
Leon Dajaku,Stuttgart,483974.0,800000.0,100
Nicola Dalmonte,Genoa,301237.0,550000.0,100
Diogo Dalot,Manchester Utd,357147.0,28000000.0,100
Matty Daly,Huddersfield,566349.0,250000.0,100
Loïc Damour,Cardiff City,81190.0,200000.0,100
Alphonso Davies,Bayern Munich,424204.0,50000000.0,100
Bobby De Cordova-Reid,Cardiff City,186186.0,5000000.0,100
Sebastien De Maio,Udinese,56830.0,200000.0,100
Grégoire Defrel,Sampdoria,163222.0,1000000.0,100
Alessandro Deiola,Parma,235931.0,1900000.0,100
Romain Del Castillo,Rennes,353399.0,7000000.0,100
Thomas Delaney,Dortmund,91849.0,2000000.0,100
Moisés Delgado,Valladolid,368468.0,5000000.0,100
Cristian Dell'Orco,Empoli,240244.0,500000.0,100
Andy Delort,Montpellier,122797.0,6000000.0,100
Moussa Dembélé,Lyon,229004.0,12000000.0,100
Merih Demiral,Sassuolo,340879.0,20000000.0,100
Jason Denayer,Lyon,277114.0,4000000.0,100
Leander Dendoncker,Wolves,168157.0,4000000.0,100
Clément Depres,Nîmes,347595.0,400000.0,100
Kiril Despodov,Cagliari,221540.0,6000000.0,100
Jacopo Dezi,Parma,165531.0,350000.0,100
Federico Di Francesco,Sassuolo,38607.0,1400000.0,100
Antonio Di Gaudio,Parma,165722.0,175000.0,100
Giovanni Di Lorenzo,Empoli,169880.0,18000000.0,100
Franco Di Santo,Rayo Vallecano,59783.0,350000.0,100
Boulaye Dia,Reims,626913.0,10000000.0,100
Moussa Diaby,Paris S-G,395516.0,55000000.0,100
Adama Diakhaby,Huddersfield,453594.0,600000.0,100
Mouctar Diakhaby,Valencia,346289.0,2800000.0,100
Bafodé Diakité,Toulouse,463605.0,35000000.0,100
Abdou Diallo,Dortmund,229005.0,9000000.0,100
Mustapha Diallo,Nîmes,41063.0,1500000.0,100
Grady Diangana,West Ham,342048.0,3500000.0,100
Brahim Díaz,Real Madrid,314678.0,35000000.0,100
Lorenzo Dickmann,SPAL,283060.0,1000000.0,100
Daniel Didavi,Stuttgart,57995.0,200000.0,100
Adrián Diéguez,Huesca,355335.0,600000.0,100
Tim Dierßen,Hannover 96,170516.0,25000.0,100
Lucas Digne,Everton,126664.0,8000000.0,100
Mitchell Dijks,Bologna,187245.0,850000.0,100
Javairô Dilrosun,Hertha BSC,315125.0,4000000.0,100
Federico Dimarco,Parma,198116.0,50000000.0,100
Tristan Dingomé,Reims,126683.0,300000.0,100
Federico Dionisi,Frosinone,119369.0,300000.0,100
Issa Diop,West Ham,272622.0,20000000.0,100
Sofiane Diop,Monaco,569389.0,8000000.0,100
Assane Dioussé,Chievo,287635.0,700000.0,100
Axel Disasi,Reims,386047.0,15000000.0,100
Koffi Djidji,Torino,183031.0,2500000.0,100
Papy Djilobodji,Guingamp,136610.0,500000.0,100
Berat Djimsiti,Atalanta,165513.0,10000000.0,100
Johan Djourou,SPAL,34561.0,200000.0,100
Matt Doherty,Wolves,171679.0,3000000.0,100
Riccardo Doratiotto,Cagliari,418881.0,50000.0,100
Mathieu Dossevi,Toulouse,77828.0,100000.0,100
Moussa Doumbia,Reims,316137.0,1800000.0,100
Seydou Doumbia,Girona,75287.0,200000.0,100
Souleyman Doumbia,Rennes,296356.0,600000.0,100
Leo Dubois,Lyon,236400.0,3500000.0,100
Marvin Ducksch,Düsseldorf,125103.0,9000000.0,100
Demeaco Duhaney,Huddersfield,380913.0,300000.0,100
Erik Durm,Huddersfield,93922.0,600000.0,100
Riza Durmisi,Lazio,135208.0,300000.0,100
Raphael Dwamena,Levante,254290.0,700000.0,100
Dennis Eckert,Celta Vigo,249303.0,2500000.0,100
Bruno Ecuele Manga,Cardiff City,60990.0,250000.0,100
Simone Edera,Bologna,340070.0,300000.0,100
Albin Ekdal,Sampdoria,49275.0,800000.0,100
Harvey Elliott,Fulham,565822.0,30000000.0,100
Gorka Elustondo,Rayo Vallecano,47647.0,400000.0,100
Mohamed Elyounoussi,Southampton,186644.0,6000000.0,100
Adri Embarba,Rayo Vallecano,288318.0,1800000.0,92
Emerson,Betis,181778.0,12000000.0,100
Youssef En-Nesyri,Leganés,433049.0,20000000.0,100
Björn Engels,Reims,193469.0,100000.0,100
Patrick Erras,Nürnberg,193859.0,700000.0,100
Alexander Esswein,Stuttgart,45662.0,300000.0,100
Xabier Etxeita,Huesca,71559.0,300000.0,92
Lucas Evangelista,Nantes,270188.0,3500000.0,100
Jonny Evans,Leicester City,42412.0,2000000.0,100
Ewerton,Nürnberg,214070.0,600000.0,100
Valentin Eysseric,Nantes,126687.0,1000000.0,100
Fabinho,Liverpool,225693.0,38000000.0,100
Fábio,Nantes,61891.0,1000000.0,100
Cesc Fàbregas,Monaco,8806.0,1000000.0,100
Romain Faivre,Monaco,555076.0,6000000.0,100
Fayçal Fajr,Caen,174344.0,1300000.0,100
Diego Falcinelli,Bologna,119115.0,800000.0,100
Mohamed Fares,SPAL,287700.0,1300000.0,100
Diego Farias,Empoli,83877.0,350000.0,100
Andrea Favilli,Genoa,340151.0,1000000.0,100
Yassin Fekir,Lyon,395694.0,250000.0,100
Edimilson Fernandes,Fiorentina,247555.0,3500000.0,100
Borja Fernández,Valladolid,271988.0,200000.0,100
Federico Fernández,Newcastle Utd,85475.0,500000.0,100
Joaquín Fernández,Valladolid,221321.0,1500000.0,100
Valery Fernández,Girona,331496.0,2500000.0,100
Juan Ferney Otero,Amiens,332305.0,2500000.0,100
Alex Ferrari,Sampdoria,197491.0,1000000.0,100
David Ferreiro,Huesca,71918.0,300000.0,100
Facundo Ferreyra,Espanyol,93795.0,250000.0,100
Jordan Ferri,Nîmes,118284.0,4500000.0,100
Oliver Fink,Düsseldorf,11268.0,100000.0,100
Guessouma Fofana,Guingamp,419999.0,200000.0,100
Wesley Fofana,Saint-Étienne,475411.0,28000000.0,100
Youssouf Fofana,Strasbourg,569598.0,30000000.0,100
Thomas Foket,Reims,215114.0,1500000.0,100
Thomas Fontaine,Reims,80036.0,250000.0,100
José Fonte,Lille,33829.0,100000.0,100
Rui Fonte,Lille,9335.0,300000.0,100
Timothy Fosu-Mensah,Fulham,315131.0,800000.0,100
Dimitri Foulquier,Getafe,170472.0,1200000.0,100
Juan Foyth,Tottenham,480763.0,15000000.0,100
Fred,Manchester Utd,191614.0,9000000.0,100
Ryan Fredericks,West Ham,140191.0,1000000.0,100
Nicolas Frey,Chievo,38591.0,100000.0,100
Alexander Fuchs,Nürnberg,278323.0,150000.0,100
Ramiro Funes Mori,Villarreal,11111.0,1000000.0,100
Manolo Gabbiadini,Sampdoria,112343.0,2000000.0,100
Gianluca Gaetano,Napoli,358008.0,5000000.0,100
Riccardo Gagliolo,Parma,240786.0,500000.0,100
Javi Galán,Huesca,448628.0,3500000.0,100
Sam Gallagher,Southampton,227183.0,2800000.0,100
Álex Gallar,Huesca,210143.0,700000.0,100
Enric Gallego,Huesca,114060.0,600000.0,100
Álex Gálvez,Rayo Vallecano,15420.0,1000000.0,100
Kévin Gameiro,Valencia,27389.0,700000.0,100
Cristian Ganea,Athletic Club,262117.0,600000.0,100
Ganso,Amiens,67920.0,700000.0,100
Borja Garcés,Atlético Madrid,566036.0,2000000.0,100
Álvaro García,Rayo Vallecano,257062.0,1800000.0,100
Dani García,Athletic Club,178425.0,800000.0,100
Manu García,Toulouse,277118.0,2500000.0,100
Raúl García,Girona,631002.0,3000000.0,100
Marcello Gazzola,Parma,57643.0,150000.0,100
Gerson,Fiorentina,341705.0,15000000.0,100
Gervinho,Parma,33481.0,300000.0,100
Willem Geubbels,Monaco,463620.0,10000000.0,100
Lamine Ghezali,Saint-Étienne,413033.0,350000.0,100
Rachid Ghezzal,Leicester City,118287.0,1500000.0,100
Paolo Ghiglione,Frosinone,313477.0,1300000.0,100
Saman Ghoddos,Amiens,204294.0,2000000.0,100
Morgan Gibbs-White,Wolves,429014.0,65000000.0,100
Ben Gibson,Burnley,128904.0,2000000.0,100
Niko Gießelmann,Düsseldorf,72792.0,1000000.0,100
Bryan Gil,Sevilla,537382.0,12000000.0,100
Daniel Ginczek,Wolfsburg,79501.0,500000.0,100
Serge Gnabry,Bayern Munich,159471.0,22000000.0,100
Joris Gnagnon,Sevilla,378954.0,300000.0,100
Eddy Gnahoré,Amiens,168933.0,500000.0,100
Massimo Gobbi,Parma,28020.0,300000.0,100
Kevin Goden,Nürnberg,348214.0,125000.0,100
Edoardo Goldaniga,Frosinone,242940.0,1200000.0,100
Aleksandr Golovin,Monaco,263918.0,20000000.0,100
André Gomes,Everton,221025.0,10000000.0,100
Angel Gomes,Manchester Utd,392770.0,20000000.0,100
Ibai Gómez,Athletic Club,127837.0,400000.0,100
Moi Gómez,Huesca,175449.0,1800000.0,100
Sergi Gómez,Sevilla,92947.0,600000.0,100
Maxime Gonalons,Sevilla,60542.0,700000.0,100
Jérôme Gondorf,Freiburg,77108.0,400000.0,100
Cristo González,Real Madrid,339707.0,6000000.0,100
Nicolás González,Stuttgart,99523.0,100000.0,100
Jon Gorenc Stanković,Huddersfield,245034.0,4000000.0,100
Leon Goretzka,Bayern Munich,153084.0,22000000.0,100
Mirko Gori,Frosinone,163223.0,175000.0,100
Felix Götze,Augsburg,330635.0,400000.0,100
Yoann Gourcuff,Dijon,18912.0,2000000.0,100
Paolo Gozzi Iweru,Juventus,487333.0,300000.0,100
Jonathan Gradit,Caen,126557.0,4000000.0,100
Samuel Grandsir,Strasbourg,432772.0,1500000.0,100
Samuel Grandsir,Monaco,432772.0,1500000.0,100
Karlan Grant,Huddersfield,314183.0,4500000.0,100
Alberto Grassi,Parma,197473.0,1800000.0,100
Mason Greenwood,Manchester Utd,532826.0,40000000.0,100
Clément Grenier,Rennes,72479.0,800000.0,100
Vincenzo Grifo,Hoffenheim,185077.0,6000000.0,100
Vincenzo Grifo,Freiburg,185077.0,6000000.0,100
Sergej Grubac,Chievo,429318.0,50000.0,100
Marko Grujić,Hertha BSC,222813.0,3000000.0,100
Sergi Guardiola,Valladolid,256429.0,800000.0,100
Sergi Guardiola,Getafe,256429.0,800000.0,100
Metehan Güçlü,Paris S-G,395519.0,300000.0,100
Mattéo Guendouzi,Arsenal,465830.0,25000000.0,100
Javi Guerra,Rayo Vallecano,834764.0,25000000.0,100
Ander Guevara,Real Sociedad,465967.0,3000000.0,100
Makhtar Gueye,Saint-Étienne,606849.0,2000000.0,100
Baptiste Guillaume,Nîmes,264567.0,1200000.0,100
Serhou Guirassy,Amiens,270541.0,45000000.0,100
Aron Gunnarsson,Cardiff City,63821.0,400000.0,100
Koray Günter,Genoa,115763.0,850000.0,100
Serdar Gürler,Huesca,98512.0,800000.0,100
Ahmet Gürleyen,Mainz 05,397696.0,500000.0,100
Gorka Guruzeta,Athletic Club,340205.0,5000000.0,100
Munir El Haddadi,Barcelona,223725.0,2500000.0,100
Munir El Haddadi,Sevilla,223725.0,2500000.0,100
Benjamin Hadžić,Hannover 96,349530.0,125000.0,100
André Hahn,Augsburg,42783.0,800000.0,100
Amadou Haidara,RB Leipzig,402008.0,16000000.0,100
Achraf Hakimi,Dortmund,398073.0,80000000.0,100
Emil Hallfreðsson,Frosinone,22673.0,225000.0,96
Dávid Hancko,Fiorentina,404418.0,30000000.0,100
Genki Haraguchi,Hannover 96,79377.0,500000.0,100
Féthi Harek,Nîmes,57170.0,250000.0,100
Martin Harnik,Werder Bremen,31159.0,800000.0,100
Kadeem Harris,Cardiff City,136501.0,400000.0,100
Rhys Healey,Cardiff City,238185.0,2000000.0,100
Dominique Heintz,Freiburg,110036.0,2500000.0,100
Rouwen Hennings,Düsseldorf,16311.0,300000.0,100
Benjamin Henrichs,Monaco,202591.0,15000000.0,100
Uche Henry Agbo,Rayo Vallecano,262689.0,375000.0,100
Christophe Hérelle,Nice,170544.0,1500000.0,100
Theo Hernández,Real Sociedad,339808.0,60000000.0,100
Yangel Herrera,Huesca,378293.0,9000000.0,100
Pablo Hervías,Valladolid,142027.0,500000.0,100
Pablo Hervías,Eibar,142027.0,500000.0,100
Gonzalo Higuaín,Chelsea,39153.0,1000000.0,100
Gonzalo Higuaín,Milan,39153.0,1000000.0,100
Martin Hinteregger,Eint Frankfurt,85789.0,9000000.0,100
Wesley Hoedt,Celta Vigo,253765.0,2000000.0,100
André Hoffmann,Düsseldorf,85164.0,900000.0,100
Junior Hoilett,Cardiff City,58993.0,150000.0,100
Justin Hoogma,Hoffenheim,411287.0,900000.0,100
Suk Hyun-jun,Reims,129990.0,700000.0,100
Simone Iacoponi,Parma,59699.0,75000.0,100
Robert Ibáñez,Getafe,1084714.0,1500000.0,100
Vicente Iborra,Villarreal,65467.0,300000.0,100
Didier Ibrahim Ndong,Guingamp,210081.0,1200000.0,100
Edgar Ié,Nantes,191987.0,850000.0,100
Borja Iglesias,Espanyol,278359.0,3000000.0,100
Jonathan Ikone,Lille,324690.0,6000000.0,100
Ivo Iličević,Nürnberg,30308.0,400000.0,100
Giannelli Imbula,Rayo Vallecano,130756.0,125000.0,100
Roberto Inglese,Parma,159337.0,750000.0,100
Danny Ings,Southampton,134294.0,8000000.0,100
Pablo Insua,Huesca,171362.0,800000.0,100
Takashi Inui,Alavés,98249.0,350000.0,100
Takashi Inui,Betis,98249.0,350000.0,100
Mikael Ishak,Nürnberg,153637.0,1800000.0,100
Wilson Isidor,Monaco,494237.0,18000000.0,100
Abass Issah,Mainz 05,482145.0,225000.0,100
Manuel Iturra,Villarreal,40428.0,300000.0,100
Ivi,Valladolid,282371.0,2500000.0,100
Armando Izzo,Torino,32113.0,2500000.0,100
Lukas Jäger,Nürnberg,120206.0,450000.0,100
Alireza Jahanbakhsh,Brighton,213268.0,800000.0,100
Marko Janković,SPAL,222223.0,500000.0,100
Jakub Jankto,Sampdoria,319160.0,1200000.0,100
Vincent Janssen,Tottenham,207015.0,7000000.0,100
Dennis Jastrzembski,Hertha BSC,358870.0,500000.0,100
Assil Jaziri,Nice,633398.0,600000.0,100
Carl Jenkinson,Arsenal,126321.0,450000.0,100
Fredrik Jensen,Augsburg,249157.0,3000000.0,100
Mathias Jensen,Celta Vigo,319859.0,12000000.0,100
Jesé,Betis,134936.0,1000000.0,100
Raúl Jiménez,Wolves,206040.0,5000000.0,100
Joelinton,Hoffenheim,333241.0,30000000.0,100
Stefan Johansen,Fulham,62008.0,600000.0,100
Jakob Johansson,Rennes,46473.0,700000.0,100
Ben Johnson,West Ham,468002.0,8000000.0,100
Jony,Alavés,228761.0,300000.0,100
Bruno Jordão,Lazio,415646.0,700000.0,100
Jorginho,Chelsea,102017.0,12000000.0,100
Evens Joseph,Caen,593320.0,200000.0,100
Diogo Jota,Wolves,340950.0,50000000.0,100
Miguel Juan Llambrich,Villarreal,662338.0,1200000.0,100
Juanfran,Leganés,7542.0,100000.0,100
Juanpi,Huesca,256680.0,450000.0,100
Nathaël Julan,Guingamp,386315.0,1750000.0,100
David Juncà,Celta Vigo,164055.0,300000.0,100
Hamed Junior Traorè,Empoli,391065.0,20000000.0,100
Vinicius Júnior,Real Madrid,371998.0,150000000.0,100
Musa Juwara,Chievo,562030.0,850000.0,100
Sory Kaba,Dijon,355689.0,1300000.0,100
Ozan Kabak,Stuttgart,361260.0,5000000.0,100
Gaël Kakuta,Rayo Vallecano,74297.0,500000.0,100
Nikola Kalinić,Atlético Madrid,36371.0,300000.0,100
Samuel Kalu,Bordeaux,424051.0,2500000.0,100
Aboubakar Kamara,Fulham,290951.0,2500000.0,100
Hassane Kamara,Reims,290017.0,4500000.0,100
Marcin Kamiński,Düsseldorf,129358.0,700000.0,100
Lee Kang-in,Valencia,557149.0,25000000.0,100
Wilfrid Kaptoum,Betis,256120.0,750000.0,100
Kenan Karaman,Düsseldorf,119557.0,1400000.0,100
Yann Karamoh,Bordeaux,324804.0,2500000.0,100
Ibrahim Karamoko,Chievo,538072.0,800000.0,100
Grigoris Kastanos,Juventus,298635.0,1800000.0,100
Moise Kean,Juventus,364135.0,14000000.0,100
Neeskens Kebano,Fulham,111422.0,2000000.0,100
Thilo Kehrer,Paris S-G,228948.0,20000000.0,100
Jules Keita,Dijon,402117.0,300000.0,100
Naby Keïta,Liverpool,302215.0,2000000.0,100
Keko,Valladolid,66112.0,200000.0,100
Marc-Oliver Kempf,Stuttgart,160938.0,1500000.0,94
Sebastian Kerk,Nürnberg,124517.0,700000.0,100
Saîf-Eddine Khaoui,Caen,270411.0,2000000.0,100
Wahbi Khazri,Saint-Étienne,103565.0,1800000.0,100
Isaac Kiese Thelin,Leverkusen,201311.0,2200000.0,100
Sofian Kiyine,Chievo,393804.0,450000.0,100
Davy Klaassen,Werder Bremen,182932.0,2500000.0,100
Felix Klaus,Wolfsburg,89591.0,800000.0,100
Ragnar Klavan,Cagliari,26669.0,50000.0,100
Justin Kluivert,Roma,330659.0,32000000.0,100
Lukas Klünter,Hertha BSC,282577.0,500000.0,100
Törles Knöll,Nürnberg,284737.0,450000.0,100
Kenan Kodro,Athletic Club,197126.0,1200000.0,100
Djégui Koita,Guingamp,601816.0,200000.0,100
Randal Kolo Muani,Nantes,487969.0,25000000.0,100
Timothée Kolodziejczak,Saint-Étienne,84085.0,250000.0,100
Ghislain Konan,Reims,422850.0,6000000.0,100
Lamine Koné,Strasbourg,57420.0,150000.0,100
Manu Koné,Toulouse,624690.0,50000000.0,100
Youssouf Koné,Lille,274484.0,800000.0,100
Pascal Köpke,Hertha BSC,193877.0,350000.0,100
Filip Kostić,Eint Frankfurt,161011.0,3500000.0,100
Christian Kouamé,Genoa,337725.0,2500000.0,100
Cheikhou Kouyaté,Crystal Palace,66934.0,1000000.0,100
Mateo Kovačić,Chelsea,51471.0,15000000.0,100
Dawid Kownacki,Düsseldorf,208167.0,2000000.0,100
Emil Krafth,Amiens,184528.0,1500000.0,100
Luka Krajnc,Frosinone,138584.0,500000.0,100
Vasyl Kravets,Leganés,245048.0,700000.0,100
Rade Krunić,Empoli,259953.0,6000000.0,100
Yuya Kubo,Nürnberg,186260.0,400000.0,100
Juraj Kucka,Parma,74943.0,1200000.0,100
Dejan Kulusevski,Atalanta,431755.0,45000000.0,100
Pierre Kunde,Mainz 05,339829.0,1500000.0,100
Rafał Kurzawa,Amiens,870187.0,200000.0,100
Ahmed Kutucu,Schalke 04,452084.0,950000.0,100
Antonino La Gumina,Empoli,287876.0,1100000.0,100
Gaëtan Laborde,Montpellier,181378.0,10000000.0,100
Diego Lainez,Betis,371174.0,2500000.0,100
Mohamed Lamine Diaby,Nice,796865.0,500000.0,80
Loïck Landre,Nîmes,164912.0,325000.0,100
Michael Lang,Gladbach,51346.0,200000.0,100
Danilo Larangeira,Bologna,145707.0,10000000.0,100
Johan Larsson,Guingamp,140678.0,500000.0,100
Alexandre Lauray,Bordeaux,666744.0,250000.0,100
Diego Laxalt,Milan,230552.0,3000000.0,100
Miguel Layún,Villarreal,58576.0,700000.0,100
Maxime Le Marchand,Fulham,60558.0,1000000.0,100
Robin Le Normand,Real Sociedad,351809.0,30000000.0,100
Damien Le Tallec,Montpellier,59950.0,500000.0,100
Rafael Leão,Lille,357164.0,90000000.0,100
Jordan Lefort,Amiens,192492.0,1500000.0,100
Wu Lei,Espanyol,140436.0,2000000.0,100
Tim Leibold,Nürnberg,185699.0,1000000.0,100
Thomas Lemar,Atlético Madrid,205562.0,2000000.0,100
Clément Lenglet,Barcelona,182904.0,6000000.0,100
Lukas Lerager,Genoa,167105.0,3000000.0,100
Jefferson Lerma,Bournemouth,262980.0,8000000.0,100
Aaron Leya Iseka,Toulouse,289587.0,400000.0,100
Stephan Lichtsteiner,Arsenal,2865.0,800000.0,100
Anthony Limbombe,Nantes,140803.0,700000.0,100
Giovani Lo Celso,Betis,348795.0,15000000.0,100
Manuel Locatelli,Sassuolo,265088.0,28000000.0,100
Ruben Loftus-Cheek,Chelsea,202886.0,25000000.0,100
Samuele Longo,Huesca,124560.0,250000.0,100
Sean Longstaff,Newcastle Utd,346707.0,18000000.0,100
Álex López,Espanyol,313113.0,400000.0,100
Cristian López,Angers,114282.0,150000.0,100
Lluis López,Espanyol,262391.0,600000.0,100
