Player,Squad,Comp,Pos,Age,Min,90s,OffScore_abs,OffBand,MidScore_abs,MidBand,DefScore_abs,DefBand,Season
Bakery Jatta,Hamburger SV,de Bundesliga,Def_MF,27.0,203,2.3,,,,,,,2025-2026
Mikel Jauregizar,Athletic Club,es La Liga,MF,22.0,1645,18.3,,,419.6555032649366,Top Starter,,,2025-2026
Finn Jeltsch,Stuttgart,de Bundesliga,DF,19.0,694,7.7,,,,,578.3769381793718,Top Starter,2025-2026
Castrop Jens,Gladbach,de Bundesliga,MF,22.0,687,7.6,,,501.48759343602114,Top Starter,,,2025-2026
Mathias Jensen,Brentford,eng Premier League,MF,30.0,772,8.6,,,439.6192812142485,Top Starter,,,2025-2026
Oliver Jensen,Parma,it Serie A,MF,23.0,1180,13.1,,,224.38834026691188,Solid Squad Player,,,2025-2026
Moritz Jenz,Wolfsburg,de Bundesliga,DF,26.0,810,9.0,,,,,650.9334027673393,Top Starter,2025-2026
Gabriel Jesus,Arsenal,eng Premier League,FW,28.0,122,1.4,,,,,,,2025-2026
Igor Jesus,Nott'ham Forest,eng Premier League,FW,24.0,1148,12.8,222.08223842076396,Solid Squad Player,,,,,2025-2026
Juan Jesus,Napoli,it Serie A,DF,34.0,900,10.0,,,,,674.250418035716,Top Starter,2025-2026
Álex Jiménez,Bournemouth,eng Premier League,DF,20.0,1155,12.8,,,,,573.4070432144316,Top Starter,2025-2026
Álex Jiménez,Milan,it Serie A,DF,20.0,45,0.5,,,,,,,2025-2026
Raúl Jiménez,Fulham,eng Premier League,FW,34.0,1310,14.6,442.90591436356743,Top Starter,,,,,2025-2026
Jamaldeen Jimoh,Aston Villa,eng Premier League,MF,19.0,9,0.1,,,,,,,2025-2026
João Pedro,Chelsea,eng Premier League,FW,24.0,1525,16.9,548.260367754936,Top Starter,,,,,2025-2026
Joelinton,Newcastle Utd,eng Premier League,MF,29.0,1226,13.6,,,432.3200795920929,Top Starter,,,2025-2026
Jofre,Espanyol,es La Liga,Off_MF,24.0,451,5.0,179.43982763927363,Below Big-5 Level,,,,,2025-2026
Þórir Jóhann Helgason,Lecce,it Serie A,Off_MF,25.0,120,1.3,,,,,,,2025-2026
Ísak Jóhannesson,Köln,de Bundesliga,MF,22.0,1020,11.3,,,422.61752237491294,Top Starter,,,2025-2026
Dennis Johnsen,Cremonese,it Serie A,Off_MF,27.0,344,3.8,,,,,,,2025-2026
Brennan Johnson,Tottenham,eng Premier League,FW,24.0,610,6.8,315.72075559964827,Solid Squad Player,,,,,2025-2026
Brennan Johnson,Crystal Palace,eng Premier League,Off_MF,24.0,161,1.8,,,,,,,2025-2026
Curtis Jones,Liverpool,eng Premier League,MF,24.0,972,10.8,,,526.0326196755504,Top Starter,,,2025-2026
Frenkie de Jong,Barcelona,es La Liga,MF,28.0,1045,11.6,,,837.3776225553744,World Class,,,2025-2026
Joan Jordán,Sevilla,es La Liga,MF,31.0,15,0.2,,,,,,,2025-2026
Josan,Elche,es La Liga,DF,36.0,319,3.5,,,,,,,2025-2026
Mateo Joseph,Mallorca,es La Liga,FW,22.0,1114,12.4,277.67723346595807,Solid Squad Player,,,,,2025-2026
Lazar Jovanović,Stuttgart,de Bundesliga,FW,19.0,40,0.4,,,,,,,2025-2026
Juanmi,Getafe,es La Liga,FW,32.0,160,1.8,,,,,,,2025-2026
Abdulai Juma Bah,Nice,fr Ligue 1,DF,19.0,990,11.0,,,,,607.7265451949942,Top Starter,2025-2026
Anthony Jung,Freiburg,de Bundesliga,DF,34.0,343,3.8,,,,,,,2025-2026
Eli Junior Kroupi,Bournemouth,eng Premier League,FW,19.0,576,6.4,649.9582219251337,Top Starter,,,,,2025-2026
Hamed Junior Traorè,Bournemouth,eng Premier League,Def_MF,25.0,17,0.2,,,,,,,2025-2026
Hamed Junior Traorè,Marseille,fr Ligue 1,Off_MF,25.0,103,1.1,,,,,,,2025-2026
Vinicius Júnior,Real Madrid,es La Liga,FW,25.0,1401,15.6,606.2079984263839,Top Starter,,,,,2025-2026
Josip Juranović,Union Berlin,de Bundesliga,DF,30.0,46,0.5,,,,,,,2025-2026
James Justin,Leeds United,eng Premier League,DF,27.0,437,4.9,,,,,,,2025-2026
Ferran Jutglà,Celta Vigo,es La Liga,FW,26.0,727,8.1,379.63709136739755,Solid Squad Player,,,,,2025-2026
Martijn Kaars,St. Pauli,de Bundesliga,FW,26.0,589,6.5,320.87249100823766,Solid Squad Player,,,,,2025-2026
Mohamed Kaba,Lecce,it Serie A,Off_MF,24.0,611,6.8,129.97507003925662,Below Big-5 Level,,,,,2025-2026
Ozan Kabak,Hoffenheim,de Bundesliga,DF,25.0,189,2.1,,,,,,,2025-2026
Christian Kabasele,Udinese,it Serie A,DF,34.0,1188,13.2,,,,,515.8654640089645,Top Starter,2025-2026
Anton Kade,Augsburg,de Bundesliga,DF,21.0,730,8.1,,,,,395.0055984330427,Solid Squad Player,2025-2026
Ferdi Kadioglu,Brighton,eng Premier League,DF,26.0,1605,17.8,,,,,491.92856788564023,Top Starter,2025-2026
Florian Kainz,Köln,de Bundesliga,Off_MF,33.0,241,2.7,,,,,,,2025-2026
Sasa Kalajdzic,Wolves,eng Premier League,FW,28.0,15,0.2,,,,,,,2025-2026
Arnaud Kalimuendo,Nott'ham Forest,eng Premier League,FW,23.0,96,1.1,,,,,,,2025-2026
Arnaud Kalimuendo,Eint Frankfurt,de Bundesliga,Off_MF,23.0,28,0.3,,,,,,,2025-2026
Pierre Kalulu,Juventus,it Serie A,DF,25.0,1800,20.0,,,,,438.12060900367015,Top Starter,2025-2026
Justin-Noël Kalumba,Angers,fr Ligue 1,FW,21.0,224,2.5,,,,,,,2025-2026
Daichi Kamada,Crystal Palace,eng Premier League,MF,29.0,1164,12.9,,,384.02024134234273,Solid Squad Player,,,2025-2026
Warren Kamanzi,Toulouse,fr Ligue 1,DF,25.0,346,3.8,,,,,,,2025-2026
Abu Kamara,Getafe,es La Liga,Off_MF,22.0,196,2.2,,,,,,,2025-2026
Boubacar Kamara,Aston Villa,eng Premier League,MF,26.0,1411,15.7,,,541.9620319878646,Top Starter,,,2025-2026
Glen Kamara,Rennes,fr Ligue 1,MF,30.0,26,0.3,,,,,,,2025-2026
Hassane Kamara,Udinese,it Serie A,DF,31.0,965,10.7,,,,,532.0020488260499,Top Starter,2025-2026
Jakub Kamiński,Köln,de Bundesliga,Off_MF,23.0,1435,15.9,523.2301002202257,Top Starter,,,,,2025-2026
Harry Kane,Bayern Munich,de Bundesliga,FW,32.0,1250,13.9,866.5287415437758,World Class,,,,,2025-2026
Lee Kang-in,Paris S-G,fr Ligue 1,Off_MF,24.0,863,9.6,557.8118183205936,Top Starter,,,,,2025-2026
Mohamadou Kanté,West Ham,eng Premier League,FW,20.0,19,0.2,,,,,,,2025-2026
Adam Karabec,Lyon,fr Ligue 1,FW,22.0,768,8.5,279.6593832926013,Solid Squad Player,,,,,2025-2026
Atakan Karazor,Stuttgart,de Bundesliga,MF,29.0,818,9.1,,,273.8098073237392,Solid Squad Player,,,2025-2026
Dermane Karim,Lorient,fr Ligue 1,Off_MF,22.0,786,8.7,280.81822265063056,Solid Squad Player,,,,,2025-2026
Lennart Karl,Bayern Munich,de Bundesliga,Off_MF,17.0,604,6.7,869.3707539979613,World Class,,,,,2025-2026
Jesper Karlström,Udinese,it Serie A,MF,30.0,1777,19.7,,,274.7739001418026,Solid Squad Player,,,2025-2026
Jon Karrikaburu,Real Sociedad,es La Liga,FW,23.0,132,1.5,,,,,,,2025-2026
Grigoris Kastanos,Hellas Verona,it Serie A,MF,27.0,37,0.4,,,,,,,2025-2026
Panos Katseris,Lorient,fr Ligue 1,Off_MF,24.0,130,1.4,,,,,,,2025-2026
Mikkel Kaufmann,Heidenheim,de Bundesliga,FW,25.0,421,4.7,,,,,,,2025-2026
Sota Kawasaki,Mainz 05,de Bundesliga,DF,24.0,219,2.4,,,,,,,2025-2026
Michael Kayode,Brentford,eng Premier League,DF,21.0,1828,20.3,,,,,562.8085744298489,Top Starter,2025-2026
Moise Kean,Fiorentina,it Serie A,FW,25.0,1533,17.0,395.88135108987416,Solid Squad Player,,,,,2025-2026
Michael Keane,Everton,eng Premier League,DF,33.0,1676,18.6,,,,,608.1483918193031,Top Starter,2025-2026
Ilan Kebbal,Paris FC,fr Ligue 1,FW,27.0,1404,15.6,529.8291227441025,Top Starter,,,,,2025-2026
Yassine Kechta,Le Havre,fr Ligue 1,MF,23.0,983,10.9,,,454.16667395748266,Top Starter,,,2025-2026
Thilo Kehrer,Monaco,fr Ligue 1,DF,29.0,1016,11.3,,,,,698.4171598894319,Top Starter,2025-2026
Mandela Keita,Parma,it Serie A,MF,23.0,1439,16.0,,,252.13446110562987,Solid Squad Player,,,2025-2026
Thomas Keller,Heidenheim,de Bundesliga,DF,26.0,188,2.1,,,,,,,2025-2026
Lloyd Kelly,Juventus,it Serie A,DF,27.0,1530,17.0,,,,,514.2954634396317,Top Starter,2025-2026
Aljoscha Kemlein,Union Berlin,de Bundesliga,MF,21.0,848,9.4,,,330.8181023866749,Solid Squad Player,,,2025-2026
Marc-Oliver Kempf,Como,it Serie A,DF,30.0,996,11.1,,,,,514.9756776866308,Top Starter,2025-2026
Luca Kerber,Heidenheim,de Bundesliga,Def_MF,23.0,376,4.2,,,,,,,2025-2026
Milos Kerkez,Liverpool,eng Premier League,DF,22.0,1416,15.7,,,,,533.3008528363771,Top Starter,2025-2026
Kevin,Fulham,eng Premier League,FW,23.0,714,7.9,250.8162116521249,Solid Squad Player,,,,,2025-2026
Reda Khadra,Le Havre,fr Ligue 1,FW,24.0,203,2.3,,,,,,,2025-2026
Bilal El Khannouss,Stuttgart,de Bundesliga,Off_MF,21.0,948,10.5,704.9342542414532,Top Starter,,,,,2025-2026
Rani Khedira,Union Berlin,de Bundesliga,MF,31.0,1332,14.8,,,339.9331117365173,Solid Squad Player,,,2025-2026
Abdukodir Khusanov,Manchester City,eng Premier League,DF,21.0,382,4.2,,,,,,,2025-2026
Kialonda,Lecce,it Serie A,DF,28.0,1619,18.0,,,,,523.0818754780057,Top Starter,2025-2026
Kiké,Espanyol,es La Liga,FW,36.0,725,8.1,386.0525821310136,Solid Squad Player,,,,,2025-2026
Semih Kılıçsoy,Cagliari,it Serie A,FW,20.0,424,4.7,,,,,,,2025-2026
Max Kilman,West Ham,eng Premier League,DF,28.0,1534,17.0,,,,,537.7782564230582,Top Starter,2025-2026
Joshua Kimmich,Bayern Munich,de Bundesliga,MF,30.0,1049,11.7,,,843.5344176520647,World Class,,,2025-2026
Joshua King,Fulham,eng Premier League,Off_MF,19.0,870,9.7,225.18657800154617,Solid Squad Player,,,,,2025-2026
Lukas Klostermann,RB Leipzig,de Bundesliga,DF,29.0,6,0.1,,,,,,,2025-2026
Justin Kluivert,Bournemouth,eng Premier League,Off_MF,26.0,919,10.2,422.3741953771464,Top Starter,,,,,2025-2026
Ruben Kluivert,Lyon,fr Ligue 1,DF,24.0,288,3.2,,,,,,,2025-2026
Ansgar Knauff,Eint Frankfurt,de Bundesliga,FW,24.0,827,9.2,409.8870237314174,Top Starter,,,,,2025-2026
Robin Koch,Eint Frankfurt,de Bundesliga,DF,29.0,1411,15.7,,,,,602.262325583707,Top Starter,2025-2026
Christian Kofane,Leverkusen,de Bundesliga,FW,19.0,551,6.1,586.1933630496794,Top Starter,,,,,2025-2026
Enzo Koffi Vinette,Le Havre,fr Ligue 1,Off_MF,19.0,33,0.4,,,,,,,2025-2026
Derrick Köhn,Union Berlin,de Bundesliga,DF,26.0,950,10.6,,,,,444.42567068310547,Top Starter,2025-2026
Dominik Kohr,Mainz 05,de Bundesliga,DF,31.0,985,10.9,,,,,704.0522861081624,Top Starter,2025-2026
Koke,Atlético Madrid,es La Liga,MF,34.0,1252,13.9,,,586.0520817414373,Top Starter,,,2025-2026
Sead Kolašinac,Atalanta,it Serie A,DF,32.0,319,3.5,,,,,,,2025-2026
Luca Koleosho,Espanyol,es La Liga,Off_MF,21.0,63,0.7,,,,,,,2025-2026
Adam Kölle,Heidenheim,de Bundesliga,DF,19.0,77,0.9,,,,,,,2025-2026
Randal Kolo Muani,Tottenham,eng Premier League,FW,27.0,836,9.3,134.8302761965001,Below Big-5 Level,,,,,2025-2026
Timothée Kolodziejczak,Paris FC,fr Ligue 1,DF,34.0,212,2.4,,,,,,,2025-2026
Mert Kömür,Augsburg,de Bundesliga,FW,20.0,910,10.1,431.2765880065026,Top Starter,,,,,2025-2026
Ibrahima Konaté,Liverpool,eng Premier League,DF,26.0,1786,19.8,,,,,580.927006463361,Top Starter,2025-2026
Geoffrey Kondogbia,Marseille,fr Ligue 1,MF,32.0,312,3.5,,,,,,,2025-2026
Ismaël Koné,Sassuolo,it Serie A,MF,23.0,1426,15.8,,,361.6043829979638,Solid Squad Player,,,2025-2026
Manu Koné,Roma,it Serie A,MF,24.0,1792,19.9,,,479.7459817884698,Top Starter,,,2025-2026
Ransford Königsdörffer,Hamburger SV,de Bundesliga,FW,24.0,1019,11.3,257.8680828564388,Solid Squad Player,,,,,2025-2026
Ezri Konsa,Aston Villa,eng Premier League,DF,28.0,1775,19.7,,,,,474.9333243967033,Top Starter,2025-2026
Teun Koopmeiners,Juventus,it Serie A,DF,27.0,1155,12.8,,,,,456.9727142006402,Top Starter,2025-2026
Odilon Kossounou,Atalanta,it Serie A,DF,25.0,750,8.3,,,,,564.2238763619132,Top Starter,2025-2026
Filip Kostić,Juventus,it Serie A,DF,33.0,392,4.4,,,,,,,2025-2026
Charalampos Kostoulas,Brighton,eng Premier League,FW,18.0,176,2.0,,,,,,,2025-2026
Eddy Kouadio,Fiorentina,it Serie A,DF,19.0,72,0.8,,,,,,,2025-2026
Christian Kouamé,Fiorentina,it Serie A,Off_MF,28.0,27,0.3,,,,,,,2025-2026
Koffi Kouao,Metz,fr Ligue 1,DF,27.0,1289,14.3,,,,,612.1024547929755,Top Starter,2025-2026
Arsène Kouassi,Lorient,fr Ligue 1,DF,21.0,1362,15.1,,,,,375.84014203157017,Solid Squad Player,2025-2026
Christ-Owen Kouassi,Lecce,it Serie A,DF,22.0,228,2.5,,,,,,,2025-2026
Konstantinos Koulierakis,Wolfsburg,de Bundesliga,DF,22.0,1305,14.5,,,,,684.7741623393408,Top Starter,2025-2026
Seny Koumbassa,Toulouse,fr Ligue 1,DF,18.0,59,0.7,,,,,,,2025-2026
Jules Koundé,Barcelona,es La Liga,DF,27.0,1331,14.8,,,,,552.8958052036335,Top Starter,2025-2026
Lancinet Kourouma,Girona,es La Liga,Def_MF,21.0,43,0.5,,,,,,,2025-2026
Mateo Kovačić,Manchester City,eng Premier League,Def_MF,31.0,5,0.1,,,,,,,2025-2026
Goduine Koyalipou,Levante,es La Liga,FW,25.0,247,2.7,,,,,,,2025-2026
Emil Krafth,Newcastle Utd,eng Premier League,DF,31.0,45,0.5,,,,,,,2025-2026
Alex Král,Union Berlin,de Bundesliga,MF,27.0,222,2.5,,,,,,,2025-2026
Andrej Kramarić,Hoffenheim,de Bundesliga,Off_MF,34.0,809,9.0,647.86916678313,Top Starter,,,,,2025-2026
Jean-Philippe Krasso,Paris FC,fr Ligue 1,FW,28.0,720,8.0,384.1690075919952,Solid Squad Player,,,,,2025-2026
Tom Krauß,Köln,de Bundesliga,MF,24.0,728,8.1,,,391.5742041639302,Solid Squad Player,,,2025-2026
Ladislav Krejčí,Wolves,eng Premier League,DF,26.0,1389,15.4,,,,,569.0171429184601,Top Starter,2025-2026
Ladislav Krejčí,Girona,es La Liga,DF,26.0,180,2.0,,,,,,,2025-2026
Rasmus Kristensen,Eint Frankfurt,de Bundesliga,DF,28.0,965,10.7,,,,,759.556358473649,World Class,2025-2026
Thomas Kristensen,Udinese,it Serie A,DF,23.0,894,9.9,,,,,547.3813751044204,Top Starter,2025-2026
Nikola Krstović,Atalanta,it Serie A,FW,25.0,719,8.0,763.6564577063803,World Class,,,,,2025-2026
Lukas Kübler,Freiburg,de Bundesliga,DF,33.0,984,10.9,,,,,672.0741930705846,Top Starter,2025-2026
Takefusa Kubo,Real Sociedad,es La Liga,Off_MF,24.0,1111,12.3,585.4206580634557,Top Starter,,,,,2025-2026
Mohammed Kudus,Tottenham,eng Premier League,FW,25.0,1535,17.1,357.76218121011993,Solid Squad Player,,,,,2025-2026
Nicolas-Gerrit Kühn,Como,it Serie A,FW,26.0,517,5.7,188.91703411827257,Below Big-5 Level,,,,,2025-2026
Sael Kumbedi,Lyon,fr Ligue 1,DF,20.0,65,0.7,,,,,,,2025-2026
Sael Kumbedi,Wolfsburg,de Bundesliga,DF,20.0,773,8.6,,,,,476.5592169237638,Top Starter,2025-2026
Marash Kumbulla,Mallorca,es La Liga,DF,25.0,330,3.7,,,,,,,2025-2026
Jonah Kusi-Asare,Fulham,eng Premier League,FW,18.0,31,0.3,,,,,,,2025-2026
Jonah Kusi-Asare,Bayern Munich,de Bundesliga,FW,18.0,5,0.1,,,,,,,2025-2026
Khvicha Kvaratskhelia,Paris S-G,fr Ligue 1,FW,24.0,687,7.6,726.5133473337809,Top Starter,,,,,2025-2026
Godson Kyeremeh,Le Havre,fr Ligue 1,FW,25.0,344,3.8,,,,,,,2025-2026
Adrián de la Fuente,Levante,es La Liga,DF,26.0,1132,12.6,,,,,597.0948809733563,Top Starter,2025-2026
Rémy Labeau Lascary,Brest,fr Ligue 1,FW,22.0,365,4.1,,,,,,,2025-2026
Shea Lacey,Manchester Utd,eng Premier League,FW,18.0,14,0.2,,,,,,,2025-2026
Maxence Lacroix,Crystal Palace,eng Premier League,DF,25.0,1890,21.0,,,,,713.8605363336394,Top Starter,2025-2026
Yoel Lago,Celta Vigo,es La Liga,DF,21.0,333,3.7,,,,,,,2025-2026
Mayckel Lahdo,Nantes,fr Ligue 1,FW,23.0,415,4.6,,,,,,,2025-2026
Konrad Laimer,Bayern Munich,de Bundesliga,DF,28.0,1086,12.1,,,,,464.5116452750475,Top Starter,2025-2026
Kenny Lala,Brest,fr Ligue 1,DF,34.0,1427,15.9,,,,,423.5634236827556,Top Starter,2025-2026
Tariq Lamptey,Fiorentina,it Serie A,Off_MF,25.0,25,0.3,,,,,,,2025-2026
Noa Lang,Napoli,it Serie A,FW,26.0,575,6.4,456.3838307912418,Top Starter,,,,,2025-2026
Aymeric Laporte,Athletic Club,es La Liga,DF,31.0,859,9.5,,,,,644.0491256108721,Top Starter,2025-2026
Hugo Larsson,Eint Frankfurt,de Bundesliga,MF,21.0,710,7.9,,,521.4786703298283,Top Starter,,,2025-2026
Jamaal Lascelles,Newcastle Utd,eng Premier League,DF,32.0,21,0.2,,,,,,,2025-2026
Toni Lato,Mallorca,es La Liga,DF,28.0,217,2.4,,,,,,,2025-2026
Josh Laurent,Burnley,eng Premier League,DF,30.0,1060,11.8,,,,,664.2737770807244,Top Starter,2025-2026
Armand Lauriente,Sassuolo,it Serie A,FW,27.0,1218,13.5,416.69101643301855,Top Starter,,,,,2025-2026
Matteo Lavelli,Inter,it Serie A,FW,19.0,8,0.1,,,,,,,2025-2026
Roméo Lavia,Chelsea,eng Premier League,MF,22.0,108,1.2,,,,,,,2025-2026
Valentino Lazaro,Torino,it Serie A,DF,29.0,1411,15.7,,,,,470.55825343587,Top Starter,2025-2026
Manuel Lazzari,Lazio,it Serie A,DF,32.0,509,5.7,,,,,402.70119460563785,Top Starter,2025-2026
Théo Le Bris,Lorient,fr Ligue 1,DF,23.0,991,11.0,,,,,487.2945179956498,Top Starter,2025-2026
Julien Le Cardinal,Brest,fr Ligue 1,DF,28.0,328,3.6,,,,,,,2025-2026
Enzo Le Fée,Sunderland,eng Premier League,Off_MF,25.0,1575,17.5,334.38261991796855,Solid Squad Player,,,,,2025-2026
Raphael Le Guen,Brest,fr Ligue 1,DF,19.0,5,0.1,,,,,,,2025-2026
Robin Le Normand,Atlético Madrid,es La Liga,DF,29.0,990,11.0,,,,,471.1141370933004,Top Starter,2025-2026
Rafael Leão,Milan,it Serie A,FW,26.0,847,9.4,618.7139633964614,Top Starter,,,,,2025-2026
Pierre Lees-Melou,Paris FC,fr Ligue 1,MF,32.0,886,9.8,,,478.46666046640775,Top Starter,,,2025-2026
Pierre Lees-Melou,Brest,fr Ligue 1,MF,32.0,180,2.0,,,,,,,2025-2026
Jordan Lefort,Angers,fr Ligue 1,DF,32.0,1530,17.0,,,,,609.3802127985581,Top Starter,2025-2026
Alexander Legendre,Rennes,fr Ligue 1,DF,17.0,10,0.1,,,,,,,2025-2026
Diogo Leite,Union Berlin,de Bundesliga,DF,26.0,1035,11.5,,,,,596.4652980882988,Top Starter,2025-2026
Maxim Leitsch,Mainz 05,de Bundesliga,DF,27.0,162,1.8,,,,,,,2025-2026
Florian Lejeune,Rayo Vallecano,es La Liga,DF,34.0,1700,18.9,,,,,645.2056628095665,Top Starter,2025-2026
Youssef Lekhedim,Alavés,es La Liga,DF,20.0,791,8.8,,,,,394.0245326011936,Solid Squad Player,2025-2026
Iñigo Lekue,Athletic Club,es La Liga,DF,32.0,354,3.9,,,,,,,2025-2026
Thomas Lemar,Girona,es La Liga,Off_MF,30.0,417,4.6,,,,,,,2025-2026
Félix Lemaréchal,Strasbourg,fr Ligue 1,Off_MF,22.0,544,6.0,442.4724616221666,Top Starter,,,,,2025-2026
Tim Lemperle,Hoffenheim,de Bundesliga,FW,23.0,995,11.1,473.99599257184406,Top Starter,,,,,2025-2026
Clément Lenglet,Atlético Madrid,es La Liga,DF,30.0,730,8.1,,,,,563.3441098886167,Top Starter,2025-2026
Esteban Lepaul,Angers,fr Ligue 1,FW,25.0,174,1.9,,,,,,,2025-2026
Esteban Lepaul,Rennes,fr Ligue 1,FW,25.0,1145,12.7,723.6604010146829,Top Starter,,,,,2025-2026
Johann Lepenant,Nantes,fr Ligue 1,MF,23.0,846,9.4,,,475.8538204739048,Top Starter,,,2025-2026
Mehdi Léris,Pisa,it Serie A,DF,27.0,928,10.3,,,,,598.3727433798886,Top Starter,2025-2026
Jefferson Lerma,Crystal Palace,eng Premier League,MF,31.0,760,8.4,,,454.8179858101721,Top Starter,,,2025-2026
Louis Leroux,Nantes,fr Ligue 1,DF,19.0,959,10.7,,,,,434.4774323616639,Top Starter,2025-2026
Robert Lewandowski,Barcelona,es La Liga,FW,37.0,698,7.8,723.7881915126496,Top Starter,,,,,2025-2026
Jamie Leweling,Stuttgart,de Bundesliga,FW,24.0,1114,12.4,516.1473330590977,Top Starter,,,,,2025-2026
Rico Lewis,Manchester City,eng Premier League,DF,21.0,227,2.5,,,,,,,2025-2026
Keane Lewis-Potter,Brentford,eng Premier League,FW,24.0,912,10.1,308.28240004281446,Solid Squad Player,,,,,2025-2026
Myles Lewis-Skelly,Arsenal,eng Premier League,DF,19.0,321,3.6,,,,,,,2025-2026
Philipp Lienhart,Freiburg,de Bundesliga,DF,29.0,896,10.0,,,,,578.9820523632646,Top Starter,2025-2026
Matthijs de Ligt,Manchester Utd,eng Premier League,DF,26.0,1170,13.0,,,,,581.4045084105037,Top Starter,2025-2026
Victor Lindelöf,Aston Villa,eng Premier League,DF,31.0,569,6.3,,,,,428.0860790776255,Top Starter,2025-2026
Jesper Lindstrøm,Wolfsburg,de Bundesliga,Off_MF,25.0,13,0.1,,,,,,,2025-2026
Luca Lipani,Sassuolo,it Serie A,MF,20.0,284,3.2,,,,,,,2025-2026
Pol Lirola,Marseille,fr Ligue 1,Off_MF,28.0,34,0.4,,,,,,,2025-2026
Adrián Liso,Getafe,es La Liga,FW,20.0,1231,13.7,198.85206392290976,Below Big-5 Level,,,,,2025-2026
Joseph Liteta,Cagliari,it Serie A,MF,19.0,97,1.1,,,,,,,2025-2026
Valentino Livramento,Newcastle Utd,eng Premier League,DF,23.0,1049,11.7,,,,,470.1133573795681,Top Starter,2025-2026
Marin Ljubicic,Union Berlin,de Bundesliga,DF,23.0,13,0.1,,,,,,,2025-2026
Javier Llabrés,Mallorca,es La Liga,FW,23.0,138,1.5,,,,,,,2025-2026
Diego Llorente,Betis,es La Liga,DF,32.0,82,0.9,,,,,,,2025-2026
Marcos Llorente,Atlético Madrid,es La Liga,DF,30.0,1260,14.0,,,,,526.5427525792608,Top Starter,2025-2026
Gautier Lloris,Le Havre,fr Ligue 1,DF,30.0,1383,15.4,,,,,653.1385836405341,Top Starter,2025-2026
Giovani Lo Celso,Betis,es La Liga,Off_MF,29.0,1016,11.3,558.0935183618905,Top Starter,,,,,2025-2026
Danny Loader,Auxerre,fr Ligue 1,FW,25.0,1182,13.1,332.0112540151299,Solid Squad Player,,,,,2025-2026
Stanislav Lobotka,Napoli,it Serie A,MF,31.0,1089,12.1,,,362.0236343291124,Solid Squad Player,,,2025-2026
Manuel Locatelli,Juventus,it Serie A,MF,28.0,1501,16.7,,,533.3641474238608,Top Starter,,,2025-2026
Bradley Locko,Brest,fr Ligue 1,DF,23.0,935,10.4,,,,,506.32215272269144,Top Starter,2025-2026
Ruben Loftus-Cheek,Milan,it Serie A,Off_MF,29.0,829,9.2,393.1956918232421,Solid Squad Player,,,,,2025-2026
Sean Longstaff,Leeds United,eng Premier League,MF,28.0,878,9.8,,,747.7746009048528,Top Starter,,,2025-2026
Ademola Lookman,Atalanta,it Serie A,FW,28.0,783,8.7,414.16938932151913,Top Starter,,,,,2025-2026
David López,Mallorca,es La Liga,DF,22.0,61,0.7,,,,,,,2025-2026
David López,Girona,es La Liga,DF,36.0,202,2.2,,,,,,,2025-2026
Diego López,Valencia,es La Liga,FW,23.0,1217,13.5,268.52410479861464,Solid Squad Player,,,,,2025-2026
Fer López,Wolves,eng Premier League,Off_MF,21.0,235,2.6,,,,,,,2025-2026
Fermin López,Barcelona,es La Liga,Off_MF,22.0,694,7.7,882.4434360987415,World Class,,,,,2025-2026
Javi López,Oviedo,es La Liga,DF,23.0,392,4.4,,,,,,,2025-2026
Julien López,Paris FC,fr Ligue 1,FW,33.0,45,0.5,,,,,,,2025-2026
Maxime Lopez,Paris FC,fr Ligue 1,MF,28.0,1350,15.0,,,813.1931641343406,World Class,,,2025-2026
Unai López,Rayo Vallecano,es La Liga,MF,30.0,1027,11.4,,,691.5222319247088,Top Starter,,,2025-2026
Dachi Lordkipanidze,Cremonese,it Serie A,MF,20.0,29,0.3,,,,,,,2025-2026
Lorran,Pisa,it Serie A,Off_MF,19.0,90,1.0,,,,,,,2025-2026
Iker Losada,Levante,es La Liga,FW,24.0,212,2.4,,,,,,,2025-2026
Tom Louchet,Nice,fr Ligue 1,MF,22.0,619,6.9,,,680.0509124875346,Top Starter,,,2025-2026
Marius Louer,Angers,fr Ligue 1,DF,18.0,12,0.1,,,,,,,2025-2026
Sandi Lovrić,Udinese,it Serie A,MF,27.0,154,1.7,,,,,,,2025-2026
Pol Lozano,Espanyol,es La Liga,MF,26.0,1254,13.9,,,295.69865625403855,Solid Squad Player,,,2025-2026
Sergio Lozano,Levante,es La Liga,Def_MF,26.0,12,0.1,,,,,,,2025-2026
Lucas,Burnley,eng Premier League,DF,24.0,502,5.6,,,,,554.0243099941919,Top Starter,2025-2026
Lorenzo Lucca,Napoli,it Serie A,FW,25.0,407,4.5,,,,,,,2025-2026
Jhon Lucumí,Bologna,it Serie A,DF,27.0,1101,12.2,,,,,559.1194338783781,Top Starter,2025-2026
Oier Luengo,Oviedo,es La Liga,DF,28.0,135,1.5,,,,,,,2025-2026
Florentino Luís,Burnley,eng Premier League,MF,26.0,1314,14.6,,,389.657348767786,Solid Squad Player,,,2025-2026
José Luis Gayà,Valencia,es La Liga,DF,30.0,1186,13.2,,,,,477.3223610143065,Top Starter,2025-2026
José Luis Morales,Levante,es La Liga,Off_MF,38.0,299,3.3,,,,,,,2025-2026
Douglas Luiz,Nott'ham Forest,eng Premier League,MF,27.0,315,3.5,,,,,,,2025-2026
