Player,Squad,Comp,Pos,Age,Min,90s,OffScore_abs,OffBand,MidScore_abs,MidBand,DefScore_abs,DefBand,Season
Isaac Success,Watford,eng Premier League,FW,22.0,1052,11.7,353.4101402641532,Solid Squad Player,,,,,2018-2019
Niklas Süle,Bayern Munich,de Bundesliga,DF,22.0,2654,29.5,,,,,594.1415816871269,Top Starter,2018-2019
Ki Sung-yueng,Newcastle Utd,eng Premier League,MF,29.0,1302,14.5,,,425.12979088809135,Top Starter,,,2018-2019
Andrew Surman,Bournemouth,eng Premier League,MF,31.0,1439,16.0,,,255.3482496856142,Solid Squad Player,,,2018-2019
Sam Surridge,Bournemouth,eng Premier League,Off_MF,20.0,13,0.1,,,,,,,2018-2019
Markel Susaeta,Athletic Club,es La Liga,FW,30.0,1379,15.3,291.9186683528333,Solid Squad Player,,,,,2018-2019
Suso,Milan,it Serie A,FW,24.0,3018,33.5,520.4360054713551,Top Starter,,,,,2018-2019
Markus Suttner,Düsseldorf,de Bundesliga,DF,31.0,489,5.4,,,,,611.1012951937452,Top Starter,2018-2019
Mattias Svanberg,Bologna,it Serie A,MF,19.0,1176,13.1,,,522.3783765136305,Top Starter,,,2018-2019
Issiaga Sylla,Toulouse,fr Ligue 1,DF,24.0,1994,22.2,,,,,762.5570003858868,World Class,2018-2019
Moussa Sylla,Monaco,fr Ligue 1,FW,18.0,769,8.5,182.40536856453815,Below Big-5 Level,,,,,2018-2019
Eddy Sylvestre,Nice,fr Ligue 1,FW,18.0,266,3.0,,,,,,,2018-2019
Ádám Szalai,Hoffenheim,de Bundesliga,FW,30.0,1627,18.1,562.457698924353,Top Starter,,,,,2018-2019
Alexander Sørloth,Crystal Palace,eng Premier League,FW,22.0,185,2.1,,,,,,,2018-2019
Franck Tabanou,Guingamp,fr Ligue 1,DF,29.0,180,2.0,,,,,,,2018-2019
Jonathan Tah,Leverkusen,de Bundesliga,DF,22.0,2937,32.6,,,,,665.7778268629543,Top Starter,2018-2019
Flavien Tait,Angers,fr Ligue 1,Off_MF,25.0,2985,33.2,599.6896265176757,Top Starter,,,,,2018-2019
Adrien Tameze,Nice,fr Ligue 1,MF,24.0,2942,32.7,,,453.315158144548,Top Starter,,,2018-2019
Strahinja Tanasijević,Chievo,it Serie A,DF,21.0,17,0.2,,,,,,,2018-2019
Matt Targett,Southampton,eng Premier League,DF,22.0,1186,13.2,,,,,697.1520515005994,Top Starter,2018-2019
Rodrigo Tarín,Leganés,es La Liga,DF,22.0,1429,15.9,,,,,583.1638753015966,Top Starter,2018-2019
James Tarkowski,Burnley,eng Premier League,DF,25.0,3086,34.3,,,,,717.6106610473267,Top Starter,2018-2019
Júlio Tavares,Dijon,fr Ligue 1,FW,29.0,2805,31.2,293.99981435436314,Solid Squad Player,,,,,2018-2019
Júnior Tavares,Sampdoria,it Serie A,DF,21.0,184,2.0,,,,,,,2018-2019
Taleb Tawatha,Eint Frankfurt,de Bundesliga,FW,26.0,125,1.4,,,,,,,2018-2019
Charlie Taylor,Burnley,eng Premier League,DF,24.0,3243,36.0,,,,,566.8726122653005,Top Starter,2018-2019
Malik Tchokounté,Caen,fr Ligue 1,FW,29.0,1473,16.4,145.715918529858,Below Big-5 Level,,,,,2018-2019
Aurélien Tchouaméni,Bordeaux,fr Ligue 1,MF,18.0,704,7.8,,,273.3420486895521,Solid Squad Player,,,2018-2019
Georg Teigl,Augsburg,de Bundesliga,Def_MF,27.0,296,3.3,,,,,,,2018-2019
Cristian Tello,Betis,es La Liga,DF,26.0,1573,17.5,,,,,457.62947188961874,Top Starter,2018-2019
Łukasz Teodorczyk,Udinese,it Serie A,FW,27.0,400,4.4,,,,,,,2018-2019
Hidde ter Avest,Udinese,it Serie A,DF,21.0,973,10.8,,,,,550.4491723610611,Top Starter,2018-2019
Marco Terrazzino,Freiburg,de Bundesliga,Off_MF,27.0,517,5.7,347.68089915018123,Solid Squad Player,,,,,2018-2019
Martin Terrier,Lyon,fr Ligue 1,FW,21.0,1486,16.5,565.9106490657292,Top Starter,,,,,2018-2019
Kenny Tete,Lyon,fr Ligue 1,DF,22.0,1048,11.6,,,,,724.8992070815431,Top Starter,2018-2019
Cedric Teuchert,Schalke 04,de Bundesliga,FW,21.0,160,1.8,,,,,,,2018-2019
Florian Thauvin,Marseille,fr Ligue 1,FW,25.0,2613,29.0,702.4485043087584,Top Starter,,,,,2018-2019
Cyril Théréau,Fiorentina,it Serie A,FW,35.0,30,0.3,,,,,,,2018-2019
Cyril Théréau,Cagliari,it Serie A,FW,35.0,131,1.5,,,,,,,2018-2019
Sada Thioub,Nîmes,fr Ligue 1,Off_MF,23.0,2476,27.5,416.786810177263,Top Starter,,,,,2018-2019
Romain Thomas,Angers,fr Ligue 1,DF,30.0,2394,26.6,,,,,583.0789310536733,Top Starter,2018-2019
Adrien Thomasson,Strasbourg,fr Ligue 1,Off_MF,24.0,2479,27.5,524.0238794297428,Top Starter,,,,,2018-2019
Erik Thommy,Stuttgart,de Bundesliga,Off_MF,23.0,794,8.8,425.3307449091265,Top Starter,,,,,2018-2019
Marcus Thuram,Guingamp,fr Ligue 1,FW,20.0,2571,28.6,327.98581545036325,Solid Squad Player,,,,,2018-2019
Youri Tielemans,Leicester City,eng Premier League,MF,21.0,1086,12.1,,,795.3414164615966,World Class,,,2018-2019
Youri Tielemans,Monaco,fr Ligue 1,MF,21.0,1680,18.7,,,612.4596706871008,Top Starter,,,2018-2019
Timmy Tillman,Nürnberg,de Bundesliga,FW,19.0,206,2.3,,,,,,,2018-2019
Cheick Timite,Amiens,fr Ligue 1,FW,20.0,1456,16.2,198.1033799489252,Below Big-5 Level,,,,,2018-2019
David Timor,Girona,es La Liga,MF,28.0,163,1.8,,,,,,,2018-2019
George Timotheou,Schalke 04,de Bundesliga,DF,21.0,90,1.0,,,,,,,2018-2019
Marcel Tisserand,Wolfsburg,de Bundesliga,DF,25.0,886,9.8,,,,,675.776746349628,Top Starter,2018-2019
Tito,Rayo Vallecano,es La Liga,DF,33.0,1098,12.2,,,,,605.4144007643288,Top Starter,2018-2019
Jean-Clair Todibo,Barcelona,es La Liga,DF,18.0,157,1.7,,,,,,,2018-2019
Jean-Clair Todibo,Toulouse,fr Ligue 1,DF,18.0,834,9.3,,,,,829.1645655768424,World Class,2018-2019
Karl Toko Ekambi,Villarreal,es La Liga,FW,25.0,2144,23.8,517.267713771083,Top Starter,,,,,2018-2019
Corentin Tolisso,Bayern Munich,de Bundesliga,Off_MF,23.0,52,0.6,,,,,,,2018-2019
Rafael Tolói,Atalanta,it Serie A,DF,27.0,1746,19.4,,,,,651.3599258266808,Top Starter,2018-2019
Raúl de Tomás,Rayo Vallecano,es La Liga,FW,23.0,2813,31.3,512.5618981196188,Top Starter,,,,,2018-2019
James Tomkins,Crystal Palace,eng Premier League,DF,29.0,2560,28.4,,,,,547.6270367071108,Top Starter,2018-2019
Nenad Tomović,Chievo,it Serie A,DF,30.0,739,8.2,,,,,560.947946522978,Top Starter,2018-2019
Lorenzo Tonelli,Sampdoria,it Serie A,DF,28.0,1655,18.4,,,,,723.3146436432063,Top Starter,2018-2019
Toño,Levante,es La Liga,DF,28.0,1763,19.6,,,,,401.1575467433208,Top Starter,2018-2019
Ömer Toprak,Dortmund,de Bundesliga,DF,29.0,236,2.6,,,,,,,2018-2019
Lucas Torreira,Arsenal,eng Premier League,MF,22.0,2382,26.5,,,467.2055031398451,Top Starter,,,2018-2019
Daniel Torres,Alavés,es La Liga,Def_MF,28.0,71,0.8,,,,,,,2018-2019
Ferrán Torres,Valencia,es La Liga,Off_MF,18.0,850,9.4,471.3555002592253,Top Starter,,,,,2018-2019
Lucas Torró,Eint Frankfurt,de Bundesliga,MF,24.0,560,6.2,,,269.832255715108,Solid Squad Player,,,2018-2019
Jordan Torunarigha,Hertha BSC,de Bundesliga,DF,20.0,1158,12.9,,,,,783.1582164832212,World Class,2018-2019
Cenk Tosun,Everton,eng Premier League,FW,27.0,1059,11.8,477.2817023105631,Top Starter,,,,,2018-2019
Abdoulaye Touré,Nantes,fr Ligue 1,MF,24.0,2749,30.5,,,433.0408339022256,Top Starter,,,2018-2019
Almamy Touré,Monaco,fr Ligue 1,DF,22.0,346,3.8,,,,,,,2018-2019
Almamy Touré,Eint Frankfurt,de Bundesliga,DF,22.0,519,5.8,,,,,720.649063140053,Top Starter,2018-2019
Lucas Tousart,Lyon,fr Ligue 1,MF,21.0,1727,19.2,,,337.4403011926393,Solid Squad Player,,,2018-2019
Andros Townsend,Crystal Palace,eng Premier League,FW,27.0,3009,33.4,366.46755094457217,Solid Squad Player,,,,,2018-2019
Adama Traoré,Wolves,eng Premier League,FW,22.0,902,10.0,328.904302611733,Solid Squad Player,,,,,2018-2019
Adama Traoré,Monaco,fr Ligue 1,MF,23.0,240,2.7,,,,,,,2018-2019
Bertrand Traoré,Lyon,fr Ligue 1,FW,22.0,2117,23.5,445.6032253542299,Top Starter,,,,,2018-2019
Charles Traore,Nantes,fr Ligue 1,DF,26.0,1163,12.9,,,,,666.4068029372116,Top Starter,2018-2019
Cheick Traoré,Guingamp,fr Ligue 1,DF,23.0,1508,16.8,,,,,542.6301175526642,Top Starter,2018-2019
Gaoussou Traoré,Amiens,fr Ligue 1,MF,18.0,107,1.2,,,,,,,2018-2019
Hamari Traoré,Rennes,fr Ligue 1,DF,26.0,2972,33.0,,,,,579.5468954948923,Top Starter,2018-2019
Ibrahima Traoré,Gladbach,de Bundesliga,FW,30.0,552,6.1,392.20061857985024,Solid Squad Player,,,,,2018-2019
Ismaël Traoré,Angers,fr Ligue 1,DF,31.0,2636,29.3,,,,,481.0584131134048,Top Starter,2018-2019
Óscar Trejo,Rayo Vallecano,es La Liga,MF,30.0,1764,19.6,,,781.1994774862816,World Class,,,2018-2019
Driss Trichard,Bordeaux,fr Ligue 1,DF,23.0,90,1.0,,,,,,,2018-2019
Manu Trigueros,Villarreal,es La Liga,MF,26.0,1547,17.2,,,493.5715627095496,Top Starter,,,2018-2019
Kieran Trippier,Tottenham,eng Premier League,DF,27.0,2276,25.3,,,,,647.5356083070291,Top Starter,2018-2019
William Troost-Ekong,Udinese,it Serie A,DF,24.0,3064,34.0,,,,,547.0222258043495,Top Starter,2018-2019
Marcello Trotta,Frosinone,it Serie A,FW,25.0,398,4.4,,,,,,,2018-2019
Marcello Trotta,Sassuolo,it Serie A,Off_MF,25.0,6,0.1,,,,,,,2018-2019
Marco Tumminello,Atalanta,it Serie A,FW,19.0,9,0.1,,,,,,,2018-2019
Patrick Twumasi,Alavés,es La Liga,Off_MF,24.0,170,1.9,,,,,,,2018-2019
Salih Uçan,Empoli,it Serie A,Off_MF,24.0,259,2.9,,,,,,,2018-2019
Anthony Ujah,Mainz 05,de Bundesliga,FW,27.0,735,8.2,599.8050251995735,Top Starter,,,,,2018-2019
Samuel Umtiti,Barcelona,es La Liga,DF,24.0,1189,13.2,,,,,491.77328512512,Top Starter,2018-2019
Enes Ünal,Valladolid,es La Liga,FW,21.0,2148,23.9,279.7126629043673,Solid Squad Player,,,,,2018-2019
Cengiz Ünder,Roma,it Serie A,FW,21.0,1375,15.3,509.0451583531168,Top Starter,,,,,2018-2019
Joel Untersee,Empoli,it Serie A,DF,24.0,126,1.4,,,,,,,2018-2019
Dayot Upamecano,RB Leipzig,de Bundesliga,DF,19.0,1293,14.4,,,,,682.8826925259193,Top Starter,2018-2019
Takashi Usami,Düsseldorf,de Bundesliga,Off_MF,26.0,879,9.8,417.30865790576024,Top Starter,,,,,2018-2019
Mark Uth,Schalke 04,de Bundesliga,FW,26.0,1407,15.6,285.16887276413354,Solid Squad Player,,,,,2018-2019
Valentín Vada,Bordeaux,fr Ligue 1,MF,22.0,36,0.4,,,,,,,2018-2019
Valentín Vada,Saint-Étienne,fr Ligue 1,MF,22.0,404,4.5,,,,,,,2018-2019
William Vainqueur,Monaco,fr Ligue 1,MF,29.0,80,0.9,,,,,,,2018-2019
Mirko Valdifiori,SPAL,it Serie A,MF,32.0,668,7.4,,,770.0710030121794,World Class,,,2018-2019
Pierrick Valdivia,Nîmes,fr Ligue 1,Def_MF,30.0,31,0.3,,,,,,,2018-2019
Antonio Valencia,Manchester Utd,eng Premier League,DF,32.0,466,5.2,,,,,569.6508369219715,Top Starter,2018-2019
Enrico Valentini,Nürnberg,de Bundesliga,DF,29.0,1299,14.4,,,,,672.0129590112177,Top Starter,2018-2019
Borja Valero,Inter,it Serie A,MF,33.0,1231,13.7,,,653.4975868832732,Top Starter,,,2018-2019
Yan Valery,Southampton,eng Premier League,DF,19.0,1712,19.0,,,,,639.3865653961935,Top Starter,2018-2019
Jesús Vallejo,Real Madrid,es La Liga,DF,21.0,311,3.5,,,,,,,2018-2019
Theo Valls,Nîmes,fr Ligue 1,MF,22.0,1770,19.7,,,340.5979958906206,Solid Squad Player,,,2018-2019
Mattia Valoti,SPAL,it Serie A,MF,24.0,1222,13.6,,,423.5652538280703,Top Starter,,,2018-2019
Federico Valverde,Real Madrid,es La Liga,MF,20.0,656,7.3,,,495.34854728438006,Top Starter,,,2018-2019
Luca Valzania,Frosinone,it Serie A,MF,22.0,897,10.0,,,623.1849734602057,Top Starter,,,2018-2019
Luca Valzania,Atalanta,it Serie A,MF,22.0,73,0.8,,,,,,,2018-2019
Virgil van Dijk,Liverpool,eng Premier League,DF,27.0,3384,37.6,,,,,573.9195061664121,Top Starter,2018-2019
Raphaël Varane,Real Madrid,es La Liga,DF,25.0,2754,30.6,,,,,485.22382905254216,Top Starter,2018-2019
Jamie Vardy,Leicester City,eng Premier League,FW,31.0,2726,30.3,590.4896514895595,Top Starter,,,,,2018-2019
Franco Vázquez,Sevilla,es La Liga,MF,29.0,2280,25.3,,,705.6100967360284,Top Starter,,,2018-2019
Kevin Vázquez,Celta Vigo,es La Liga,DF,25.0,220,2.4,,,,,,,2018-2019
Lucas Vázquez,Real Madrid,es La Liga,FW,27.0,1510,16.8,354.7261347183948,Solid Squad Player,,,,,2018-2019
Matías Vecino,Inter,it Serie A,MF,26.0,2015,22.4,,,518.2103202075007,Top Starter,,,2018-2019
Emiliano Velázquez,Rayo Vallecano,es La Liga,DF,24.0,1277,14.2,,,,,916.7085518358098,Exceptional,2018-2019
Miloš Veljković,Werder Bremen,de Bundesliga,DF,22.0,1877,20.9,,,,,691.0192723874504,Top Starter,2018-2019
Miguel Veloso,Genoa,it Serie A,MF,32.0,1257,14.0,,,581.5315963010567,Top Starter,,,2018-2019
Daniele Verde,Valladolid,es La Liga,Off_MF,22.0,657,7.3,354.30255287151147,Solid Squad Player,,,,,2018-2019
Francesco Verde,Cagliari,it Serie A,FW,19.0,12,0.1,,,,,,,2018-2019
Simone Verdi,Napoli,it Serie A,Off_MF,26.0,704,7.8,739.0246073126175,Top Starter,,,,,2018-2019
Jordan Veretout,Fiorentina,it Serie A,MF,25.0,2941,32.7,,,731.6473739328569,Top Starter,,,2018-2019
Paul Verhaegh,Wolfsburg,de Bundesliga,DF,34.0,180,2.0,,,,,,,2018-2019
Thomas Vermaelen,Barcelona,es La Liga,DF,32.0,587,6.5,,,,,447.8588009960752,Top Starter,2018-2019
Marco Verratti,Paris S-G,fr Ligue 1,MF,25.0,1879,20.9,,,717.9720965712048,Top Starter,,,2018-2019
Jan Vertonghen,Tottenham,eng Premier League,DF,31.0,1911,21.2,,,,,662.8106651729104,Top Starter,2018-2019
Freddie Veseli,Empoli,it Serie A,DF,25.0,2539,28.2,,,,,496.5771831384323,Top Starter,2018-2019
Mikel Vesga,Leganés,es La Liga,MF,25.0,2070,23.0,,,388.41021785879775,Solid Squad Player,,,2018-2019
Jannik Vestergaard,Southampton,eng Premier League,DF,25.0,2027,22.5,,,,,783.4782109525572,World Class,2018-2019
Rúben Vezo,Levante,es La Liga,DF,24.0,1339,14.9,,,,,670.4897964339543,Top Starter,2018-2019
Rúben Vezo,Valencia,es La Liga,DF,24.0,196,2.2,,,,,,,2018-2019
Francesco Vicari,SPAL,it Serie A,DF,23.0,2335,25.9,,,,,615.8064489535815,Top Starter,2018-2019
Aleix Vidal,Sevilla,es La Liga,DF,28.0,528,5.9,,,,,563.8477396446885,Top Starter,2018-2019
Arturo Vidal,Barcelona,es La Liga,MF,31.0,1929,21.4,,,778.4014198007573,World Class,,,2018-2019
Ronaldo Vieira,Sampdoria,it Serie A,MF,20.0,599,6.7,,,325.2998466089358,Solid Squad Player,,,2018-2019
Luciano Vietto,Fulham,eng Premier League,FW,24.0,986,11.0,458.0894900202528,Top Starter,,,,,2018-2019
Carlos Vigaray,Alavés,es La Liga,DF,23.0,647,7.2,,,,,473.6067076759718,Top Starter,2018-2019
Emanuel Vignato,Chievo,it Serie A,Off_MF,17.0,655,7.3,342.0275869158326,Solid Squad Player,,,,,2018-2019
Dídac Vilà,Espanyol,es La Liga,DF,29.0,2354,26.2,,,,,706.0740077419911,Top Starter,2018-2019
Toni Villa,Valladolid,es La Liga,Off_MF,23.0,1762,19.6,342.99814188742783,Solid Squad Player,,,,,2018-2019
Rúben Vinagre,Wolves,eng Premier League,DF,19.0,710,7.9,,,,,604.0032597694218,Top Starter,2018-2019
Carlos Vinícius,Monaco,fr Ligue 1,FW,23.0,523,5.8,536.9825763361581,Top Starter,,,,,2018-2019
Vitolo,Atlético Madrid,es La Liga,Off_MF,28.0,753,8.4,302.73229303700214,Solid Squad Player,,,,,2018-2019
Federico Viviani,Frosinone,it Serie A,MF,26.0,337,3.7,,,,,,,2018-2019
Felipe Vizeu,Udinese,it Serie A,FW,21.0,32,0.4,,,,,,,2018-2019
Dušan Vlahović,Fiorentina,it Serie A,FW,18.0,160,1.8,,,,,,,2018-2019
Rai Vloet,Frosinone,it Serie A,Off_MF,23.0,122,1.4,,,,,,,2018-2019
Kevin Vogt,Hoffenheim,de Bundesliga,DF,26.0,2391,26.6,,,,,571.264836640731,Top Starter,2018-2019
Sam Vokes,Burnley,eng Premier League,FW,28.0,915,10.2,328.5086693391192,Solid Squad Player,,,,,2018-2019
Kevin Volland,Leverkusen,de Bundesliga,FW,26.0,2814,31.3,681.6320744574238,Top Starter,,,,,2018-2019
Stefan de Vrij,Inter,it Serie A,DF,26.0,2520,28.0,,,,,493.8619058290674,Top Starter,2018-2019
Šime Vrsaljko,Inter,it Serie A,DF,26.0,727,8.1,,,,,662.6536209874122,Top Starter,2018-2019
Nikola Vukčević,Levante,es La Liga,Def_MF,26.0,670,7.4,,,,,792.791266083949,World Class,2018-2019
Matěj Vydra,Burnley,eng Premier League,FW,26.0,318,3.5,,,,,,,2018-2019
Paul Wade,Nice,fr Ligue 1,Def_MF,18.0,8,0.1,,,,,,,2018-2019
Sandro Wagner,Bayern Munich,de Bundesliga,FW,30.0,143,1.6,,,,,,,2018-2019
Molla Wagué,Udinese,it Serie A,DF,27.0,95,1.1,,,,,,,2018-2019
Moussa Wagué,Barcelona,es La Liga,DF,19.0,225,2.5,,,,,,,2018-2019
Wakaso,Alavés,es La Liga,MF,28.0,1669,18.5,,,348.19543817067034,Solid Squad Player,,,2018-2019
Walace,Hannover 96,de Bundesliga,MF,23.0,1996,22.2,,,381.0977110099917,Solid Squad Player,,,2018-2019
Theo Walcott,Everton,eng Premier League,FW,29.0,2119,23.5,341.0568955888764,Solid Squad Player,,,,,2018-2019
Luca Waldschmidt,Freiburg,de Bundesliga,FW,22.0,1717,19.1,436.7161280627962,Top Starter,,,,,2018-2019
Kyle Walker,Manchester City,eng Premier League,DF,28.0,2779,30.9,,,,,495.08782949790873,Top Starter,2018-2019
Kyle Walker-Peters,Tottenham,eng Premier League,DF,21.0,376,4.2,,,,,,,2018-2019
Wallace,Lazio,it Serie A,DF,23.0,1233,13.7,,,,,656.9306384298726,Top Starter,2018-2019
Anthony Walongwa,Nantes,fr Ligue 1,DF,24.0,90,1.0,,,,,,,2018-2019
Rémi Walter,Nice,fr Ligue 1,MF,23.0,833,9.3,,,380.29321365334545,Solid Squad Player,,,2018-2019
Aaron Wan-Bissaka,Crystal Palace,eng Premier League,DF,20.0,3134,34.8,,,,,815.3296124118831,World Class,2018-2019
Victor Wanyama,Tottenham,eng Premier League,MF,27.0,516,5.7,,,431.1920428489328,Top Starter,,,2018-2019
Danny Ward,Cardiff City,eng Premier League,FW,26.0,445,4.9,,,,,,,2018-2019
Joel Ward,Crystal Palace,eng Premier League,DF,28.0,552,6.1,,,,,604.8112459705911,Top Starter,2018-2019
Stephen Ward,Burnley,eng Premier League,DF,32.0,228,2.5,,,,,,,2018-2019
James Ward-Prowse,Southampton,eng Premier League,Off_MF,23.0,1945,21.6,414.52699482735005,Top Starter,,,,,2018-2019
Daniel Wass,Valencia,es La Liga,DF,29.0,2354,26.2,,,,,512.3517518727273,Top Starter,2018-2019
Timothy Weah,Paris S-G,fr Ligue 1,FW,18.0,54,0.6,,,,,,,2018-2019
Wout Weghorst,Wolfsburg,de Bundesliga,FW,25.0,2925,32.5,541.215224404079,Top Starter,,,,,2018-2019
Julian Weigl,Dortmund,de Bundesliga,DF,22.0,1455,16.2,,,,,597.1304209791622,Top Starter,2018-2019
Mitchell Weiser,Leverkusen,de Bundesliga,DF,24.0,2111,23.5,,,,,632.5814299943768,Top Starter,2018-2019
Danny Welbeck,Arsenal,eng Premier League,FW,27.0,153,1.7,,,,,,,2018-2019
Wendell,Leverkusen,de Bundesliga,DF,25.0,2277,25.3,,,,,755.3222165641229,World Class,2018-2019
Oscar Wendt,Gladbach,de Bundesliga,DF,32.0,2731,30.3,,,,,518.6303127529837,Top Starter,2018-2019
Timo Werner,RB Leipzig,de Bundesliga,FW,22.0,2509,27.9,789.7203461969266,World Class,,,,,2018-2019
Ashley Westwood,Burnley,eng Premier League,MF,28.0,2824,31.4,,,679.8832431805554,Top Starter,,,2018-2019
Hendrik Weydandt,Hannover 96,de Bundesliga,FW,23.0,1723,19.1,477.91033063673393,Top Starter,,,,,2018-2019
Connor Wickham,Crystal Palace,eng Premier League,FW,25.0,67,0.7,,,,,,,2018-2019
Georginio Wijnaldum,Liverpool,eng Premier League,MF,27.0,2725,30.3,,,410.536532956758,Top Starter,,,2018-2019
Jetro Willems,Eint Frankfurt,de Bundesliga,Off_MF,24.0,730,8.1,362.9208986041189,Solid Squad Player,,,,,2018-2019
William,Wolfsburg,de Bundesliga,DF,23.0,2675,29.7,,,,,812.8623993568996,World Class,2018-2019
Danny Williams,Huddersfield,eng Premier League,MF,29.0,96,1.1,,,,,,,2018-2019
Iñaki Williams,Athletic Club,es La Liga,FW,24.0,3025,33.6,503.7859940626968,Top Starter,,,,,2018-2019
Willian,Chelsea,eng Premier League,FW,29.0,2097,23.3,476.0839792689804,Top Starter,,,,,2018-2019
Joe Willock,Arsenal,eng Premier League,Off_MF,18.0,64,0.7,,,,,,,2018-2019
Ben Wilmot,Watford,eng Premier League,Def_MF,18.0,28,0.3,,,,,,,2018-2019
Ben Wilmot,Udinese,it Serie A,DF,18.0,199,2.2,,,,,,,2018-2019
Jack Wilshere,West Ham,eng Premier League,MF,26.0,392,4.4,,,,,,,2018-2019
Callum Wilson,Bournemouth,eng Premier League,FW,26.0,2528,28.1,657.0927814330962,Top Starter,,,,,2018-2019
Kevin Wimmer,Hannover 96,de Bundesliga,DF,25.0,1683,18.7,,,,,693.4667363688241,Top Starter,2018-2019
Harry Winks,Tottenham,eng Premier League,MF,22.0,1597,17.7,,,391.6077484195936,Solid Squad Player,,,2018-2019
Axel Witsel,Dortmund,de Bundesliga,MF,29.0,2873,31.9,,,483.34467603676734,Top Starter,,,2018-2019
Maximilian Wöber,Sevilla,es La Liga,DF,20.0,536,6.0,,,,,600.3627885343673,Top Starter,2018-2019
Marius Wolf,Dortmund,de Bundesliga,DF,23.0,828,9.2,,,,,542.9575434653311,Top Starter,2018-2019
Jeong Woo-yeong,Bayern Munich,de Bundesliga,FW,18.0,5,0.1,,,,,,,2018-2019
Bobby Wood,Hannover 96,de Bundesliga,FW,25.0,1182,13.1,328.97085032362605,Solid Squad Player,,,,,2018-2019
Chris Wood,Burnley,eng Premier League,FW,26.0,2588,28.8,404.479997843001,Top Starter,,,,,2018-2019
Haji Wright,Schalke 04,de Bundesliga,FW,20.0,197,2.2,,,,,,,2018-2019
Xeka,Lille,fr Ligue 1,MF,23.0,2260,25.1,,,342.3201155174809,Solid Squad Player,,,2018-2019
Granit Xhaka,Arsenal,eng Premier League,MF,25.0,2498,27.8,,,656.2115851928647,Top Starter,,,2018-2019
Cédric Yamberé,Dijon,fr Ligue 1,DF,27.0,2805,31.2,,,,,643.1318848957629,Top Starter,2018-2019
Andriy Yarmolenko,West Ham,eng Premier League,Off_MF,28.0,459,5.1,521.3594904513076,Top Starter,,,,,2018-2019
John Yeboah,Wolfsburg,de Bundesliga,Off_MF,18.0,55,0.6,,,,,,,2018-2019
DeAndre Yedlin,Newcastle Utd,eng Premier League,DF,25.0,2473,27.5,,,,,536.0968732313854,Top Starter,2018-2019
Okay Yokuşlu,Celta Vigo,es La Liga,MF,24.0,2198,24.4,,,374.86939555234994,Solid Squad Player,,,2018-2019
Maya Yoshida,Southampton,eng Premier League,DF,29.0,1518,16.9,,,,,660.753458730921,Top Starter,2018-2019
Elie Youan,Nantes,fr Ligue 1,FW,19.0,19,0.2,,,,,,,2018-2019
Amin Younes,Napoli,it Serie A,Off_MF,24.0,498,5.5,850.673026392646,World Class,,,,,2018-2019
Ashley Young,Manchester Utd,eng Premier League,DF,33.0,2569,28.5,,,,,667.8609132586894,Top Starter,2018-2019
Zaydou Youssouf,Bordeaux,fr Ligue 1,MF,19.0,422,4.7,,,,,,,2018-2019
Pablo Zabaleta,West Ham,eng Premier League,DF,33.0,2092,23.2,,,,,703.6020972010181,Top Starter,2018-2019
Dan-Axel Zagadou,Dortmund,de Bundesliga,DF,19.0,1267,14.1,,,,,694.7614835219484,Top Starter,2018-2019
Wilfried Zaha,Crystal Palace,eng Premier League,FW,25.0,3036,33.7,476.0148809307752,Top Starter,,,,,2018-2019
Younn Zahary,Caen,fr Ligue 1,DF,19.0,736,8.2,,,,,662.6060095254679,Top Starter,2018-2019
Miha Zajc,Empoli,it Serie A,Off_MF,24.0,1166,13.0,624.5683130249931,Top Starter,,,,,2018-2019
Denis Zakaria,Gladbach,de Bundesliga,MF,21.0,1959,21.8,,,408.90987753216854,Top Starter,,,2018-2019
Joseba Zaldúa,Real Sociedad,es La Liga,DF,26.0,2139,23.8,,,,,588.1980570123299,Top Starter,2018-2019
Andre-Frank Zambo Anguissa,Fulham,eng Premier League,MF,22.0,1517,16.9,,,403.4363572918541,Top Starter,,,2018-2019
Francesco Zampano,Frosinone,it Serie A,DF,24.0,2102,23.4,,,,,416.5569009076083,Top Starter,2018-2019
Nicolò Zaniolo,Roma,it Serie A,Off_MF,19.0,1766,19.6,407.4901146267497,Top Starter,,,,,2018-2019
Cristián Zapata,Milan,it Serie A,DF,31.0,1026,11.4,,,,,658.4258521119407,Top Starter,2018-2019
Duván Zapata,Atalanta,it Serie A,FW,27.0,2896,32.2,843.6139756505888,World Class,,,,,2018-2019
Davide Zappacosta,Chelsea,eng Premier League,DF,26.0,128,1.4,,,,,,,2018-2019
Simone Zaza,Torino,it Serie A,FW,27.0,1437,16.0,433.354521188306,Top Starter,,,,,2018-2019
Marvin Zeegelaar,Udinese,it Serie A,DF,27.0,956,10.6,,,,,689.3530926152952,Top Starter,2018-2019
Mehdi Zeffane,Rennes,fr Ligue 1,DF,26.0,1214,13.5,,,,,544.4301955567416,Top Starter,2018-2019
Arber Zeneli,Reims,fr Ligue 1,FW,23.0,810,9.0,457.600093977803,Top Starter,,,,,2018-2019
Nabil El Zhar,Leganés,es La Liga,Off_MF,31.0,966,10.7,440.3851507569855,Top Starter,,,,,2018-2019
