Player,OffScore_mean,MidScore_mean,DefScore_mean,Min,90s,MainScore_mean
André Ayew,375.28015513129935,,,4718,52.400000000000006,327.675
André Carrillo,279.5577556861572,,,1540,17.1,206.6
André Gomes,,411.32585701294386,,9683,107.60000000000001,365.925
André Hahn,316.70162513968825,,,8641,95.9,247.56
André Hoffmann,,,646.974183526388,3477,38.7,655.35
André Ramalho,,,,34,0.4,
André Schürrle,415.8682763163888,,,2877,31.9,497.35
André Silva,544.1253339600629,,,13314,148.1,693.1
Andrés Andrade Cedeño,,,706.5694766134318,1046,11.6,887.8
Andrés Cubas,,,812.2749343907147,2242,24.9,750.0
Andrés García,,,,349,3.8,
Andrés Guardado,,516.685104460422,,11176,124.2,580.6
Andrés Iniesta,293.0056116760066,,,1824,20.3,181.4
Andrés Martín,,,,391,4.4,
Andrés Solano,,,,45,0.5,
Andrés Tello,,,,413,4.6,
Andu Kelati,,,,288,3.2,
Andy Carroll,301.28889637373396,,,2235,24.8,253.89999999999998
Andy Delort,464.313076346178,,,14784,164.2,540.6625
Andy Diouf,303.3099225809932,,,3733,41.5,109.4
Andy Irving,,,,324,3.6,
Andy King,,355.1744324225693,,1252,13.9,280.45
Andy Pelmard,,,648.8707022087708,5571,61.900000000000006,580.4333333333333
Anel Ahmedhodžić,,,676.3878161906216,3999,44.4,808.55
Ange Martial Tia,,,,171,1.9,
Ange-Yoan Bonny,587.5425508150572,,,2976,33.1,602.35
Angel Gomes,383.81567847746066,609.5721629752026,,8004,89.0,545.4
Angeliño,,,470.98624842396316,13299,147.8,160.95000000000002
Angelo Fulgini,463.725119621422,,,14201,157.7,462.96666666666664
Angelo Ndrecka,,,,90,1.0,
Angelo Ogbonna,,,510.40439707542254,12825,142.5,275.7142857142857
Angelo Stiller,,651.469618948861,,9176,101.9,757.02
Anis Ben Slimane,,,,419,4.7,
Anrie Chase,,,548.347934514301,734,8.2,372.2
Ansgar Knauff,513.5072346697951,,578.798344639402,6763,75.1,565.2
Ansou Sow,,,,6,0.1,
Ansu Fati,637.8541840244061,,,4417,49.1,835.1
Antal Yaakobishvili,,,,61,0.7,
Ante Budimir,430.49570786673274,,,16290,181.0,530.5
Ante Palaversa,,,,40,0.4,
Ante Rebić,550.6949065419159,,,9649,107.3,704.7428571428571
Ante Ćorić,,,,24,0.3,
Anthony Bermont,,,,49,0.5,
Anthony Briançon,,,671.5886299579569,5886,65.4,670.7333333333333
Anthony Caci,,,637.6224540163175,15694,174.3,578.7571428571429
Anthony Elanga,372.8738588796738,,,7413,82.3,399.84999999999997
Anthony Gonçalves,421.2001539198432,,,2815,31.3,406.40000000000003
Anthony Gordon,397.0470393472524,,,10717,119.1,438.3333333333333
Anthony Jung,,,565.2722844109892,7437,82.7,469.4333333333334
Anthony Khelifa,,,,10,0.1,
Anthony Knockaert,410.07201126581856,,,4258,47.3,397.5
Anthony Limbombe,317.3234887715917,,,1388,15.399999999999999,190.8
Anthony Losilla,,319.83482771491515,,9368,104.0,155.35000000000002
Anthony Lozano,302.4016589437305,,,6703,74.4,273.48333333333335
Anthony Martial,512.2212948922875,,,9435,104.9,639.7285714285715
Anthony Modeste,496.3580098984533,,,5071,56.4,594.6999999999999
Anthony Oyono,,,590.7502233367337,1198,13.3,541.5
Anthony Rouault,,,642.6873231863374,7363,81.8,649.1800000000001
Anthony Ujah,514.0704138419914,,,1924,21.4,658.7
Anthony Walongwa,,,,180,2.0,
Anto Grgić,,,,7,0.1,
Antoine Bernede,,453.8889408077007,,2200,24.5,484.5
Antoine Griezmann,608.5985765242699,,,21502,238.79999999999998,795.5666666666667
Antoine Hainaut,,,554.1041852301273,1206,13.4,394.5
Antoine Joujou,307.5048465579431,,,1722,19.2,158.35
Antoine Makoumbou,,274.34405602615095,469.5692510367478,4852,53.9,47.85
Antoine Mendy,,,663.6059320520181,2992,33.3,631.1999999999999
Antoine Semenyo,494.1853562273431,,,7364,81.9,676.2666666666667
Antoine Valerio,,,,157,1.8,
Anton Kade,,,395.0055984330427,807,9.0,61.2
Anton Stach,493.4333619523636,637.6615607579005,,10537,117.1,761.8799999999999
Antonee Robinson,,,677.5236373608102,12268,136.3,820.4799999999999
Antoni Milambo,,,,45,0.5,
Antonin Bobichon,399.80972357605947,519.1998848354018,,3949,43.8,402.0
Antonin Cartillier,,,,8,0.1,
Antonino Barillà,,422.97463184216934,,4306,47.900000000000006,348.65
Antonino Gallo,,,524.5942275845954,9091,101.0,313.475
Antonino La Gumina,332.10784686490246,,,1617,18.0,256.6
Antonino Ragusa,268.6579416455578,,,825,9.2,162.6
Antonio Barragán,,,512.9733038716215,7203,80.0,259.68
Antonio Barreca,,,432.8172318638056,2246,24.999999999999996,84.93333333333332
Antonio Blanco,,380.1598970759194,,7037,78.2,317.59999999999997
Antonio Candela,,,463.733672169632,1914,21.299999999999997,182.85
Antonio Candreva,499.82924160995987,,352.0917760797726,16132,179.3,521.4571428571428
Antonio Caracciolo,,,698.6386411220881,4581,50.9,758.35
Antonio Cioffi,,,,12,0.1,
Antonio Cortés,,,,181,2.0,
Antonio Di Gaudio,177.98970894946126,,,699,7.8,43.9
Antonio Iervolino,,,,5,0.1,
Antonio Luna,,,567.0825309755871,3279,36.5,316.7
Antonio Mance,,,,50,0.6,
Antonio Mazzotta,,,,56,0.6,
Antonio Nusa,380.130857561122,,,2394,26.6,359.85
Antonio Palumbo,,,,7,0.1,
Antonio Puertas,330.9195599867746,,,7724,85.8,264.225
Antonio Raillo,,,551.8969490136869,14093,156.5,439.93333333333334
Antonio Raimondo,,,,183,2.0,
Antonio Rukavina,,,607.1842189713282,1272,14.1,372.1
Antonio Rüdiger,,,490.5318465095461,19684,218.70000000000002,244.32222222222222
Antonio Sanabria,397.4587125599738,,,13983,155.3,452.1
Antonio Sánchez,,324.7163331373115,,6162,68.5,194.1
Antonio Vacca,,,802.7284001653576,1064,11.8,827.6
Antonio Valencia,,,595.336268278483,3206,35.6,395.6
Antonio Vergara,,,,7,0.1,
Antonios Papadopoulos,,,,147,1.6,
Antonis Aidonis,,,,80,0.9,
Antoniu,153.1369997843845,,,1108,12.4,17.4
Antony,486.2130914046965,,,5802,64.4,637.8
Antony Evans,,,,156,1.7,
Antonín Barák,470.889931149353,538.7821963720212,,12396,137.8,585.9
Antoñito,,,506.15171112902044,2892,32.1,274.05
Antwoine Hackford,,,,24,0.2,
Anuar,,276.590623126575,,3200,35.5,75.65
Anwar El Ghazi,407.520195037383,,,5765,64.0,474.5
Aníbal Chalá,,,515.4795234306417,744,8.3,200.5
Ao Tanaka,,447.71935526746046,,711,7.9,501.7
Arber Zeneli,419.1932576282281,,,3514,39.0,431.6666666666667
Archie Gray,,262.4684020650011,460.61418145330055,2354,26.2,129.7
Arda Güler,769.6486645602145,,,2779,30.9,946.5
Ardian Ismajli,,,639.691925562904,10247,113.9,668.9833333333333
Ardon Jashari,,,,97,1.1,
Arial Mendy,,,343.1503797191149,1015,11.3,11.5
Aridane Hernández,,,552.3730637264981,10303,114.5,459.9166666666667
Ariday Cabrera,,,,37,0.4,
Arijon Ibrahimović,413.54177781252633,,,1650,18.4,428.3
Aristide Zossou,,,,16,0.2,
Aristóteles Romero,,,,86,1.0,
Aritz Aduriz,227.17047174377126,,,3303,36.699999999999996,179.15
Aritz Arambarri,,,,203,2.3,
Aritz Elustondo,,,562.9077857375212,13404,148.8,444.7625
Arjen Robben,717.8354836091994,,,2074,23.0,917.5999999999999
Arkadiusz Milik,593.466366564905,,,9861,109.5,766.6428571428571
Arkadiusz Pyrka,,,540.203414162349,870,9.7,382.7
Arkadiusz Reca,,,535.2746981163385,8235,91.4,327.7
Arkaitz Mariezkurrena,,,,241,2.7,
Arlind Ajeti,,,812.9484447051782,1271,14.1,947.2
Armand Lauriente,456.60277558757195,,,10666,118.5,543.7
Armando Broja,318.01175375147267,,,3785,42.1,281.3
Armando Izzo,,,688.6881125493271,16425,182.4,781.7875
Armando Sadiku,,,,267,3.0,
Armel Bella Kotchap,,,675.9653614195357,5008,55.6,821.0666666666666
Armin Gigovic,,437.3328798305689,,1895,21.1,448.0
Armindo Sieb,457.01085777574576,,,1114,12.4,549.0
Arnau Martinez,,,590.0893218569875,7789,86.6,561.45
Arnau Puigmal,244.76476041738576,,,1018,11.3,97.7
Arnau Solà,,,,13,0.1,
Arnaud Kalimuendo,493.70079919459175,,,10137,112.6,588.9399999999999
Arnaud Lusamba,,614.9408010442748,,1144,12.700000000000001,710.0
Arnaud Nordin,405.8333657863003,,480.14443906017107,10963,121.9,385.25
Arnaud Souquet,,,637.909651663368,8350,92.69999999999999,531.175
Arnaut Danjuma,371.7522186557648,,,6002,66.7,367.98333333333335
Arne Engels,,556.6496717974438,,2924,32.5,705.7
Arne Maier,421.2420868249737,475.9628728273069,,10651,118.2,444.5625
Arnold Bouka Moutou,,,,402,4.4,
Arnór Sigurðsson,,,,183,2.0,
Aron Dønnum,295.3139649608402,,473.9089254517335,5530,61.4,161.73333333333332
Aron Gunnarsson,,354.78825507401854,,2266,25.2,226.2
Aron Jóhannsson,,,,276,3.1,
Arona Sané,,,,65,0.7,
Arouna Sangante,,,629.5813606707426,5245,58.3,590.8333333333334
Arsen Zakharyan,409.59523644238834,,,1592,17.6,359.0
Arsène Kouassi,,,375.84014203157017,1362,15.1,28.9
Artem Dovbyk,606.4955719905786,,,5395,59.9,751.4000000000001
Arthur,,,534.1091400785344,1603,17.8,343.9
Arthur Atta,322.36556524266786,638.0324003014796,,3344,37.2,411.1666666666667
Arthur Avom,,586.1503002743149,,1268,14.1,705.7
Arthur Cabral,463.88272454101866,,,2181,24.200000000000003,617.7
Arthur Chaves,,,781.5813327189368,2425,27.0,976.4
Arthur Masuaku,,,653.8976314358472,6348,70.5,683.24
Arthur Melo,,489.3221191221699,,7658,85.2,527.1833333333333
Arthur Theate,,,612.2267982420707,11893,132.0,571.54
Arthur Vermeeren,,469.4929951301219,,2291,25.5,502.6
Arthur Zagre,,,,147,1.7,
Artur Ioniță,,327.64548274757567,,10369,115.30000000000001,172.2
Arturo Calabresi,,,639.7332035480978,4021,44.699999999999996,612.6333333333333
Arturo Rodríguez,,,,21,0.2,
Arturo Vidal,,704.0997589397217,,6935,77.0,873.5
Arvid Brorsson,,,,362,4.0,
Asaf Arania,,,,6,0.1,
Asher Agbinone,,,,6,0.1,
Ashley Barnes,319.2318416563066,,,8055,89.5,322.64
Ashley Fletcher,,,,30,0.3,
Ashley Westwood,,577.3429310488737,,12782,142.0,733.88
Ashley Williams,,,680.5546071354294,1834,20.4,675.2
Ashley Young,,,499.32280057568744,16017,177.8,323.1
Asier Illarramendi,,514.5056022150414,,6987,77.6,567.6999999999999
Asier Osambela,,,,222,2.5,
Asier Villalibre,440.10462380814516,,,3611,40.199999999999996,536.2
Assan Ceesay,264.3071492939799,,,1812,20.1,141.6
Assan Ouedraogo,828.4961631924906,,,600,6.699999999999999,969.3
Assane Diao,415.35063619534935,,,2891,32.1,461.5
Assane Dioussé,,317.0896931258809,,3456,38.4,119.63333333333334
Assil Jaziri,,,,37,0.4,
Aster Vranckx,,286.3601294119179,687.4145524027506,3638,40.5,270.6
Atakan Karazor,,400.8360137647217,749.732365871644,10956,121.7,446.51666666666665
Attila Szalai,,,,391,4.300000000000001,
Augustine Boakye,456.1227322665231,,,733,8.1,507.6
Augusto Fernández,,,,476,5.3,
Augusto Solari,440.4127286182545,,,1462,16.2,480.90000000000003
Augustus Kargbo,,,,32,0.4,
Aurele Amenda,,,,342,3.8000000000000003,
Aurélien Chedjou,,,655.542188127097,1971,21.9,639.8
Aurélien Nguiamba,,,,51,0.6,
Aurélien Pelon,,,,90,1.0,
Aurélien Scheidler,,,,342,3.8,
Aurélien Tchouaméni,,474.37790998539623,632.3354981780199,16051,178.2,510.3125
Aurélio Buta,,,508.10745455718416,5176,57.5,236.0333333333333
Auston Trusty,,,623.518121120673,2572,28.6,747.1
Awer Mabil,,,,165,1.8,
Axel Camblan,,,,196,2.2,
Axel Disasi,,,544.8119585101996,14084,156.4,328.78333333333336
Axel Gueguin,,,,179,2.1,
Axel Guessand,,,,124,1.4,
Axel Tapé,,,,357,4.0,
Axel Tuanzebe,,,493.9670840911028,3528,39.099999999999994,293.09999999999997
Axel Witsel,,410.5306433739262,558.2741956933077,15322,170.3,392.8375
Ayanda Sishuba,,,,62,0.7,
Ayden Heaven,,,536.5838525614687,807,9.0,415.0
Ayman Aiki,,,,127,1.4,
Ayman Azhil,,,,24,0.3,
Ayman Kari,303.398616159391,,,989,11.0,107.7
Aymen Abdennour,,,436.1745863543619,499,5.5,20.3
Aymen Barkok,482.16952104617184,298.95094677941887,,3018,33.7,388.2
Aymeric Laporte,,,524.6779698522873,12706,141.1,304.975
Ayoub Amraoui,,,,294,3.3,
Ayoze Pérez,534.8422139970525,,,15733,174.8,673.1375
Aythami Artiles,,,,184,2.0,
Ayumu Seko,,,563.2729736388274,1455,16.2,200.0
Ayyoub Bouaddi,,400.8461634121876,,2341,26.1,292.85
Azor Matusiwa,,436.8573128986003,,9204,102.30000000000001,382.41999999999996
Azzedine Ounahi,565.3897479353946,544.1221800294851,,4872,54.0,666.0
Aïman Maurer,396.45719686066553,,,557,6.199999999999999,311.6
Aïssa Laïdouni,,482.5899069329047,,1942,21.6,503.95
Aïssa Mandi,,,571.1700861633315,17829,198.20000000000002,441.82222222222225
Baba Rahman,,,789.6917359643423,1268,14.1,918.8
Babacar Guèye,,,,110,1.2,
Babatunde Akinsola,,,,11,0.1,
Bacary Sagna,,,576.9235178079531,957,10.6,234.1
Badou Ndiaye,,423.10872364413075,,1138,12.6,429.6
Badredine Bouanani,483.80674782864185,,,2975,33.0,539.4000000000001
Bafodé Diakité,,,585.9702947345377,10378,115.2,442.76666666666665
Bahereba Guirassy,361.09600687476376,,,1051,11.7,368.4
Bahmed Deuff,,,,222,2.5,
Baila Diallo,,,,89,1.0,
Baissama Sankoh,,233.89707170509635,,2191,24.3,37.0
Bakary Koné,,,484.84534132161906,2462,27.4,40.6
Bakary Sako,595.5478114190656,,,663,7.3,833.0
Bakaye Dibassy,,,643.5201042380471,7588,84.4,500.1333333333334
Bakery Jatta,,,,500,5.6,
Bali Mumba,,,,45,0.5,
Balthazar Pierret,,294.59160844366625,,1750,19.400000000000002,88.0
Bamba Dieng,536.4359380354598,,,3220,35.7,607.5
Bambasé Conté,,,,48,0.5,
Bambo Diaby,,,,79,0.9,
Bamo Meïté,,,628.4540660019886,3675,40.8,541.8
Bandiougou Fadiga,,,,106,1.2,
Baptiste Gabard,,,,133,1.5,
Baptiste Guillaume,374.67673115134403,,,1641,18.2,348.2
Baptiste Mouazan,,,,96,1.1,
Baptiste Santamaria,,407.48947416344237,,19175,213.0,324.66999999999996
Barbero,,,,21,0.2,
Barcia,,,,165,1.8,
Barri,,,,113,1.3,
Bartol Franjić,,302.19806694067165,,1456,16.2,106.4
Bartosz Bereszyński,,,621.8157595599765,15761,175.10000000000002,580.9142857142857
Bartosz Białek,,,,448,5.0,
Bartosz Kapustka,,,,235,2.6,
Bartosz Salamon,,,698.8688728290748,3794,42.199999999999996,697.55
Bas Dost,568.7480688586136,,,2292,25.5,774.4
Bashir Humphreys,,,,349,3.9,
Bassem Srarfi,309.667727275135,,,1820,20.299999999999997,230.65
Bassirou Ndiaye,,,,152,1.7,
Bastian Badu,,,,9,0.1,
Bastian Oczipka,,,580.0316928319255,10064,111.9,425.6
Bastien Meupiyou,,,,8,0.1,
Bastos,,,603.1947142141134,3374,37.5,440.70000000000005
Batista Mendy,,290.3130589935571,589.3354143126621,6494,72.1,102.13333333333333
Bazoumana Touré,424.15391897555895,,,1692,18.8,523.4
Bebé,324.98426493327145,,,2868,32.0,262.1
Becir Omeragic,,,575.4494197317028,4111,45.7,406.9
Ben Bobzien,,,,9,0.1,
Ben Brereton,322.72210734134006,,,1824,20.3,351.3
Ben Chilwell,,,504.5782824461607,13579,150.9,260.65
Ben Cremaschi,,,,21,0.2,
Ben Davies,,,574.9129329689376,14311,159.0,503.575
Ben Gannon-Doak,,,,97,1.1,
Ben Gibson,,,568.7334812092225,2556,28.4,520.4
Ben Godfrey,,,613.2621948775452,9462,105.1,661.4200000000001
Ben Hamed Touré,,,,209,2.3,
Ben Johnson,,,553.4153479226629,5016,55.6,472.93999999999994
Ben Lhassine Kone,,,,132,1.5,
Ben Mee,,,593.4235062472102,18166,201.7,550.7857142857143
Ben Old,188.5177799933533,,,528,5.9,41.4
Ben Osborn,192.45270602043593,,372.2983681663984,3565,39.6,49.699999999999996
Ben Parkinson,,,,25,0.3,
Ben Pearson,,,,286,3.2,
Ben Viadere,,,,5,0.1,
Ben Watson,,323.1191837429317,,456,5.1,145.6
Ben White,,,552.7500715141512,13600,151.1,461.23999999999995
Ben Wilmot,,,,227,2.5,
Ben Winterburn,,,,31,0.4,
Ben Woodburn,,,,7,0.1,
Ben Zolinski,354.7818453899503,,,1210,13.4,314.2
Bence Dárdai,,353.18599869224397,,1339,14.9,218.7
Bendito Mantato,,,,16,0.2,
Benedict Hollerbach,365.01503231458065,,,4592,51.0,375.13333333333327
Benedikt Gimber,,,582.914023366634,5280,58.7,497.5333333333333
Benedikt Höwedes,,,,247,2.7,
Benedikt Pichler,366.44856395043223,,,785,8.7,346.4
Beni Baningime,,,,198,2.2,
Benicio Boaitey,,,,40,0.4,
Benik Afobe,121.93299779804973,,,611,6.8,19.8
Benito Raman,439.77549775716244,,,4528,50.3,454.20000000000005
Benito Ramírez,,,427.4760841343389,1028,11.399999999999999,103.5
Benjamin André,,497.86375733345943,,22624,251.5,518.5777777777778
Benjamin Bouchouari,,446.6933427740267,,1772,19.7,426.7
Benjamin Bourigeaud,591.2324551417639,604.5313431622641,,18745,208.3,726.342857142857
Benjamin Corgnet,369.5531585217155,,,2308,25.7,274.25
Benjamin Goller,,,,288,3.2,
Benjamin Hadžić,,,,25,0.3,
Benjamin Henrichs,,,697.4545734186412,11377,126.5,789.5375
Benjamin Hübner,,,795.8914775469657,5573,61.9,922.9
Benjamin Jeannot,272.1725067612854,,,3010,33.5,173.55
Benjamin Mendy,,,430.0664772241188,4497,50.0,110.55000000000001
Benjamin Nivet,428.98162831734504,,,1369,15.2,372.1
Benjamin Pavard,,,649.1915108755569,19286,214.3,656.0111111111112
Benjamin Stambouli,,,747.3468484246229,7560,84.0,819.6
Benjamin Tahirovic,,,,355,3.9,
Benjamin Tetteh,,,,278,3.1,
Benjamin Šeško,538.0724724684441,,,4950,55.0,722.6999999999999
Benjamín Domínguez,329.2331405857766,,,1553,17.2,254.9
Bennit Bröger,,,,11,0.1,
Benno Schmitz,,,595.3731117229812,7652,85.0,547.45
Benoît Assou-Ekotto,,,529.7214737742866,1051,11.7,86.6
Benoît Badiashile,,,630.9044095490951,11633,129.3,611.342857142857
Benson Manuel,,,,116,1.3,
Beram Kayal,,363.5030980019603,730.9577617504448,1685,18.700000000000003,448.25
Berat Djimsiti,,,630.6248953927748,20861,231.9,621.7222222222222
Beres Owusu,,,,90,1.0,
Berkan Kutlu,,,,199,2.2,
Berkay Özcan,365.7558509700508,,,1053,11.7,260.5
Bernard,386.9240361719264,,,3851,42.8,388.23333333333335
Bernard Nguene,,,,151,1.6,
Bernard Tekpetey,229.8475466741721,,,448,5.0,73.4
Bernardo,,,784.1652306054348,9924,110.3,940.65
Bernardo Espinosa,,,547.6418642081803,9079,100.9,336.5
Bernardo Silva,561.0571555917498,551.9442001226104,,20288,225.3,716.088888888889
Bersant Celina,,683.4804158408846,,2298,25.5,862.3
Bertrand Traoré,415.4669903438806,,,9611,106.7,446.81666666666666
Bertuğ Yıldırım,219.60096469577894,,,1552,17.2,70.25
Beto,453.70341197437574,,,7696,85.5,599.1800000000001
Bevic Moussiti-Oko,222.29209955454303,,,698,7.8,57.1
Beñat Etxebarria,,686.9179564060992,,3545,39.4,813.05
Beñat Prados,,382.4280648090191,,3249,36.1,328.9
Beñat Turrientes,,264.336972107799,,3358,37.3,65.19999999999999
Biagio Meccariello,,,663.8860416373766,768,8.5,754.6
Bilal Benkhedim,,,,205,2.3,
Bilal Boutobba,310.81427714930373,,,963,10.8,198.2
Bilal Brahimi,501.6247160036077,,,1824,20.3,668.1
Bilal El Khannouss,546.3181644657608,,,3130,34.7,620.8
Bilal Nadir,,,,883,9.899999999999999,
Billy Gilmour,,484.7484773984761,,6625,73.7,576.925
Billy Ketkeophomphone,,,,437,4.9,
Billy Sharp,317.15430586241877,,,1786,19.9,316.85
Birama Touré,,247.94683008133305,,3700,41.099999999999994,28.1
Birger Meling,,,617.9022049334254,5382,59.8,538.8000000000001
Birger Verstraete,,501.9494624602984,,665,7.4,550.0
Birk Risa,,,,81,0.9,
Birkir Bjarnason,,416.1340913235025,,798,8.9,322.5
Bjarki Bjarkason,,,,165,1.8,
Björn Engels,,,553.5788360284487,4417,49.1,354.05
Blaise Matuidi,,433.6059029949154,,7037,78.3,390.6333333333334
Blendi Idrizi,,,,238,2.6,
Blerim Džemaili,,554.7389413923673,,3641,40.5,591.9333333333333
Bobby Adekanye,,,,224,2.5,
Bobby Clark,,,,97,1.1,
Bobby De Cordova-Reid,331.63624690717563,,,8438,93.8,281.46
Bobby Wood,264.65475413495403,,,2791,31.0,157.95
Bojan Krkić,,,,512,5.7,
Bojan Miovski,288.45928788477704,,,913,10.2,178.6
Bongani Zungu,,295.6346350731026,,3306,36.8,77.35
Bonke Innocent,,261.2419689321161,789.7051747358954,2266,25.099999999999998,372.5
Borja Bastón,295.519221218656,,,2442,27.1,255.55
Borja Fernández,,,708.4010272444575,841,9.3,578.9
Borja Garcés,,,,20,0.2,
Borja García,385.50127861930366,478.99411668521685,,7223,80.2,490.02500000000003
Borja Herrera,,,,241,2.7,
Borja Iglesias,452.00235331277787,,,14008,155.7,580.5285714285714
Borja Lasso,,,,53,0.6,
Borja Mayoral,434.10249819762635,,,13887,154.4,522.475
Borja Sainz,322.1087598004022,,,1026,11.4,215.2
Borja Sánchez Laborde,,,,14,0.2,
Borja Valero,,515.8748264825542,,5217,58.0,582.175
Borja Valle,815.0003447991063,,,486,5.4,978.0
Borna Barišić,,,,9,0.1,
Borna Sosa,,,500.44587400448717,8367,92.9,226.18
Bosko Sutalo,,,661.2864073147247,1433,15.899999999999999,775.5
Botond Balogh,,,617.908880024704,2218,24.6,601.6
Boubacar Kamara,,443.9787500409649,632.6160513486236,17243,191.8,444.4222222222222
Boubacar Traoré,,382.6969741282496,518.8183545944079,3999,44.5,207.13333333333333
Boubakar Kouyaté,,,803.9081896449029,8569,95.2,947.9200000000001
Boubakary Soumaré,,402.01721877586,,11395,126.6,311.84999999999997
Boukary Dramé,,,,95,1.1,
Boulaye Dia,430.6712988415345,,,13397,148.9,473.53749999999997
Bouna Sarr,,,674.9918968812583,6893,76.5,627.5
Boštjan Cesar,,,507.7972578539193,1629,18.1,166.04999999999998
Bradley Barcola,699.7343327839785,,,6330,70.3,862.35
Bradley Burrowes,,,,17,0.2,
Bradley Locko,,457.60485377441375,595.8018241115244,6331,70.4,487.90000000000003
Brahim Díaz,604.1990765850408,,,8753,97.2,773.0200000000001
Braian Cufré,,,,220,2.4,
Brais Méndez,447.19211736397705,,,17963,199.5,493.0888888888889
Brajan Gruda,572.2175491036506,,,2982,33.1,707.5666666666666
Bram Nuytinck,,,712.5624335190006,12271,136.2,825.8833333333333
Branco van den Boomen,,816.202181545777,,2888,32.1,961.7
Brandon,,,,763,8.5,
Brandon Aguilera,,,,5,0.1,
Brandon Baiye,,,,51,0.6,
Brandon Borrello,,,,298,3.3,
Brandon Domingues,,,,231,2.6,
Brandon Pierrick,,,,15,0.2,
Brandon Soppy,,,456.0863213025748,2247,24.9,176.13333333333333
Brandon Williams,,,638.4206001434316,3314,36.9,723.3499999999999
Branimir Hrgota,308.4577885668991,,,2978,33.199999999999996,194.3
Branislav Ivanović,,,458.8412895321052,767,8.5,135.8
Brau,,,,31,0.3,
Brayan Vera,,,,155,1.7,
Brayann Pereira,,,,195,2.2,
Braydon Manu,,,,171,1.9,
Brecht Dejaegere,349.443883848025,,,1809,20.1,223.3
Breel Embolo,531.0905050679125,,,12248,136.1,691.1375
Brendan Chardonnet,,,689.4319585536452,15388,170.9,750.3571428571429
Brenden Aaronson,411.8855144821132,,,4884,54.3,442.76666666666665
Brennan Johnson,457.9978542015491,,,8204,91.2,563.025
Brenner,,,,575,6.4,
Brian Bayeye,,,,64,0.7,
Brian Behrendt,,,,79,0.9,
Brian Brobbey,398.1057054792211,,,838,9.4,514.6
Brian Fernández,,,,128,1.4,
Brian Madjo,,,,157,1.7,
Brian Ocampo,278.12471488525085,,,1367,15.2,134.9
Brian Oddei,,,,53,0.6,
Brian Oliván,,,439.0382438641539,5609,62.3,132.20000000000002
Bridge Ndilu,,,,42,0.5,
Bright Gyamfi,,,,326,3.6,
